ticker|~|alert_date|~|source|~|skip_category|~|ep_score|~|gap_pct|~|catalyst_quality|~|open_d0|~|close_d0|~|ret_1d|~|ret_5d|~|ret_20d|~|max_high_5d|~|max_high_20d|~|refreshed_et|~|skip_reason
CD|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.520891364902507|~||~|3.6|~|3.44|~||~||~||~|0.12499999999999992|~|0.12499999999999992|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.59 < $5.00 floor
CDIO|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.891625615763565|~||~|2.03|~|1.925|~||~||~||~|0.06891625615763565|~|0.06891625615763565|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.03 < $5.00 floor
CDTG|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.932203389830514|~||~|1.2|~|1.17|~||~||~||~|0.11666666666666678|~|0.11666666666666678|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.18 < $5.00 floor
CIRC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.25803310613437|~||~|0.5999|~|0.6606|~||~||~||~|0.11685280880146699|~|0.11685280880146699|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.62 < $5.00 floor
CLGN|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.833093294927182|~||~|0.33|~|0.3008|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.31 < $5.00 floor
CLIK|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.035971223021588|~||~|1.3501|~|1.36|~||~||~||~|0.0505888452707207|~|0.0505888452707207|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.39 < $5.00 floor
CLRO|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.741573033707872|~||~|5.3|~|5.51|~||~||~||~|0.10752830188679255|~|0.10752830188679255|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 31,214 < 50,000 shares floor
CMND|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.172413793103453|~||~|1.75|~|1.68|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.74 < $5.00 floor
CNSP|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.17324185248713|~||~|5.71|~|5.94|~||~||~||~|0.08404553415061292|~|0.08404553415061292|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 8,111 < 50,000 shares floor
CNTN|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.9360730593607265|~||~|2.26|~|2.14|~||~||~||~|0.008849557522123902|~|0.008849557522123902|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.19 < $5.00 floor
CODX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.438016528925627|~||~|1.3|~|1.22|~||~||~||~|0.007615384615384631|~|0.007615384615384631|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.21 < $5.00 floor
COE|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.599513085818635|~||~|17.25|~|16.8|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 12,705 < 50,000 shares floor
COOK|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.55455365193868|~||~|55.6|~|55.91|~||~||~||~|0.05368705035971222|~|0.05368705035971222|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 15,128 < 50,000 shares floor
COPR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|12.359550561797755|~||~|2.78|~|3.16|~||~||~||~|0.18298561151079143|~|0.18298561151079143|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.67 < $5.00 floor
CRDF|~|2026-08-24|~|scan_filter|~|filter_other|~||~|11.36234518804681|~||~|0.935|~|0.998|~||~||~||~|0.12299465240641709|~|0.12299465240641709|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.88 < $5.00 floor
CVRX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|12.161971830985921|~||~|2.99|~|3.15|~||~||~||~|0.10033444816053505|~|0.10033444816053505|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.84 < $5.00 floor
CYAB|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.67381111855326|~||~|0.32|~|0.3022|~||~||~||~|0.0937499999999999|~|0.0937499999999999|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.30 < $5.00 floor
CYPH|~|2026-08-24|~|scan_filter|~|filter_other|~||~|23.94366197183099|~||~|1.83|~|1.68|~||~||~||~|0.10382513661202182|~|0.10382513661202182|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.42 < $5.00 floor
DAIC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|195.77464788732397|~||~|1.0803|~|1.73|~||~||~||~|1.8973433305563265|~|1.8973433305563265|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.43 < $5.00 floor
DDC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.059096945551125|~||~|0.617|~|0.5897|~||~||~||~|0.06969205834683961|~|0.06969205834683961|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.60 < $5.00 floor
DEFT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.618368411897721|~||~|0.62|~|0.62|~||~||~||~|0.07306451612903227|~|0.07306451612903227|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.57 < $5.00 floor
DETX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.162891986062716|~||~|3.76|~|3.7147|~||~||~||~|0.039893617021276695|~|0.039893617021276695|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.67 < $5.00 floor
DFDV|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.568527918781721|~||~|4.16|~|4.09|~||~||~||~|0.031177884615384545|~|0.031177884615384545|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.94 < $5.00 floor
DFSC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.14193548387096|~||~|1.62|~|1.6|~||~||~||~|0.0245679012345678|~|0.0245679012345678|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.55 < $5.00 floor
DGNX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.812499999999989|~||~|1.28|~|1.32|~||~||~||~|0.08984374999999999|~|0.08984374999999999|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.28 < $5.00 floor
DIT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.992085924250982|~||~|67|~|67.05|~||~||~||~|0.0007462686567163755|~|0.0007462686567163755|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 833 < 50,000 shares floor
DOMH|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.813953488372089|~||~|2.6|~|2.59|~||~||~||~|0.019230769230769162|~|0.019230769230769162|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.58 < $5.00 floor
DTCX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.725190839694653|~||~|2.62|~|2.92|~||~||~||~|0.11832061068702292|~|0.11832061068702292|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.62 < $5.00 floor
DWTX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.220883534136542|~||~|2.51|~|2.56|~||~||~||~|0.10358565737051803|~|0.10358565737051803|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.49 < $5.00 floor
DXST|~|2026-08-24|~|scan_filter|~|filter_other|~||~|19.841269841269842|~||~|3.01|~|2.95|~||~||~||~|0.11295681063122934|~|0.11295681063122934|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.52 < $5.00 floor
EDSA|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.191873589164795|~||~|4.45|~|4.4|~||~||~||~|0.03370786516853921|~|0.03370786516853921|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $4.43 < $5.00 floor
EMAT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|16.624685138539032|~||~|4.11|~|4.21|~||~||~||~|0.167883211678832|~|0.167883211678832|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.97 < $5.00 floor
ENLV|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.163265306122456|~||~|1.48|~|1.51|~||~||~||~|0.054054054054054106|~|0.054054054054054106|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.47 < $5.00 floor
EPOW|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.118946663691136|~||~|0.4501|~|0.4271|~||~||~||~|0.012886025327705015|~|0.012886025327705015|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.45 < $5.00 floor
EXYN|~|2026-08-24|~|scan_filter|~|filter_other|~||~|14.479638009049767|~||~|2.1|~|2.3|~||~||~||~|0.2761904761904762|~|0.2761904761904762|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.21 < $5.00 floor
FAC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.422993492407809|~||~|4.65|~|4.6|~||~||~||~|0.03010752688172036|~|0.03010752688172036|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $4.61 < $5.00 floor
FNGR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.310626702997267|~||~|0.215|~|0.1954|~||~||~||~|0.023255813953488393|~|0.023255813953488393|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.22 < $5.00 floor
FOXX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.060606060606051|~||~|3.15|~|3.0999|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.97 < $5.00 floor
GEMI|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.542056074766339|~||~|4.28|~|4.19|~||~||~||~|0.08411214953271014|~|0.08411214953271014|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $4.28 < $5.00 floor
GETY|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.005688282138791|~||~|0.2637|~|0.2551|~||~||~||~|0.020474023511566127|~|0.020474023511566127|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.26 < $5.00 floor
GGR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|25.418502202643168|~||~|2.14|~|2.93|~||~||~||~|0.5810747663551402|~|0.5810747663551402|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.27 < $5.00 floor
GIFT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.318520269471699|~||~|0.89|~|0.8425|~||~||~||~|0.011235955056179785|~|0.011235955056179785|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.85 < $5.00 floor
GNPX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.822784810126571|~||~|4.02|~|4.02|~||~||~||~|0.0248756218905474|~|0.0248756218905474|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.95 < $5.00 floor
GOAI|~|2026-08-24|~|scan_filter|~|filter_other|~||~|10.708520179372192|~||~|2.55|~|2.06|~||~||~||~|0.027450980392156977|~|0.027450980392156977|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.23 < $5.00 floor
GOVX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|9.926734820322181|~||~|0.7152|~|0.6863|~||~||~||~|0.03467561521252803|~|0.03467561521252803|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.65 < $5.00 floor
GRI|~|2026-08-24|~|scan_filter|~|filter_other|~||~|9.696969696969706|~||~|1.8|~|1.79|~||~||~||~|0.07777777777777772|~|0.07777777777777772|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.65 < $5.00 floor
GTEC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.198477433387718|~||~|0.92|~|0.95|~||~||~||~|0.0978260869565217|~|0.0978260869565217|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.92 < $5.00 floor
HCAT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.228758169934645|~||~|1.56|~|1.59|~||~||~||~|0.0288461538461538|~|0.0288461538461538|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.53 < $5.00 floor
HCTI|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.371571639922602|~||~|0.8888|~|0.8446|~||~||~||~|0.0014626462646264264|~|0.0014626462646264264|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.88 < $5.00 floor
HCWB|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.422018348623839|~||~|2.32|~|2.31|~||~||~||~|0.0014224137931035789|~|0.0014224137931035789|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.18 < $5.00 floor
HMR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.185185185185174|~||~|1.36|~|1.4|~||~||~||~|0.051470588235294|~|0.051470588235294|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.35 < $5.00 floor
HODO|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.22510822510822|~||~|0.4581|~|0.4509|~||~||~||~|0.11722331368696796|~|0.11722331368696796|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.46 < $5.00 floor
HPAI|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.102337190832765|~||~|0.45|~|0.438|~||~||~||~|0.02222222222222224|~|0.02222222222222224|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.44 < $5.00 floor
HSCS|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.071428571428585|~||~|2.91|~|2.76|~||~||~||~|0.09965635738831616|~|0.09965635738831616|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.80 < $5.00 floor
HSDT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.195238095238083|~||~|2.15|~|2.18|~||~||~||~|0.046511627906976785|~|0.046511627906976785|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.10 < $5.00 floor
HUMA|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.29430084085955|~||~|0.675|~|0.6622|~||~||~||~|0.02755555555555548|~|0.02755555555555548|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.64 < $5.00 floor
HURA|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.499999999999996|~||~|2.1|~|2.15|~||~||~||~|0.04523809523809512|~|0.04523809523809512|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.00 < $5.00 floor
HVII|~|2026-08-24|~|scan_filter|~|adv_low|~||~|17.35|~||~|7.4|~|6.97|~||~||~||~|0.04594594594594593|~|0.04594594594594593|~|08-24 17:16|~|quality filter: filter:adv_too_low: $600,114
HYNE|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.043217286914766|~||~|16.7|~|16.41|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 22,299 < 50,000 shares floor
HYPD|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.273584905660377|~||~|3.4|~|3.26|~||~||~||~|0.02941176470588238|~|0.02941176470588238|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.18 < $5.00 floor
ICCM|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.530864197530857|~||~|2.38|~|2.27|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.43 < $5.00 floor
ILLR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.442101777238106|~||~|0.9033|~|0.8021|~||~||~||~|0.018266356692128817|~|0.018266356692128817|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.91 < $5.00 floor
IMDX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.299539170506922|~||~|4.37|~|4.32|~||~||~||~|0.02118993135011442|~|0.02118993135011442|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $4.34 < $5.00 floor
INCR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|26.13035819142689|~||~|5.44|~|5.48|~||~||~||~|0.07352941176470577|~|0.07352941176470577|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $4.26 < $5.00 floor
INEO|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.490271623964548|~||~|0.53515|~|0.585|~||~||~||~|0.09315145286368298|~|0.09315145286368298|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.52 < $5.00 floor
INM|~|2026-08-24|~|scan_filter|~|filter_other|~||~|10.273972602739736|~||~|1.48|~|1.43|~||~||~||~|0.08783783783783791|~|0.08783783783783791|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.46 < $5.00 floor
IPDN|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.2753036437246985|~||~|0.15|~|0.15|~||~||~||~|0.06666666666666674|~|0.06666666666666674|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.15 < $5.00 floor
JAB|~|2026-08-24|~|scan_filter|~|filter_other|~||~|10.76458752515091|~||~|9.94|~|9.9503|~||~||~||~|0.002012072434607782|~|0.002012072434607782|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 6,272 < 50,000 shares floor
JLHL|~|2026-08-24|~|scan_filter|~|atr_high|~||~|11.32|~||~|7.02|~|6.31|~||~||~||~|0.001452991452991483|~|0.001452991452991483|~|08-24 17:16|~|quality filter: filter:atr_too_high: 25.1% > 15.0%
JZ|~|2026-08-24|~|scan_filter|~|filter_other|~||~|11.363636363636363|~||~|2.03|~|2.32|~||~||~||~|0.40394088669950756|~|0.40394088669950756|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.20 < $5.00 floor
LANV|~|2026-08-24|~|scan_filter|~|filter_other|~||~|9.980952380952381|~||~|1.11|~|1.09|~||~||~||~|0.040360360360360316|~|0.040360360360360316|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.05 < $5.00 floor
LEDS|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.1151832460733|~||~|1.93|~|1.85|~||~||~||~|0.08373056994818663|~|0.08373056994818663|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.91 < $5.00 floor
LESL|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.690515806988354|~||~|0.6|~|0.5806|~||~||~||~|0.004083333333333439|~|0.004083333333333439|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.60 < $5.00 floor
LEXX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.833256985799363|~||~|10.96|~|10.54|~||~||~||~|0.012773722627737115|~|0.012773722627737115|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 8,919 < 50,000 shares floor
LGHL|~|2026-08-24|~|scan_filter|~|filter_other|~||~|21.414473684210524|~||~|0.66755|~|0.629|~||~||~||~|0.28634559209048016|~|0.28634559209048016|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.61 < $5.00 floor
LGVN|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.337909811812052|~||~|0.85|~|0.8378|~||~||~||~|0.023529411764705903|~|0.023529411764705903|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.84 < $5.00 floor
LHSW|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.200000000000006|~||~|2.5|~|2.77|~||~||~||~|0.11143999999999998|~|0.11143999999999998|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.50 < $5.00 floor
LITS|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.0927553804183106|~||~|1.03|~|1.03|~||~||~||~|0.05825242718446607|~|0.05825242718446607|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.99 < $5.00 floor
LOBO|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.122135056145201|~||~|0.6498|~|0.6501|~||~||~||~|0.061711295783317806|~|0.061711295783317806|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.65 < $5.00 floor
LONA|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.595315549772292|~||~|7.57|~|7.73|~||~||~||~|0.07199471598414794|~|0.07199471598414794|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 9,651 < 50,000 shares floor
LSTA|~|2026-08-24|~|scan_filter|~|filter_other|~||~|14.193548387096772|~||~|1.63|~|1.76|~||~||~||~|0.22699386503067492|~|0.22699386503067492|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.55 < $5.00 floor
LUCY|~|2026-08-24|~|scan_filter|~|filter_other|~||~|57.87395818102065|~||~|0.993|~|1.12|~||~||~||~|0.3091641490433032|~|0.3091641490433032|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.68 < $5.00 floor
MBRX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.817875210792576|~||~|0.61|~|0.6093|~||~||~||~|0.016393442622950834|~|0.016393442622950834|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.59 < $5.00 floor
MDXH|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.65711209796798|~||~|0.75|~|0.7413|~||~||~||~|0.02666666666666669|~|0.02666666666666669|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.74 < $5.00 floor
MERC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.734430082256177|~||~|0.45|~|0.401|~||~||~||~|0.005333333333333363|~|0.005333333333333363|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.43 < $5.00 floor
MHH|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.73333333333333|~||~|7.5|~|7.43|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 9,608 < 50,000 shares floor
MINE|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.844155844155835|~||~|3.18|~|3.24|~||~||~||~|0.06918238993710683|~|0.06918238993710683|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.08 < $5.00 floor
MNOV|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.035971223021588|~||~|1.39|~|1.53|~||~||~||~|0.10791366906474831|~|0.10791366906474831|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.39 < $5.00 floor
MODD|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.367231638418078|~||~|3.5|~|3.74|~||~||~||~|0.08857142857142859|~|0.08857142857142859|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.54 < $5.00 floor
MPU|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.044371788883688|~||~|0.2154|~|0.2167|~||~||~||~|0.09006499535747446|~|0.09006499535747446|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.21 < $5.00 floor
MREO|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.371900826446282|~||~|0.29|~|0.2895|~||~||~||~|0.013793103448275876|~|0.013793103448275876|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.29 < $5.00 floor
MRKR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.187050359712238|~||~|1.44|~|1.5|~||~||~||~|0.06250000000000006|~|0.06250000000000006|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.39 < $5.00 floor
MSGM|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.689001264222495|~||~|4.04|~|4.05|~||~||~||~|0.056930693069306815|~|0.056930693069306815|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.96 < $5.00 floor
MTVA|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.815068493150683|~||~|1.44|~|1.53|~||~||~||~|0.06250000000000006|~|0.06250000000000006|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.46 < $5.00 floor
MVIS|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.024096385542174|~||~|1.73|~|1.7|~||~||~||~|0.040462427745664775|~|0.040462427745664775|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.66 < $5.00 floor
NCEL|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.814202960738031|~||~|3.4|~|3.46|~||~||~||~|0.02941176470588238|~|0.02941176470588238|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.26 < $5.00 floor
NFE|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.418181818181806|~||~|0.27|~|0.2754|~||~||~||~|0.0507407407407407|~|0.0507407407407407|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.28 < $5.00 floor
NIXX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.008839127872721|~||~|0.685|~|0.6944|~||~||~||~|0.03737226277372256|~|0.03737226277372256|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.68 < $5.00 floor
NPWR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|11.470588235294121|~||~|1.84|~|1.99|~||~||~||~|0.15217391304347827|~|0.15217391304347827|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.70 < $5.00 floor
NRSN|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.032420940738771|~||~|0.38|~|0.375|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.38 < $5.00 floor
NSSC|~|2026-08-24|~|scan_filter|~|score_below_50|~|52.5|~|34.22|~|strong|~|46.16|~|37.59|~||~||~||~|0.1215337954939343|~|0.1215337954939343|~|08-24 17:16|~|score 52 < bar 65 (catalyst=strong)
NTRB|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.003857363277888|~||~|4.97|~|5.11|~||~||~||~|0.13883299798792764|~|0.13883299798792764|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $4.67 < $5.00 floor
OBAI|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.462489463332402|~||~|0.3582|~|0.3645|~||~||~||~|0.08514796203238406|~|0.08514796203238406|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.36 < $5.00 floor
OLOX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|13.875598086124405|~||~|2.36|~|2.05|~||~||~||~|0.04237288135593224|~|0.04237288135593224|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.09 < $5.00 floor
OMH|~|2026-08-24|~|scan_filter|~|filter_other|~||~|10.887949260042271|~||~|0.0963|~|0.098|~||~||~||~|0.17237798546209765|~|0.17237798546209765|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.09 < $5.00 floor
ORGO|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.538888888888883|~||~|1.81|~|1.67|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.80 < $5.00 floor
PDCC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|14.009111617312078|~||~|8.8|~|8.8448|~||~||~||~|0.011363636363636322|~|0.011363636363636322|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 1,872 < 50,000 shares floor
PDSB|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.263157894736847|~||~|0.2185|~|0.2168|~||~||~||~|0.01647597254004573|~|0.01647597254004573|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.22 < $5.00 floor
PLAG|~|2026-08-24|~|scan_filter|~|filter_other|~||~|20.087655222790353|~||~|0.8002|~|0.7828|~||~||~||~|0.1369645088727818|~|0.1369645088727818|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.68 < $5.00 floor
