scan_date|~|ticker|~|last_tick_et|~|gap_pct|~|prev_close|~|rel_volume|~|ep_score|~|score_tier|~|catalyst_quality|~|adv|~|adv_source|~|pm_rvol|~|rank_by_gap|~|projected_vol_multiple|~|minutes_since_open|~|price_source|~|filter_reason
2026-08-24|~|NIXX|~|09:35|~|5.008839127872721|~|0.6788|~||~||~||~||~||~||~||~||~||~|5|~||~|filter:universe_prev_close_too_low: prior close $0.68 < $5.00 floor
2026-08-24|~|NPWR|~|09:55|~|11.470588235294121|~|1.7|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.70 < $5.00 floor
2026-08-24|~|NRSN|~|09:20|~|6.032420940738771|~|0.3763|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.38 < $5.00 floor
2026-08-24|~|NSSC|~|09:50|~|34.22|~|38.09|~|1.33|~|52.5|~||~|strong|~|272546.069019|~|polygon_20d|~|29.247|~|2|~|25.9|~|20|~|polygon_delayed|~|score 52 < bar 65 (catalyst=strong)
2026-08-24|~|NTRB|~|09:55|~|5.003857363277888|~|4.6664|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $4.67 < $5.00 floor
2026-08-24|~|OBAI|~|09:55|~|6.462489463332402|~|0.3559|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.36 < $5.00 floor
2026-08-24|~|OLOX|~|09:55|~|13.875598086124405|~|2.09|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.09 < $5.00 floor
2026-08-24|~|OMH|~|09:55|~|10.887949260042271|~|0.0946|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.09 < $5.00 floor
2026-08-24|~|ORGO|~|09:45|~|5.538888888888883|~|1.8|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.80 < $5.00 floor
2026-08-24|~|PDCC|~|09:45|~|14.009111617312078|~|8.78|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_day_illiquid: prior-day volume 1,872 < 50,000 shares floor
2026-08-24|~|PDSB|~|09:15|~|5.263157894736847|~|0.2185|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.22 < $5.00 floor
2026-08-24|~|PLAG|~|09:55|~|20.087655222790353|~|0.6845|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.68 < $5.00 floor
2026-08-24|~|PMI|~|09:55|~|27.85046728971963|~|3.21|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.21 < $5.00 floor
2026-08-24|~|POAS|~|09:55|~|5.331680099194046|~|0.1613|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.16 < $5.00 floor
2026-08-24|~|POM|~|09:55|~|9.462161877697095|~|0.9501|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.95 < $5.00 floor
2026-08-24|~|PPCB|~|09:45|~|7.407407407407393|~|1.08|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.08 < $5.00 floor
2026-08-24|~|PRPL|~|09:55|~|5.177215189873413|~|5.53|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 10,652 < 50,000 shares floor
2026-08-24|~|PSIG|~|09:55|~|6.810035842293905|~|2.79|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.79 < $5.00 floor
2026-08-24|~|PUSA|~|09:55|~|12.244897959183671|~|3.43|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.43 < $5.00 floor
2026-08-24|~|PWCM|~|09:05|~|5.185185185185174|~|1.35|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.35 < $5.00 floor
2026-08-24|~|QNC|~|08:50|~|7.0422535211267565|~|2.13|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.13 < $5.00 floor
2026-08-24|~|QNTM|~|07:40|~|6.686046511627906|~|3.44|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $3.44 < $5.00 floor
2026-08-24|~|QTRX|~|09:45|~|8.361204013377927|~|2.99|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $2.99 < $5.00 floor
2026-08-24|~|RAIN|~|09:50|~|5.665286812536953|~|0.8455|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $0.85 < $5.00 floor
2026-08-24|~|RCBC|~|09:45|~|10.1141924959217|~|49.04|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_day_illiquid: prior-day volume 12,888 < 50,000 shares floor
2026-08-24|~|RCKT|~|09:25|~|5.008547008547014|~|3.51|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $3.51 < $5.00 floor
2026-08-24|~|RCT|~|09:40|~|5.179487179487178|~|0.195|~||~||~||~||~||~||~||~||~||~|10|~||~|filter:universe_prev_close_too_low: prior close $0.20 < $5.00 floor
2026-08-24|~|RDZN|~|07:45|~|6.225806451612905|~|1.55|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.55 < $5.00 floor
2026-08-24|~|RECT|~|09:55|~|9.448818897637786|~|1.27|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.27 < $5.00 floor
2026-08-24|~|REFR|~|09:45|~|5.97618512693777|~|0.4451|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.45 < $5.00 floor
2026-08-24|~|RGNT|~|08:40|~|5.238095238095232|~|2.1|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.10 < $5.00 floor
2026-08-24|~|RITR|~|09:55|~|26.923076923076927|~|0.0832|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.08 < $5.00 floor
2026-08-24|~|RNAZ|~|09:50|~|10.452961672473862|~|2.87|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $2.87 < $5.00 floor
2026-08-24|~|ROC|~|09:55|~|11.12469437652812|~|4.09|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $4.09 < $5.00 floor
2026-08-24|~|RPGL|~|09:55|~|9.078260869565222|~|2.3|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.30 < $5.00 floor
2026-08-24|~|SAFX|~|09:55|~|8.436078672403196|~|0.3254|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.33 < $5.00 floor
2026-08-24|~|SCOR|~|09:50|~|5.13694581280788|~|5.075|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_day_illiquid: prior-day volume 48,264 < 50,000 shares floor
2026-08-24|~|SCTX|~|07:25|~|13.3|~|34.13|~|0|~|60|~||~|strong|~|164867.841158|~|polygon_20d|~||~|4|~||~||~|polygon_delayed|~|score 60 < bar 65 (catalyst=strong)
2026-08-24|~|SDEV|~|09:45|~|7.894736842105271|~|1.14|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.14 < $5.00 floor
2026-08-24|~|SDOT|~|09:55|~|73.6|~|13.18|~|33.73|~||~||~||~|300755.6784875|~|polygon_20d|~|23.828|~|1|~|526.2|~|25|~|polygon_delayed|~|quality filter: filter:atr_too_high: 16.2% > 15.0%
2026-08-24|~|SEV|~|08:40|~|8.502024291497975|~|2.47|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.47 < $5.00 floor
2026-08-24|~|SGLY|~|07:30|~|7.003891050583665|~|2.57|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.57 < $5.00 floor
2026-08-24|~|SLGB|~|09:05|~|5.49427679500521|~|0.4805|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.48 < $5.00 floor
2026-08-24|~|SLQT|~|08:15|~|6.919454172201428|~|0.8281|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.83 < $5.00 floor
2026-08-24|~|SORA|~|09:45|~|7.106598984771568|~|1.97|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.97 < $5.00 floor
2026-08-24|~|SOS|~|07:15|~|6.350653296870261|~|0.9873|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.99 < $5.00 floor
2026-08-24|~|SPRC|~|09:15|~|5.451829723674374|~|6.695|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_day_illiquid: prior-day volume 3,278 < 50,000 shares floor
2026-08-24|~|SSII|~|08:25|~|5.718270571827059|~|3.585|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $3.58 < $5.00 floor
2026-08-24|~|STKE|~|09:40|~|5.26315789473683|~|1.33|~||~||~||~||~||~||~||~||~||~|10|~||~|filter:universe_prev_close_too_low: prior close $1.33 < $5.00 floor
2026-08-24|~|STRR|~|09:55|~|5.115346038114341|~|9.97|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 2,348 < 50,000 shares floor
2026-08-24|~|SUGP|~|07:45|~|6.212499999999996|~|1.6|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.60 < $5.00 floor
2026-08-24|~|SUIG|~|09:35|~|5.5045871559632875|~|1.09|~||~||~||~||~||~||~||~||~||~|5|~||~|filter:universe_prev_close_too_low: prior close $1.09 < $5.00 floor
2026-08-24|~|SUPX|~|09:50|~|15.02|~|8.52|~|0.8|~||~||~||~|216656.9541835|~|polygon_20d|~|4.126|~|4|~|15.6|~|20|~|polygon_delayed|~|quality filter: filter:mcap_too_small: $368M < $500M
2026-08-24|~|SVRN|~|09:55|~|6.801007556675064|~|7.94|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 7,703 < 50,000 shares floor
2026-08-24|~|TCRT|~|09:45|~|5.681818181818187|~|1.76|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.76 < $5.00 floor
2026-08-24|~|THH|~|07:20|~|7.5630252100840405|~|2.38|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.38 < $5.00 floor
2026-08-24|~|TOPS|~|08:10|~|5.725238036354644|~|0.8087|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.81 < $5.00 floor
2026-08-24|~|TPET|~|09:40|~|5.797101449275368|~|0.207|~||~||~||~||~||~||~||~||~||~|10|~||~|filter:universe_prev_close_too_low: prior close $0.21 < $5.00 floor
2026-08-24|~|TRAW|~|09:45|~|5.660377358490571|~|0.53|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.53 < $5.00 floor
2026-08-24|~|TURB|~|09:45|~|6.034482758620696|~|1.16|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.16 < $5.00 floor
2026-08-24|~|UFG|~|09:55|~|8.616944243301951|~|0.5524|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.55 < $5.00 floor
2026-08-24|~|VCIG|~|09:25|~|6.153123532174741|~|3.1935|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $3.19 < $5.00 floor
2026-08-24|~|VMAR|~|07:00|~|9.791356184798804|~|0.671|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.67 < $5.00 floor
2026-08-24|~|VNRX|~|09:25|~|5.540897097625332|~|0.4169|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.42 < $5.00 floor
2026-08-24|~|VNTG|~|09:55|~|6.061106523534261|~|0.6055|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.61 < $5.00 floor
2026-08-24|~|VSA|~|09:50|~|5.999999999999999|~|3.5|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $3.50 < $5.00 floor
2026-08-24|~|VWAV|~|09:35|~|5.463636363636347|~|1.1|~||~||~||~||~||~||~||~||~||~|5|~||~|filter:universe_prev_close_too_low: prior close $1.10 < $5.00 floor
2026-08-24|~|WRAP|~|07:50|~|5.263157894736847|~|1.52|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.52 < $5.00 floor
2026-08-24|~|XBIO|~|09:55|~|5.849582172701949|~|3.59|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.59 < $5.00 floor
2026-08-24|~|XCH|~|09:50|~|5.303030303030305|~|4.62|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $4.62 < $5.00 floor
2026-08-24|~|XPON|~|09:55|~|120.37845705967976|~|3.435|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.44 < $5.00 floor
2026-08-24|~|XXII|~|09:55|~|8.956336528221508|~|3.756|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.76 < $5.00 floor
2026-08-24|~|YMAT|~|09:55|~|5.155555555555555|~|1.8|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.80 < $5.00 floor
2026-08-24|~|ZEO|~|09:55|~|9.530864197530855|~|0.405|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.41 < $5.00 floor
2026-08-24|~|ZJK|~|08:20|~|15.111111111111105|~|2.25|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.25 < $5.00 floor
2026-08-24|~|ZOOZ|~|09:45|~|6.443574225703099|~|5.618|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_day_illiquid: prior-day volume 33,998 < 50,000 shares floor
2026-08-24|~|ZSTK|~|09:45|~|6.1571125265392785|~|4.71|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $4.71 < $5.00 floor
2026-08-25|~|ADGM|~|08:45|~|5.405863412980858|~|0.5901|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.59 < $5.00 floor
2026-08-25|~|AEI|~|09:55|~|9.48407643312102|~|1.57|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.57 < $5.00 floor
2026-08-25|~|AEON|~|09:55|~|7.725430597771031|~|0.1974|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.20 < $5.00 floor
2026-08-25|~|AGMB|~|09:55|~|5.304212168486737|~|12.82|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 31,652 < 50,000 shares floor
2026-08-25|~|AHMA|~|09:55|~|5.000000000000004|~|1.4|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.40 < $5.00 floor
2026-08-25|~|AIHS|~|07:30|~|11.888111888111899|~|1.43|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.43 < $5.00 floor
2026-08-25|~|AIRE|~|09:55|~|6.249999999999992|~|1.6|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.60 < $5.00 floor
2026-08-25|~|AIRI|~|09:55|~|5.387931034482759|~|2.32|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.32 < $5.00 floor
2026-08-25|~|AIXI|~|09:55|~|238.7237762237762|~|0.4576|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.46 < $5.00 floor
2026-08-25|~|AKTX|~|09:55|~|6.157965194109772|~|7.47|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 41,371 < 50,000 shares floor
2026-08-25|~|AMIX|~|09:55|~|53.32|~|5.37|~|14.91|~||~||~||~|668600.6905949999|~|polygon_20d|~||~|1|~|232.6|~|25|~|polygon_delayed|~|quality filter: filter:atr_too_high: 32.5% > 15.0%
2026-08-25|~|AMPG|~|09:55|~|5.333333333333325|~|3.45|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.45 < $5.00 floor
2026-08-25|~|AMST|~|09:50|~|6.293103448275877|~|1.16|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $1.16 < $5.00 floor
2026-08-25|~|APMD|~|07:35|~|9.21|~|25.63|~|0|~||~||~||~|347944.815839|~|polygon_20d|~||~|7|~||~||~|polygon_delayed|~|pre-mkt volume 622 < 25,000 shares
2026-08-25|~|APUS|~|08:00|~|18.73684210526315|~|4.75|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $4.75 < $5.00 floor
2026-08-25|~|APWC|~|09:45|~|6.164383561643842|~|1.46|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.46 < $5.00 floor
2026-08-25|~|AQMS|~|09:55|~|6.071428571428585|~|2.8|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.80 < $5.00 floor
2026-08-25|~|ARAY|~|07:15|~|9.351988217967591|~|0.2716|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.27 < $5.00 floor
2026-08-25|~|AVXL|~|09:55|~|14.14790996784566|~|3.11|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.11 < $5.00 floor
2026-08-25|~|AZTR|~|08:20|~|5.718085106382976|~|0.1504|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.15 < $5.00 floor
2026-08-25|~|BCTX|~|09:45|~|5.202312138728328|~|3.46|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $3.46 < $5.00 floor
2026-08-25|~|BDL|~|09:45|~|5.179599126810874|~|50.39|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_day_illiquid: prior-day volume 44,134 < 50,000 shares floor
2026-08-25|~|BDRX|~|09:55|~|19.166666666666664|~|1.2|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.20 < $5.00 floor
2026-08-25|~|BGDE|~|09:45|~|6.904299583911231|~|7.21|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_day_illiquid: prior-day volume 30,502 < 50,000 shares floor
2026-08-25|~|BGI|~|09:55|~|8.58773181169758|~|0.3505|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.35 < $5.00 floor
2026-08-25|~|BJDX|~|07:55|~|6.116085314374586|~|0.9002|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.90 < $5.00 floor
2026-08-25|~|BMRA|~|07:45|~|6.547619047619054|~|1.68|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.68 < $5.00 floor
2026-08-25|~|BRBI|~|09:55|~|8.805031446540898|~|9.54|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 1,463 < 50,000 shares floor
2026-08-25|~|BRNX|~|09:55|~|19.37799043062202|~|4.18|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $4.18 < $5.00 floor
2026-08-25|~|BRTX|~|09:45|~|7.879924953095689|~|0.2132|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.21 < $5.00 floor
2026-08-25|~|BSAA|~|09:55|~|9.55302366345311|~|11.41|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 19,804 < 50,000 shares floor
2026-08-25|~|BTCT|~|09:55|~|25.856321839080472|~|1.74|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.74 < $5.00 floor
2026-08-25|~|BTLN|~|09:55|~|6.2789230122002495|~|0.9508|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.95 < $5.00 floor
2026-08-25|~|BXBL|~|09:45|~|5.65110565110564|~|4.07|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $4.07 < $5.00 floor
2026-08-25|~|BYSI|~|09:45|~|5.0338409475465244|~|0.7092|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.71 < $5.00 floor
2026-08-25|~|CABR|~|09:45|~|7.385185185185178|~|1.35|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.35 < $5.00 floor
2026-08-25|~|CAPR|~|09:55|~|15.07|~|6.8|~|0.54|~||~||~||~|8235045.148197|~|polygon_20d|~|2.722|~|4|~|8.4|~|25|~|polygon_delayed|~|quality filter: filter:mcap_too_small: $491M < $500M
2026-08-25|~|CCHH|~|09:45|~|8.000000000000007|~|1.25|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.25 < $5.00 floor
2026-08-25|~|CIGL|~|09:05|~|5.929139551699207|~|0.4149|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.41 < $5.00 floor
2026-08-25|~|CIRC|~|09:55|~|7.667272176808974|~|0.6606|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.66 < $5.00 floor
2026-08-25|~|CISO|~|09:55|~|7.883622712341615|~|0.2131|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.21 < $5.00 floor
2026-08-25|~|CLLS|~|09:45|~|6.896551724137938|~|3.19|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $3.19 < $5.00 floor
2026-08-25|~|CNTB|~|07:50|~|5.2173913043478315|~|2.3|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.30 < $5.00 floor
2026-08-25|~|CNTN|~|07:30|~|5.140186915887844|~|2.14|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.14 < $5.00 floor
2026-08-25|~|COCP|~|09:55|~|5.639639639639638|~|1.11|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.11 < $5.00 floor
2026-08-25|~|COSM|~|07:45|~|5.51790900290416|~|0.2066|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.21 < $5.00 floor
2026-08-25|~|CRIS|~|08:10|~|5.69620253164556|~|1.58|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.58 < $5.00 floor
2026-08-25|~|CTSO|~|09:55|~|5.321447866018382|~|0.3702|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.37 < $5.00 floor
2026-08-25|~|CTXR|~|09:50|~|7.386166145290229|~|0.5754|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $0.58 < $5.00 floor
2026-08-25|~|DAIC|~|09:55|~|165.95375722543352|~|1.73|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.73 < $5.00 floor
2026-08-25|~|DCGO|~|09:55|~|6.079664570230608|~|0.3816|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.38 < $5.00 floor
2026-08-25|~|DFNS|~|09:55|~|31.7|~|11.01|~|2.96|~||~||~||~|2299127.361634|~|polygon_20d|~|11.714|~|3|~|46.2|~|25|~|polygon_delayed|~|quality filter: filter:atr_too_high: 57.6% > 15.0%
2026-08-25|~|DPU|~|09:55|~|5.63063063063063|~|2.22|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.22 < $5.00 floor
2026-08-25|~|DTIL|~|08:10|~|9.59|~|8.45|~|0|~||~||~||~|301632.246819|~|polygon_20d|~||~|6|~||~||~|polygon_delayed|~|quality filter: filter:mcap_too_small: $233M < $500M
2026-08-25|~|DTSS|~|09:55|~|5.879082696316887|~|0.7195|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.72 < $5.00 floor
2026-08-25|~|DUO|~|09:55|~|5.171255876427126|~|0.67005|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.67 < $5.00 floor
2026-08-25|~|DWSN|~|09:55|~|5.017543859649129|~|3.42|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.42 < $5.00 floor
2026-08-25|~|DWTX|~|09:35|~|7.031250000000005|~|2.56|~||~||~||~||~||~||~||~||~||~|5|~||~|filter:universe_prev_close_too_low: prior close $2.56 < $5.00 floor
2026-08-25|~|ECBK|~|07:55|~|9.884836852207288|~|20.84|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_day_illiquid: prior-day volume 6,305 < 50,000 shares floor
2026-08-25|~|EDBL|~|09:45|~|6.382978723404261|~|1.41|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.41 < $5.00 floor
2026-08-25|~|EEIQ|~|09:45|~|11.538461538461531|~|2.6|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $2.60 < $5.00 floor
2026-08-25|~|ELBM|~|08:30|~|5.43933054393305|~|0.5975|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.60 < $5.00 floor
2026-08-25|~|EMIS|~|09:55|~|7.632093933463789|~|10.22|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 109 < 50,000 shares floor
2026-08-25|~|EVGN|~|09:45|~|5.545617173524135|~|0.559|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.56 < $5.00 floor
2026-08-25|~|EYPT|~|09:55|~|7.143737166324438|~|4.87|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $4.87 < $5.00 floor
2026-08-25|~|FAC|~|09:50|~|8.478260869565231|~|4.6|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $4.60 < $5.00 floor
2026-08-25|~|FBDT|~|07:00|~|5.853658536585372|~|2.05|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.05 < $5.00 floor
2026-08-25|~|FFAI|~|09:40|~|5.980066445182731|~|3.01|~||~||~||~||~||~||~||~||~||~|10|~||~|filter:universe_prev_close_too_low: prior close $3.01 < $5.00 floor
