ticker|ep_date|mon|rung|stop|shape_policy|arm|n_attempts|end|ties|blind|missing|last_exit
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_050|either|trail|1|exit|0|0|0|2026-05-21
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_050|same_pattern|none|4|exit|0|0|0|2026-06-10
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_050|same_pattern|trail|1|exit|0|0|0|2026-05-21
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_050|new_high_break|none|4|exit|0|0|0|2026-06-22
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_050|new_high_break|trail|1|exit|0|0|0|2026-05-21
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_075|either|none|3|exit|0|0|0|2026-06-10
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_075|either|trail|1|exit|0|0|0|2026-05-21
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_075|same_pattern|none|3|exit|0|0|0|2026-06-10
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_075|same_pattern|trail|1|exit|0|0|0|2026-05-21
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_075|new_high_break|none|4|exit|0|0|0|2026-06-22
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_075|new_high_break|trail|1|exit|0|0|0|2026-05-21
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_100|either|none|2|exit|0|0|0|2026-06-09
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_100|either|trail|1|exit|0|0|0|2026-05-21
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_100|same_pattern|none|2|exit|0|0|0|2026-06-09
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_100|same_pattern|trail|1|exit|0|0|0|2026-05-21
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_100|new_high_break|none|2|exit|0|0|0|2026-06-17
DYN|2026-05-20|2026-05|ep_close_reclaim|adr_100|new_high_break|trail|1|exit|0|0|0|2026-05-21
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_025|either|none|8|exit|1|0|0|2026-06-16
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_025|either|trail|5|exit|1|0|0|2026-06-03
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_025|same_pattern|none|6|exit|0|0|0|2026-06-16
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_025|same_pattern|trail|3|exit|0|0|0|2026-06-03
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_025|new_high_break|none|21|censored_window|0|0|0|2026-08-12
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_025|new_high_break|trail|21|censored_window|0|0|0|2026-08-12
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_050|either|none|3|exit|0|0|0|2026-06-09
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_050|either|trail|1|exit|0|0|0|2026-05-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_050|same_pattern|none|3|exit|0|0|0|2026-06-09
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_050|same_pattern|trail|1|exit|0|0|0|2026-05-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_050|new_high_break|none|4|exit|0|0|0|2026-06-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_050|new_high_break|trail|1|exit|0|0|0|2026-05-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_075|either|none|3|exit|0|0|0|2026-06-09
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_075|either|trail|1|exit|0|0|0|2026-05-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_075|same_pattern|none|3|exit|0|0|0|2026-06-09
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_075|same_pattern|trail|1|exit|0|0|0|2026-05-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_075|new_high_break|none|4|exit|0|0|0|2026-06-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_075|new_high_break|trail|1|exit|0|0|0|2026-05-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_100|either|none|2|exit|0|0|0|2026-06-09
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_100|either|trail|1|exit|0|0|0|2026-05-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_100|same_pattern|none|2|exit|0|0|0|2026-06-09
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_100|same_pattern|trail|1|exit|0|0|0|2026-05-22
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_100|new_high_break|none|2|exit|0|0|0|2026-06-17
DYN|2026-05-20|2026-05|ep_close_620_prox|adr_100|new_high_break|trail|1|exit|0|0|0|2026-05-22
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_025|either|none|1|censored_window|0|0|0|2026-08-06
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_025|either|trail|1|censored_window|0|0|0|2026-08-06
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_025|same_pattern|none|1|censored_window|0|0|0|2026-08-06
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_025|same_pattern|trail|1|censored_window|0|0|0|2026-08-06
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_025|new_high_break|none|1|censored_window|0|0|0|2026-08-06
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_025|new_high_break|trail|1|censored_window|0|0|0|2026-08-06
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_050|either|none|1|censored_window|0|0|0|2026-08-07
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_050|either|trail|1|censored_window|0|0|0|2026-08-07
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_050|same_pattern|none|1|censored_window|0|0|0|2026-08-07
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_050|same_pattern|trail|1|censored_window|0|0|0|2026-08-07
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_050|new_high_break|none|1|censored_window|0|0|0|2026-08-07
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_050|new_high_break|trail|1|censored_window|0|0|0|2026-08-07
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_075|either|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_075|either|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_075|same_pattern|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_075|same_pattern|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_075|new_high_break|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_075|new_high_break|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_100|either|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_100|either|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_100|same_pattern|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_100|same_pattern|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_100|new_high_break|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_reclaim|adr_100|new_high_break|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_025|either|none|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_025|either|trail|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_025|same_pattern|none|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_025|same_pattern|trail|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_025|new_high_break|none|1|censored_window|0|0|0|2026-08-06
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_025|new_high_break|trail|1|censored_window|0|0|0|2026-08-06
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_050|either|none|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_050|either|trail|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_050|same_pattern|none|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_050|same_pattern|trail|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_050|new_high_break|none|1|censored_window|0|0|0|2026-08-07
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_050|new_high_break|trail|1|censored_window|0|0|0|2026-08-07
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_075|either|none|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_075|either|trail|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_075|same_pattern|none|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_075|same_pattern|trail|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_075|new_high_break|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_075|new_high_break|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_100|either|none|2|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_100|either|trail|2|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_100|same_pattern|none|2|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_100|same_pattern|trail|2|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_100|new_high_break|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_close_620_prox|adr_100|new_high_break|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_025|either|none|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_025|either|trail|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_025|same_pattern|none|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_025|same_pattern|trail|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_025|new_high_break|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_025|new_high_break|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_050|either|none|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_050|either|trail|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_050|same_pattern|none|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_050|same_pattern|trail|4|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_050|new_high_break|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_050|new_high_break|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_075|either|none|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_075|either|trail|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_075|same_pattern|none|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_075|same_pattern|trail|3|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_075|new_high_break|none|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_075|new_high_break|trail|1|censored_window|0|0|0|2026-08-10
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_100|either|none|1|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_100|either|trail|1|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_100|same_pattern|none|1|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_100|same_pattern|trail|1|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_100|new_high_break|none|1|censored_window|0|0|0|2026-08-18
ECG|2026-08-05|2026-08|ep_low_reclaim|adr_100|new_high_break|trail|1|censored_window|0|0|0|2026-08-18
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_025|either|none|2|exit|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_025|either|trail|2|exit|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_025|same_pattern|none|2|exit|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_025|same_pattern|trail|2|exit|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_025|new_high_break|none|3|exit|0|0|0|2026-07-28
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_025|new_high_break|trail|3|exit|0|0|0|2026-07-28
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_050|either|none|2|exit|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_050|either|trail|2|exit|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_050|same_pattern|none|2|exit|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_050|same_pattern|trail|2|exit|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_050|new_high_break|none|2|exit|0|0|0|2026-07-27
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_050|new_high_break|trail|2|exit|0|0|0|2026-07-27
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_075|either|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_075|either|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_075|same_pattern|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_075|same_pattern|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_075|new_high_break|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_075|new_high_break|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_100|either|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_100|either|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_100|same_pattern|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_100|same_pattern|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_100|new_high_break|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_low_reclaim|adr_100|new_high_break|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_025|either|none|4|exit|0|0|0|2026-07-28
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_025|either|trail|4|exit|0|0|0|2026-07-28
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_025|same_pattern|none|2|no_reentry|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_025|same_pattern|trail|2|no_reentry|0|0|0|2026-07-24
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_025|new_high_break|none|3|exit|0|0|0|2026-07-28
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_025|new_high_break|trail|3|exit|0|0|0|2026-07-28
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_050|either|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_050|either|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_050|same_pattern|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_050|same_pattern|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_050|new_high_break|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_050|new_high_break|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_075|either|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_075|either|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_075|same_pattern|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_075|same_pattern|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_075|new_high_break|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_075|new_high_break|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_100|either|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_100|either|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_100|same_pattern|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_100|same_pattern|trail|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_100|new_high_break|none|1|exit|0|0|0|2026-07-23
EFOR|2026-07-22|2026-07|ep_close_620_prox|adr_100|new_high_break|trail|1|exit|0|0|0|2026-07-23
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_025|either|none|15|censored_window|0|0|0|2026-08-05
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_025|either|trail|15|censored_window|0|0|0|2026-08-05
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_025|same_pattern|none|1|no_reentry|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_025|same_pattern|trail|1|no_reentry|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_025|new_high_break|none|15|censored_window|0|0|0|2026-08-05
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_025|new_high_break|trail|15|censored_window|0|0|0|2026-08-05
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_050|either|none|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_050|either|trail|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_050|same_pattern|none|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_050|same_pattern|trail|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_050|new_high_break|none|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_050|new_high_break|trail|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_075|either|none|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_075|either|trail|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_075|same_pattern|none|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_075|same_pattern|trail|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_075|new_high_break|none|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_075|new_high_break|trail|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_100|either|none|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_100|either|trail|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_100|same_pattern|none|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_100|same_pattern|trail|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_100|new_high_break|none|1|exit|0|0|0|2026-06-12
ELVN|2026-06-11|2026-06|ep_low_reclaim|adr_100|new_high_break|trail|1|exit|0|0|0|2026-06-12
EME|2026-07-30|2026-07|ep_high_break|adr_025|either|none|2|censored_window|0|0|0|2026-08-19
EME|2026-07-30|2026-07|ep_high_break|adr_025|either|trail|2|exit|0|0|0|2026-08-03
EME|2026-07-30|2026-07|ep_high_break|adr_025|same_pattern|none|2|censored_window|0|0|0|2026-08-19
EME|2026-07-30|2026-07|ep_high_break|adr_025|same_pattern|trail|2|exit|0|0|0|2026-08-03
EME|2026-07-30|2026-07|ep_high_break|adr_025|new_high_break|none|4|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_high_break|adr_025|new_high_break|trail|4|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_high_break|adr_050|either|none|2|censored_window|0|0|0|2026-08-19
EME|2026-07-30|2026-07|ep_high_break|adr_050|either|trail|2|exit|0|0|0|2026-08-04
EME|2026-07-30|2026-07|ep_high_break|adr_050|same_pattern|none|2|censored_window|0|0|0|2026-08-19
EME|2026-07-30|2026-07|ep_high_break|adr_050|same_pattern|trail|2|exit|0|0|0|2026-08-04
EME|2026-07-30|2026-07|ep_high_break|adr_050|new_high_break|none|2|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_high_break|adr_050|new_high_break|trail|2|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_high_break|adr_075|either|none|2|censored_window|0|0|0|2026-08-20
EME|2026-07-30|2026-07|ep_high_break|adr_075|either|trail|2|exit|0|0|0|2026-08-04
EME|2026-07-30|2026-07|ep_high_break|adr_075|same_pattern|none|2|censored_window|0|0|0|2026-08-20
EME|2026-07-30|2026-07|ep_high_break|adr_075|same_pattern|trail|2|exit|0|0|0|2026-08-04
EME|2026-07-30|2026-07|ep_high_break|adr_075|new_high_break|none|2|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_high_break|adr_075|new_high_break|trail|2|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_high_break|adr_100|either|none|2|censored_window|0|0|0|2026-08-21
EME|2026-07-30|2026-07|ep_high_break|adr_100|either|trail|2|exit|0|0|0|2026-08-04
EME|2026-07-30|2026-07|ep_high_break|adr_100|same_pattern|none|2|censored_window|0|0|0|2026-08-21
EME|2026-07-30|2026-07|ep_high_break|adr_100|same_pattern|trail|2|exit|0|0|0|2026-08-04
EME|2026-07-30|2026-07|ep_high_break|adr_100|new_high_break|none|2|censored_window|0|0|0|2026-08-19
EME|2026-07-30|2026-07|ep_high_break|adr_100|new_high_break|trail|2|exit|0|0|0|2026-08-12
EME|2026-07-30|2026-07|ep_close_620_prox|adr_025|either|none|4|censored_window|0|0|0|2026-08-21
EME|2026-07-30|2026-07|ep_close_620_prox|adr_025|either|trail|3|exit|0|0|0|2026-08-07
EME|2026-07-30|2026-07|ep_close_620_prox|adr_025|same_pattern|none|4|censored_window|0|0|0|2026-08-21
EME|2026-07-30|2026-07|ep_close_620_prox|adr_025|same_pattern|trail|3|exit|0|0|0|2026-08-07
EME|2026-07-30|2026-07|ep_close_620_prox|adr_025|new_high_break|none|4|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_close_620_prox|adr_025|new_high_break|trail|4|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_close_620_prox|adr_050|either|none|3|censored_window|0|0|0|2026-08-21
EME|2026-07-30|2026-07|ep_close_620_prox|adr_050|either|trail|2|exit|0|0|0|2026-08-07
EME|2026-07-30|2026-07|ep_close_620_prox|adr_050|same_pattern|none|3|censored_window|0|0|0|2026-08-21
EME|2026-07-30|2026-07|ep_close_620_prox|adr_050|same_pattern|trail|2|exit|0|0|0|2026-08-07
EME|2026-07-30|2026-07|ep_close_620_prox|adr_050|new_high_break|none|2|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_close_620_prox|adr_050|new_high_break|trail|2|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_close_620_prox|adr_075|either|none|2|censored_window|0|0|0|2026-08-20
EME|2026-07-30|2026-07|ep_close_620_prox|adr_075|either|trail|2|exit|0|0|0|2026-08-07
EME|2026-07-30|2026-07|ep_close_620_prox|adr_075|same_pattern|none|2|censored_window|0|0|0|2026-08-20
EME|2026-07-30|2026-07|ep_close_620_prox|adr_075|same_pattern|trail|2|exit|0|0|0|2026-08-07
EME|2026-07-30|2026-07|ep_close_620_prox|adr_075|new_high_break|none|2|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_close_620_prox|adr_075|new_high_break|trail|2|censored_window|0|0|0|2026-08-18
EME|2026-07-30|2026-07|ep_close_620_prox|adr_100|either|none|2|censored_window|0|0|0|2026-08-21
EME|2026-07-30|2026-07|ep_close_620_prox|adr_100|either|trail|2|exit|0|0|0|2026-08-07
EME|2026-07-30|2026-07|ep_close_620_prox|adr_100|same_pattern|none|2|censored_window|0|0|0|2026-08-21
EME|2026-07-30|2026-07|ep_close_620_prox|adr_100|same_pattern|trail|2|exit|0|0|0|2026-08-07
EME|2026-07-30|2026-07|ep_close_620_prox|adr_100|new_high_break|none|2|censored_window|0|0|0|2026-08-19
EME|2026-07-30|2026-07|ep_close_620_prox|adr_100|new_high_break|trail|2|exit|0|0|0|2026-08-12
EME|2026-07-30|2026-07|ep_close_reclaim|adr_025|either|none|1|censored_window|0|0|0|2026-08-19
EME|2026-07-30|2026-07|ep_close_reclaim|adr_025|either|trail|1|exit|0|0|0|2026-08-03
EME|2026-07-30|2026-07|ep_close_reclaim|adr_025|same_pattern|none|1|censored_window|0|0|0|2026-08-19
EME|2026-07-30|2026-07|ep_close_reclaim|adr_025|same_pattern|trail|1|exit|0|0|0|2026-08-03
EME|2026-07-30|2026-07|ep_close_reclaim|adr_025|new_high_break|none|1|censored_window|0|0|0|2026-08-19
EME|2026-07-30|2026-07|ep_close_reclaim|adr_025|new_high_break|trail|1|exit|0|0|0|2026-08-03
EME|2026-07-30|2026-07|ep_close_reclaim|adr_050|either|none|1|censored_window|0|0|0|2026-08-20
EME|2026-07-30|2026-07|ep_close_reclaim|adr_050|either|trail|1|exit|0|0|0|2026-08-03
EME|2026-07-30|2026-07|ep_close_reclaim|adr_050|same_pattern|none|1|censored_window|0|0|0|2026-08-20
EME|2026-07-30|2026-07|ep_close_reclaim|adr_050|same_pattern|trail|1|exit|0|0|0|2026-08-03
EME|2026-07-30|2026-07|ep_close_reclaim|adr_050|new_high_break|none|1|censored_window|0|0|0|2026-08-20
EME|2026-07-30|2026-07|ep_close_reclaim|adr_050|new_high_break|trail|1|exit|0|0|0|2026-08-03
