theme_date	name	stage	tickers
2026-07-29	Enterprise HR & Workforce Management SaaS	Mainstream	{WDAY,ALIT,PCTY}
2026-07-29	Financial Compliance & Regulatory Reporting SaaS	Accelerating	{DFIN,WK}
2026-07-29	Franchise Auto Dealership Groups	Mainstream	{ABG,PAG,SAH}
2026-07-29	Global Crude & Product Tanker Fleet Operators	Mainstream	{NAT,FRO,INSW,DHT,TRMD,TNK}
2026-07-29	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Accelerating	{FELE,IR,IEX,DCI,KAI}
2026-07-29	Inflammatory Disease & Immunology Biologics	Mainstream	{SYRE,ORKA}
2026-07-29	Insurance Brokerage & Distribution Services	Accelerating	{AON,BRO,AJG}
2026-07-29	IT Distribution & Technology Services Providers	Mainstream	{EFOR,INGM}
2026-07-29	Life Insurance & Annuity Providers	Mainstream	{UNM,MET,PRU,PFG}
2026-07-29	Life Science Tools & Analytical Instruments	Mainstream	{MTD,TMO,WAT}
2026-07-29	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{INSP,TNDM,XRAY,CNMD}
2026-07-29	Molecular Diagnostics & DNA-Based Genetic Testing	Mainstream	{BLLN,QGEN}
2026-07-29	Network Security & Zero-Trust Edge	Mainstream	{PANW,FTNT,NET,CVLT,RBRK,BB,OKTA,CRWD,VRNS}
2026-07-29	Office REIT Recovery & Re-Rating	Mainstream	{CDP,BXP,HIW,SLG}
2026-07-29	Open-Air & Strip Mall Retail REITs	Mainstream	{BRX,REG,PECO,SKT,KRG,UE,FRT,KIM}
2026-07-29	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{XERS,MBX,PTGX,CORT}
2026-07-29	Private Mortgage Insurance	Mainstream	{ESNT,NMIH,MTG,RDN}
2026-07-29	Property & Casualty Insurance Underwriters	Mainstream	{SKWD,ORI,HCI,AXS,AFG,WRB,ALL,ACGL,THG,CB,HIG,TRV,CINF}
2026-07-29	Senior & Long-Term Care Healthcare REITs	Mainstream	{NHI,OHI,VTR,LTC}
2026-07-29	Smart Home Security & Comfort Systems	Mainstream	{ALRM,REZI}
2026-07-29	SMB & Workforce Business Services Platforms	Mainstream	{NSP,LZ}
2026-07-29	Specialty Insurance Underwriting & Brokerage	Accelerating	{PLMR,RYAN}
2026-07-29	Traditional Staffing & Talent Placement Services	Mainstream	{RHI,MAN}
2026-07-29	Uniform Rental & Managed Workwear Services	Mainstream	{CTAS,VSTS}
2026-07-29	U.S. Apparel & Fashion Recovery	Mainstream	{CROX,UA,RVLV}
2026-07-29	U.S. Domestic Steel Producers	Accelerating	{STLD,NUE}
2026-07-29	U.S. Petroleum Refining & Downstream Processing	Mainstream	{DINO,PBF,PARR,VLO,MPC,PSX,DK}
2026-07-29	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{USB,PNC,UMBF,ZION,FHN,HBAN,RF,WAL,BOKF,SSB,KEY,HWC,WSFS,MTB,CFG,FITB,EWBC,WTFC,TFC}
2026-07-29	Wealth Management & Retail Brokerage Platforms	Mainstream	{SEIC,SF,AMP,RJF,HOOD,LPLA,SCHW}
2026-07-30	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Accelerating	{AVPT,INTA,AMPL}
2026-07-30	B2B Digital Financial Infrastructure & Payment Rails Modernization	Mainstream	{PAY,ACIW,QTWO}
2026-07-30	Canadian Big Banks	Mainstream	{CM,TD,BNS,RY,BMO}
2026-07-30	Clinical-Stage Oncology Biotech	Mainstream	{ELVN,TGTX}
2026-07-30	Cloud Data Storage & Analytics Infrastructure	Mainstream	{BLZE,SNOW}
2026-07-30	Cloud Observability & AIOps Monitoring Platforms	Accelerating	{DDOG,PD}
2026-07-30	Cloud Supply Chain & Warehouse Management Software	Accelerating	{SPSC,MANH}
2026-07-30	Commercial Real Estate Brokerage & Advisory Services	Accelerating	{NMRK,JLL,CBRE}
2026-07-30	Containerboard & Corrugated Packaging Producers	Mainstream	{PKG,IP,SW}
2026-07-30	Copper Mining & Production	Mainstream	{SCCO,FCX,TGB,HBM}
2026-07-30	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,BILL,NAVN}
2026-07-30	Digital Payments Processing & Merchant Acquiring Networks	Accelerating	{PYPL,FOUR}
2026-07-30	Enterprise HR & Workforce Management SaaS	Mainstream	{WDAY,ALIT,PCTY}
2026-07-30	Franchise Auto Dealership Groups	Mainstream	{ABG,SAH,PAG}
2026-07-30	Global Crude & Product Tanker Fleet Operators	Mainstream	{DHT,FRO,TRMD,NAT,TNK,INSW}
2026-07-30	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Accelerating	{IEX,KAI,DCI,FELE,IR}
2026-07-30	Inflammatory Disease & Immunology Biologics	Mainstream	{SYRE,ORKA}
2026-07-30	Insurance Brokerage & Distribution Services	Accelerating	{AJG,AON,BRO}
2026-07-30	IT Distribution & Technology Services Providers	Mainstream	{EFOR,INGM}
2026-07-30	Life Insurance & Annuity Providers	Mainstream	{PRU,UNM,PFG,MET}
2026-07-30	Life Science Tools & Analytical Instruments	Mainstream	{WAT,MTD,TMO}
2026-07-30	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{XRAY,TNDM,CNMD,INSP}
2026-07-30	Office REIT Recovery & Re-Rating	Mainstream	{BXP,SLG,HIW,CDP}
2026-07-30	Open-Air & Strip Mall Retail REITs	Mainstream	{KRG,FRT,KIM,SKT,BRX,REG,PECO,UE}
2026-07-30	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{XERS,PTGX,MBX,CORT}
2026-07-30	Private Mortgage Insurance	Mainstream	{ESNT,NMIH,MTG,RDN}
2026-07-30	Property & Casualty Insurance Underwriters	Mainstream	{HCI,CB,CINF,HIG,ORI,AFG,ACGL,SKWD,ALL,TRV,THG,AXS,WRB}
2026-07-30	Senior & Long-Term Care Healthcare REITs	Mainstream	{OHI,VTR,LTC,NHI}
2026-07-30	Smart Home Security & Comfort Systems	Mainstream	{ALRM,REZI}
2026-07-30	SMB & Workforce Business Services Platforms	Mainstream	{LZ,NSP}
2026-07-30	Traditional Staffing & Talent Placement Services	Mainstream	{MAN,RHI}
2026-07-30	Uniform Rental & Managed Workwear Services	Mainstream	{CTAS,VSTS}
2026-07-30	U.S. Apparel & Fashion Recovery	Mainstream	{RVLV,CROX,UA}
2026-07-30	U.S. Domestic Steel Producers	Accelerating	{NUE,STLD}
2026-07-30	U.S. Petroleum Refining & Downstream Processing	Mainstream	{BKH,DK,VLO,PSX,MPC,PBF,AVA,NWE,PARR,DINO,NJR}
2026-07-30	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{UMBF,ZION,SSB,HWC,PNC,TFC,HBAN,MTB,FITB,WSFS,WAL,EWBC,WTFC,BOKF,KEY,RF,USB,CFG,FHN}
2026-07-30	Wealth Management & Retail Brokerage Platforms	Mainstream	{HOOD,AMP,SEIC,SF,SCHW,LPLA,RJF}
2026-07-31	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Accelerating	{AMPL,AVPT,INTA}
2026-07-31	B2B Digital Financial Infrastructure & Payment Rails Modernization	Mainstream	{PAY,ACIW}
2026-07-31	Canadian Big Banks	Mainstream	{TD,RY,CM,BNS,BMO}
2026-07-31	Clinical-Stage Oncology Biotech	Mainstream	{ELVN,TGTX}
2026-07-31	Cloud Data Storage & Analytics Infrastructure	Mainstream	{SNOW,BLZE}
2026-07-31	Cloud Observability & AIOps Monitoring Platforms	Accelerating	{PD,DDOG}
2026-07-31	Cloud Supply Chain & Warehouse Management Software	Accelerating	{SPSC,MANH}
2026-07-31	Commercial Real Estate Brokerage & Advisory Services	Accelerating	{NMRK,JLL,CBRE}
2026-07-31	Containerboard & Corrugated Packaging Producers	Mainstream	{PKG,IP,SW}
2026-07-31	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,NAVN,BILL}
2026-07-31	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{RPD,QLYS,TENB}
2026-07-31	Digital Payments Processing & Merchant Acquiring Networks	Accelerating	{PYPL,FOUR}
2026-07-31	Domestic Steel Producers	Accelerating	{STLD,NUE}
2026-07-31	Enterprise HR & Workforce Management SaaS	Mainstream	{WDAY,PCTY,ALIT}
2026-07-31	European Bank Stocks	Mainstream	{LYG,ING,BBVA,SAN,BCS,NWG}
2026-07-31	Franchise Auto Dealership Groups	Mainstream	{SAH,ABG,PAG}
2026-07-31	Global Crude & Product Tanker Fleet Operators	Mainstream	{INSW,TNK,TRMD,FRO,NAT,DHT}
2026-07-31	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{DNOW,TPC,RYZ}
2026-07-31	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Mainstream	{FELE,IR,DCI,KAI,IEX}
2026-07-31	Inflammatory Disease & Immunology Biologics	Mainstream	{ORKA,SYRE}
2026-07-31	Insurance Brokerage & Distribution Services	Mainstream	{BRO,AJG,AON}
2026-07-31	Life Insurance & Annuity Providers	Mainstream	{UNM,PFG,PRU,MET}
2026-07-31	Life Science Tools & Analytical Instruments	Mainstream	{TMO,WAT,MTD}
2026-07-31	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{TNDM,INSP,CNMD,XRAY}
2026-07-31	Office REIT Recovery & Re-Rating	Mainstream	{BXP,HIW,CDP,SLG}
2026-07-31	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{PTGX,XERS,CORT,MBX}
2026-07-31	Private Mortgage Insurance	Mainstream	{RDN,NMIH,ESNT,MTG}
2026-07-31	Professional Advisory & Business Services	Mainstream	{CRAI,CBZ}
2026-07-31	Property & Casualty Insurance Underwriters	Mainstream	{ALL,TRV,AFG,WRB,ACGL,AXS,HCI,CINF,SKWD,HIG,ORI,THG,CB}
2026-07-31	SMB & Workforce Business Services Platforms	Mainstream	{NSP,LZ}
2026-07-31	Traditional Staffing & Talent Placement Services	Mainstream	{MAN,RHI}
2026-07-31	Truckload & LTL Freight Carriers	Mainstream	{TFII,ARCB,KNX,SNDR,HUBG}
2026-07-31	Uniform Rental & Managed Workwear Services	Mainstream	{CTAS,VSTS}
2026-07-31	U.S. Passenger Airlines	Mainstream	{DAL,ALGT,ALK,LUV,SKYW,UAL}
2026-07-31	U.S. Petroleum Refining & Downstream Processing	Mainstream	{VLO,PARR,MPC,PBF,DINO,PSX}
2026-07-31	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{EWBC,HWC,BOKF,PNC,FITB,USB,RF,FHN,KEY,HBAN,UMBF,CFG,SSB,ZION,WAL,MTB,WSFS,TFC,WTFC}
2026-07-31	Wealth Management & Retail Brokerage Platforms	Mainstream	{SF,LPLA,AMP,SEIC,SCHW,RJF}
2026-08-03	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{AVPT,AMPL,INTA}
2026-08-03	B2B Digital Financial Infrastructure & Payment Rails Modernization	Mainstream	{PAY,ACIW}
2026-08-03	Canadian Big Banks	Mainstream	{RY,BMO,TD,BNS,CM}
2026-08-03	Cloud Data Storage & Analytics Infrastructure	Mainstream	{SNOW,BLZE}
2026-08-03	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-03	Commercial Real Estate Brokerage & Advisory Services	Accelerating	{NMRK,JLL,CBRE}
2026-08-03	Containerboard & Corrugated Packaging Producers	Mainstream	{SW,IP,PKG}
2026-08-03	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,NAVN,BILL}
2026-08-03	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{RPD,TENB,QLYS}
2026-08-03	Department Store Retail Recovery	Mainstream	{KSS,DDS}
2026-08-03	Digital Payments Processing & Merchant Acquiring Networks	Accelerating	{FOUR,PYPL}
2026-08-03	Enterprise HR & Workforce Management SaaS	Mainstream	{PCTY,ALIT,WDAY}
2026-08-03	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{HPE,STX,NTAP,DELL}
2026-08-03	European Bank Stocks	Accelerating	{LYG,NWG,ING,BCS,SAN,BBVA}
2026-08-03	Franchise Auto Dealership Groups	Mainstream	{ABG,PAG,SAH}
2026-08-03	Global Crude & Product Tanker Fleet Operators	Mainstream	{INSW,TNK,FRO,DHT,TRMD,NAT}
2026-08-03	Hospital & Behavioral Health Facility Procedure Volume Recovery	Accelerating	{THC,UHS}
2026-08-03	Hotel REIT Recovery & Re-Rating	Mainstream	{RLJ,XHR}
2026-08-03	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{TPC,DNOW,RYZ}
2026-08-03	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Mainstream	{DCI,IEX,IR,FELE}
2026-08-03	Inflammatory Disease & Immunology Biologics	Mainstream	{SYRE,ORKA}
2026-08-03	Life Insurance & Annuity Providers	Mainstream	{UNM,MET,PRU}
2026-08-03	Life Science Tools & Analytical Instruments	Mainstream	{MTD,WAT,TMO}
2026-08-03	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{XRAY,TNDM,INSP,CNMD}
2026-08-03	Network Security & Zero-Trust Edge	Mainstream	{NET,FTNT,CVLT,OKTA,PANW,VRNS,RBRK,CRWD}
2026-08-03	Office REIT Recovery & Re-Rating	Mainstream	{CDP,SLG,BXP,HIW}
2026-08-03	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CORT,MBX,PTGX,XERS}
2026-08-03	Private Mortgage Insurance	Mainstream	{MTG,ESNT,RDN,NMIH}
2026-08-03	Professional Advisory & Business Services	Mainstream	{CBZ,CRAI}
2026-08-03	Property & Casualty Insurance Underwriters	Mainstream	{ACGL,HCI,ORI,CINF,AXS,WRB,THG,TRV,HIG,AFG,ALL,CB,SKWD}
2026-08-03	SMB & Workforce Business Services Platforms	Mainstream	{NSP,LZ}
2026-08-03	Traditional Staffing & Talent Placement Services	Mainstream	{MAN,RHI}
2026-08-03	U.S. Apparel & Fashion Recovery	Mainstream	{RVLV,CROX,UA}
2026-08-03	U.S. Domestic Steel Producers	Accelerating	{NUE,STLD}
2026-08-03	U.S. Passenger Airlines	Accelerating	{ALK,DAL,ALGT,UAL,SKYW,LUV}
2026-08-03	U.S. Petroleum Refining & Downstream Processing	Mainstream	{PBF,DINO,VLO,PARR,MPC,PSX}
2026-08-03	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{EWBC,FHN,KEY,WSFS,SSB,FITB,HBAN,MTB,PNC,BOKF,WAL,HWC,CFG,UMBF,TFC,ZION,RF,USB,WTFC}
2026-08-03	Wealth Management & Retail Brokerage Platforms	Mainstream	{LPLA,SCHW,RJF,SF,AMP,SEIC}
2026-08-04	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{AVPT,AMPL,INTA}
2026-08-04	Asset Management & Fund Administration Platform Ecosystem	Mainstream	{BX,SSNC}
2026-08-04	B2B Digital Financial Infrastructure & Payment Rails Modernization	Mainstream	{ACIW,PAY}
2026-08-04	Cloud Data Storage & Analytics Infrastructure	Accelerating	{SNOW,BLZE,AMRC}
2026-08-04	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-04	Commercial Real Estate Brokerage & Advisory Services	Accelerating	{NMRK,JLL,CBRE}
2026-08-04	Consumer Fintech & Digital Credit Platforms	Accelerating	{DAVE,SEZL}
2026-08-04	Containerboard & Corrugated Packaging Producers	Mainstream	{PKG,SW,IP}
2026-08-04	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{NAVN,BILL,WEX}
2026-08-04	Department Store Retail Recovery	Mainstream	{KSS,DDS}
2026-08-04	Digital Payments Processing & Merchant Acquiring Networks	Mainstream	{PYPL,FOUR}
2026-08-04	Enterprise HR & Workforce Management SaaS	Mainstream	{ALIT,WDAY,PCTY}
2026-08-04	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{HPE,NTAP,STX,DELL}
2026-08-04	European Bank Stocks	Mainstream	{BBVA,NWG,ING,BCS,SAN,LYG}
2026-08-04	Franchise Auto Dealership Groups	Mainstream	{PAG,SAH,ABG}
2026-08-04	Global Crude & Product Tanker Fleet Operators	Mainstream	{FRO,TNK,INSW,TRMD,DHT,NAT}
2026-08-04	Hospital & Behavioral Health Facility Procedure Volume Recovery	Accelerating	{UHS,THC}
2026-08-04	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Mainstream	{FELE,IEX,DCI,IR}
2026-08-04	Inflammatory Disease & Immunology Biologics	Mainstream	{ORKA,SYRE}
2026-08-04	Life Insurance & Annuity Providers	Mainstream	{MET,UNM,PRU}
2026-08-04	Life Science Tools & Analytical Instruments	Mainstream	{MTD,WAT,TMO}
2026-08-04	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{TNDM,CNMD,INSP,XRAY}
2026-08-04	Network Security & Zero-Trust Edge	Mainstream	{CRWD,OKTA,NET,FTNT,VRNS,CVLT,PANW,RBRK}
2026-08-04	Office REIT Recovery & Re-Rating	Mainstream	{HIW,CDP,BXP,SLG}
2026-08-04	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CORT,PTGX,MBX,XERS}
2026-08-04	Private Mortgage Insurance	Mainstream	{RDN,ESNT,MTG,NMIH}
2026-08-04	Professional Advisory & Business Services	Mainstream	{CRAI,CBZ}
2026-08-04	Property & Casualty Insurance Underwriters	Mainstream	{THG,HCI,ACGL,WRB,AFG,CB,TRV,ORI,CINF,SKWD,ALL,HIG}
2026-08-04	SMB & Workforce Business Services Platforms	Mainstream	{NSP,LZ}
2026-08-04	Traditional Staffing & Talent Placement Services	Mainstream	{MAN,RHI}
2026-08-04	U.S. Apparel & Fashion Recovery	Mainstream	{UA,CROX,RVLV}
2026-08-04	U.S. Domestic Steel Producers	Accelerating	{STLD,NUE}
2026-08-04	U.S. Passenger Airlines	Accelerating	{LUV,DAL,ALK,SKYW,UAL,ALGT}
2026-08-04	U.S. Petroleum Refining & Downstream Processing	Mainstream	{PBF,MPC,PARR,VLO,DINO,PSX}
2026-08-04	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{MTB,CFG,WSFS,SSB,WAL,FHN,HBAN,ZION,HWC,TFC,WTFC,USB,UMBF,FITB,BOKF,PNC,EWBC,RF,KEY}
2026-08-04	Wealth Management & Retail Brokerage Platforms	Mainstream	{SF,SEIC,LPLA,AMP,RJF,SCHW}
2026-08-05	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{AMPL,AVPT,INTA}
2026-08-05	B2B Digital Financial Infrastructure & Payment Rails Modernization	Mainstream	{PAY,ACIW}
2026-08-05	Casual Dining & Full-Service Restaurant Chain Recovery	Mainstream	{EAT,CAKE}
2026-08-05	Cloud Data Storage & Analytics Infrastructure	Accelerating	{SNOW,BLZE}
2026-08-05	Cloud Observability & AIOps Monitoring Platforms	Mainstream	{PD,DDOG}
2026-08-05	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-05	Commercial Real Estate Brokerage & Advisory Services	Mainstream	{JLL,NMRK,CBRE}
2026-08-05	Containerboard & Corrugated Packaging Producers	Mainstream	{PKG,SW,IP}
2026-08-05	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,BILL}
2026-08-05	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{RPD,QLYS,TENB}
2026-08-05	Digital Payments Processing & Merchant Acquiring Networks	Mainstream	{FOUR,PYPL}
2026-08-05	Enterprise HR & Workforce Management SaaS	Mainstream	{WDAY,ALIT,PCTY}
2026-08-05	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{HPE,NTAP,STX,DELL}
2026-08-05	European Bank Stocks	Mainstream	{LYG,BBVA,SAN,BCS,NWG,ING}
2026-08-05	Hospital & Behavioral Health Facility Procedure Volume Recovery	Accelerating	{UHS,THC}
2026-08-05	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Mainstream	{DCI,FELE,IR,IEX}
2026-08-05	Life Science Tools & Analytical Instruments	Mainstream	{TMO,MTD,WAT}
2026-08-05	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{INSP,TNDM,XRAY,CNMD}
2026-08-05	Network Security & Zero-Trust Edge	Mainstream	{CRWD,NET,PANW,OKTA,VRNS,CVLT,RBRK,FTNT}
2026-08-05	Office REIT Recovery & Re-Rating	Mainstream	{CDP,BXP,HIW,SLG}
2026-08-05	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CORT,XERS,PTGX,MBX}
2026-08-05	Private Mortgage Insurance	Mainstream	{ESNT,NMIH,MTG,RDN}
2026-08-05	Property & Casualty Insurance Underwriters	Mainstream	{THG,TRV,SKWD,ORI,HIG,HCI,ACGL,ALL,AFG,WRB,CINF,CB}
2026-08-05	SMB & Workforce Business Services Platforms	Mainstream	{NSP,LZ}
2026-08-05	Traditional Staffing & Talent Placement Services	Mainstream	{RHI,MAN}
2026-08-05	U.S. Domestic Steel Producers	Accelerating	{STLD,NUE}
2026-08-05	U.S. Passenger Airlines	Accelerating	{DAL,UAL,ALGT,SKYW,ALK,LUV}
2026-08-05	U.S. Petroleum Refining & Downstream Processing	Mainstream	{PARR,PBF,PSX,MPC,DINO,VLO}
2026-08-05	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{KEY,MTB,RF,EWBC,CFG,WSFS,HBAN,FITB,ZION,HWC,FHN,SSB,USB,PNC,BOKF,UMBF,TFC,WTFC,WAL}
2026-08-05	Wealth Management & Retail Brokerage Platforms	Mainstream	{RJF,LPLA,AMP,SCHW,SEIC,SF}
2026-08-06	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{INTA,AVPT,AMPL}
2026-08-06	B2B Digital Financial Infrastructure & Payment Rails Modernization	Mainstream	{PAY,ACIW}
2026-08-06	Canadian Big Banks	Mainstream	{TD,BNS,BMO,RY,CM}
2026-08-06	Casual Dining & Full-Service Restaurant Chain Recovery	Mainstream	{CAKE,EAT}
2026-08-06	China Consumer Internet & Digital Marketplace Platforms	Mainstream	{BZ,ATHM}
2026-08-06	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{CNK,IMAX}
2026-08-06	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{RNG,FIVN}
2026-08-06	Cloud Data Storage & Analytics Infrastructure	Mainstream	{BLZE,SNOW}
2026-08-06	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-06	Containerboard & Corrugated Packaging Producers	Mainstream	{IP,SW,PKG}
2026-08-06	Copper Mining & Production	Accelerating	{SCCO,FCX,HBM}
2026-08-06	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{BILL,WEX}
2026-08-06	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{TENB,RPD,QLYS}
2026-08-06	Enterprise HR & Workforce Management SaaS	Mainstream	{ALIT,WDAY,PCTY}
2026-08-06	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{HPE,STX,DELL,NTAP}
2026-08-06	European Bank Stocks	Mainstream	{ING,LYG,SAN,NWG,BBVA,BCS}
2026-08-06	Global Crude & Product Tanker Fleet Operators	Mainstream	{NAT,FRO,INSW,TNK,DHT}
2026-08-06	Global Steel & Metal Producers Recovery	Accelerating	{MT,TX}
2026-08-06	Hospital & Behavioral Health Facility Procedure Volume Recovery	Accelerating	{UHS,THC}
2026-08-06	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{DNOW,TPC}
2026-08-06	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Mainstream	{DCI,FELE,IR,IEX}
2026-08-06	Life Insurance & Annuity Providers	Mainstream	{PRU,UNM,MET}
2026-08-06	Life Science Tools & Analytical Instruments	Mainstream	{WAT,MTD,TMO}
2026-08-06	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{CNMD,XRAY,INSP,TNDM}
2026-08-06	Network Security & Zero-Trust Edge	Mainstream	{RBRK,OKTA,FTNT,NET,VRNS,PANW,CRWD,CVLT}
2026-08-06	Office REIT Recovery & Re-Rating	Mainstream	{HIW,BXP,CDP,SLG}
2026-08-06	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{PTGX,MBX,XERS,CORT}
2026-08-06	Private Mortgage Insurance	Mainstream	{NMIH,MTG,RDN,ESNT}
2026-08-06	Property & Casualty Insurance Underwriters	Mainstream	{CB,ALL,ACGL,HIG,SKWD,HCI,ORI,CINF,THG,TRV,WRB,AFG}
2026-08-06	Specialty Insurance Underwriting & Brokerage	Accelerating	{RYAN,PLMR}
2026-08-06	Traditional Staffing & Talent Placement Services	Mainstream	{RHI,MAN}
2026-08-06	U.S. Domestic Steel Producers	Accelerating	{NUE,STLD}
2026-08-06	U.S. Passenger Airlines	Mainstream	{LUV,ALGT,DAL,ALK,UAL,SKYW}
2026-08-06	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{CFG,SSB,FHN,UMBF,USB,HBAN,FITB,KEY,WTFC,TFC,WSFS,HWC,PNC,BOKF,WAL,EWBC,ZION,RF,MTB}
2026-08-06	Wealth Management & Retail Brokerage Platforms	Mainstream	{SEIC,AMP,RJF,LPLA,SCHW,SF}
2026-08-07	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{AVPT,INTA,AMPL}
2026-08-07	Canadian Big Banks	Mainstream	{BMO,CM,RY,BNS,TD}
2026-08-07	Casual Dining & Full-Service Restaurant Chain Recovery	Mainstream	{CAKE,EAT}
2026-08-07	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{CNK,IMAX}
2026-08-07	Cloud Data Storage & Analytics Infrastructure	Mainstream	{SNOW,BLZE}
2026-08-07	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-07	Containerboard & Corrugated Packaging Producers	Mainstream	{IP,SW,PKG}
2026-08-07	Copper Mining & Production	Accelerating	{HBM,SCCO,FCX}
2026-08-07	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,BILL}
2026-08-07	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{RPD,TENB,QLYS}
2026-08-07	Defense ISR & Unmanned Systems Intelligence	Accelerating	{HAWK,AVEX}
2026-08-07	Enterprise HR & Workforce Management SaaS	Mainstream	{WDAY,PCTY,ALIT}
2026-08-07	Enterprise Server, Storage & Data Infrastructure Hardware	Accelerating	{NTAP,STX,DELL,HPE}
2026-08-07	European Bank Stocks	Mainstream	{ING,LYG,NWG,BCS,BBVA,SAN}
2026-08-07	Family Dining & Quick-Service Restaurant Chain Recovery	Mainstream	{CBRL,JACK}
2026-08-07	Global Crude & Product Tanker Fleet Operators	Mainstream	{NAT,DHT,INSW,TNK,FRO}
2026-08-07	Global Steel & Metal Producers Recovery	Accelerating	{MT,TX}
2026-08-07	Gold & Precious Metals Miners Rotation	Accelerating	{CGAU,EGO,CDE,FNV,RGLD,IAG,EQX,AG,SVM,AEM,KGC,HYMC,AU,HMY,NEM,PAAS,SSRM,AGI,GFI,SBSW,AUGO,HL,EXK}
2026-08-07	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{THC,UHS}
2026-08-07	Industrial Construction Execution & On-Site Supply Chain	Accelerating	{TPC,DNOW}
2026-08-07	Industrial Equipment Rental & Material Handling	Accelerating	{HRI,SUNB,CMCO}
2026-08-07	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Mainstream	{FELE,IEX,DCI,IR}
2026-08-07	Industrial HVAC, Plumbing & Fabricated Copper Products	Mainstream	{CSW,MLI}
2026-08-07	Inflammatory Disease & Immunology Biologics	Mainstream	{SYRE,ORKA}
2026-08-07	Life Insurance & Annuity Providers	Mainstream	{PRU,MET,UNM}
2026-08-07	Life Science Tools & Analytical Instruments	Mainstream	{WAT,TMO,MTD}
