theme_date	name	stage	rs_avg	source	tickers
2026-05-14	Semiconductor Capital Equipment	Fading	-1	live	TER,ONTO
2026-05-14	Semiconductor Front-End Interconnect & Wafer Processing Equipment	Accelerating	99.1	live	TSEM,ICHR
2026-05-14	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Accelerating	93.5	live	AMAT,AEHR,UCTT,KLAC,ICHR,FORM,LRCX,TSEM,PLAB,UMC
2026-05-14	Silicon Carbide Power Semiconductors & EV Infrastructure	Accelerating	99.7	live	INTC,WOLF
2026-05-14	Single-Cell Genomics & Spatial Biology Instrumentation	Fading	-1	live	INKT,TXG
2026-05-15	Agricultural Commodities & Agri-Business	Accelerating	85.8	live	GPRE,DAR,AGRO
2026-05-15	AI Datacenter Optical Transceivers & Components	Mainstream	98.1	live	MXL,LITE,COHR,AAOI
2026-05-15	AI Data Center Power Infrastructure	Accelerating	97.5	live	AGX,GEV,BE,VRT,PWR,FCEL
2026-05-15	AI Memory & Storage	Mainstream	99.5	live	SIMO,SNDK,MRAM,MU,STX,WDC
2026-05-15	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-05-15	Cell & Genome Engineering Oncology	Fading	-1	live	VOR,ARCT
2026-05-15	Consumer Discretionary Home Furnishings Rebound	Fading	-1	live	SEAT,LOVE
2026-05-15	Crypto Asset Recovery	Mainstream	97.8	live	HUT,RIOT
2026-05-15	Custom AI Silicon & Chip Architecture Licensing	Mainstream	97.5	live	MRVL,AIP,CEVA,ARM,AMD,QUIK
2026-05-15	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-05-15	Edge Cloud & Developer CDN Platforms	Fading	-1	live	DOCN,FSLY
2026-05-15	Engineered Polymers & High-Performance Acetyl Chemicals	Fading	-1	live	RYAM,ADEA
2026-05-15	Enterprise Server & AI Infrastructure Hardware	Accelerating	97	live	SEDG,TEN,CVE
2026-05-15	Firearms & Personal Defense Manufacturing	Accelerating	89.2	live	LINC,SWBI
2026-05-15	Gold & Precious Metals Mining	Fading	-1	live	AU,ORLA
2026-05-15	Gold & Silver Junior Miners Momentum	Fading	-1	live	HYMC,VMET
2026-05-15	Hemp & Cannabis-Derived Wellness Beverages	Fading	-1	live	RYM,MLEC
2026-05-15	Inflammatory Disease & Immunology Biologics	Fading	86.1	live	SYRE,DNTH,ORKA
2026-05-15	IT Infrastructure Deployment & Data Center Systems Integration	Fading	-1	live	DELL,TSSI
2026-05-15	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-05-15	Network Security & Zero-Trust Edge	Mainstream	97.7	live	DDOG,FTNT
2026-05-15	Nitrogen Fertilizer & Crop Nutrient Producers	Accelerating	90.9	live	LYB,BW,DOW
2026-05-15	Nylon & Engineered Polymer Intermediates	Fading	-1	live	CE,CC,ASIX,MEOH
2026-05-15	Oil Refiners & Downstream Fuel Processing	Nascent	86.3	live	PBF,ACDC,PUMP,VLO,LBRT,MPC,PTEN,HAL
2026-05-15	Optical Components & Transceiver Manufacturers	Accelerating	95.7	live	LWLG,LASR,GLW,ADTN,VIAV,CIEN,AXTI,SVCO,POET
2026-05-15	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	84.7	live	HIMX,AOSL
2026-05-15	Precious & Streaming Metals Royalty & Junior Miners	Fading	-1	live	AUGO,SSRM
2026-05-15	Pure-Play Hydraulic Fracturing & Completion Services	Nascent	86	live	USO,SM,VAL,EQNR,GLNG,APA,CVX,BNO,GTE,PARR,TALO,ANNA,CRGY,PBR,MTDR,DBO,VIST,EOG,XOM,VET,E,FANG,SOC,XLE,OVV,AESI,OXY,CHRD,COP,VG,LNG,BATL,WDS
2026-05-15	Rare Earth Magnets & Critical Battery Materials	Fading	-1	live	AA,CSTM,CENX
2026-05-15	Robo-Advisor & AI-Driven Wealth Management Platforms	Accelerating	86.4	live	WLTH,LIFE
2026-05-15	Satellite Earth Observation & Geospatial Intelligence	Fading	-1	live	RVMD,AJRD,DAWN,AVBP
2026-05-15	Satellite Imagery & Geospatial Intelligence	Mainstream	97.8	live	BKSY,PL,SPIR,FLY,LUNR,RKLB
2026-05-15	Semiconductor Burn-In & Final-Test Equipment Pure-Play	Fading	-1	live	TER,ONTO
2026-05-15	Semiconductor Front-End Interconnect & Wafer Processing Equipment	Accelerating	95.8	live	ICHR,TSEM
2026-05-15	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Accelerating	91.3	live	FORM,AEHR,UCTT,ICHR,PLAB,KLAC,TSEM,UMC,LRCX,AMAT
2026-05-15	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	99.4	live	WOLF,STM
2026-05-15	Workforce Solutions & Technical Staffing Services	Fading	-1	live	KELYB,RCMT
2026-05-18	Agricultural Commodities & Agri-Business	Accelerating	86.6	live	AGRO,DAR
2026-05-18	AI Datacenter Optical Transceivers & Components	Mainstream	98.3	live	AAOI,MXL,LITE,COHR
2026-05-18	AI Data Center Power Infrastructure	Accelerating	95.5	live	AGX,BE,GEV,VRT,PWR,FCEL
2026-05-18	AI Memory & Storage	Mainstream	99.3	live	MRAM,SNDK,SIMO,MU,STX,WDC
2026-05-18	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-05-18	Consumer Discretionary Home Furnishings Rebound	Fading	-1	live	SEAT,LOVE
2026-05-18	Crypto Asset Recovery	Mainstream	97.5	live	HUT,RIOT
2026-05-18	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.7	live	MRVL,CEVA,AIP,AMD,ARM,QUIK
2026-05-18	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-05-18	Edge Cloud & Developer CDN Platforms	Fading	-1	live	DOCN,FSLY
2026-05-18	Enterprise Server & AI Infrastructure Hardware	Accelerating	96.2	live	CVE,TEN
2026-05-18	Firearms & Personal Defense Manufacturing	Accelerating	90.1	live	LINC,SWBI
2026-05-18	Hydraulic Fracturing & Completion Services	Nascent	92.9	live	ACDC,LBRT,PUMP,PTEN
2026-05-18	Independent E&P Operators	Nascent	87.8	live	PBR,OVV,FANG,SOC,SM,VET,CRGY,VIST,GLNG,VG,MTDR,OXY,GTE,VAL,EOG,TALO,BATL,COP,E,WDS,CVX,LNG,CHRD,HAL,EQNR,XOM,APA,ANNA
2026-05-18	Inflammatory Disease & Immunology Biologics	Fading	75.4	live	ORKA,DNTH,SYRE
2026-05-18	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-05-18	Network Security & Zero-Trust Edge	Mainstream	98.3	live	FTNT,DDOG
2026-05-18	Nitrogen Fertilizer & Crop Nutrient Producers	Accelerating	90.2	live	CLMT,CF
2026-05-18	Nylon & Engineered Polymer Intermediates	Fading	74.7	live	ASIX,CC,MEOH
2026-05-18	Optical Components & Transceiver Manufacturers	Mainstream	93.2	live	AXTI,GLW,CIEN,SVCO,POET,LASR,VIAV,ADTN
2026-05-18	Physical AI & Robotics	Fading	-1	live	IRBT,HYLN
2026-05-18	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	86.5	live	HIMX,AOSL
2026-05-18	Precious & Streaming Metals Royalty & Junior Miners	Fading	-1	live	AUGO,SSRM
2026-05-18	Precision Frequency & Timing Defense Electronics	Fading	-1	live	ECOR,FEIM
2026-05-18	Rare Earth Magnets & Critical Battery Materials	Fading	-1	live	CENX,CSTM
2026-05-18	Robo-Advisor & AI-Driven Wealth Management Platforms	Accelerating	89.5	live	LIFE,WLTH
2026-05-18	Satellite Imagery & Geospatial Intelligence	Mainstream	98.1	live	BKSY,RKLB,PL,SPIR
2026-05-18	Semiconductor Probe Card & Front-End Test Equipment	Fading	-1	live	ONTO,TER
2026-05-18	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	84.6	live	KLAC,UMC,TSEM,FORM,UCTT,PLAB,AEHR,AMAT
2026-05-18	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	99.2	live	WOLF,STM
2026-05-18	Workforce Solutions & Technical Staffing Services	Fading	-1	live	KELYB,RCMT
2026-05-19	Agricultural Commodities & Agri-Business	Fading	-1	live	AGRO,DAR
2026-05-19	AI Datacenter Optical Transceivers & Components	Mainstream	98.5	live	LITE,COHR,MXL,AAOI
2026-05-19	AI Data Center Power Infrastructure	Accelerating	95.7	live	AGX,VRT,BE,PWR,FCEL,GEV
2026-05-19	AI Memory & Storage	Mainstream	99.3	live	MU,STX,SNDK,MRAM,WDC,SIMO
2026-05-19	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-05-19	Consumer Discretionary Home Furnishings Rebound	Fading	-1	live	SEAT,LOVE
2026-05-19	Crypto Asset Recovery	Mainstream	97.2	live	HUT,RIOT
2026-05-19	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.9	live	QUIK,ARM,MRVL,CEVA,AMD,AIP,INTC
2026-05-19	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-05-19	Edge Cloud & Developer CDN Platforms	Fading	-1	live	DOCN,FSLY
2026-05-19	Enterprise Server & AI Infrastructure Hardware	Mainstream	94.4	live	CVE,TEN
2026-05-19	Firearms & Personal Defense Manufacturing	Accelerating	86	live	LINC,SWBI
2026-05-19	Gold & Precious Metals Mining	Fading	-1	live	AU,ORLA
2026-05-19	Hydraulic Fracturing & Completion Services	Nascent	91.7	live	COP,EQNR,E,VET,ANNA,GLNG,VG,OVV,XOM,WDS,MTDR,APA,OXY,VIST,CVX,LNG,VAL,SOC,FANG,CHRD,SM,CRGY,PBR,GTE,TALO,EOG,BATL
2026-05-19	Inflammatory Disease & Immunology Biologics	Accelerating	83.8	live	SYRE,ORKA,DNTH
2026-05-19	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-05-19	Network Security & Zero-Trust Edge	Mainstream	98.5	live	DDOG,FTNT
2026-05-19	Nitrogen Fertilizer & Crop Nutrient Producers	Accelerating	86	live	CLMT,CF
2026-05-19	Nylon & Engineered Polymer Intermediates	Fading	-1	live	ASIX,CC,MEOH
2026-05-19	Optical Components & Transceiver Manufacturers	Fading	94.6	live	AXTI,SVCO,POET,ADTN,CIEN,VIAV,LASR,GLW
2026-05-19	Physical AI & Robotics	Fading	-1	live	IRBT,HYLN
2026-05-19	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	91.7	live	AOSL,HIMX
2026-05-19	Precious & Streaming Metals Royalty & Junior Miners	Fading	-1	live	AUGO,SSRM
2026-05-19	Precision Frequency & Timing Defense Electronics	Fading	-1	live	ECOR,FEIM
2026-05-19	Primary Aluminum Smelting & Rolling	Fading	76.5	live	AA,CENX,CSTM
2026-05-19	Pure-Play Hydraulic Fracturing & Completion Services	Nascent	91	live	ACDC,HAL,LBRT,PTEN,PUMP
2026-05-19	Robo-Advisor & AI-Driven Wealth Management Platforms	Accelerating	91	live	WLTH,LIFE
2026-05-19	Satellite Imagery & Geospatial Intelligence	Mainstream	98.2	live	RKLB,BKSY,SPIR,PL
2026-05-19	Semiconductor Probe Card & Front-End Test Equipment	Fading	-1	live	ONTO,TER
2026-05-19	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	88.5	live	UCTT,TSEM,AEHR,UMC,AMAT,KLAC,PLAB,FORM
2026-05-19	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	99.1	live	WOLF,STM
2026-05-19	Single-Cell Genomics & Spatial Biology Instrumentation	Fading	-1	live	INKT,TXG
2026-05-20	Agricultural Commodities & Agri-Business	Fading	-1	live	AGRO,DAR
2026-05-20	AI Datacenter Optical Transceivers & Components	Mainstream	97	live	COHR,MXL,AAOI,LITE
2026-05-20	AI Data Center Power Infrastructure	Fading	90.3	live	PWR,AGX,VRT,GEV,FCEL,BE
2026-05-20	AI Memory & Storage	Mainstream	98.8	live	SNDK,SIMO,STX,MU,WDC,MRAM
2026-05-20	Consumer Discretionary Home Furnishings Rebound	Fading	82.1	live	SEAT,LOVE
2026-05-20	Crypto Asset Recovery	Mainstream	97.8	live	RIOT,HUT
2026-05-20	Custom AI Silicon & Chip Architecture Licensing	Mainstream	99	live	INTC,QUIK,AMD,MRVL,AIP,ARM,CEVA,ALAB
2026-05-20	Enterprise Server & AI Infrastructure Hardware	Mainstream	91.7	live	CVE,TEN
2026-05-20	Firearms & Personal Defense Manufacturing	Fading	-1	live	LINC,SWBI
2026-05-20	Inflammatory Disease & Immunology Biologics	Mainstream	85.7	live	ORKA,SYRE,DNTH
2026-05-20	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-05-20	Network Security & Zero-Trust Edge	Mainstream	98.3	live	FTNT,DDOG
2026-05-20	Nitrogen Fertilizer & Crop Nutrient Producers	Fading	-1	live	CLMT,CF
2026-05-20	Nylon & Engineered Polymer Intermediates	Fading	-1	live	ASIX,CC,MEOH
2026-05-20	Optical Components & Transceiver Manufacturers	Mainstream	97	live	VIAV,GLW,CIEN,AXTI,POET,LASR,ADTN,SVCO
2026-05-20	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	93.8	live	HIMX,AOSL
2026-05-20	Precision Frequency & Timing Defense Electronics	Fading	-1	live	ECOR,FEIM
2026-05-20	Primary Aluminum Smelting & Rolling	Fading	70.7	live	AA,CENX,CSTM
2026-05-20	Pure-Play Hydraulic Fracturing & Completion Services	Nascent	74.1	live	PUMP,ACDC,PTEN,HAL,LBRT
2026-05-20	Robo-Advisor & AI-Driven Wealth Management Platforms	Accelerating	92.2	live	WLTH,LIFE
2026-05-20	Satellite Imagery & Geospatial Intelligence	Mainstream	98.2	live	SPIR,BKSY,RKLB,PL
2026-05-20	Semiconductor Probe Card & Front-End Test Equipment	Fading	-1	live	ONTO,TER
2026-05-20	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	93.8	live	AMAT,KLAC,AEHR,UMC,PLAB,TSEM,UCTT,FORM
2026-05-20	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	99.1	live	WOLF,STM
2026-05-20	U.S. Shale & Onshore E&P	Nascent	78.2	live	SM,VAL,VET,OVV,VIST,E,CRGY,GLNG,TALO,FANG,SOC,COP,APA,LNG,BATL,ANNA,GTE,CVX,EQNR,CHRD,PBR,VG,MTDR,XOM,EOG,WDS,OXY
2026-05-21	Agricultural Commodities & Agri-Business	Fading	-1	live	AGRO,DAR
2026-05-21	AI Datacenter Optical Transceivers & Components	Mainstream	97.1	live	COHR,AAOI,MXL,LITE
2026-05-21	AI Data Center Power Infrastructure	Fading	87.8	live	FCEL,BE,VRT,AGX,PWR,GEV
2026-05-21	AI Memory & Storage	Mainstream	99	live	STX,MRAM,MU,SIMO,SNDK,WDC
2026-05-21	Consumer Discretionary Home Furnishings Rebound	Accelerating	81.2	live	LOVE,SEAT
2026-05-21	Crypto Asset Recovery	Mainstream	98.2	live	RIOT,HUT
2026-05-21	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.9	live	AMD,QUIK,MRVL,CEVA,AIP,ARM,ALAB,INTC
2026-05-21	Enterprise Server & AI Infrastructure Hardware	Mainstream	90.8	live	TEN,CVE
2026-05-21	Firearms & Personal Defense Manufacturing	Mainstream	80.1	live	LINC,SWBI
2026-05-21	Inflammatory Disease & Immunology Biologics	Mainstream	84.9	live	SYRE,ORKA,DNTH
2026-05-21	Network Security & Zero-Trust Edge	Mainstream	98.3	live	FTNT,DDOG
2026-05-21	Nitrogen Fertilizer & Crop Nutrient Producers	Fading	-1	live	CLMT,CF
2026-05-21	Nylon & Engineered Polymer Intermediates	Fading	-1	live	ASIX,CC,MEOH
2026-05-21	Oil Refiners & Downstream Fuel Processing	Nascent	76.7	live	VET,VIST,CVX,EOG,PBR,VG,MTDR,GTE,OXY,CHRD,WDS,FANG,VAL,GLNG,CRGY,COP,SOC,TALO,E,ANNA,EQNR,OVV,SM,BATL,APA,XOM
2026-05-21	Optical Components & Transceiver Manufacturers	Mainstream	92	live	GLW,POET,LASR,AXTI,SVCO,CIEN,VIAV
2026-05-21	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	84.6	live	AOSL,HIMX,NVTS
2026-05-21	Precision Frequency & Timing Defense Electronics	Fading	-1	live	ECOR,FEIM
2026-05-21	Pure-Play Hydraulic Fracturing & Completion Services	Nascent	76.7	live	PUMP,ACDC,LBRT,HAL,PTEN
2026-05-21	Rare Earth Magnets & Critical Battery Materials	Fading	85.4	live	CENX,CSTM,AA
2026-05-21	Robo-Advisor & AI-Driven Wealth Management Platforms	Mainstream	93.9	live	WLTH,LIFE
2026-05-21	Satellite Imagery & Geospatial Intelligence	Mainstream	96.8	live	RKLB,SPIR,BKSY,PL
2026-05-21	Semiconductor Probe Card & Front-End Test Equipment	Fading	-1	live	ONTO,TER
2026-05-21	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	92.8	live	KLAC,UCTT,TSEM,AEHR,GFS,AMAT,UMC,FORM,PLAB
2026-05-21	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	99	live	WOLF,STM
2026-05-22	Agricultural Commodities & Agri-Business	Fading	-1	live	AGRO,DAR
2026-05-22	AI Datacenter Optical Transceivers & Components	Mainstream	93.1	live	LITE,AAOI,COHR,MXL
2026-05-22	AI Data Center Power Infrastructure	Fading	87.5	live	PWR,GEV,BE,AGX,VRT,FCEL
2026-05-22	AI Datacenter Silicon	Retired	-1	live	""
2026-05-22	AI Memory & Storage	Mainstream	98.6	live	SNDK,SIMO,MRAM,WDC,MU,STX
2026-05-22	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-05-22	Cell & Genome Engineering Oncology	Fading	-1	live	VOR,ARCT
2026-05-22	Consumer Discretionary Home Furnishings Rebound	Accelerating	85.8	live	SEAT,LOVE
2026-05-22	Crypto Asset Recovery	Mainstream	97.1	live	HUT,RIOT
2026-05-22	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.7	live	ARM,AIP,QUIK,AMD,MRVL,ALAB,CEVA,INTC
2026-05-22	Cybersecurity Network Edge & SD-WAN	Retired	-1	live	""
2026-05-22	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-05-22	Enterprise Server & AI Infrastructure Hardware	Mainstream	83.8	live	TEN,CVE
2026-05-22	Firearms & Personal Defense Manufacturing	Mainstream	81.8	live	LINC,SWBI
2026-05-22	Gold & Precious Metals Mining	Fading	-1	live	AU,ORLA
2026-05-22	Gold & Silver Junior Miners Momentum	Fading	-1	live	HYMC,VMET
2026-05-22	Hemp & Cannabis-Derived Wellness Beverages	Fading	-1	live	RYM,MLEC
2026-05-22	Inflammatory Disease & Immunology Biologics	Mainstream	86.5	live	ORKA,DNTH,SYRE
2026-05-22	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-05-22	Network Security & Zero-Trust Edge	Mainstream	98.5	live	FTNT,DDOG
2026-05-22	Nitrogen Fertilizer & Crop Nutrient Producers	Fading	-1	live	CLMT,CF
2026-05-22	Optical Components & Transceiver Manufacturers	Mainstream	97.7	live	AXTI,GLW,LASR,CIEN,POET,VIAV
2026-05-22	Permian Basin Pure-Play E&P	Nascent	70.5	live	SM,CHRD,EOG,FANG,MTDR
2026-05-22	Physical AI & Robotics	Fading	-1	live	IRBT,HYLN
2026-05-22	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	99.6	live	AOSL,NVTS,HIMX,SYNA
2026-05-22	Precious & Streaming Metals Royalty & Junior Miners	Fading	-1	live	AUGO,SSRM
2026-05-22	Precision Frequency & Timing Defense Electronics	Fading	-1	live	ECOR,FEIM
2026-05-22	Primary Aluminum Smelting & Rolling	Fading	91.1	live	CSTM,CENX,AA
2026-05-22	Pure-Play Hydraulic Fracturing & Completion Services	Nascent	76.3	live	GLNG,GTE,COP,LBRT,HAL,EQNR,PTEN,E,WDS,PBR,OXY,OVV,APA,CVX,SOC,TALO,CRGY,XOM,BATL,VIST,PUMP,ACDC,ANNA,VET,VG
2026-05-22	Robo-Advisor & AI-Driven Wealth Management Platforms	Fading	-1	live	WLTH,LIFE
2026-05-22	Satellite Imagery & Geospatial Intelligence	Mainstream	97.2	live	PL,SPIR,BKSY,SATL
2026-05-22	Semiconductor Burn-In & Final-Test Equipment Pure-Play	Fading	-1	live	TER,ONTO
2026-05-22	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	94.4	live	GFS,AMAT,KLAC,AEHR,UMC,TSEM,FORM,PLAB,UCTT
2026-05-22	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	98.9	live	STM,WOLF
2026-05-22	Single-Cell Genomics & Spatial Biology Instrumentation	Fading	-1	live	INKT,TXG
2026-05-22	Workforce Solutions & Technical Staffing Services	Fading	-1	live	KELYB,RCMT
2026-05-26	Agricultural Commodities & Agri-Business	Fading	-1	live	AGRO,DAR
2026-05-26	AI Datacenter Optical Transceivers & Components	Mainstream	91.3	live	MXL,AAOI,LITE,COHR
2026-05-26	AI Data Center Power Infrastructure	Fading	83.1	live	PWR,VRT,FCEL,AGX,BE,GEV
2026-05-26	AI Memory & Storage	Mainstream	98.4	live	MRAM,SNDK,WDC,MU,STX,SIMO
2026-05-26	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-05-26	Cell & Genome Engineering Oncology	Fading	-1	live	VOR,ARCT
2026-05-26	Consumer Discretionary Home Furnishings Rebound	Accelerating	89.2	live	LOVE,SEAT
2026-05-26	Crypto Asset Recovery	Mainstream	97.6	live	RIOT,HUT
2026-05-26	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.8	live	INTC,ALAB,AIP,CEVA,AMD,MRVL,QUIK,ARM
2026-05-26	Cybersecurity Network Edge & SD-WAN	Mainstream	98.2	live	DDOG,FTNT
2026-05-26	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-05-26	Edge CDN & Cloud-Native Developer Platforms	Fading	-1	live	DOCN,FSLY
2026-05-26	Enterprise Server & AI Infrastructure Hardware	Fading	-1	live	TEN,CVE
2026-05-26	Firearms & Personal Defense Manufacturing	Fading	-1	live	LINC,SWBI
2026-05-26	Gold & Precious Metals Mining	Fading	-1	live	AU,ORLA
2026-05-26	Gold & Silver Junior Miners Momentum	Fading	-1	live	HYMC,VMET
2026-05-26	Hemp & Cannabis-Derived Wellness Beverages	Fading	-1	live	RYM,MLEC
2026-05-26	Hydraulic Fracturing & Completion Services	Nascent	74.9	live	GLNG,GTE,WDS,PTEN,FANG,ANNA,OXY,PUMP,ACDC,CVX,VIST,SOC,HAL,EQNR,LBRT,VG,SM,BATL,XOM,CRGY,EOG,TALO,E,CHRD,PBR,COP,APA,OVV
2026-05-26	Inflammatory Disease & Immunology Biologics	Mainstream	78.1	live	SYRE,ORKA,DNTH
2026-05-26	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-05-26	Nitrogen Fertilizer & Crop Nutrient Producers	Fading	-1	live	CLMT,CF
2026-05-26	Nylon & Engineered Polymer Intermediates	Fading	-1	live	ASIX,CC,MEOH
2026-05-26	Oil Refiners & Downstream Fuel Processing	Retired	-1	live	""
2026-05-26	Optical Components & Transceiver Manufacturers	Mainstream	96.7	live	AXTI,CIEN,VIAV,POET,GLW,LASR
2026-05-26	Permian Basin Pure-Play E&P	Retired	-1	live	""
2026-05-26	Physical AI & Robotics	Fading	-1	live	IRBT,HYLN
2026-05-26	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	99.2	live	HIMX,AOSL,SYNA,NVTS
2026-05-26	Precious & Streaming Metals Royalty & Junior Miners	Fading	-1	live	AUGO,SSRM
2026-05-26	Precision Frequency & Timing Defense Electronics	Fading	93.9	live	ECOR,FEIM
2026-05-26	Primary Aluminum Smelting & Rolling	Accelerating	91.3	live	AA,CSTM,CENX
2026-05-26	Pure-Play Hydraulic Fracturing & Completion Services	Retired	-1	live	""
2026-05-26	Rare Earth Magnets & Critical Battery Materials	Retired	-1	live	""
2026-05-26	Robo-Advisor & AI-Driven Wealth Management Platforms	Fading	-1	live	WLTH,LIFE
2026-05-26	Satellite Imagery & Geospatial Intelligence	Mainstream	98.7	live	BKSY,PL,SATL,SPIR
2026-05-26	Semiconductor Burn-In & Final-Test Equipment Pure-Play	Retired	-1	live	""
2026-05-26	Semiconductor Probe Card & Front-End Test Equipment	Fading	-1	live	TER,ONTO
2026-05-26	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	95	live	KLAC,AEHR,AMAT,TSEM,UCTT,UMC,FORM,GFS,PLAB,ACMR
2026-05-26	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	99.2	live	WOLF,STM
2026-05-26	Single-Cell Genomics & Spatial Biology Instrumentation	Fading	-1	live	INKT,TXG
2026-05-26	U.S. Shale & Onshore E&P	Retired	-1	live	""
2026-05-26	Workforce Solutions & Technical Staffing Services	Fading	-1	live	KELYB,RCMT
2026-05-27	Agricultural Commodities & Agri-Business	Retired	-1	live	""
2026-05-27	AI Datacenter Optical Transceivers & Components	Mainstream	94.1	live	LITE,AAOI,MXL,COHR
2026-05-27	AI Data Center Power Infrastructure	Fading	82.9	live	FCEL,GEV,PWR,VRT,AGX,BE
2026-05-27	AI Memory & Storage	Mainstream	98.4	live	SIMO,MRAM,WDC,STX,SNDK,MU
2026-05-27	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-05-27	Cell & Genome Engineering Oncology	Fading	-1	live	VOR,ARCT
2026-05-27	Consumer Discretionary Home Furnishings Rebound	Accelerating	85.1	live	SEAT,LOVE
2026-05-27	Crypto Asset Recovery	Mainstream	95.5	live	HUT,RIOT
2026-05-27	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.2	live	QUIK,ARM,MRVL,INTC,AIP,ALAB,AMD,CEVA
2026-05-27	Cybersecurity Network Edge & SD-WAN	Retired	-1	live	""
2026-05-27	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-05-27	Edge Cloud & Developer CDN Platforms	Fading	-1	live	DOCN,FSLY
2026-05-27	Enterprise Server & AI Infrastructure Hardware	Fading	-1	live	TEN,CVE
2026-05-27	Firearms & Personal Defense Manufacturing	Fading	81.3	live	SWBI,LINC
2026-05-27	Gold & Precious Metals Mining	Fading	-1	live	AU,ORLA
2026-05-27	Gold & Silver Junior Miners Momentum	Fading	-1	live	HYMC,VMET
2026-05-27	Hemp & Cannabis-Derived Wellness Beverages	Fading	-1	live	RYM,MLEC
2026-05-27	Hydraulic Fracturing & Completion Services	Nascent	60.9	live	PUMP,PTEN,LBRT,HAL,ACDC
2026-05-27	Inflammatory Disease & Immunology Biologics	Mainstream	73.8	live	ORKA,DNTH,SYRE
2026-05-27	Lithium & Battery Critical Minerals Mining	Retired	-1	live	""
2026-05-27	Network Security & Zero-Trust Edge	Mainstream	98.1	live	DDOG,FTNT
2026-05-27	Nitrogen Fertilizer & Ammonia Producers	Fading	-1	live	CLMT,CF
2026-05-27	Nylon & Engineered Polymer Intermediates	Retired	-1	live	""
2026-05-27	Oil Refiners & Downstream Fuel Processing	Retired	-1	live	""
2026-05-27	Optical Components & Transceiver Manufacturers	Mainstream	94.6	live	CIEN,POET,AXTI,VIAV,GLW,LASR
2026-05-27	Permian Basin Pure-Play E&P	Retired	-1	live	""
2026-05-27	Physical AI & Robotics	Fading	-1	live	IRBT,HYLN
2026-05-27	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	99	live	AOSL,HIMX,SYNA,NVTS
2026-05-27	Precious & Streaming Metals Royalty & Junior Miners	Fading	-1	live	AUGO,SSRM
