theme_date	name	stage	rs_avg	source	tickers
2026-06-25	Senior Living & Housing Operators	Nascent	89	live	BKD,JAN
2026-06-25	Silicon Carbide Power Semiconductors & EV Infrastructure	Fading	-1	live	WOLF,STM
2026-06-25	U.S. Passenger Airlines	Nascent	0	live	DAL,UAL,ALK,LUV,ALGT,SKYW
2026-06-26	AI Cloud GPU & Datacenter Colocation Platforms	Nascent	98.9	live	WYFI,SHAZ
2026-06-26	AI Datacenter Optical Transceivers & Components	Fading	-1	live	AAOI,LITE,COHR
2026-06-26	AI Data Center Power Infrastructure	Accelerating	81.4	live	FCEL,BE,VRT,PWR,AGX
2026-06-26	AI Memory & Storage	Mainstream	95.4	live	MRAM,SNDK,QMCO,WDC,SIMO,STX,MU
2026-06-26	Casual Dining Restaurant Turnaround	Nascent	93.9	live	EAT,CBRL
2026-06-26	Commercial Real Estate Brokerage & Advisory Services	Nascent	0	live	CBRE,CWK,JLL,NMRK
2026-06-26	Construction Aggregates & Building Materials	Nascent	0	live	CRH,MLM,VMC
2026-06-26	Crude & Product Tanker Shipping	Fading	-1	live	NAT,PUMP,LBRT,WTTR,DHT,AESI
2026-06-26	Crypto Asset Recovery	Mainstream	92.8	live	HUT,RIOT,WULF
2026-06-26	Custom AI Silicon & Chip Architecture Licensing	Mainstream	93.6	live	INTC,MRVL,ALAB,CEVA,ARM,AIP,CRDO,QUIK,AMD,MXL
2026-06-26	Edge CDN & Cloud-Native Developer Platforms	Retired	-1	live	""
2026-06-26	Edge Cloud & Developer CDN Platforms	Fading	-1	live	DOCN,FSLY
2026-06-26	European Bank Stocks	Accelerating	70.4	live	BCS,LYG,BBVA,ING,SAN,NWG
2026-06-26	Golf Equipment & Apparel	Nascent	91.2	live	GOLF,CALY
2026-06-26	Inflammatory Disease & Immunology Biologics	Nascent	99	live	ORKA,SYRE,APGE
2026-06-26	Insurance Brokerage & Distribution Services	Nascent	0	live	AJG,AON,BRO,WTW
2026-06-26	Life Insurance & Annuity Providers	Nascent	0	live	LNC,MET,PFG,PRU,UNM
2026-06-26	Midstream Energy Infrastructure & Pipeline Operators	Nascent	0	live	AM,DTM,KMI,WMB,ENB,HESM,OKE,PBA,SOBO,TRGP,TRP
2026-06-26	Multifamily Apartment REITs	Nascent	0	live	CPT,IRT,MAA,UDR
2026-06-26	Network Security & Zero-Trust Edge	Fading	86.8	live	CRWD,PANW,FTNT,OKTA,GRRR,BB
2026-06-26	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Nascent	92.5	live	ASND,XERS,VKTX,MBX,CORT
2026-06-26	Power Semiconductor & Mixed-Signal Display Drivers	Fading	-1	live	AOSL,NVTS,HIMX
2026-06-26	Private Mortgage Insurance	Nascent	0	live	ESNT,MTG,NMIH,RDN
2026-06-26	Property & Casualty Insurance Underwriters	Nascent	92.5	live	ACGL,AFG,ALL,AXS,CB,CINF,HCI,HIG,ORI,PGR,THG,TRV,WRB,SKWD
2026-06-26	Quantum Computing & Quantum-Safe Networking	Nascent	98.8	live	QNT,ARQQ
2026-06-26	Rare Earth Magnets & Critical Battery Materials	Fading	-1	live	CSTM,ALOY
2026-06-26	Semiconductor Probe Card & Front-End Test Equipment	Mainstream	90.6	live	TER,COHU
2026-06-26	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Nascent	96.2	live	KLIC,AMAT,UMC,TSEM,PDFS,AEHR,MKSI,VECO,ICHR,GFS,UCTT,KLAC,ACMR,LRCX,FORM
2026-06-26	Senior Living & Housing Operators	Nascent	82.4	live	BKD,JAN
2026-06-26	Silicon Carbide Power Semiconductors & EV Infrastructure	Fading	-1	live	WOLF,STM
2026-06-26	U.S. Passenger Airlines	Nascent	89.8	live	DAL,LUV,ALK,ALGT,UAL,SKYW
2026-06-28	Clinical-Stage Autoimmune & Inflammatory Disease Biologics	Nascent	87.45	shadow_promoted	VERA,VOR,ZBIO,ANAB,KNSA,AVTX
2026-06-28	Coal Mining & Export (Metallurgical & Thermal)	Nascent	8.4	shadow_promoted	AMR,BTU,HCC
2026-06-28	Defense Drones & Unmanned Aerial Systems	Nascent	12.3	shadow_promoted	AVAV,KTOS,ONDS,RCAT,UMAC
2026-06-28	Large Defense Contractors & Aerospace Primes	Nascent	24	shadow_promoted	GD,LHX,LMT,NOC,RTX
2026-06-28	Medical Devices & Surgical Equipment	Nascent	34.375	shadow_promoted	ATEC,BDX,STE,SYK
2026-06-28	Nucleic Acid Therapeutics & Gene Synthesis Platforms	Nascent	95.83333333333333	shadow_promoted	MRNA,RGNX,TWST
2026-06-28	Protein Degradation & Targeted Molecular Therapeutics Re-rating	Nascent	91.475	shadow_promoted	KYMR,GLUE,GENB,IDYA
2026-06-28	Rare & Orphan Disease Specialty Pharma	Nascent	92.3	shadow_promoted	LQDA,TVTX,SION,RYTM
2026-06-29	AI Cloud GPU & Datacenter Colocation Platforms	Nascent	99.2	live	WYFI,SHAZ
2026-06-29	AI Datacenter Optical Transceivers & Components	Retired	-1	live	""
2026-06-29	AI Data Center Power Infrastructure	Mainstream	92.7	live	FCEL,AGX,PWR,VRT,BE
2026-06-29	AI Interconnect & Semiconductor Connectivity	Nascent	99.1	live	ALAB,CRDO
2026-06-29	AI Memory & Storage	Nascent	96.8	live	STX,MU,QMCO,WDC,SNDK,SIMO,MRAM
2026-06-29	Automotive Electronics & Sensor Components	Nascent	98.8	live	MEI,ALGM
2026-06-29	Casual Dining Restaurant Turnaround	Nascent	92.3	live	CBRL,EAT
2026-06-29	Clinical-Stage Autoimmune & Inflammatory Disease Biologics	Retired	-1	live	""
2026-06-29	Coal Mining & Export (Metallurgical & Thermal)	Fading	-1	live	AMR,HCC
2026-06-29	Commercial Real Estate Brokerage & Advisory Services	Fading	-1	live	CWK,JLL,NMRK
2026-06-29	Construction Aggregates & Building Materials	Fading	-1	live	CRH,MLM,VMC
2026-06-29	Crude & Product Tanker Shipping	Fading	-1	live	NAT,DHT
2026-06-29	Crypto Asset Recovery	Mainstream	83	live	RIOT,WULF,HUT
2026-06-29	Custom AI Silicon & Chip Architecture Licensing	Mainstream	93.5	live	CEVA,ALAB,QUIK,INTC,AMD,MRVL,CRDO,MXL,ARM,AIP
2026-06-29	Defense Drones & Unmanned Aerial Systems	Fading	-1	live	RCAT,UMAC
2026-06-29	Edge CDN & Cloud-Native Developer Platforms	Fading	-1	live	DOCN,FSLY
2026-06-29	European Bank Stocks	Accelerating	73	live	SAN,ING,BBVA,NWG,LYG,BCS
2026-06-29	Golf Equipment & Apparel	Nascent	90.1	live	GOLF,CALY
2026-06-29	Inflammatory Disease & Immunology Biologics	Mainstream	97.6	live	ORKA,SYRE,APGE
2026-06-29	Insurance Brokerage & Distribution Services	Fading	-1	live	AJG,AON,BRO
2026-06-29	Large Defense Contractors & Aerospace Primes	Fading	-1	live	GD,RTX
2026-06-29	Life Insurance & Annuity Providers	Nascent	65.2	live	PRU,LNC,PFG,MET,UNM
2026-06-29	Medical Devices & Surgical Equipment	Fading	-1	live	ATEC,SYK
2026-06-29	Midstream Energy Infrastructure & Pipeline Operators	Nascent	59.6	live	TRGP,KMI,DTM,TRP,OKE,HESM,AM,WMB,PBA,ENB
2026-06-29	Multifamily Apartment REITs	Nascent	61.1	live	MAA,IRT,UDR,CPT
2026-06-29	Network Security & Zero-Trust Edge	Accelerating	96	live	GRRR,OKTA,CRWD,BB,PANW,FTNT
2026-06-29	Nucleic Acid Therapeutics & Gene Synthesis Platforms	Retired	-1	live	""
2026-06-29	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Nascent	93	live	ASND,XERS,MBX,VKTX,CORT
2026-06-29	Power Semiconductor & Mixed-Signal Display Drivers	Retired	-1	live	""
2026-06-29	Private Mortgage Insurance	Nascent	68	live	RDN,ESNT,MTG,NMIH
2026-06-29	Property & Casualty Insurance Underwriters	Nascent	73.8	live	AXS,CB,ORI,THG,HIG,WRB,ALL,TRV,HCI,ACGL,AFG,PGR,SKWD,CINF
2026-06-29	Protein Degradation & Targeted Molecular Therapeutics Re-rating	Retired	-1	live	""
2026-06-29	Quantum Computing & Quantum-Safe Networking	Nascent	97	live	QNT,ARQQ,HQ
2026-06-29	Rare Earth Magnets & Critical Battery Materials	Fading	-1	live	CSTM,ALOY
2026-06-29	Rare & Orphan Disease Specialty Pharma	Retired	-1	live	""
2026-06-29	Semiconductor Probe Card & Front-End Test Equipment	Mainstream	93.8	live	COHU,TER
2026-06-29	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	96.2	live	FORM,UMC,TSEM,GFS,KLAC,ACMR,AMAT,VECO,KLIC,UCTT,AEHR,LRCX,ICHR,PDFS,MKSI
2026-06-29	Senior Living & Housing Operators	Nascent	83.9	live	JAN,BKD
2026-06-29	Silicon Carbide Power Semiconductors & EV Infrastructure	Fading	-1	live	WOLF,STM
2026-06-29	Specialty Catastrophe Property Insurance Underwriters	Nascent	84.4	live	NP,SLDE
2026-06-29	U.S. Passenger Airlines	Accelerating	89.6	live	SKYW,ALK,DAL,LUV,UAL,ALGT
2026-06-30	AI Cloud GPU & Datacenter Colocation Platforms	Nascent	99.1	live	WYFI,SHAZ,BRUN,PENG
2026-06-30	AI Data Center Power Infrastructure	Mainstream	92.5	live	VRT,BE,PWR,AGX,FCEL
2026-06-30	AI Interconnect & Semiconductor Connectivity	Retired	-1	live	""
2026-06-30	AI Memory & Storage	Nascent	97.5	live	MRAM,QMCO,SNDK,WDC,MU,SIMO,STX
2026-06-30	Autoimmune & Inflammatory Disease Biopharmaceuticals	Nascent	84.23333333333333	shadow_promoted	VERA,VOR,ALMS,ABVX,CLDX,TRAX
2026-06-30	Automotive Electronics & Sensor Components	Nascent	98.8	live	ALGM,MEI,OUST,AEVA
2026-06-30	Casual Dining Restaurant Turnaround	Nascent	91.2	live	CBRL,EAT
2026-06-30	Clinical-Stage Oncology Therapeutics	Nascent	83.89999999999999	shadow_promoted	ELVN,CGON,SNDX
2026-06-30	Coal Mining & Export (Metallurgical & Thermal)	Fading	-1	live	AMR,HCC
2026-06-30	Commercial Real Estate Brokerage & Advisory Services	Fading	-1	live	JLL,NMRK
2026-06-30	Construction Aggregates & Building Materials	Fading	-1	live	CRH,VMC
2026-06-30	Crude & Product Tanker Shipping	Fading	-1	live	NAT,DHT
2026-06-30	Crypto Asset Recovery	Fading	85.2	live	WULF,RIOT,HUT
2026-06-30	Custom AI Silicon & Chip Architecture Licensing	Mainstream	97.6	live	QUIK,CRDO,MXL,ALAB,AIP,MRVL,CEVA,AMD,INTC,ARM
2026-06-30	Defense Drones & Unmanned Aerial Systems	Fading	-1	live	RCAT,UMAC
2026-06-30	Domestic Steel Producers	Nascent	27.825	shadow_promoted	CMC,NUE,RS,STLD
2026-06-30	Edge CDN & Cloud-Native Developer Platforms	Retired	-1	live	""
2026-06-30	Edge Cloud & Developer CDN Platforms	Fading	-1	live	DOCN,FSLY
2026-06-30	European Bank Stocks	Mainstream	75.5	live	SAN,NWG,BCS,LYG,BBVA,ING
2026-06-30	Genomic Medicine & Synthetic DNA Tools	Nascent	97.2	live	MRNA,TWST
2026-06-30	Golf Equipment & Apparel	Nascent	88	live	GOLF,CALY
2026-06-30	Industrial Power Equipment & Electrical Systems	Nascent	0	live	ETN,GNRC,HUBB,RRX
2026-06-30	Inflammatory Disease & Immunology Biologics	Mainstream	94.8	live	ORKA,SYRE
2026-06-30	Insurance Brokerage & Distribution Services	Fading	-1	live	AJG,AON,BRO
2026-06-30	Insurance Brokerage & Risk Advisory	Nascent	47.666666666666664	shadow_promoted	BWIN,MRSH,WTW
2026-06-30	In Vivo Gene Therapy & Genome Editing	Nascent	93.6	live	RGNX,NTLA
2026-06-30	Large Defense Contractors & Aerospace Primes	Fading	-1	live	GD,RTX
2026-06-30	Life Insurance & Annuity Providers	Accelerating	64.8	live	PRU,LNC,MET,PFG,UNM
2026-06-30	Medical Devices & Surgical Equipment	Fading	-1	live	ATEC,SYK
2026-06-30	Midstream Energy Infrastructure & Pipeline Operators	Accelerating	58.2	live	AM,PUMP,PBA,AESI,OKE,DTM,TRGP,WMB,WTTR,LBRT,ENB,KMI,TRP
2026-06-30	Multifamily Apartment REITs	Fading	-1	live	MAA,IRT,UDR,CPT
2026-06-30	Network Security & Zero-Trust Edge	Accelerating	97.4	live	GRRR,OKTA,CRWD,BB,FTNT,PANW,TENB
2026-06-30	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Nascent	91.8	live	ASND,MBX,XERS,VKTX,CORT
2026-06-30	Precious Metals Miners (Gold & Silver)	Nascent	16.38095238095238	shadow_promoted	AEM,AG,AU,CDE,EGO,EXK,FNV,FSM,HL,HMY,IAG,KGC,MUX,NEM,NG,OR,PAAS,RGLD,SA,SSRM,WPM
2026-06-30	Precision Aerospace & Defense Component Manufacturers	Nascent	83.2	live	AADX,ELMT
2026-06-30	Precision Optics & Photonic Components	Nascent	83.89999999999999	shadow_promoted	OPTX,LPTH,LASR
2026-06-30	Private Mortgage Insurance	Accelerating	64.3	live	RDN,MTG,ESNT,NMIH
2026-06-30	Property & Casualty Insurance Underwriters	Nascent	72	live	PGR,CINF,WRB,AFG,HCI,ORI,SKWD,AXS,ACGL,CB,ALL,HIG,THG,TRV
2026-06-30	Quantum Computing Hardware & Annealing Systems	Nascent	0	live	QBTS,RGTI,INFQ
2026-06-30	Quantum Computing & Quantum-Safe Networking	Nascent	99.7	live	ARQQ,HQ,QNT
2026-06-30	Rare Earth Magnets & Critical Battery Materials	Fading	-1	live	CSTM,ALOY
2026-06-30	Rare & Orphan Disease Biotech Re-Rating	Nascent	90.9	shadow_promoted	RARE,MIRM,RGNX,AGIO,AMLX
2026-06-30	Satellite Communications & Space Data Services	Nascent	77.76	shadow_promoted	VSAT,MDA,SPIR,PL,ASTS
2026-06-30	Semiconductor Probe Card & Front-End Test Equipment	Mainstream	95.9	live	TER,COHU
2026-06-30	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	97.3	live	AMAT,LRCX,VECO,UMC,KLAC,ACMR,AEHR,MKSI,ICHR,KLIC,PDFS,TSEM,FORM,GFS,UCTT
2026-06-30	Senior Living & Housing Operators	Nascent	81.8	live	BKD,JAN
2026-06-30	Silicon Carbide Power Semiconductors & EV Infrastructure	Retired	-1	live	""
2026-06-30	Specialty Catastrophe Property Insurance Underwriters	Nascent	81.4	live	NP,SLDE
2026-06-30	Targeted Protein Degradation Oncology	Nascent	92.7	live	KYMR,GLUE
2026-06-30	Truckload & LTL Freight Carriers	Nascent	0	live	ARCB,KNX,LSTR,SNDR,TFII,WERN,XPO
2026-06-30	U.S. Passenger Airlines	Accelerating	88.3	live	UAL,ALGT,ALK,SKYW,DAL,LUV
2026-07-01	AI Cloud GPU & Datacenter Colocation Platforms	Nascent	98	live	PENG,WYFI,BRUN,SHAZ
2026-07-01	AI Data Center Power Infrastructure	Mainstream	86.2	live	PWR,FCEL,BE,VRT,AGX
2026-07-01	AI Memory & Storage	Mainstream	95.6	live	MU,WDC,STX,MRAM,QMCO,SIMO,SNDK
2026-07-01	Autoimmune & Inflammatory Disease Biopharmaceuticals	Retired	-1	live	""
2026-07-01	Automotive Electronics & Sensor Components	Nascent	98.9	live	ALGM,MEI,AEVA,OUST
2026-07-01	Casual Dining Restaurant Turnaround	Nascent	90.4	live	EAT,CBRL
2026-07-01	Clinical-Stage Autoimmune & Inflammatory Disease Therapeutics	Nascent	84.03999999999999	shadow_promoted	VOR,VERA,ALMS,CLDX,ABVX
2026-07-01	Clinical-Stage Oncology Therapeutics	Retired	-1	live	""
2026-07-01	Coal Mining & Export (Metallurgical & Thermal)	Fading	-1	live	AMR,HCC
2026-07-01	Commercial Real Estate Brokerage & Advisory Services	Fading	-1	live	JLL,NMRK
2026-07-01	Construction Aggregates & Building Materials	Fading	-1	live	CRH,VMC
2026-07-01	Consumer Fintech & Digital Credit Platforms	Nascent	98.9	live	DAVE,SEZL
2026-07-01	Crude & Product Tanker Shipping	Retired	-1	live	""
2026-07-01	Crypto Asset Recovery	Fading	73.8	live	WULF,HUT,RIOT
2026-07-01	Custom AI Silicon & Chip Architecture Licensing	Mainstream	95.8	live	AIP,ALAB,CEVA,CRDO,MXL,MRVL,QUIK,AMD,INTC,ARM
2026-07-01	Defense Drones & Unmanned Aerial Systems	Fading	-1	live	RCAT,UMAC
2026-07-01	Domestic Steel Producers	Fading	-1	live	NUE,STLD
2026-07-01	Edge Cloud & Developer CDN Platforms	Fading	-1	live	DOCN,FSLY
2026-07-01	European Bank Stocks	Mainstream	77.7	live	LYG,BCS,SAN,BBVA,ING,NWG
2026-07-01	Genomic Medicine & Synthetic DNA Tools	Nascent	98.2	live	TWST,MRNA
2026-07-01	Golf Equipment & Apparel	Nascent	88.2	live	GOLF,CALY
2026-07-01	Industrial Power Equipment & Electrical Systems	Nascent	73.7	live	ETN,GNRC,HUBB,RRX
2026-07-01	Inflammatory Disease & Immunology Biologics	Mainstream	95.2	live	ORKA,SYRE
2026-07-01	Insurance Brokerage & Distribution Services	Fading	-1	live	AJG,AON,BRO
2026-07-01	Insurance Brokerage & Risk Advisory	Fading	-1	live	BWIN,MRSH
2026-07-01	In Vivo Gene Therapy & Genome Editing	Nascent	95.8	live	RGNX,NTLA
2026-07-01	Large Defense Contractors & Aerospace Primes	Retired	-1	live	""
2026-07-01	Life Insurance & Annuity Providers	Accelerating	59.9	live	PFG,UNM,LNC,MET,PRU
2026-07-01	Liquid Biopsy & Multi-Cancer Early Detection	Nascent	94	live	GH,GRAL
2026-07-01	Medical Devices & Surgical Equipment	Fading	-1	live	ATEC,SYK
2026-07-01	Midstream Energy Infrastructure & Pipeline Operators	Fading	-1	live	DTM,WMB,AM,DHT,PBA,TRP,TRGP,KMI,NAT
2026-07-01	Multifamily Apartment REITs	Fading	-1	live	MAA,IRT,UDR,CPT
2026-07-01	Network Security & Zero-Trust Edge	Accelerating	98.1	live	GRRR,FTNT,BB,TENB,OKTA,PANW,CRWD
2026-07-01	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Nascent	92.3	live	XERS,CORT,ASND,MBX,VKTX
2026-07-01	Precious Metals Miners (Gold & Silver)	Fading	-1	live	EGO,EXK,SSRM
2026-07-01	Precision Aerospace & Defense Component Manufacturers	Fading	-1	live	AADX,ELMT
2026-07-01	Precision Optics & Photonic Components	Nascent	78.2	live	OPTX,LPTH,LASR
2026-07-01	Private Mortgage Insurance	Accelerating	57.2	live	NMIH,MTG,ESNT,RDN
2026-07-01	Property & Casualty Insurance Underwriters	Nascent	74.8	live	WRB,CINF,PGR,ALL,ACGL,ORI,CB,AFG,TRV,SKWD,AXS,HCI,THG,HIG
2026-07-01	Quantum Computing Hardware & Annealing Systems	Fading	-1	live	QBTS,RGTI,INFQ
2026-07-01	Quantum Computing & Quantum-Safe Networking	Nascent	99.3	live	QNT,ARQQ
2026-07-01	Rare Earth Magnets & Critical Battery Materials	Retired	-1	live	""
2026-07-01	Rare & Orphan Disease Biotech Re-Rating	Retired	-1	live	""
2026-07-01	Satellite Communications & Space Data Services	Nascent	83.6	live	VSAT,PL,ASTS,RTX,SPIR,MDA,GD
2026-07-01	Semiconductor Probe Card & Front-End Test Equipment	Mainstream	94.4	live	COHU,TER
2026-07-01	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	95.7	live	MKSI,KLIC,AMAT,VECO,LRCX,TSEM,KLAC,ACMR,AEHR,PDFS,UCTT,ICHR,GFS,UMC,FORM
2026-07-01	Senior Living & Housing Operators	Fading	-1	live	BKD,JAN
2026-07-01	Specialty Catastrophe Property Insurance Underwriters	Nascent	82.7	live	NP,SLDE
2026-07-01	Targeted Protein Degradation Oncology	Nascent	93.7	live	KYMR,GLUE
2026-07-01	Truckload & LTL Freight Carriers	Nascent	64.1	live	SNDR,KNX,WERN,TFII,LSTR,ARCB
2026-07-01	U.S. Passenger Airlines	Accelerating	90.2	live	DAL,ALGT,SKYW,LUV,ALK,UAL
2026-07-01	U.S. Petroleum Refining & Downstream Processing	Nascent	0	live	DINO,DK,MPC,PBF,PSX,VLO
2026-07-01	U.S. Regional & Mid-Cap Commercial Banks	Nascent	0	live	EWBC,WTFC,WAL,BOKF,HBAN,FITB,KEY,RF,CFG,USB,TFC,PNC,MTB,ZION,FHN,GBCI,HWC,UMBF,SSB,WSFS
2026-07-02	AI Cloud GPU & Datacenter Colocation Platforms	Nascent	83.4	live	PENG,WYFI,BRUN,SHAZ
2026-07-02	AI Data Center Power Infrastructure	Mainstream	92.3	live	PWR,BE,VRT,AGX,FCEL
2026-07-02	AI Memory & Storage	Fading	81.3	live	MU,WDC,STX,MRAM,QMCO,SIMO,SNDK
2026-07-02	Autoimmune & Inflammatory Disease Biopharmaceuticals	Nascent	82.11666666666666	shadow_promoted	VERA,VOR,ALMS,ABVX,CLDX,TRAX
2026-07-02	Automotive Electronics & Sensor Components	Nascent	96.2	live	ALGM,MEI,AEVA,OUST
2026-07-02	B2B Digital Financial Infrastructure & Payment Rails Modernization	Nascent	87.05	shadow_promoted	ALKT,WSE,CXT,PAY
2026-07-02	Casual Dining Restaurant Turnaround	Mainstream	90.8	live	CBRL,EAT
2026-07-02	Clinical-Stage Autoimmune & Inflammatory Disease Therapeutics	Retired	-1	live	""
2026-07-02	Clinical-Stage Oncology Therapeutics	Nascent	84.26666666666667	shadow_promoted	ELVN,CGON,SNDX
2026-07-02	Coal Mining & Export (Metallurgical & Thermal)	Fading	-1	live	AMR,HCC
2026-07-02	Commercial Real Estate Brokerage & Advisory Services	Fading	-1	live	JLL,NMRK
2026-07-02	Construction Aggregates & Building Materials	Fading	-1	live	CRH,VMC
2026-07-02	Consumer Fintech & Digital Credit Platforms	Nascent	99.2	live	DAVE,SEZL
2026-07-02	Crypto Asset Recovery	Fading	-1	live	WULF,HUT,RIOT
2026-07-02	Custom AI Silicon & Chip Architecture Licensing	Mainstream	82.1	live	AIP,ALAB,CEVA,CRDO,MXL,MRVL,QUIK,AMD,INTC,ARM
2026-07-02	Defense Drones & Unmanned Aerial Systems	Fading	-1	live	RCAT,UMAC
2026-07-02	Digital Advertising Technology Platforms	Nascent	98.4	live	APPS,MGNI
2026-07-02	Digital Banking Software Platforms	Nascent	84.4	live	ALKT,QTWO
2026-07-02	Domestic Steel Producers	Fading	-1	live	NUE,STLD
2026-07-02	Edge Cloud & Developer CDN Platforms	Retired	-1	live	""
2026-07-02	European Bank Stocks	Mainstream	79.3	live	LYG,BCS,SAN,BBVA,ING,NWG
2026-07-02	Genomic Medicine & Synthetic DNA Tools	Nascent	99.1	live	TWST,MRNA
2026-07-02	Golf Equipment & Apparel	Nascent	87.2	live	GOLF,CALY
2026-07-02	Industrial Power Equipment & Electrical Systems	Fading	-1	live	ETN,GNRC,HUBB,RRX
2026-07-02	Inflammatory Disease & Immunology Biologics	Mainstream	91.8	live	ORKA,SYRE
2026-07-02	Insurance Brokerage & Distribution Services	Fading	82	live	AON,BRO,AJG
2026-07-02	Insurance Brokerage & Risk Advisory	Fading	-1	live	BWIN,MRSH
2026-07-02	In Vivo Gene Therapy & Genome Editing	Nascent	96.2	live	RGNX,NTLA
2026-07-02	Large-Cap U.S. Defense Primes	Nascent	0	live	HII,LHX,LMT,NOC
2026-07-02	Life Insurance & Annuity Providers	Accelerating	69.6	live	PFG,UNM,MET,PRU
2026-07-02	Liquid Biopsy & Multi-Cancer Early Detection	Nascent	94	live	GH,GRAL
2026-07-02	Medical Devices & Surgical Equipment	Fading	-1	live	ATEC,SYK
2026-07-02	Midstream Energy Infrastructure & Pipeline Operators	Fading	-1	live	DTM,WMB,AM,PBA,TRP,TRGP,KMI,NAT
2026-07-02	Multifamily Apartment REITs	Fading	60.3	live	MAA,UDR,IRT,CPT
2026-07-02	Network Security & Zero-Trust Edge	Mainstream	98.2	live	GRRR,CRWD,BB,TENB,OKTA,PANW,FTNT,VRNS,QLYS
2026-07-02	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	94	live	XERS,CORT,ASND,MBX,VKTX
2026-07-02	Precious Metals Miners (Gold & Silver)	Fading	-1	live	EGO,EXK,SSRM
2026-07-02	Precision Aerospace & Defense Component Manufacturers	Fading	-1	live	AADX,ELMT
2026-07-02	Precision Optics & Photonic Components	Fading	-1	live	OPTX,LPTH
2026-07-02	Private Mortgage Insurance	Accelerating	71.9	live	NMIH,MTG,ESNT,RDN
2026-07-02	Property & Casualty Insurance Underwriters	Nascent	79.6	live	WRB,PGR,CINF,ALL,ACGL,ORI,CB,AFG,TRV,SKWD,AXS,HCI,THG,HIG
2026-07-02	Quantum Computing Hardware & Annealing Systems	Fading	-1	live	QBTS,INFQ
2026-07-02	Quantum Computing & Quantum-Safe Networking	Mainstream	98.4	live	QNT,ARQQ
2026-07-02	Rare & Orphan Disease Biotech Re-Rating	Nascent	94.82000000000001	shadow_promoted	RARE,MIRM,RGNX,AGIO,AMLX
2026-07-02	Satellite Communications & Space Data Services	Nascent	68.3	live	GD,VSAT,PL,ASTS,RTX,SPIR,MDA
2026-07-02	Semiconductor Probe Card & Front-End Test Equipment	Fading	-1	live	COHU,TER
2026-07-02	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	87.2	live	MKSI,KLIC,AMAT,VECO,LRCX,TSEM,KLAC,ACMR,PDFS,UCTT,ICHR,GFS,UMC,FORM
2026-07-02	Senior Living & Housing Operators	Mainstream	83.2	live	BKD,JAN
2026-07-02	Specialty Catastrophe Property Insurance Underwriters	Nascent	90.5	live	NP,SLDE
2026-07-02	Specialty Insurance Underwriting & Brokerage	Nascent	87.9	live	PLMR,KNSL,RYAN,WTW
2026-07-02	Targeted Protein Degradation Oncology	Nascent	94.5	live	KYMR,GLUE
2026-07-02	Truckload & LTL Freight Carriers	Fading	58.2	live	SNDR,KNX,WERN,TFII,LSTR,ARCB
2026-07-02	U.S. Passenger Airlines	Accelerating	89.1	live	DAL,ALGT,SKYW,LUV,ALK,UAL
2026-07-02	U.S. Petroleum Refining & Downstream Processing	Nascent	79.7	live	MPC,DK,PBF,DINO,PSX,VLO
2026-07-02	U.S. Regional & Mid-Cap Commercial Banks	Nascent	66.5	live	FITB,HBAN,WAL,TFC,MTB,WTFC,ZION,KEY,GBCI,USB,PNC,SSB,CFG,UMBF,WSFS,EWBC,RF,HWC,BOKF,FHN
2026-07-06	AI Cloud GPU & Datacenter Colocation Platforms	Nascent	97.8	live	WYFI,PENG,SHAZ
2026-07-06	AI Data Center Power Infrastructure	Mainstream	83.8	live	BE,VRT,PWR,FCEL,AGX
2026-07-06	AI Memory & Storage	Fading	74.1	live	STX,WDC,MU,MRAM,SIMO,SNDK,QMCO
2026-07-06	Alternative Asset Management Platforms	Nascent	23.3	shadow_promoted	BAM,BN,CG,KKR,TPG
2026-07-06	Autoimmune & Inflammatory Disease Biopharmaceuticals	Retired	-1	live	""
2026-07-06	Automotive Electronics & Sensor Components	Nascent	90.3	live	MEI,OUST,AEVA,ALGM
2026-07-06	B2B Digital Financial Infrastructure & Payment Rails Modernization	Nascent	89.7	live	ALKT,WSE,PAY,QTWO
2026-07-06	Casual Dining Restaurant Turnaround	Mainstream	93.2	live	CBRL,EAT
2026-07-06	Clinical-Stage Oncology Therapeutics	Retired	-1	live	""
2026-07-06	Coal Mining & Export (Metallurgical & Thermal)	Fading	-1	live	AMR,HCC
2026-07-06	Coastal & Suburban Residential Rental REITs	Nascent	0	live	AVB,EQR,ESS,AMH,INVH
2026-07-06	Commercial Real Estate Brokerage & Advisory Services	Fading	-1	live	JLL,NMRK
2026-07-06	Construction Aggregates & Building Materials	Fading	-1	live	CRH,VMC
2026-07-06	Consumer Fintech & Digital Credit Platforms	Nascent	98.5	live	DAVE,SEZL
2026-07-06	Crypto Asset Recovery	Fading	-1	live	WULF,HUT,RIOT
