ticker|d|bar_et|open|high|low|close|volume
DOCN|2026-07-07|09:30|145|146.57|143.63|144.8|14079
DY|2026-05-27|09:30|535.5|543.99|535.5|537|6573
ELVN|2026-06-11|09:30|45.01|45.5171|43.02|43.68|200235
FCEL|2026-06-24|09:30|25.11|25.199|23.68|23.695|482268
GRRR|2026-06-02|09:30|23.19|23.49|22.4|22.66|194381
HPE|2026-06-02|09:30|63.06|63.95|61.7206|62.3|3677799
JBL|2026-06-17|09:30|412.36|412.36|407.4|410.159|601
MLTX|2026-06-22|09:30|20.01|20.025|19.75|19.92|65372
MRNA|2026-08-19|09:30|116.05|120.15|115|115.905|2487106
MRNA|2026-08-19|09:31|116|118.55|114.46|117.24|972136
MRNA|2026-08-19|09:32|117.24|119.98|115.95|118.845|864240
MRNA|2026-08-19|09:33|118.9142|122.25|117.5|118.275|1237620
MRNA|2026-08-19|09:34|118.275|118.7619|116|117.3802|623252
MRNA|2026-08-19|09:35|117.4013|121.11|117.4013|121|685872
MRNA|2026-08-19|09:36|120.851|121.2499|118.43|119.57|684917
MRNA|2026-08-19|09:37|119.57|122.99|119.1137|122.89|796201
MRNA|2026-08-19|09:38|122.8|126.38|122.64|126.21|1571932
MRNA|2026-08-19|09:39|126.21|126.88|124.84|126.34|944404
MRNA|2026-08-19|09:40|126.26|126.59|124.6201|125.24|681008
MRNA|2026-08-19|09:41|125.2|128.65|124.97|128.6018|974173
MRNA|2026-08-19|09:42|128.505|128.7|125.39|126.1|819218
MRNA|2026-08-19|09:43|126.1764|126.28|123.31|123.825|766566
MRNA|2026-08-19|09:44|123.86|125.074|123.21|124.065|430323
MRNA|2026-08-19|09:45|124.0001|125.27|123.1969|124.6593|444377
MRNA|2026-08-19|09:46|124.95|128.75|124.61|127.92|827621
MRNA|2026-08-19|09:47|127.92|128.14|125.5|126.15|514689
MRNA|2026-08-19|09:48|126.1431|129.37|126.1|129.16|788876
MRNA|2026-08-19|09:49|129.16|130.49|128.77|129.475|1127445
MRNA|2026-08-19|09:50|129.5|131.5856|129.3301|130.93|655255
MRNA|2026-08-19|09:51|130.905|133.8199|130.46|133.6058|899100
MRNA|2026-08-19|09:52|133.5|136.19|132.1901|135.48|1071351
MRNA|2026-08-19|09:53|135.7972|136.88|134.7201|135.62|878464
MRNA|2026-08-19|09:54|135.68|138.95|135.48|138.225|1081673
MRNA|2026-08-19|09:55|138.2|138.9|135.72|136.62|1003853
MRNA|2026-08-19|09:56|136.7099|138.52|135.24|137.81|885492
MRNA|2026-08-19|09:57|137.83|140.77|137.0001|138.6975|1451852
MRNA|2026-08-19|09:58|138.7569|139|135.55|136.07|872925
MRNA|2026-08-19|09:59|136.005|136.8799|132.3|132.7|1023168
MRNA|2026-08-19|10:00|132.49|133.46|131.04|132.88|768839
MRNA|2026-08-19|10:01|132.91|135.5|132.42|135.21|579603
MRNA|2026-08-19|10:02|135.27|137.39|135.02|136|502656
MRNA|2026-08-19|10:03|136|138.725|135.8|138.71|577986
MRNA|2026-08-19|10:04|138.8|141.03|138.51|140.8|1034103
MRNA|2026-08-19|10:05|140.58|142.33|140.221|141.555|849213
MRNA|2026-08-19|10:06|141.583|144.5|141.5|143.655|873981
MRNA|2026-08-19|10:07|143.665|146|143.44|144.98|868494
MRNA|2026-08-19|10:08|144.96|148.55|144.68|148.29|1163698
MRNA|2026-08-19|10:09|148.285|149.63|147.72|148.11|1101169
MRNA|2026-08-19|10:10|148.27|148.34|142.65|143.825|1133456
MRNA|2026-08-19|10:11|143.9384|143.9384|140.99|143.465|626230
MRNA|2026-08-19|10:12|143.465|144.4|142.48|143.9|441298
MRNA|2026-08-19|10:13|144.2399|144.7|141.13|142.59|565927
MRNA|2026-08-19|10:14|142.8042|145.16|141.8|143.91|592757
MRNA|2026-08-19|10:15|144.24|144.94|142.0601|143.35|451808
MRNA|2026-08-19|10:16|143.29|144.63|143.01|144.25|328286
MRNA|2026-08-19|10:17|144.2618|147.8899|142.5105|147.66|734526
MRNA|2026-08-19|10:18|147.775|149.86|146.78|149.575|950805
MRNA|2026-08-19|10:19|149.575|154.25|148.6|153.9908|1436192
MRNA|2026-08-19|10:20|153.98|155.7355|152.5701|153.0043|1280314
MRNA|2026-08-19|10:21|153.095|157.34|152.25|156.76|1046839
MRNA|2026-08-19|10:22|156.77|158.88|156|158.615|1151573
MRNA|2026-08-19|10:23|158.615|159.36|156.02|157.1024|870204
MRNA|2026-08-19|10:24|157.07|157.25|152.43|154.35|794906
MRNA|2026-08-19|10:25|154.295|158.87|153|158.1192|679417
MRNA|2026-08-19|10:26|158.02|163|157.18|159.805|1687841
MRNA|2026-08-19|10:27|159.68|162.6|158.6401|160.67|762926
MRNA|2026-08-19|10:28|160.4|161|155.2|159.46|861312
MRNA|2026-08-19|10:29|159.2694|162.27|157|161.46|854371
MRNA|2026-08-19|10:30|161.4301|161.637|154.01|156.2801|840007
MRNA|2026-08-19|10:31|156.415|158.93|154.91|156.165|579179
MRNA|2026-08-19|10:32|155.92|161|152.12|159.8446|921359
MRNA|2026-08-19|10:33|159.4879|161|158|159.1639|448168
MRNA|2026-08-19|10:34|159.02|160.2|157.52|158.37|551382
MRNA|2026-08-19|10:35|158.5|163.47|158.4101|162.585|994373
MRNA|2026-08-19|10:36|162.5689|163.03|158.6|159.315|582032
MRNA|2026-08-19|10:37|159.4599|160.01|156.5|156.5501|498373
MRNA|2026-08-19|10:38|156.755|157|154.411|154.67|680217
MRNA|2026-08-19|10:39|154.655|156.49|153.68|154.19|477697
MRNA|2026-08-19|10:40|154.31|154.6199|151.4|151.56|613260
MRNA|2026-08-19|10:41|151.68|154.17|151.23|151.94|557240
MRNA|2026-08-19|10:42|151.73|151.94|150.36|150.73|593524
MRNA|2026-08-19|10:43|150.71|154.64|150.34|152.025|664303
MRNA|2026-08-19|10:44|152.025|152.2|148.53|149.4999|939953
MRNA|2026-08-19|10:45|149.26|150.01|147.633|148.54|618835
MRNA|2026-08-19|10:46|148.67|148.8999|144.5166|144.84|981689
MRNA|2026-08-19|10:47|144.8905|146.89|142.8|146.3599|919468
MRNA|2026-08-19|10:48|146.15|147.97|145.16|147.91|495167
MRNA|2026-08-19|10:49|147.8|149.12|146.73|148.57|576118
MRNA|2026-08-19|10:50|148.6001|150|146.7|148.59|511660
MRNA|2026-08-19|10:51|148.4101|149.005|146.65|148.235|386383
MRNA|2026-08-19|10:52|148.43|150.47|147.93|149.87|375406
MRNA|2026-08-19|10:53|149.91|150.66|148.99|149.2846|376173
MRNA|2026-08-19|10:54|149.19|149.45|147.2801|148.47|337470
MRNA|2026-08-19|10:55|148.515|148.6662|144.5|144.56|484845
MRNA|2026-08-19|10:56|144.75|147.305|144.4367|146.01|397080
MRNA|2026-08-19|10:57|146.104|147.43|145.52|147.11|266098
MRNA|2026-08-19|10:58|147.3599|147.9|146.9|147.3663|203550
MRNA|2026-08-19|10:59|147.1401|150|147.1401|148.1|460017
MRNA|2026-08-19|11:00|148.1001|148.17|145.13|145.62|376338
MRNA|2026-08-19|11:01|145.5|145.9999|143.58|144.6201|400633
MRNA|2026-08-19|11:02|144.62|145.9|144.5001|144.655|338113
MRNA|2026-08-19|11:03|144.53|146|143.93|144.5925|387186
MRNA|2026-08-19|11:04|144.615|144.615|142.377|142.377|402913
MRNA|2026-08-19|11:05|142.377|144.825|141.5|144.3601|562402
MRNA|2026-08-19|11:06|144.5|144.6081|143|143.1201|404491
MRNA|2026-08-19|11:07|143.12|143.31|141.21|142.0042|466365
MRNA|2026-08-19|11:08|142|142.3|141.21|141.445|301848
MRNA|2026-08-19|11:09|141.445|141.76|138.81|139.395|819265
MRNA|2026-08-19|11:10|139.35|139.63|138.6|139.19|405772
MRNA|2026-08-19|11:11|139.155|140.19|138.6|138.7|436595
MRNA|2026-08-19|11:12|138.745|138.76|137.38|137.95|524343
MRNA|2026-08-19|11:13|137.95|138.76|137.5|137.855|409927
MRNA|2026-08-19|11:14|137.94|139.48|137.25|139.35|517503
MRNA|2026-08-19|11:15|139.35|139.7|137.99|138.56|381104
MRNA|2026-08-19|11:16|138.58|138.95|137.32|137.6|330821
MRNA|2026-08-19|11:17|137.755|139.1277|136.39|136.4|409397
MRNA|2026-08-19|11:18|136.45|137.419|136.4|136.88|341888
MRNA|2026-08-19|11:19|136.88|137.35|136.13|137.2|267619
MRNA|2026-08-19|11:20|137.0821|138.75|136.98|138.63|358443
MRNA|2026-08-19|11:21|138.58|141.4049|138.5277|141.135|473618
MRNA|2026-08-19|11:22|141.135|143.55|140.95|143.401|665849
MRNA|2026-08-19|11:23|143.14|143.88|141.36|142.263|577176
MRNA|2026-08-19|11:24|142.22|142.3917|139.78|140.01|539202
MRNA|2026-08-19|11:25|140.075|141.48|139.7601|141.3964|553280
MRNA|2026-08-19|11:26|141.38|141.5|140.51|140.97|260233
MRNA|2026-08-19|11:27|141.2|142.5999|140.9|142.47|343530
MRNA|2026-08-19|11:28|142.3401|143|141.73|141.8|285187
MRNA|2026-08-19|11:29|141.946|142.5999|141.07|141.7199|259011
MRNA|2026-08-19|11:30|141.52|142.2599|141.31|141.93|143272
MRNA|2026-08-19|11:31|141.85|142.55|141.61|142.15|259677
MRNA|2026-08-19|11:32|142.1032|142.56|141.5201|141.78|206945
MRNA|2026-08-19|11:33|141.78|142.2399|141.6|141.75|151973
MRNA|2026-08-19|11:34|141.75|141.9|140.62|140.66|263461
MRNA|2026-08-19|11:35|140.66|141.2899|138.29|139.69|407236
MRNA|2026-08-19|11:36|139.75|139.8257|138.24|138.5816|296611
MRNA|2026-08-19|11:37|138.775|138.9799|137.21|137.895|338110
MRNA|2026-08-19|11:38|137.86|138.55|137.1|137.39|279234
MRNA|2026-08-19|11:39|137.39|138.95|137.2|138.71|190161
MRNA|2026-08-19|11:40|138.67|140.38|138.625|139.76|376111
MRNA|2026-08-19|11:41|139.84|140.1899|139.08|139.69|169733
MRNA|2026-08-19|11:42|139.56|141.3|139.4801|141.3|299757
MRNA|2026-08-19|11:43|141.12|142|141.0001|141.0101|376796
MRNA|2026-08-19|11:44|141.01|141.12|139.45|140.07|217525
MRNA|2026-08-19|11:45|140.069|140.65|139.64|140.065|149221
MRNA|2026-08-19|11:46|140.0654|141.4999|139.95|141.125|205454
MRNA|2026-08-19|11:47|141.125|141.7199|139.79|140.05|224055
MRNA|2026-08-19|11:48|140.315|141.32|139.87|140.16|150552
MRNA|2026-08-19|11:49|140.18|141.89|140.15|141.7499|205804
MRNA|2026-08-19|11:50|141.645|141.8328|140.6675|141.365|157001
MRNA|2026-08-19|11:51|141.365|142.15|141.25|141.71|431259
MRNA|2026-08-19|11:52|141.675|142.9799|141.27|142.07|407497
MRNA|2026-08-19|11:53|142.07|142.5999|141.59|141.71|304032
MRNA|2026-08-19|11:54|141.99|142.18|141.1|141.31|192626
MRNA|2026-08-19|11:55|141.28|141.88|141.0983|141.3|121950
MRNA|2026-08-19|11:56|141.385|141.75|141.1|141.17|136471
MRNA|2026-08-19|11:57|141.27|141.73|140.5501|141.5324|165008
MRNA|2026-08-19|11:58|141.575|142.345|141.32|142.29|214103
MRNA|2026-08-19|11:59|142.29|144.59|142.19|144.38|398172
MRNA|2026-08-19|12:00|144.38|144.51|142.5|143.1497|318018
MRNA|2026-08-19|12:01|143.19|143.88|142.71|143.37|211428
MRNA|2026-08-19|12:02|143.4|145.26|143.305|144.9901|547612
MRNA|2026-08-19|12:03|145.1|145.72|144.75|145.37|250293
MRNA|2026-08-19|12:04|145.3778|145.7399|144.61|144.75|293136
MRNA|2026-08-19|12:05|144.81|146.59|144.54|146.34|328449
MRNA|2026-08-19|12:06|146.38|146.8|145.28|145.43|365814
MRNA|2026-08-19|12:07|145.38|147.39|145.3|146.515|263998
MRNA|2026-08-19|12:08|146.45|147.37|146.36|146.73|264575
MRNA|2026-08-19|12:09|146.82|147|146|146.25|203154
MRNA|2026-08-19|12:10|146.22|146.83|146.19|146.31|147498
MRNA|2026-08-19|12:11|146.315|146.5|145.7|146.07|207659
MRNA|2026-08-19|12:12|145.925|146.89|145.47|146.635|239390
MRNA|2026-08-19|12:13|146.6707|146.6707|145.31|145.6439|193333
MRNA|2026-08-19|12:14|145.605|145.979|144.57|145.19|469204
MRNA|2026-08-19|12:15|145.27|145.38|144.58|144.93|192134
MRNA|2026-08-19|12:16|144.9617|145.3499|144.67|145.235|176760
MRNA|2026-08-19|12:17|145.235|146.6|145.15|145.7625|305396
MRNA|2026-08-19|12:18|145.79|146.16|144.6|144.73|233064
MRNA|2026-08-19|12:19|144.7109|144.74|143.44|144.11|321234
MRNA|2026-08-19|12:20|144.06|144.2|143.1|143.76|197772
MRNA|2026-08-19|12:21|143.7106|144.35|143.42|143.725|151260
MRNA|2026-08-19|12:22|143.715|144.16|143.3004|143.52|111154
MRNA|2026-08-19|12:23|143.53|144.61|143.53|144.495|146146
MRNA|2026-08-19|12:24|144.495|144.95|144.1|144.95|171021
MRNA|2026-08-19|12:25|144.98|145.3|144.22|144.345|169902
MRNA|2026-08-19|12:26|144.345|144.5999|143.78|143.86|103370
MRNA|2026-08-19|12:27|143.93|144.35|143.68|144.19|96045
MRNA|2026-08-19|12:28|144.235|144.5|143.79|143.83|120805
MRNA|2026-08-19|12:29|143.83|144.28|143.7|143.91|89848
MRNA|2026-08-19|12:30|143.935|144.05|143.34|143.5701|126833
MRNA|2026-08-19|12:31|143.575|144.17|143.4|143.62|96054
MRNA|2026-08-19|12:32|143.5419|143.64|142.65|143.2251|220780
MRNA|2026-08-19|12:33|143.205|143.2999|142.18|142.91|145202
MRNA|2026-08-19|12:34|142.93|143.49|142.9|143.08|129378
MRNA|2026-08-19|12:35|143.03|143.47|142.59|143.47|108875
MRNA|2026-08-19|12:36|143.47|143.49|142.8801|143.05|86043
MRNA|2026-08-19|12:37|143.02|143.39|142.93|143.04|66568
MRNA|2026-08-19|12:38|143.04|143.08|142.17|142.887|162615
MRNA|2026-08-19|12:39|142.855|143.35|142.61|142.79|108008
MRNA|2026-08-19|12:40|142.8|143.68|142.6|143.0815|103663
MRNA|2026-08-19|12:41|143.16|144.67|143.14|144.61|187460
MRNA|2026-08-19|12:42|144.61|145.67|144.311|145.67|300305
MRNA|2026-08-19|12:43|145.61|146.18|145.1|145.76|293975
MRNA|2026-08-19|12:44|145.72|146.2|145.3|146.025|206388
MRNA|2026-08-19|12:45|145.9841|147.75|145.8|147.535|304430
MRNA|2026-08-19|12:46|147.6|149.01|147.55|148.4912|439951
MRNA|2026-08-19|12:47|148.3982|148.91|147.36|147.614|296214
MRNA|2026-08-19|12:48|147.6493|148.99|147.6493|148.83|252618
MRNA|2026-08-19|12:49|148.82|148.99|148.34|148.87|233767
MRNA|2026-08-19|12:50|148.875|149.6|148.7|149.39|291926
MRNA|2026-08-19|12:51|149.4152|149.88|148.9|149.7482|274658
MRNA|2026-08-19|12:52|149.76|150.54|149.55|150.3|465647
MRNA|2026-08-19|12:53|150.35|151.69|150.15|151.37|362916
MRNA|2026-08-19|12:54|151.4247|152.94|151.4|152.135|544075
MRNA|2026-08-19|12:55|152.11|152.18|151.02|151.69|322125
MRNA|2026-08-19|12:56|151.7|152.23|150.56|152.1779|441607
MRNA|2026-08-19|12:57|152.05|152.23|150.94|151.76|209836
MRNA|2026-08-19|12:58|151.705|152.71|151.603|151.8201|319348
MRNA|2026-08-19|12:59|151.803|152.01|151.1006|151.375|225540
MRNA|2026-08-19|13:00|151.36|151.67|150.5|151.27|179463
MRNA|2026-08-19|13:01|151.3|151.34|150.1001|151.135|162912
MRNA|2026-08-19|13:02|151.115|151.8594|151.01|151.5511|158647
MRNA|2026-08-19|13:03|151.525|151.9299|151.2|151.87|111603
MRNA|2026-08-19|13:04|151.9299|153.65|151.76|153.65|479576
MRNA|2026-08-19|13:05|153.6399|154.5|153.52|153.8899|464550
MRNA|2026-08-19|13:06|153.8446|154.5|153.7924|154.3301|253067
MRNA|2026-08-19|13:07|154.418|154.48|153.79|154.26|252573
MRNA|2026-08-19|13:08|154.08|154.45|152.62|153.4|334433
MRNA|2026-08-19|13:09|153.3301|153.93|152.25|153.765|328184
MRNA|2026-08-19|13:10|153.6001|154|152.71|153.7199|196388
MRNA|2026-08-19|13:11|153.595|155.77|153.4701|155.1008|607078
MRNA|2026-08-19|13:12|155.14|155.2499|154.0001|154.795|175263
MRNA|2026-08-19|13:13|154.87|155.78|153.39|155.31|437056
MRNA|2026-08-19|13:14|155.22|156.4999|155.12|156.4|350941
MRNA|2026-08-19|13:15|156.36|156.7699|156.02|156.64|254580
MRNA|2026-08-19|13:16|156.6|157.47|156.55|156.72|362397
MRNA|2026-08-19|13:17|156.8666|157.35|155.87|157.24|313014
MRNA|2026-08-19|13:18|157.39|157.87|156.36|156.56|348977
MRNA|2026-08-19|13:19|156.4601|157.28|154.89|155.155|368270
MRNA|2026-08-19|13:20|155.06|155.71|153.74|154.8961|409197
MRNA|2026-08-19|13:21|154.81|155.59|154.5301|154.745|189613
MRNA|2026-08-19|13:22|154.68|154.68|153.26|154.392|367789
MRNA|2026-08-19|13:23|154.32|155.1899|154.01|154.5101|175689
MRNA|2026-08-19|13:24|154.77|157|154.65|156.42|347643
MRNA|2026-08-19|13:25|156.5399|157.34|156.02|157.1917|274631
MRNA|2026-08-19|13:26|157.1378|158|155.64|156.64|452286
MRNA|2026-08-19|13:27|156.675|157.44|155.5679|155.81|194790
MRNA|2026-08-19|13:28|155.8731|156.4|155.56|155.91|126610
MRNA|2026-08-19|13:29|155.78|157.05|155.24|156.66|243559
MRNA|2026-08-19|13:30|156.73|156.78|155.53|156.655|153168
MRNA|2026-08-19|13:31|156.655|156.85|155.61|155.76|199095
MRNA|2026-08-19|13:32|155.81|156.3|155.3|156.125|128846
MRNA|2026-08-19|13:33|156.2211|156.35|155.73|156.03|104538
MRNA|2026-08-19|13:34|156.12|157.49|155.9|157.23|220387
MRNA|2026-08-19|13:35|157.12|157.77|156.871|157.57|260930
MRNA|2026-08-19|13:36|157.61|158.7|157.49|157.7981|494086
MRNA|2026-08-19|13:37|157.8582|158.0899|156.32|156.4401|251630
MRNA|2026-08-19|13:38|156.71|157.46|156.05|156.9601|210594
MRNA|2026-08-19|13:39|156.9403|158.21|156.9|157.985|212343
MRNA|2026-08-19|13:40|157.9191|158.2|156.47|157.3799|216496
MRNA|2026-08-19|13:41|157.2901|157.7899|157.2|157.435|120232
MRNA|2026-08-19|13:42|157.435|158.26|157.3801|157.9|207693
MRNA|2026-08-19|13:43|157.9|158.6499|157.8001|158.48|147934
MRNA|2026-08-19|13:44|158.4101|159.25|158.1301|159.07|321773
MRNA|2026-08-19|13:45|159.18|159.8|157.3|157.522|478909
MRNA|2026-08-19|13:46|157.5401|157.65|156.26|156.4101|335951
MRNA|2026-08-19|13:47|156.41|156.71|154.2801|154.3301|435536
MRNA|2026-08-19|13:48|154.51|154.729|152.86|153.405|491612
MRNA|2026-08-19|13:49|153.39|154.92|153.36|154.2308|290942
MRNA|2026-08-19|13:50|154.1846|154.602|151.79|152.1|356420
MRNA|2026-08-19|13:51|152.1698|152.4699|151.45|152.3|428717
MRNA|2026-08-19|13:52|152.1986|153.25|152.17|152.778|267874
MRNA|2026-08-19|13:53|152.632|153.79|152.59|152.965|178971
MRNA|2026-08-19|13:54|152.91|153.494|152.43|152.73|134748
MRNA|2026-08-19|13:55|152.786|153.9699|152.5|153.79|127693
MRNA|2026-08-19|13:56|153.73|153.8437|152.58|152.9999|188892
MRNA|2026-08-19|13:57|152.875|154.2786|152.75|153.8701|224781
MRNA|2026-08-19|13:58|154.09|154.1799|153.48|153.9634|136140
MRNA|2026-08-19|13:59|154.035|154.5|153.55|154.0001|187676
MRNA|2026-08-19|14:00|154.13|155.32|154|155.1801|279243
MRNA|2026-08-19|14:01|155.39|155.4|154.4221|154.8|168697
MRNA|2026-08-19|14:02|154.8999|154.8999|153.31|153.78|197735
MRNA|2026-08-19|14:03|153.78|155.23|153.44|154.9|199127
MRNA|2026-08-19|14:04|154.9|155.4|153.5|154.29|185619
MRNA|2026-08-19|14:05|154.18|154.21|153.73|153.89|99606
MRNA|2026-08-19|14:06|153.98|154.49|152.62|154.09|280207
MRNA|2026-08-19|14:07|154.135|154.135|152.8101|153.17|160377
MRNA|2026-08-19|14:08|153.105|153.105|151.57|151.72|202054
MRNA|2026-08-19|14:09|151.705|152.13|149.31|150.295|483552
MRNA|2026-08-19|14:10|150.2449|151|148.7|148.97|375108
MRNA|2026-08-19|14:11|149.11|149.91|149.0335|149.88|179749
MRNA|2026-08-19|14:12|149.88|150|149.04|149.615|202334
MRNA|2026-08-19|14:13|149.62|149.9899|149.1|149.25|137000
MRNA|2026-08-19|14:14|149.285|149.44|147.8|147.8001|277027
MRNA|2026-08-19|14:15|147.925|148.34|147.5|147.98|240108
MRNA|2026-08-19|14:16|147.955|149.75|147.955|149.3|292216
MRNA|2026-08-19|14:17|149.4501|150.29|149.1|150.15|287470
MRNA|2026-08-19|14:18|150.18|150.39|149.52|150.345|188863
MRNA|2026-08-19|14:19|150.38|151.5|150.115|151.4999|268722
MRNA|2026-08-19|14:20|151.435|151.5|150.02|150.53|205255
MRNA|2026-08-19|14:21|150.53|151.9099|150.2501|151.79|204314
MRNA|2026-08-19|14:22|151.7147|152.47|151.57|152|200629
MRNA|2026-08-19|14:23|152|152.5|151.8|152.36|120120
MRNA|2026-08-19|14:24|152.3036|152.53|152|152.1723|180824
MRNA|2026-08-19|14:25|152.1595|152.3999|150.37|151.125|262080
MRNA|2026-08-19|14:26|151.1899|151.75|150.5001|151.64|159200
MRNA|2026-08-19|14:27|151.5622|152.62|151|151.625|291246
MRNA|2026-08-19|14:28|151.8299|152|149.58|150.215|309185
MRNA|2026-08-19|14:29|150.215|150.97|149.44|149.64|140574
MRNA|2026-08-19|14:30|149.5599|150.72|149.15|150.58|188695
MRNA|2026-08-19|14:31|150.565|151.87|150.5501|151.76|165130
MRNA|2026-08-19|14:32|151.8899|152.4499|151.53|152.3526|210865
MRNA|2026-08-19|14:33|152.355|153.77|152.12|153.25|328795
MRNA|2026-08-19|14:34|153.25|154.46|153.2201|154.33|261270
MRNA|2026-08-19|14:35|154.3342|154.67|153.85|154.3|242486
MRNA|2026-08-19|14:36|154.4521|155|153.8|154.22|267136
MRNA|2026-08-19|14:37|154.271|154.8802|154.2001|154.8699|114699
MRNA|2026-08-19|14:38|154.7856|155.15|154.3|154.8999|218415
MRNA|2026-08-19|14:39|154.82|155.15|154.42|155.15|151818
MRNA|2026-08-19|14:40|155.1495|156.05|155|155.385|334518
MRNA|2026-08-19|14:41|155.385|155.64|154.4|154.4101|250126
MRNA|2026-08-19|14:42|154.6|155.3399|154.28|155.17|225942
MRNA|2026-08-19|14:43|155.22|155.3999|154.51|155.24|161431
MRNA|2026-08-19|14:44|155.29|155.45|154.5|154.96|179650
MRNA|2026-08-19|14:45|155.025|156.31|154.9501|156.12|322346
MRNA|2026-08-19|14:46|156.29|156.75|155.6666|156.5634|226968
MRNA|2026-08-19|14:47|156.51|156.705|155.85|156.2|213853
MRNA|2026-08-19|14:48|156.16|156.59|156|156.295|170301
MRNA|2026-08-19|14:49|156.22|156.53|155.75|155.91|202298
MRNA|2026-08-19|14:50|155.91|156.35|155.05|155.6399|318248
MRNA|2026-08-19|14:51|155.645|155.88|155.1301|155.68|158879
MRNA|2026-08-19|14:52|155.62|156.17|155.5|155.9463|146636
MRNA|2026-08-19|14:53|155.885|156.3699|155.06|155.9899|240833
MRNA|2026-08-19|14:54|155.855|155.99|154.2|154.2551|215573
MRNA|2026-08-19|14:55|154.365|154.86|153.63|154.86|195432
MRNA|2026-08-19|14:56|154.8198|154.88|154.3101|154.695|117902
MRNA|2026-08-19|14:57|154.695|154.9|154.15|154.8699|137973
MRNA|2026-08-19|14:58|154.795|154.88|154.3101|154.879|103526
MRNA|2026-08-19|14:59|154.785|154.9|153.05|153.8516|266247
MRNA|2026-08-19|15:00|153.84|153.84|150.6301|153.45|182628
MRNA|2026-08-19|15:01|153.6623|153.9899|153.13|153.57|143636
MRNA|2026-08-19|15:02|153.5075|153.58|152.8|152.87|232751
MRNA|2026-08-19|15:03|152.93|153.58|152.82|153.215|135531
MRNA|2026-08-19|15:04|153.29|153.42|152.9|153.36|81228
MRNA|2026-08-19|15:05|153.36|154.42|153.26|154.28|155141
MRNA|2026-08-19|15:06|154.285|154.4|152.83|153.38|157380
MRNA|2026-08-19|15:07|153.36|153.92|153.12|153.92|103909
MRNA|2026-08-19|15:08|153.89|156.58|153.6723|156.355|294070
MRNA|2026-08-19|15:09|156.355|157.51|156.23|157.014|419681
MRNA|2026-08-19|15:10|157.1218|157.45|156.0101|157|202892
MRNA|2026-08-19|15:11|157.06|157.15|155.2|156.035|211915
MRNA|2026-08-19|15:12|156.03|156.69|155.87|156.32|156651
MRNA|2026-08-19|15:13|156.35|156.35|155.29|155.3485|122279
MRNA|2026-08-19|15:14|155.35|155.72|154.4001|154.525|176743
MRNA|2026-08-19|15:15|154.63|156.52|154.39|156.265|347010
MRNA|2026-08-19|15:16|156.3499|156.42|155.5|155.9899|146084
MRNA|2026-08-19|15:17|155.9001|156.52|155.88|156.4918|129366
MRNA|2026-08-19|15:18|156.4509|157.24|156.42|156.765|262886
MRNA|2026-08-19|15:19|156.765|157.82|156.52|157.565|290788
MRNA|2026-08-19|15:20|157.555|158.3899|157.4301|157.925|274757
MRNA|2026-08-19|15:21|157.9699|158.1|157.0101|157.315|188755
MRNA|2026-08-19|15:22|157.315|158.25|156.8|158.005|199316
MRNA|2026-08-19|15:23|158.12|158.4699|157.75|158.285|188066
MRNA|2026-08-19|15:24|158.2785|159.01|157.79|158.83|276179
MRNA|2026-08-19|15:25|158.9319|159.6|158.55|159.265|525515
MRNA|2026-08-19|15:26|159.32|161.4699|159.14|160.3175|946726
MRNA|2026-08-19|15:27|160.32|160.84|159.08|160.08|378551
MRNA|2026-08-19|15:28|160.0999|160.15|157.5|158.23|484360
MRNA|2026-08-19|15:29|158.3399|158.63|157.01|158.08|282667
MRNA|2026-08-19|15:30|157.875|159.33|157.4401|159|349918
MRNA|2026-08-19|15:31|159.0682|160.85|158.9|160.76|334046
MRNA|2026-08-19|15:32|160.78|161.95|160.4|161.91|422364
MRNA|2026-08-19|15:33|161.94|164.44|161.92|164.245|882257
MRNA|2026-08-19|15:34|164.245|164.245|162.03|162.98|462362
MRNA|2026-08-19|15:35|162.9801|164.88|162.33|164.4016|465930
MRNA|2026-08-19|15:36|164.355|164.99|163.64|164.815|427631
MRNA|2026-08-19|15:37|164.71|168.18|164.4|167.6875|1073708
MRNA|2026-08-19|15:38|167.7981|167.93|165.67|167.18|471107
MRNA|2026-08-19|15:39|167.3299|168.4299|166.78|167.1599|461505
MRNA|2026-08-19|15:40|167.02|169.39|166.8601|169.39|497252
MRNA|2026-08-19|15:41|169.39|172.5|168.926|170.591|1126512
MRNA|2026-08-19|15:42|170.5264|171.8899|168.97|170.76|771675
MRNA|2026-08-19|15:43|170.76|170.801|167.6|168.3|722102
MRNA|2026-08-19|15:44|168.415|169.7999|168.2101|169.4691|363811
MRNA|2026-08-19|15:45|169.3125|169.6|167.75|168.45|332943
MRNA|2026-08-19|15:46|168.6399|170.35|168.19|168.96|429195
MRNA|2026-08-19|15:47|168.7817|170.7099|168.54|170.44|448535
MRNA|2026-08-19|15:48|170.32|171.68|169.55|170.52|542142
MRNA|2026-08-19|15:49|170.46|170.55|168.4301|169.0613|487155
MRNA|2026-08-19|15:50|169.3|171.86|168.8001|171.37|546665
MRNA|2026-08-19|15:51|171.37|174.99|171.2255|174.475|843354
MRNA|2026-08-19|15:52|174.5|175.8|174.0401|175.7321|722690
MRNA|2026-08-19|15:53|175.61|176.4|173.54|176.33|726735
