ticker|ep_date|mon|rung|session_idx|cofire|stop_w|grade|gap_pct|dvol|rs|rs_stale_d|theme|ext|day1|mature|settled|r_none|r_trail|tail_none|tail_trail
CPA|2026-05-14|2026-05|ep_close_reclaim|2|2|4.086892488954352|strong|13.12|157810203.14999998|23.9|1|null|3.5408595368952223|stopped_day1|True|True|-1.0|-1.0|False|False
CPA|2026-05-14|2026-05|ep_close_620_prox|2|2|1.271503365744195|strong|13.12|157810203.14999998|23.9|1|null|3.5408595368952223|stopped_day1|True|True|-1.0|-1.0|False|False
CRCL|2026-07-10|2026-07|ep_low_reclaim|1|2|3.0776297657326674|game_changer|10.76|2418324043.96|0.9|1|not_in_theme|1.7110573042776351|stopped_day1|True|True|-1.0|-1.0|False|False
CRCL|2026-07-10|2026-07|ep_close_620_prox|1|2|1.7466906869272374|game_changer|10.76|2418324043.96|0.9|1|not_in_theme|1.7110573042776351|stopped_day1|True|True|-1.0|-1.0|False|False
CRMD|2026-05-14|2026-05|ep_low_reclaim|2|1|4.758883248730965|strong|12.35|34243262.56|43.6|1|null|0.0|stopped_day1|True|True|2.08|0.7733|False|False
CRMD|2026-05-14|2026-05|ep_close_620_prox|3|1|1.2040557667934062|strong|12.35|34243262.56|43.6|1|null|0.0|stopped_day1|True|True|-1.0|-1.0|False|False
CRMD|2026-08-13|2026-08|ep_low_reclaim|1|1|1.09184328837508|strong|10.0|49371362.92|64.3|29|not_in_theme|0.0|stopped_day1|False|True|-1.0|-1.0|False|False
CRMD|2026-08-13|2026-08|ep_close_620_prox|3|1|5.688073394495421|strong|10.0|49371362.92|64.3|29|not_in_theme|0.0|stopped_day1|False|False|||False|False
CRSR|2026-05-27|2026-05|ep_high_break|1|1|15.151515151515152|strong|15.33|93565087.66|94.0|1|null|20.566318926974663|survived_day1|True|True|-1.0|0.0133|False|False
CRSR|2026-05-27|2026-05|ep_close_reclaim|6|2|0.7092198581560133|strong|15.33|93565087.66|94.0|1|null|20.566318926974663|survived_day1|True|True|-1.0|-1.0|False|False
CRSR|2026-05-27|2026-05|ep_close_620_prox|6|2|0.6097560975609807|strong|15.33|93565087.66|94.0|1|null|20.566318926974663|survived_day1|True|True|-1.0|-1.0|False|False
CRSR|2026-05-27|2026-05|ep_low_reclaim|9|1|4.280618311533881|strong|15.33|93565087.66|94.0|1|null|20.566318926974663|survived_day1|True|True|3.1667|0.0|False|False
CRSR|2026-08-07|2026-08|ep_low_reclaim|12|1|9.333896872358414|strong|16.87|136387723.85|89.9|1|not_in_theme|3.260340632603397|not_in_pop|False|False|||False|False
CRWD|2026-08-27|2026-08|ep_close_reclaim|2|1|9.750294716536278|strong|9.42|5322396858.320001|56.1|1|not_in_theme|2.0498435645700783|survived_day1|False|False|||False|False
CRWV|2026-08-12|2026-08|ep_close_reclaim|1|1|4.01863715783343|routine|19.51|9355661674.380001|49.7|1|not_in_theme|5.847884682995423|stopped_day1|False|True|-1.0|-1.0|False|False
CRWV|2026-08-12|2026-08|ep_low_reclaim|2|2|0.4407791838475789|routine|19.51|9355661674.380001|49.7|1|not_in_theme|5.847884682995423|stopped_day1|False|True|-1.0|-1.0|False|False
CRWV|2026-08-12|2026-08|ep_close_620_prox|2|2|1.746259669276012|routine|19.51|9355661674.380001|49.7|1|not_in_theme|5.847884682995423|stopped_day1|False|True|-1.0|-1.0|False|False
CSCO|2026-05-14|2026-05|ep_close_reclaim|1|2|2.3649939106588262|strong|16.32|8125825771.53|91.5|1|null|11.163247490178966|stopped_day1|True|True|-1.0|-1.0|False|False
CSCO|2026-05-14|2026-05|ep_close_620_prox|1|2|2.388903159517087|strong|16.32|8125825771.53|91.5|1|null|11.163247490178966|stopped_day1|True|True|-1.0|-1.0|False|False
CSCO|2026-05-14|2026-05|ep_low_reclaim|4|1|0.11843663639953075|strong|16.32|8125825771.53|91.5|1|null|11.163247490178966|stopped_day1|True|True|-1.0|-1.0|False|False
DCTH|2026-08-06|2026-08|ep_high_break|1|3|10.371318822023042|routine|21.3|46183735.78|82.5|52|not_in_theme|9.35064935064935|survived_day1|False|False|||False|False
DCTH|2026-08-06|2026-08|ep_close_reclaim|1|3|0.41989664082688166|routine|21.3|46183735.78|82.5|52|not_in_theme|9.35064935064935|survived_day1|False|True|-1.0|-1.0|False|False
DCTH|2026-08-06|2026-08|ep_close_620_prox|1|3|0.2300361485376283|routine|21.3|46183735.78|82.5|52|not_in_theme|9.35064935064935|survived_day1|False|True|-1.0|-1.0|False|False
DELL|2026-05-29|2026-05|ep_high_break|1|1|6.263762638325445|strong|36.26|17718565907.14|98.6|1|null|34.765791039700765|stopped_day1|True|True|-1.0|-1.0|False|False
DELL|2026-05-29|2026-05|ep_close_reclaim|3|2|3.4274935044905015|strong|36.26|17718565907.14|98.6|1|null|34.765791039700765|stopped_day1|True|True|-1.0|-1.0|False|False
DELL|2026-05-29|2026-05|ep_close_620_prox|3|2|1.8684772374650267|strong|36.26|17718565907.14|98.6|1|null|34.765791039700765|stopped_day1|True|True|-1.0|-1.0|False|False
DELL|2026-05-29|2026-05|ep_low_reclaim|4|1|2.298076569903398|strong|36.26|17718565907.14|98.6|1|null|34.765791039700765|stopped_day1|True|True|-1.0|-1.0|False|False
DFTX|2026-06-22|2026-06|ep_close_reclaim|1|2|3.3521051220166265|game_changer|14.38|734303805.49|81.3|4|not_in_theme|2.986958350862435|abstain|True|True|-1.0|-1.0|False|False
DFTX|2026-06-22|2026-06|ep_close_620_prox|1|2|4.094680995782894|game_changer|14.38|734303805.49|81.3|4|not_in_theme|2.986958350862435|abstain|True|True|4.5947|4.5814|True|True
DOCN|2026-07-07|2026-07|ep_close_reclaim|1|3|3.100554686388859|game_changer|15.62|747778082.64|55.2|1|not_in_theme|0.9528932605855753|abstain|True|True|-1.0|-1.0|False|False
DOCN|2026-07-07|2026-07|ep_low_reclaim|1|3|0.43188639191860284|game_changer|15.62|747778082.64|55.2|1|not_in_theme|0.9528932605855753|abstain|True|True|-1.0|-1.0|False|False
DOCN|2026-07-07|2026-07|ep_close_620_prox|1|3|1.4204253946847567|game_changer|15.62|747778082.64|55.2|1|not_in_theme|0.9528932605855753|abstain|True|True|-1.0|2.0805|False|False
DRTS|2026-05-11|2026-05|ep_close_reclaim|3|2|10.053165780570332|strong|10.46|50727367.9|89.3|3|null|15.15561569688769|not_in_pop|True|True|-1.0|-0.2933|False|False
DRTS|2026-05-11|2026-05|ep_close_620_prox|3|2|7.170923379174857|strong|10.46|50727367.9|89.3|3|null|15.15561569688769|not_in_pop|True|True|-1.0|-0.1918|False|False
DRTS|2026-05-11|2026-05|ep_low_reclaim|15|1|2.6881720430107525|strong|10.46|50727367.9|89.3|3|null|15.15561569688769|not_in_pop|True|True|-1.0|-1.0|False|False
DY|2026-05-27|2026-05|ep_close_reclaim|1|1|2.9220688952114373|strong|14.16|790729755.48|52.6|1|null|2.254377431906624|stopped_day1|True|True|-1.0|-1.0|False|False
DYN|2026-05-20|2026-05|ep_close_reclaim|1|1|3.356086461888509|strong|17.86|33887305.559999995|14.9|1|null|0.0|abstain|True|True|-1.0|-0.3559|False|False
DYN|2026-05-20|2026-05|ep_close_620_prox|2|1|3.1620553359683923|strong|17.86|33887305.559999995|14.9|1|null|0.0|abstain|True|True|-1.0|-0.6071|False|False
ECG|2026-08-05|2026-08|ep_close_reclaim|1|2|2.343750000000008|game_changer|10.96|179214582.25|22.7|1|not_in_theme|24.722909224145823|stopped_day1|False|True|-1.0|-1.0|False|False
ECG|2026-08-05|2026-08|ep_close_620_prox|1|2|2.260449246516923|game_changer|10.96|179214582.25|22.7|1|not_in_theme|24.722909224145823|stopped_day1|False|True|-1.0|-1.0|False|False
ECG|2026-08-05|2026-08|ep_low_reclaim|2|1|0.1274488383948812|game_changer|10.96|179214582.25|22.7|1|not_in_theme|24.722909224145823|stopped_day1|False|True|-1.0|-1.0|False|False
EFOR|2026-07-22|2026-07|ep_low_reclaim|1|2|1.3651030032266|routine|12.37|23085281.959999997|50.2|1|not_in_theme|7.013442431326705|not_in_pop|True|True|-1.0|-1.0|False|False
EFOR|2026-07-22|2026-07|ep_close_620_prox|1|2|0.5538771399798562|routine|12.37|23085281.959999997|50.2|1|not_in_theme|7.013442431326705|not_in_pop|True|True|-1.0|-1.0|False|False
ELVN|2026-06-11|2026-06|ep_low_reclaim|1|1|6.609195402298846|strong|18.33|205723839.56|26.1|1|not_in_theme|10.020814748736239|abstain|True|True|3.6123|3.6123|False|False
EME|2026-07-30|2026-07|ep_high_break|1|2|4.582597397073212|game_changer|10.56|705698055.29|7.5|1|not_in_theme|0.0|survived_day1|True|True|-1.0|0.4266|False|False
EME|2026-07-30|2026-07|ep_close_620_prox|1|2|0.578041821572811|game_changer|10.56|705698055.29|7.5|1|not_in_theme|0.0|survived_day1|True|True|-1.0|-1.0|False|False
EME|2026-07-30|2026-07|ep_close_reclaim|2|1|3.875728636983753|game_changer|10.56|705698055.29|7.5|1|not_in_theme|0.0|survived_day1|True|True|-1.0|0.5834|False|False
EME|2026-07-30|2026-07|ep_low_reclaim|18|1|2.1382232310986247|game_changer|10.56|705698055.29|7.5|1|not_in_theme|0.0|survived_day1|False|True|-1.0|-1.0|False|False
EOSE|2026-05-13|2026-05|ep_low_reclaim|1|1|9.641859841233059|strong|31.11|1058091197.7599999|68.5|1|null|30.016051364365957|never_triggered|True|True|-1.0|-1.0|False|False
EOSE|2026-05-13|2026-05|ep_close_620_prox|2|1|4.344045368620033|strong|31.11|1058091197.7599999|68.5|1|null|30.016051364365957|never_triggered|True|True|-1.0|-1.0|False|False
EROC|2026-08-12|2026-08|ep_high_break|1|1|10.829831932773109|game_changer|16.09|82512821.34|2.6|1|not_in_theme|8.069164265129682|stopped_day1|False|True|-1.0|-1.0|False|False
EROC|2026-08-12|2026-08|ep_close_620_prox|5|1|0.624999999999999|game_changer|16.09|82512821.34|2.6|1|not_in_theme|8.069164265129682|stopped_day1|False|True|-1.0|-1.0|False|False
EROC|2026-08-12|2026-08|ep_close_reclaim|6|2|0.18083182640143639|game_changer|16.09|82512821.34|2.6|1|not_in_theme|8.069164265129682|stopped_day1|False|True|-1.0|-1.0|False|False
EROC|2026-08-12|2026-08|ep_low_reclaim|6|2|0.47095761381476053|game_changer|16.09|82512821.34|2.6|1|not_in_theme|8.069164265129682|stopped_day1|False|True|-1.0|4.5|False|False
ETON|2026-08-14|2026-08|ep_close_reclaim|1|1|6.7285512713071345|game_changer|23.28|134818888.85999998|62.8|1|in_theme|0.0|survived_day1|False|False|||False|False
ETON|2026-08-14|2026-08|ep_close_620_prox|5|1|0.7803420222480473|game_changer|23.28|134818888.85999998|62.8|1|in_theme|0.0|survived_day1|False|True|-1.0|-1.0|False|False
EVTC|2026-05-19|2026-05|ep_low_reclaim|1|1|1.933873986275747|strong|11.25|14178296.700000001|6.9|1|null|5.430060816681147|not_in_pop|True|True|-1.0|1.2151|False|False
EVTC|2026-05-19|2026-05|ep_close_620_prox|2|1|2.301685162351002|strong|11.25|14178296.700000001|6.9|1|null|5.430060816681147|not_in_pop|True|True|-1.0|0.5714|False|False
FCEL|2026-06-24|2026-06|ep_low_reclaim|1|1|2.559150169000488|strong|17.51|539038053.4|74.2|1|in_theme|24.68571428571429|abstain|True|True|-1.0|-1.0|False|False
FCEL|2026-06-24|2026-06|ep_close_620_prox|9|1|9.77212971078002|strong|17.51|539038053.4|74.2|1|in_theme|24.68571428571429|abstain|True|True|-1.0|-0.1256|False|False
FET|2026-07-31|2026-07|ep_close_reclaim|1|1|3.690036900369012|strong|16.04|23728804.77|16.7|46|not_in_theme|0.6261005674036398|stopped_day1|True|True|7.0542|5.65|True|True
FIG|2026-05-15|2026-05|ep_close_reclaim|1|2|6.9767441860465|strong|8.65|1753733586.8400002|32.6|1|null|6.863780359028496|not_in_pop|True|True|-1.0|-1.0|False|False
FIG|2026-05-15|2026-05|ep_close_620_prox|1|2|6.453009961022081|strong|8.65|1753733586.8400002|32.6|1|null|6.863780359028496|not_in_pop|True|True|-1.0|-1.0|False|False
FIG|2026-05-15|2026-05|ep_low_reclaim|7|1|0.5623242736644846|strong|8.65|1753733586.8400002|32.6|1|null|6.863780359028496|not_in_pop|True|True|-1.0|-1.0|False|False
FIGS|2026-08-07|2026-08|ep_low_reclaim|1|2|5.006765899864684|game_changer|26.69|160428778.9|35.5|1|not_in_theme|8.809293320425946|stopped_day1|False|True|-1.0|-1.0|False|False
FIGS|2026-08-07|2026-08|ep_close_620_prox|1|2|2.0494699646643175|game_changer|26.69|160428778.9|35.5|1|not_in_theme|8.809293320425946|stopped_day1|False|True|-1.0|-1.0|False|False
FLNC|2026-07-31|2026-07|ep_low_reclaim|1|1|2.930402930402933|game_changer|10.02|105411708.92|2.9|1|not_in_theme|13.288477712363331|not_in_pop|True|True|-1.0|1.45|False|False
FLNC|2026-07-31|2026-07|ep_close_620_prox|4|1|8.110065170166553|game_changer|10.02|105411708.92|2.9|1|not_in_theme|13.288477712363331|not_in_pop|False|True|-1.0|-0.5357|False|False
FPS|2026-05-14|2026-05|ep_low_reclaim|4|1|6.487684729064035|strong|17.75|530506442.96999997|96.2|1|null|14.688838498362323|not_in_pop|True|True|6.4713|2.9475|True|False
FRMI|2026-08-11|2026-08|ep_high_break|1|1|8.253156334997763|game_changer|17.01|350267809.04|31.7|1|not_in_theme|0.0|stopped_day1|False|True|-1.0|-1.0|False|False
FRMI|2026-08-11|2026-08|ep_close_reclaim|2|3|1.4025245441795182|game_changer|17.01|350267809.04|31.7|1|not_in_theme|0.0|stopped_day1|False|True|-1.0|-1.0|False|False
FRMI|2026-08-11|2026-08|ep_low_reclaim|2|3|2.534395365677043|game_changer|17.01|350267809.04|31.7|1|not_in_theme|0.0|stopped_day1|False|True|-1.0|-1.0|False|False
FRMI|2026-08-11|2026-08|ep_close_620_prox|2|3|1.9952535817878123|game_changer|17.01|350267809.04|31.7|1|not_in_theme|0.0|stopped_day1|False|True|-1.0|-1.0|False|False
FROG|2026-08-07|2026-08|ep_close_reclaim|1|1|4.937033322188796|strong|17.51|391120399.68|45.6|1|not_in_theme|13.326509723643806|never_triggered|False|False|||False|False
FROG|2026-08-07|2026-08|ep_close_620_prox|2|1|0.7903780068728496|strong|17.51|391120399.68|45.6|1|not_in_theme|13.326509723643806|never_triggered|False|True|-1.0|-1.0|False|False
FTK|2026-08-03|2026-08|ep_high_break|1|2|8.705357142857142|game_changer|10.45|14796165.96|95.7|49|not_in_theme|7.981651376146781|survived_day1|False|True|-1.0|0.7607|False|False
FTK|2026-08-03|2026-08|ep_close_reclaim|1|2|1.9958962880059696|game_changer|10.45|14796165.96|95.7|49|not_in_theme|7.981651376146781|survived_day1|False|True|-1.0|3.4673|False|False
FTK|2026-08-03|2026-08|ep_low_reclaim|13|1|3.7530266343825653|game_changer|10.45|14796165.96|95.7|49|not_in_theme|7.981651376146781|survived_day1|False|True|-1.0|-1.0|False|False
FTNT|2026-07-30|2026-07|ep_close_reclaim|1|1|0.7238415304077918|game_changer|10.1|1647478076.75|75.2|1|in_theme|2.1602880384051266|stopped_day1|True|True|-1.0|5.4554|False|True
FTNT|2026-07-30|2026-07|ep_close_620_prox|12|1|0.3841967087148584|game_changer|10.1|1647478076.75|75.2|1|in_theme|2.1602880384051266|stopped_day1|False|True|-1.0|-0.5333|False|False
FTNT|2026-07-30|2026-07|ep_low_reclaim|14|1|0.8822952748186357|game_changer|10.1|1647478076.75|75.2|1|in_theme|2.1602880384051266|stopped_day1|False|True|-1.0|-0.1185|False|False
FUTU|2026-05-26|2026-05|ep_close_reclaim|1|1|4.351039260969971|routine|15.53|1839591390.0|1.0|4|null|0.0|not_in_pop|True|True|-1.0|0.4183|False|False
FUTU|2026-05-26|2026-05|ep_close_620_prox|2|1|0.8268390039916409|routine|15.53|1839591390.0|1.0|4|null|0.0|not_in_pop|True|True|-1.0|-1.0|False|False
FUTU|2026-05-26|2026-05|ep_low_reclaim|5|1|0.509683995922528|routine|15.53|1839591390.0|1.0|4|null|0.0|not_in_pop|True|True|-1.0|-1.0|False|False
GEMI|2026-05-15|2026-05|ep_low_reclaim|1|1|6.131990649163823|strong|22.24|94606288.56|32.3|1|null|10.736842105263152|never_triggered|True|True|-1.0|-1.0|False|False
GH|2026-05-20|2026-05|ep_close_reclaim|1|2|3.4428862935787814|game_changer|17.01|512253433.8|76.1|1|null|3.4450063211125115|abstain|True|True|3.4464|2.6343|False|False
GH|2026-05-20|2026-05|ep_close_620_prox|1|2|5.438236797281519|game_changer|17.01|512253433.8|76.1|1|null|3.4450063211125115|abstain|True|True|1.7568|1.2533|False|False
GLBE|2026-08-12|2026-08|ep_close_reclaim|1|1|1.283618581907087|game_changer|10.67|134647369.85|89.8|1|not_in_theme|1.6417910447761106|not_in_pop|False|True|-1.0|0.5333|False|False
GLBE|2026-08-12|2026-08|ep_close_620_prox|4|1|0.5704575798033729|game_changer|10.67|134647369.85|89.8|1|not_in_theme|1.6417910447761106|not_in_pop|False|True|-1.0|0.4894|False|False
GLBE|2026-08-12|2026-08|ep_low_reclaim|9|1|1.765002521432163|game_changer|10.67|134647369.85|89.8|1|not_in_theme|1.6417910447761106|not_in_pop|False|True|-1.0|-0.3286|False|False
GLOB|2026-05-15|2026-05|ep_close_reclaim|1|2|4.6104520679705026|strong|10.59|251254710.29999998|1.7|1|null|4.061068702290071|survived_day1|True|True|-1.0|0.4798|False|False
GLOB|2026-05-15|2026-05|ep_close_620_prox|1|2|6.13326602725896|strong|10.59|251254710.29999998|1.7|1|null|4.061068702290071|survived_day1|True|True|-1.0|0.0947|False|False
GLOB|2026-05-15|2026-05|ep_low_reclaim|16|1|0.5489910145611255|strong|10.59|251254710.29999998|1.7|1|null|4.061068702290071|survived_day1|True|True|-1.0|-1.0|False|False
GO|2026-05-14|2026-05|ep_close_reclaim|1|1|1.4964216005204858|strong|17.38|88312947.58|43.4|1|null|0.0|not_in_pop|True|True|-1.0|-1.0|False|False
GO|2026-05-14|2026-05|ep_low_reclaim|2|1|4.614370468029|strong|17.38|88312947.58|43.4|1|null|0.0|not_in_pop|True|True|6.5571|0.0143|True|False
GRND|2026-07-01|2026-07|ep_low_reclaim|1|2|1.3313878080415005|strong|13.26|67986903.84|83.8|1|not_in_theme|9.360730593607295|not_in_pop|True|True|-1.0|-1.0|False|False
GRND|2026-07-01|2026-07|ep_close_620_prox|1|2|2.469871794871789|strong|13.26|67986903.84|83.8|1|not_in_theme|9.360730593607295|not_in_pop|True|True|-1.0|-1.0|False|False
GRRR|2026-06-02|2026-06|ep_low_reclaim|20|1|26.588571428571434|strong|17.64|122138014.68|98.4|1|null|29.454990814451946|abstain|True|True|-1.0|-0.5964|False|False
HAS|2026-07-21|2026-07|ep_close_reclaim|1|2|1.2387010378305985|game_changer|10.61|699918259.64|12.5|1|not_in_theme|4.0423361387401195|survived_day1|True|True|-1.0|-1.0|False|False
HAS|2026-07-21|2026-07|ep_close_620_prox|1|2|1.4150943396226472|game_changer|10.61|699918259.64|12.5|1|not_in_theme|4.0423361387401195|survived_day1|True|True|-1.0|-1.0|False|False
HGTY|2026-08-05|2026-08|ep_close_620_prox|1|1|2.691791044776116|strong|11.69|6550656.319999999|26.6|51|not_in_theme|1.7361111111111205|survived_day1|False|True|-1.0|-1.0|False|False
HGTY|2026-08-05|2026-08|ep_close_reclaim|2|1|3.8045001844337802|strong|11.69|6550656.319999999|26.6|51|not_in_theme|1.7361111111111205|survived_day1|False|True|-1.0|-1.0|False|False
HGTY|2026-08-05|2026-08|ep_low_reclaim|5|1|0.15797788309636315|strong|11.69|6550656.319999999|26.6|51|not_in_theme|1.7361111111111205|survived_day1|False|True|-1.0|-1.0|False|False
HLIT|2026-05-12|2026-05|ep_close_reclaim|1|2|3.3536585365853626|strong|15.2|100479283.1|91.4|1|null|8.728813559322028|stopped_day1|True|True|-1.0|-1.0|False|False
HLIT|2026-05-12|2026-05|ep_close_620_prox|1|2|3.6840106342574965|strong|15.2|100479283.1|91.4|1|null|8.728813559322028|stopped_day1|True|True|-1.0|-1.0|False|False
HLIT|2026-05-12|2026-05|ep_low_reclaim|3|1|1.1142061281336952|strong|15.2|100479283.1|91.4|1|null|8.728813559322028|stopped_day1|True|True|-1.0|-0.1786|False|False
HLIT|2026-08-13|2026-08|ep_close_reclaim|3|2|1.6168917633631374|game_changer|23.79|89871542.04|36.1|1|not_in_theme|4.803493449781666|stopped_day1|False|True|-1.0|-1.0|False|False
HLIT|2026-08-13|2026-08|ep_low_reclaim|3|2|0.406981294513576|game_changer|23.79|89871542.04|36.1|1|not_in_theme|4.803493449781666|stopped_day1|False|True|-1.0|-1.0|False|False
HPE|2026-06-02|2026-06|ep_low_reclaim|1|1|0.298786181139116|strong|25.28|8527343167.7|98.9|1|null|26.344086021505365|abstain|True|True|-1.0|-1.0|False|False
HQ|2026-06-15|2026-06|ep_close_reclaim|1|1|6.583242655059833|strong|19.71|110943738.18|17.8|3|not_in_theme|8.991008991008995|not_in_pop|True|True|2.1074|4.0909|False|True
HRB|2026-08-12|2026-08|ep_low_reclaim|1|1|0.3526832523114959|strong|16.76|454259802.78|91.0|1|not_in_theme|3.2750608541712856|not_in_pop|False|True|-1.0|-1.0|False|False
HRB|2026-08-12|2026-08|ep_close_620_prox|2|1|1.3133208255159396|strong|16.76|454259802.78|91.0|1|not_in_theme|3.2750608541712856|not_in_pop|False|True|-1.0|-1.0|False|False
HTFL|2026-08-14|2026-08|ep_close_reclaim|1|2|3.7244600116754367|game_changer|25.12|416467864.0|73.8|1|not_in_theme|14.133235185866763|not_in_pop|False|True|-1.0|-1.0|False|False
HTFL|2026-08-14|2026-08|ep_close_620_prox|1|2|2.0689655172413732|game_changer|25.12|416467864.0|73.8|1|not_in_theme|14.133235185866763|not_in_pop|False|True|-1.0|-1.0|False|False
HUT|2026-07-20|2026-07|ep_high_break|1|1|7.383177570093463|game_changer|11.54|732390773.3900001|25.9|3|not_in_theme|0.0|stopped_day1|True|True|-1.0|-1.0|False|False
HUT|2026-07-20|2026-07|ep_close_reclaim|5|2|2.451288497800136|game_changer|11.54|732390773.3900001|25.9|3|not_in_theme|0.0|stopped_day1|True|True|-1.0|-1.0|False|False
HUT|2026-07-20|2026-07|ep_close_620_prox|5|2|2.039230918624984|game_changer|11.54|732390773.3900001|25.9|3|not_in_theme|0.0|stopped_day1|True|True|-1.0|-1.0|False|False
HUT|2026-07-20|2026-07|ep_low_reclaim|6|1|8.591956890529886|game_changer|11.54|732390773.3900001|25.9|3|not_in_theme|0.0|stopped_day1|True|True|-1.0|0.108|False|False
IBRX|2026-05-20|2026-05|ep_close_620_prox|3|1|7.329509241555134|strong|10.18|198933644.70000002|80.9|1|null|0.0|stopped_day1|True|True|-1.0|-0.2174|False|False
IBRX|2026-05-20|2026-05|ep_low_reclaim|4|1|11.94581280788176|strong|10.18|198933644.70000002|80.9|1|null|0.0|stopped_day1|True|True|-1.0|-0.4124|False|False
IDCC|2026-06-11|2026-06|ep_close_reclaim|1|1|1.101376720901121|strong|15.2|300970390.86|10.0|1|not_in_theme|0.0|stopped_day1|True|True|-1.0|-1.0|False|False
IDCC|2026-06-11|2026-06|ep_close_620_prox|8|1|2.149591451917038|strong|15.2|300970390.86|10.0|1|not_in_theme|0.0|stopped_day1|True|True|-1.0|-0.731|False|False
IDCC|2026-06-11|2026-06|ep_low_reclaim|9|1|1.368503849631016|strong|15.2|300970390.86|10.0|1|not_in_theme|0.0|stopped_day1|True|True|-1.0|-1.0|False|False
IDR|2026-06-15|2026-06|ep_close_reclaim|1|3|0.13054830287205524|routine|18.71|19414906.21|32.1|3|not_in_theme|14.614173228346457|not_in_pop|True|True|-1.0|-1.0|False|False
IDR|2026-06-15|2026-06|ep_low_reclaim|1|3|4.429557553681951|routine|18.71|19414906.21|32.1|3|not_in_theme|14.614173228346457|not_in_pop|True|True|-1.0|-1.0|False|False
IDR|2026-06-15|2026-06|ep_close_620_prox|1|3|3.2740397009538436|routine|18.71|19414906.21|32.1|3|not_in_theme|14.614173228346457|not_in_pop|True|True|-1.0|-1.0|False|False
IMVT|2026-05-20|2026-05|ep_close_reclaim|1|1|2.7504911591355707|strong|35.26|689491580.12|48.4|1|null|0.0|survived_day1|True|True|-1.0|-1.0|False|False
IMVT|2026-05-20|2026-05|ep_close_620_prox|19|1|4.044431785816012|strong|35.26|689491580.12|48.4|1|null|0.0|survived_day1|True|True|3.6268|2.5282|False|False
INFQ|2026-05-21|2026-05|ep_high_break|1|1|16.780609073958978|strong|22.0|1118793876.8999999|26.4|1|null|5.174035747883338|survived_day1|True|True|-1.0|-0.5667|False|False
INFQ|2026-05-21|2026-05|ep_close_620_prox|2|1|2.016916070266745|strong|22.0|1118793876.8999999|26.4|1|null|5.174035747883338|survived_day1|True|True|-1.0|-1.0|False|False
INFQ|2026-05-21|2026-05|ep_close_reclaim|3|1|0.9793988517392745|strong|22.0|1118793876.8999999|26.4|1|null|5.174035747883338|survived_day1|True|True|-1.0|-1.0|False|False
INFQ|2026-05-21|2026-05|ep_low_reclaim|12|1|0.35022354694486285|strong|22.0|1118793876.8999999|26.4|1|null|5.174035747883338|survived_day1|True|True|-1.0|-1.0|False|False
INOD|2026-08-07|2026-08|ep_low_reclaim|1|2|1.665718696676686|strong|14.83|294697112.62|63.8|1|not_in_theme|18.19494584837546|not_in_pop|False|True|-1.0|0.6732|False|False
INOD|2026-08-07|2026-08|ep_close_620_prox|1|2|4.256329113924058|strong|14.83|294697112.62|63.8|1|not_in_theme|18.19494584837546|not_in_pop|False|True|-1.0|-0.3625|False|False
INSM|2026-08-06|2026-08|ep_close_reclaim|2|2|5.0465605286872925|game_changer|16.14|1580867383.7|4.4|1|not_in_theme|0.5789740985271642|survived_day1|False|True|-1.0|-1.0|False|False
INSM|2026-08-06|2026-08|ep_close_620_prox|2|2|2.616934877425169|game_changer|16.14|1580867383.7|4.4|1|not_in_theme|0.5789740985271642|survived_day1|False|True|-1.0|-1.0|False|False
INSM|2026-08-06|2026-08|ep_low_reclaim|5|1|0.15831552283701644|game_changer|16.14|1580867383.7|4.4|1|not_in_theme|0.5789740985271642|survived_day1|False|True|-1.0|-1.0|False|False
INSP|2026-08-04|2026-08|ep_low_reclaim|2|1|0.5193064745791143|routine|22.29|149347745.1|62.1|1|in_theme|4.398240703718504|not_in_pop|False|True|-1.0|-1.0|False|False
IREN|2026-07-20|2026-07|ep_high_break|1|2|11.64375228129942|game_changer|13.15|3634654940.4|1.5|3|not_in_theme|0.0|survived_day1|True|True|-1.0|0.0408|False|False
IREN|2026-07-20|2026-07|ep_close_620_prox|1|2|0.5666762797048885|game_changer|13.15|3634654940.4|1.5|3|not_in_theme|0.0|survived_day1|True|True|-1.0|3.1322|False|False
IREN|2026-07-20|2026-07|ep_low_reclaim|5|1|1.045679691799677|game_changer|13.15|3634654940.4|1.5|3|not_in_theme|0.0|survived_day1|True|True|-1.0|-1.0|False|False
JBIO|2026-06-22|2026-06|ep_close_reclaim|1|1|2.589079723147906|strong|10.11|36366637.5|17.1|4|not_in_theme|9.647979139504566|not_in_pop|True|True|0.6832|3.5545|False|False
JBIO|2026-06-22|2026-06|ep_close_620_prox|19|1|1.3726487036095736|strong|10.11|36366637.5|17.1|4|not_in_theme|9.647979139504566|not_in_pop|True|True|-1.0|-1.0|False|False
JBL|2026-06-17|2026-06|ep_low_reclaim|1|1|1.3016888425108333|game_changer|10.77|1093899905.56|75.3|1|not_in_theme|6.569985242365756|stopped_day1|True|True|-1.0|-1.0|False|False
JBL|2026-06-17|2026-06|ep_close_620_prox|2|1|2.170094316677019|game_changer|10.77|1093899905.56|75.3|1|not_in_theme|6.569985242365756|stopped_day1|True|True|-1.0|-1.0|False|False
