id	birth	birth_name	class	matured	era	n_members	n_founders	n_ep	n_pre	n_post	n_cov	n_hoc	runway	delivered	share_all	censored	rwo_runway	rwo_delivered	rw40_runway	rw40_delivered	rwa_n_ep	rwa_runway	rwa_delivered	ign_rs	ign_cl	ign_ep	ign_epo	first_leg	lag	cl_max_share	cl_days
115	2026-07-01	U.S. Petroleum Refining & Downstream Processing	grind	True	E1+ pre-window scan-covered	101	6	5	1	4	1	3	0.800	0.200	0.040	False	0.800	0.200	0.444	0.111	0					2026-05-11	2026-05-11	EP	35	0.198	61
116	2026-07-01	U.S. Regional & Mid-Cap Commercial Banks	grind	True	E1+ pre-window scan-covered	28	20	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-07-15	2026-06-04	2026-05-14	2026-05-12	EP	32	0.857	61
117	2026-07-02	B2B Digital Financial Infrastructure & Payment Rails Modernization	grind	True	E1+ pre-window scan-covered	13	4	1	0	1	0	1	1.000	0.000	0.077	False	1.000	0.000	0.500	0.000	0			2026-07-06		2026-05-05	2026-05-05	EP	40	0.077	61
118	2026-07-02	Digital Advertising Technology Platforms	grind	True	E1+ pre-window scan-covered	3	2	0	0	0	0	0			0.000	False			0.667	0.667	0			2026-06-04		2026-05-27	2026-05-27	EP	25	0.000	61
119	2026-07-02	Digital Banking Software Platforms	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-06				RS	-1	0.000	61
120	2026-07-02	Large-Cap U.S. Defense Primes	grind	False	E1+ pre-window scan-covered	5	4	2	0	2	2	0	1.000	1.000	0.400	False	1.000	1.000	1.000	1.000	0				2026-06-15	2026-07-23	2026-07-23	CL	12	1.000	61
121	2026-07-02	Specialty Insurance Underwriting & Brokerage	grind	True	E1+ pre-window scan-covered	4	4	1	0	1	1	0	1.000	1.000	0.250	False	1.000	1.000	1.000	1.000	0			2026-07-06	2026-06-11	2026-07-31	2026-07-31	CL	14	1.000	61
122	2026-07-06	Alternative Asset Management Platforms	grind	False	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	False					0				2026-06-29			CL	4	1.000	61
123	2026-07-06	Coastal & Suburban Residential Rental REITs	grind	True	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	False					0			2026-05-15	2026-05-06			CL	40	1.000	61
124	2026-07-06	Digital Insurance Distribution & Marketplace Platforms	grind	True	E1+ pre-window scan-covered	2	2	1	0	1	1	0	1.000	1.000	0.500	False	1.000	1.000	0.000	0.000	0			2026-06-23		2026-05-26	2026-05-26	EP	27	0.000	61
125	2026-07-06	Franchise Auto Dealership Groups	grind	True	E1+ pre-window scan-covered	4	4	1	0	1	1	0	1.000	1.000	0.250	False	1.000	1.000	1.000	1.000	0			2026-07-14	2026-07-06	2026-07-22	2026-07-22	CL	0	1.000	61
126	2026-07-06	Government-Funded Senior & Post-Acute Care Re-Rating	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-06-17	2026-06-11	2026-05-14	2026-05-14	EP	34	0.500	61
127	2026-07-06	Industrial & Logistics REITs	grind	True	E1+ pre-window scan-covered	7	6	0	0	0	0	0			0.000	False					0			2026-07-16	2026-05-19			CL	31	0.857	61
128	2026-07-06	Office REIT Recovery & Re-Rating	grind	True	E1+ pre-window scan-covered	4	3	0	0	0	0	0			0.000	False					0			2026-06-04	2026-07-06			RS	20	0.750	61
129	2026-07-06	Oilfield Pressure Pumping & Completion Services	grind	False	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-05-06	2026-06-25	2026-05-11	2026-05-11	RS	40	1.000	61
130	2026-07-06	Open-Air & Strip Mall Retail REITs	grind	True	E1+ pre-window scan-covered	8	8	0	0	0	0	0			0.000	False					0			2026-05-26	2026-06-11			RS	27	1.000	61
131	2026-07-06	Self-Storage REITs	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	False					0			2026-06-05	2026-06-03			CL	21	1.000	61
132	2026-07-06	Senior & Long-Term Care Healthcare REITs	grind	True	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	False					0			2026-07-23	2026-07-06			CL	0	1.000	61
133	2026-07-07	Oncology Targeted Therapy Biotechs	grind	False	E1+ pre-window scan-covered	5	5	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-06-24		2026-06-11	2026-06-11	EP	16	0.200	61
134	2026-07-07	Rare Cardiometabolic & Endocrine Specialty Pharma	grind	False	E1+ pre-window scan-covered	4	4	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-06		2026-05-07	2026-05-07	EP	40	0.000	61
135	2026-07-07	Rare Disease Small Molecule Precision Therapeutics	grind	False	E1+ pre-window scan-covered	3	3	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-06		2026-06-29	2026-06-29	EP	5	0.333	61
136	2026-07-07	SMB & Workforce Business Services Platforms	grind	True	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-06-26		2026-05-07	2026-05-07	EP	40	0.000	61
137	2026-07-08	Bitcoin Mining & Crypto Infrastructure Operators	cogap	False	E1+ pre-window scan-covered	6	5	6	5	1	1	0	0.167	0.167	0.167	False	0.167	0.167	0.167	0.167	4	0.750	0.750	2026-05-08	2026-07-06	2026-05-08	2026-05-08	EP+RS	40	1.000	61
138	2026-07-08	Cloud Observability & AIOps Monitoring Platforms	grind	True	E1+ pre-window scan-covered	3	2	1	0	1	1	0	1.000	1.000	0.333	False	1.000	1.000	0.500	0.500	0			2026-06-01		2026-05-29	2026-05-29	EP	26	0.333	61
139	2026-07-08	Global Digital Payments & Cross-Border Fintech	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	False					0			2026-07-06				RS	2	0.000	61
140	2026-07-08	In Vivo Gene & Engineered Cell Therapy Clinical Re-Rating	grind	False	E1+ pre-window scan-covered	5	5	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-06-26		2026-05-21	2026-05-21	EP	31	0.000	61
141	2026-07-08	Non-US & Frontier Market Digital Financial Services Re-Rating	grind	False	E1+ pre-window scan-covered	5	4	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-07-06		2026-05-12	2026-05-12	EP	38	0.000	61
142	2026-07-08	Pure-Play Quantum Computing Hardware	grind	True	E1+ pre-window scan-covered	6	2	6	5	1	1	0	0.167	0.167	0.167	False	0.167	0.167	0.167	0.167	1	1.000	1.000	2026-05-21	2026-05-08	2026-05-12	2026-05-12	CL	40	0.833	61
143	2026-07-08	Wealth Management & Retail Brokerage Platforms	grind	True	E1+ pre-window scan-covered	20	6	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-07-20		2026-05-26	2026-05-26	EP	29	0.300	61
144	2026-07-09	Clinical-Stage Oncology Drug Development	grind	False	E1+ pre-window scan-covered	6	6	0	0	0	0	0			0.000	False			0.500	0.500	0			2026-06-29		2026-05-21	2026-05-21	EP	32	0.000	61
145	2026-07-09	Corporate Spend, Expense Management & Financial Operations Software	grind	True	E1+ pre-window scan-covered	7	3	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-07-15		2026-06-11	2026-06-11	EP	18	0.286	61
146	2026-07-09	Molecular Diagnostics & DNA-Based Genetic Testing	grind	True	E1+ pre-window scan-covered	3	3	1	0	1	1	0	1.000	1.000	0.333	False	1.000	1.000	1.000	1.000	0			2026-07-07		2026-08-04	2026-08-04	RS	2	0.000	61
147	2026-07-09	Rare Neurological, Neuromuscular & Genetic Disease Biotech	cogap	False	E1+ pre-window scan-covered	6	6	3	3	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.250	0.250	1	0.000	0.000	2026-06-26		2026-06-26	2026-06-26	EP+RS	8	0.000	61
148	2026-07-10	Antibody-Based Oncology & Autoimmune Biologics	grind	True	E1+ pre-window scan-covered	3	3	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-07		2026-06-03	2026-06-03	EP	25	0.000	61
149	2026-07-10	Emerging Market Digital Commerce & Fintech Platforms	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-07-07	2026-05-26	2026-05-12	2026-05-12	EP	40	0.500	61
150	2026-07-10	Life Science Tools & Analytical Instruments	grind	True	E1+ pre-window scan-covered	14	4	7	1	6	1	5	0.857	0.143	0.429	False	0.857	0.143	0.750	0.125	0			2026-07-13		2026-05-28	2026-05-28	EP	29	0.286	61
151	2026-07-13	B2B Marketing Automation & Customer Engagement SaaS	grind	True	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	False					0			2026-07-13	2026-08-07			RS	0	0.667	61
152	2026-07-13	Health & Wellness Consumer Nutrition Brands	grind	False	E1+ pre-window scan-covered	3	3	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0					2026-07-09	2026-07-09	EP	2	0.000	61
153	2026-07-13	Online Insurance Comparison & Digital Marketplace Platforms	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-06-10	2026-05-13			CL	40	0.500	61
154	2026-07-13	Orthopedic & Surgical Device Recovery	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False	1.000	1.000			0			2026-07-27	2026-06-26		2026-07-30	CL	10	0.500	61
155	2026-07-13	Professional Advisory & Business Services	grind	True	E1+ pre-window scan-covered	3	3	1	0	1	1	0	1.000	1.000	0.333	False	1.000	1.000	1.000	1.000	0			2026-07-07		2026-07-29	2026-07-29	RS	4	0.333	61
156	2026-07-13	Traditional Staffing & Talent Placement Services	grind	True	E1+ pre-window scan-covered	2	2	1	0	1	1	0	1.000	1.000	0.500	False	1.000	1.000	1.000	1.000	0			2026-06-01	2026-05-19	2026-07-16	2026-07-16	CL	36	0.500	61
157	2026-07-14	Cloud Data Storage & Analytics Infrastructure	grind	True	E1+ pre-window scan-covered	5	2	2	1	1	0	1	0.500	0.000	0.200	False	0.500	0.000	0.400	0.200	2	1.000	0.500	2026-05-22		2026-05-28	2026-05-28	RS	34	0.000	61
158	2026-07-14	Crude & Product Tanker Operators	grind	False	E1+ pre-window scan-covered	6	6	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-05-14	2026-06-01	2026-06-02	2026-06-02	RS	40	1.000	61
159	2026-07-14	Diversified Medical Device & Life Science Instrument Manufacturers	grind	False	E1+ pre-window scan-covered	6	5	1	0	1	1	0	1.000	1.000	0.167	False	1.000	1.000	1.000	1.000	0				2026-07-14	2026-07-30	2026-07-30	CL	0	0.833	61
160	2026-07-14	Precious Metals Miners & Royalty Streamers	cogap	False	E1+ pre-window scan-covered	30	27	15	13	2	2	0	0.133	0.133	0.067	False	0.133	0.133	0.133	0.133	1	0.000	0.000		2026-06-30	2026-05-22	2026-05-22	EP	34	1.000	61
161	2026-07-14	Speculative Space & Defense New Space Ventures	grind	False	E1+ pre-window scan-covered	4	4	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-05-26	2026-07-06	2026-05-26	2026-05-26	EP+RS	33	1.000	61
162	2026-07-14	U.S. Apparel & Fashion Recovery	grind	True	E1+ pre-window scan-covered	10	2	0	0	0	0	0			0.000	False			0.333	0.000	0			2026-07-20		2026-05-14	2026-05-14	EP	40	0.000	61
163	2026-07-15	Digital Payments Processing & Merchant Acquiring Networks	grind	True	E1+ pre-window scan-covered	3	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-13		2026-07-15	2026-07-15	RS	2	0.333	61
164	2026-07-16	Cloud Supply Chain & Warehouse Management Software	grind	True	E1+ pre-window scan-covered	2	2	2	0	2	2	0	1.000	1.000	1.000	False	1.000	1.000	1.000	1.000	0			2026-07-07	2026-05-28	2026-07-29	2026-07-29	CL	33	0.500	61
165	2026-07-16	Enterprise HR & Workforce Management SaaS	grind	True	E1+ pre-window scan-covered	6	3	1	0	1	0	1	1.000	0.000	0.167	False	1.000	0.000	0.500	0.000	0			2026-07-07		2026-05-22	2026-05-22	EP	36	0.333	61
166	2026-07-16	Financial Services Vertical SaaS	grind	False	E1+ pre-window scan-covered	3	3	1	0	1	1	0	1.000	1.000	0.333	False	1.000	1.000	1.000	1.000	0			2026-07-28		2026-07-24	2026-07-24	EP	-6	0.000	61
167	2026-07-16	For-Profit Education & Workforce Training Providers	grind	False	E1+ pre-window scan-covered	6	6	1	0	1	1	0	1.000	1.000	0.167	False	1.000	1.000	1.000	1.000	0			2026-07-06	2026-07-15	2026-07-31	2026-07-31	RS	8	1.000	61
168	2026-07-16	Government & Commercial Management Consulting Services	grind	False	E1+ pre-window scan-covered	2	2	1	0	1	1	0	1.000	1.000	0.500	False	1.000	1.000	1.000	1.000	0			2026-07-15	2026-06-22	2026-07-29	2026-07-29	CL	17	0.500	61
169	2026-07-16	Minimally Invasive & Robotic Surgical Device Platforms	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	False					0				2026-07-14			CL	2	1.000	61
170	2026-07-16	Packaged & Shelf-Stable Food Manufacturers	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	False					0				2026-07-15			CL	1	1.000	61
171	2026-07-16	Uniform Rental & Managed Workwear Services	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-06-01				RS	31	0.000	61
172	2026-07-17	AI-Powered Software Development & DevOps Platforms	grind	False	E1+ pre-window scan-covered	2	2	2	1	1	1	0	0.500	0.500	0.500	False	0.500	0.500	0.500	0.500	0			2026-06-01		2026-07-01	2026-07-01	RS	32	0.000	61
173	2026-07-17	B2B Data Intelligence & Professional Information Services	grind	False	E1+ pre-window scan-covered	2	2	1	0	1	1	0	1.000	1.000	0.500	False	1.000	1.000	1.000	1.000	0			2026-07-15		2026-08-11	2026-08-11	RS	2	0.000	61
174	2026-07-17	Cyber Exposure Management & Vulnerability Assessment	grind	True	E1+ pre-window scan-covered	3	3	2	0	2	2	0	1.000	1.000	0.667	False	1.000	1.000	1.000	1.000	1	1.000	1.000	2026-05-19	2026-07-15	2026-08-05	2026-08-05	RS	40	0.667	61
175	2026-07-17	Global Crude & Product Tanker Fleet Operators	grind	True	E1+ pre-window scan-covered	8	8	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-05-19	2026-06-01	2026-06-02	2026-06-02	RS	40	1.000	61
176	2026-07-20	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	grind	True	E1+ pre-window scan-covered	22	3	4	0	4	1	3	1.000	0.250	0.182	False	1.000	0.250	0.625	0.250	1	1.000	0.000	2026-08-10		2026-05-29	2026-05-29	EP	34	0.091	61
177	2026-07-20	Canadian Big Banks	grind	True	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	False					0			2026-05-20	2026-05-20			CL+RS	40	1.000	61
178	2026-07-20	Cloud Communications & Contact Center Platforms	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-05-20	2026-05-20			CL+RS	40	0.500	61
179	2026-07-20	Cross-Border & International Payments Processing	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-13				RS	5	0.000	61
180	2026-07-20	Financial Compliance & Regulatory Reporting SaaS	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-13				RS	5	0.000	61
181	2026-07-20	Industrial Automation & Electrical Control Systems	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	False					0				2026-07-10			CL	6	1.000	61
182	2026-07-20	Medical Device Mean-Reversion & Rotation Recovery	grind	True	E1+ pre-window scan-covered	26	4	7	1	6	1	5	0.857	0.143	0.231	False	0.875	0.250	0.778	0.111	2	1.000	0.500	2026-07-31		2026-06-01	2026-06-01	EP	33	0.115	61
183	2026-07-21	Copper Mining & Production	grind	True	E1+ pre-window scan-covered	8	5	0	0	0	0	0			0.000	False					0			2026-05-21	2026-07-21			RS	40	0.500	61
184	2026-07-21	Smart Home Security & Comfort Systems	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-13				RS	6	0.000	61
185	2026-07-21	Urban Gateway Office REITs	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	False					0			2026-06-03	2026-07-20			RS	32	1.000	61
186	2026-07-22	Automotive Components & Tire Suppliers	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-21				RS	1	0.000	61
187	2026-07-22	Containerboard & Corrugated Packaging Producers	grind	True	E1+ pre-window scan-covered	4	3	0	0	0	0	0			0.000	False					0			2026-07-24	2026-07-22			CL	0	0.750	61
188	2026-07-22	Enterprise Server, Storage & Data Infrastructure Hardware	grind	True	E1+ pre-window scan-covered	8	3	3	2	1	0	1	0.333	0.000	0.125	False	0.333	0.000	0.167	0.000	1	0.000	0.000	2026-05-22		2026-05-22	2026-05-22	EP+RS	40	0.000	61
189	2026-07-22	Global Steel & Metal Producers Recovery	grind	True	E1+ pre-window scan-covered	6	4	1	0	1	0	1	1.000	0.000	0.167	False	1.000	0.000	1.000	0.000	1	1.000	0.000	2026-05-22	2026-07-13	2026-07-23	2026-07-23	RS	40	0.500	61
190	2026-07-22	IT Distribution & Technology Services Providers	grind	True	E1+ pre-window scan-covered	2	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-06-01		2026-07-22	2026-07-22	RS	35	0.000	61
191	2026-07-22	Independent Power Producers & Nuclear Generation	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	False					0							none		0.000	61
192	2026-07-22	Korean Financial Sector Recovery	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-13				RS	7	0.000	61
193	2026-07-22	Powersports & Recreational Vehicle Manufacturers	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-06-08				RS	30	0.000	61
194	2026-07-22	U.S. Apparel & Lifestyle Brand Recovery	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-21				RS	1	0.000	61
195	2026-07-22	Used Vehicle & Mobility Asset Rental Recovery	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-06-01				RS	35	0.000	61
196	2026-07-23	Aerospace Structural Materials & Advanced Composites	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-23				RS	0	0.000	61
197	2026-07-23	Analog & Microcontroller Semiconductors — Automotive & Industrial Cycle Recovery	grind	False	E1+ pre-window scan-covered	5	5	1	0	1	1	0	1.000	1.000	0.200	False	1.000	1.000	0.000	0.000	0			2026-05-26	2026-07-23	2026-06-02	2026-06-02	RS	40	1.000	61
198	2026-07-23	Clinical-Stage Oncology Biotech	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-06-12	2026-05-28	2026-06-11	2026-06-11	CL	38	0.500	61
199	2026-07-23	Defense Prime Contractors & Aerospace Systems	grind	False	E1+ pre-window scan-covered	4	4	2	1	1	1	0	0.500	0.500	0.250	False	0.500	0.500	0.500	0.500	0				2026-06-15	2026-07-23	2026-07-23	CL	26	1.000	61
200	2026-07-23	For-Profit Education & Career Training Providers	grind	False	E1+ pre-window scan-covered	4	4	1	0	1	1	0	1.000	1.000	0.250	False	1.000	1.000	1.000	1.000	0			2026-07-06	2026-07-15	2026-07-31	2026-07-31	RS	13	1.000	61
201	2026-07-23	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	grind	True	E1+ pre-window scan-covered	12	6	1	0	1	0	1	1.000	0.000	0.083	False	1.000	0.000	1.000	0.000	0				2026-07-23	2026-07-30	2026-07-30	CL	0	0.583	61
202	2026-07-24	Defense Precision Components & Mission-Critical Subsystems	grind	False	E1+ pre-window scan-covered	4	3	0	0	0	0	0			0.000	False					0			2026-06-01				RS	37	0.000	61
203	2026-07-24	Heavy Transportation Equipment Manufacturers	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-22	2026-06-15			CL	27	0.500	61
204	2026-07-24	Industrial Construction Execution & On-Site Supply Chain	grind	True	E1+ pre-window scan-covered	10	4	5	0	5	2	3	1.000	0.400	0.500	False	1.000	0.400	1.000	0.400	1	1.000	0.000			2026-07-30	2026-07-30	EP	-4	0.100	61
205	2026-07-24	Precious Metals Royalty & Streaming Companies	grind	True	E1+ pre-window scan-covered	5	4	0	0	0	0	0			0.000	False					0				2026-06-10			CL	30	1.000	61
206	2026-07-27	Cruise Line & Ocean Travel Recovery	grind	False	E1+ pre-window scan-covered	3	3	1	0	1	1	0	1.000	1.000	0.333	False	1.000	1.000	1.000	1.000	1	1.000	1.000	2026-06-18		2026-08-03	2026-08-03	RS	25	0.333	61
207	2026-07-27	Department Store Retail Recovery	grind	True	E1+ pre-window scan-covered	3	2	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-06-01		2026-05-28	2026-05-28	EP	40	0.000	61
208	2026-07-27	Hospital & Behavioral Health Facility Procedure Volume Recovery	grind	True	E1+ pre-window scan-covered	6	4	2	1	1	0	1	0.500	0.000	0.167	False	0.500	0.000	0.500	0.000	1	0.000	0.000		2026-07-24	2026-07-24	2026-07-24	CL+EP	1	0.500	61
209	2026-07-27	Hotel REIT Recovery & Re-Rating	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-06-01	2026-06-05			RS	38	0.500	61
210	2026-07-27	Regulated Gas & Electric Distribution Utilities	grind	False	E1+ pre-window scan-covered	6	6	0	0	0	0	0			0.000	False					0				2026-07-23			CL	2	1.000	61
211	2026-07-28	Asset Management & Fund Administration Platform Ecosystem	grind	True	E1+ pre-window scan-covered	2	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-24	2026-06-09	2026-07-24	2026-07-24	CL	33	0.500	61
212	2026-07-28	Consumer Staples Packaged Food & Snack Brand Recovery	grind	False	E1+ pre-window scan-covered	3	3	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-21		2026-07-21	2026-07-21	EP+RS	5	0.333	61
213	2026-07-28	Specialty Pharma — Rare Disease & Cardiopulmonary Therapeutics	grind	False	E1+ pre-window scan-covered	2	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-06-11	2026-08-05	2026-07-28	2026-07-28	RS	31	0.500	61
214	2026-07-29	AI-Augmented Business Process Outsourcing & IT Services	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-29	2026-06-22			CL	26	1.000	61
215	2026-07-29	Casual Dining & Full-Service Restaurant Chain Recovery	grind	True	E1+ pre-window scan-covered	10	2	2	1	1	0	1	0.500	0.000	0.100	False	0.500	0.000	0.200	0.000	0			2026-06-24		2026-06-05	2026-06-05	EP	36	0.100	61
216	2026-07-29	Dermatology & Atopic Immunology Biologics	grind	False	E1+ pre-window scan-covered	2	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-29		2026-06-22	2026-06-22	EP	26	0.000	61
217	2026-07-29	Investment Research & Financial Analytics Data Platforms	grind	False	E1+ pre-window scan-covered	2	2	1	0	1	1	0	1.000	1.000	0.500	False	1.000	1.000	1.000	1.000	0			2026-07-28	2026-08-18	2026-08-04	2026-08-04	RS	1	0.500	61
218	2026-07-29	Tax Preparation & Consumer Financial Software Platforms	grind	False	E1+ pre-window scan-covered	2	2	1	0	1	1	0	1.000	1.000	0.500	False	1.000	1.000	1.000	1.000	1	1.000	1.000	2026-07-28	2026-06-01	2026-08-12	2026-08-12	CL	40	0.500	61
219	2026-07-30	AI & Data Center Semiconductor Surge	cogap	False	E1+ pre-window scan-covered	3	3	3	3	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	3	0.000	0.000	2026-06-02		2026-07-09	2026-07-09	RS	40	0.333	61
220	2026-07-30	China Consumer Internet & Digital Marketplace Platforms	grind	True	E1+ pre-window scan-covered	2	2	1	0	1	1	0	1.000	1.000	0.500	False	1.000	1.000	1.000	1.000	0			2026-07-15		2026-08-26	2026-08-26	RS	11	0.000	61
221	2026-07-30	Cinema Exhibition & Premium Large-Format Recovery	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-06-02				RS	40	0.000	61
222	2026-07-30	Cloud Contact Center & CCaaS Communication Platforms	grind	True	E1+ pre-window scan-covered	5	2	2	1	1	0	1	0.500	0.000	0.200	False	0.500	0.000	0.500	0.000	1	1.000	0.000	2026-06-02		2026-07-24	2026-07-24	RS	40	0.400	61
223	2026-07-30	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	grind	False	E1+ pre-window scan-covered	4	4	2	1	1	1	0	0.500	0.500	0.250	False	0.500	0.500	0.500	0.500	1	0.000	0.000	2026-07-27		2026-07-21	2026-07-21	EP	7	0.250	61
224	2026-07-30	Vacation Ownership & Timeshare Resort Recovery	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	False					0			2026-06-02	2026-07-30			RS	40	1.000	61
225	2026-07-31	AI data center infrastructure buildout	cogap	False	E1+ pre-window scan-covered	9	3	8	8	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	8	0.625	0.000	2026-06-03		2026-06-16	2026-06-16	RS	40	0.111	61
226	2026-07-31	Family Dining & Quick-Service Restaurant Chain Recovery	grind	True	E1+ pre-window scan-covered	2	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-06-10		2026-06-10	2026-06-10	EP+RS	35	0.000	61
227	2026-07-31	For-Profit & Vocational Post-Secondary Education Operators	grind	False	E1+ pre-window scan-covered	6	6	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-06	2026-07-15	2026-07-31	2026-07-31	RS	19	1.000	61
228	2026-07-31	Industrial HVAC, Plumbing & Fabricated Copper Products	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False					0			2026-07-30				RS	1	0.000	61
229	2026-08-03	Alphabet (Google) Platform Re-Rating	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	False					0				2026-07-13			CL	15	1.000	61
230	2026-08-03	Commercial, Office & Home Furniture Retailers and Manufacturers	grind	True	E1+ pre-window scan-covered	8	3	1	0	1	0	1	1.000	0.000	0.125	False	1.000	0.000	0.500	0.000	0			2026-06-26		2026-06-25	2026-06-25	EP	26	0.125	61
231	2026-08-03	Defense Electronics & Aerospace Subsystem Suppliers	grind	True	E1+ pre-window scan-covered	12	4	4	1	3	1	2	0.750	0.250	0.250	False	0.750	0.250	0.500	0.250	1	1.000	0.000	2026-08-04		2026-06-15	2026-06-12	EP	33	0.083	61
232	2026-08-03	Digital Insurance Distribution & InsurTech Platforms	grind	True	E1+ pre-window scan-covered	4	2	2	1	1	1	0	0.500	0.500	0.250	False	0.500	0.500	0.000	0.000	1	1.000	1.000	2026-06-22		2026-06-24	2026-06-24	RS	29	0.000	61
233	2026-08-03	Electrical Infrastructure Products & Systems Installation	cogap	True	E1+ pre-window scan-covered	2	2	2	2	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-06-04		2026-07-31	2026-07-31	RS	40	0.000	61
