id	birth	birth_name	names	founders	class	class_src	n_gappers	gap_recency	pre_nat	post_nat	pre_rlx	post_rlx	matured	alive	last_live	life_days	rs_birth	f_level	f_subtle	f_vel	f_turn	f_hold	split	mech	rs_death	subtle_death	post_death	diss_why	succ	split_subtle
96	2026-06-28	Rare & Orphan Disease Specialty Pharma	Rare & Orphan Disease Specialty Pharma	LQDA|TVTX|SION|RYTM	grind	scan	0		0.527	0.355	0.527	0.355	False	False	2026-06-28	0	93.150	1.000	1.000	1.000	0.250	1.000	dissolved		92.300	1.000	0.355	coh-fell		dissolved
97	2026-06-29	AI Interconnect & Semiconductor Connectivity	AI Interconnect & Semiconductor Connectivity	ALAB|CRDO	grind	scan	1	5			0.579	0.906	False	False	2026-06-29	0	94.750	1.000	0.000	0.000	0.000	0.000	absorbed	tombstone:absorbed					Custom AI Silicon & Chip Architecture Licensing	absorbed
98	2026-06-29	Automotive Electronics & Sensor Components	Automotive Electronics & Sensor Components	MEI|ALGM	grind	scan	1	2			0.599	0.534	False	False	2026-07-14	15	98.800	1.000	0.500	0.500	0.000	0.000	dissolved		65.950	0.250	0.422	coh-fell		dissolved
99	2026-06-29	Specialty Catastrophe Property Insurance Underwriters	Specialty Catastrophe Property Insurance Underwriters	NP|SLDE	grind	scan	0				0.498	0.439	True	False	2026-07-24	25	84.450	1.000	1.000	1.000	0.500	1.000								
100	2026-06-30	Autoimmune & Inflammatory Disease Biopharmaceuticals	Autoimmune & Inflammatory Disease Biopharmaceuticals|Clinical-Stage Autoimmune & Inflammatory Disease Therapeutics	VERA|VOR|ALMS|ABVX|CLDX|TRAX	grind	scan	1	0	0.446	0.213	0.446	0.213	False	False	2026-07-09	9	82.750	1.000	0.833	0.833	0.500	0.833	dissolved		89.720	1.000	0.292	coh-fell		dissolved
101	2026-06-30	Clinical-Stage Oncology Therapeutics	Clinical-Stage Oncology Therapeutics	ELVN|CGON|SNDX	grind	scan	1	12			0.470	0.340	False	False	2026-07-02	2	83.400	1.000	1.000	1.000	0.333	1.000	dissolved		84.267	1.000	0.331	coh-fell		dissolved
102	2026-06-30	Domestic Steel Producers	Domestic Steel Producers|U.S. Domestic Steel Producers	CMC|NUE|RS|STLD	grind	scan	0		0.846	0.733	0.846	0.733	False	False	2026-08-20	51	32.450	0.000	0.750	0.000	0.000	0.750	dissolved		26.950	0.000		rs<50		dissolved
103	2026-06-30	In Vivo Gene Therapy & Genome Editing	In Vivo Gene Therapy & Genome Editing	RGNX|NTLA	cogap	scan	2	6			0.220	0.514	False	False	2026-07-02	2	93.600	1.000	1.000	1.000	1.000	0.500	absorbed	tombstone:absorbed					Rare & Orphan Disease Biotech Re-Rating	absorbed
104	2026-06-30	Industrial Power Equipment & Electrical Systems	Industrial Power Equipment & Electrical Systems	ETN|GNRC|HUBB|RRX	grind	scan	1	19	0.846	0.522	0.846	0.522	False	False	2026-07-09	9	69.450	0.500	1.000	0.750	0.000	0.500	dissolved		32.450	0.000	0.100	rs<50+coh-fell		dissolved
105	2026-06-30	Insurance Brokerage & Risk Advisory	Insurance Brokerage & Risk Advisory	BWIN|MRSH|WTW	grind	scan	1	6			0.422	0.801	False	False	2026-07-08	8	30.100	0.333	1.000	0.333	0.333	1.000	killed-healthy		81.700	1.000	0.535			killed-healthy
106	2026-06-30	Precious Metals Miners (Gold & Silver)	Precious Metals Miners (Gold & Silver)	AEM|AG|AU|CDE|EGO|EXK|FNV|FSM|HL|HMY|IAG|KGC|MUX|NEM|NG|OR|PAAS|RGLD|SA|SSRM|WPM	cogap	scan	9	10	0.819	0.841	0.819	0.841	False	False	2026-07-08	8	13.700	0.000	0.000	0.000	0.000	0.000	dissolved		8.000	0.000	0.865	rs<50		dissolved
107	2026-06-30	Precision Aerospace & Defense Component Manufacturers	Precision Aerospace & Defense Component Manufacturers	AADX|ELMT	grind	scan	1	20				0.440	False	False	2026-07-08	8	83.150	1.000	1.000	1.000	0.000	0.000	post-death window incomplete (censored)		54.600	0.000	0.652			post-death window incomplete (censored)
108	2026-06-30	Precision Optics & Photonic Components	Precision Optics & Photonic Components	OPTX|LPTH|LASR	grind	scan	0				0.390	0.344	False	False	2026-07-09	9	87.800	1.000	1.000	1.000	0.000	0.000	dissolved		28.800	0.000	0.647	rs<50		dissolved
109	2026-06-30	Quantum Computing Hardware & Annealing Systems	Quantum Computing Hardware & Annealing Systems	QBTS|RGTI|INFQ	cogap	scan	3	10			0.822	0.855	False	False	2026-07-08	8	57.800	0.333	0.333	0.333	0.000	0.000	dissolved		15.600	0.000	0.845	rs<50		dissolved
110	2026-06-30	Rare & Orphan Disease Biotech Re-Rating	Rare & Orphan Disease Biotech|Rare & Orphan Disease Biotech Re-Rating	RARE|MIRM|RGNX|AGIO|AMLX	grind	scan	1	6	0.534	0.362	0.534	0.362	False	False	2026-07-08	8	92.300	1.000	1.000	0.400	0.200	1.000	dissolved		94.940	1.000	0.364	coh-fell		dissolved
111	2026-06-30	Satellite Communications & Space Data Services	Satellite Communications & Space Data Services	VSAT|MDA|SPIR|PL|ASTS	cogap	scan	2	1	0.729	0.555	0.729	0.555	False	False	2026-07-14	14	83.700	0.600	1.000	1.000	0.000	0.000	dissolved		13.550	0.000	0.614	rs<50+coh-fell		dissolved
112	2026-06-30	Truckload & LTL Freight Carriers	Truckload & LTL Freight Carriers	ARCB|KNX|LSTR|SNDR|TFII|WERN|XPO	grind	scan	0		0.823	0.695	0.823	0.695	True	False	2026-08-07	38	52.900	0.143	0.714	0.000	0.000	0.714								
113	2026-07-01	Consumer Fintech & Digital Credit Platforms	Consumer Fintech & Digital Credit Platforms	DAVE|SEZL	grind	scan	0				0.642	0.598	True	True	2026-09-04	65	98.950	1.000	0.500	0.500	0.000	0.500								
114	2026-07-01	Liquid Biopsy & Multi-Cancer Early Detection	Liquid Biopsy & Multi-Cancer Early Detection	GH|GRAL	grind	scan	0				0.566	0.741	True	False	2026-07-27	26	94.000	1.000	1.000	1.000	0.000	0.500								
115	2026-07-01	U.S. Petroleum Refining & Downstream Processing	Energy Infrastructure & Utility Operators|Global Oil & Gas Upstream, Integrated & Transport Value Chain|Independent Oil Refiners|Independent Petroleum Refiners & Marketers|Offshore Energy Equipment & Services|Oilfield Equipment & Contract Drilling Services|Oilfield Services & Equipment Providers|Pure-Play Oil Refining & Marketing|U.S. Downstream Refining & Marketing|U.S. Petroleum Refining & Downstream Processing	DINO|DK|MPC|PBF|PSX|VLO	grind	scan	0		0.870	0.866	0.870	0.866	True	False	2026-09-04	65	65.150	0.333	1.000	0.333	0.000	1.000								
116	2026-07-01	U.S. Regional & Mid-Cap Commercial Banks	U.S. Regional & Mid-Cap Commercial Banks	EWBC|WTFC|WAL|BOKF|HBAN|FITB|KEY|RF|CFG|USB|TFC|PNC|MTB|ZION|FHN|GBCI|HWC|UMBF|SSB|WSFS	grind	scan	0		0.832	0.691	0.832	0.691	True	True	2026-09-04	65	64.700	0.250	1.000	0.200	0.000	1.000								
117	2026-07-02	B2B Digital Financial Infrastructure & Payment Rails Modernization	B2B Digital Financial Infrastructure & Payment Rails Modernization	ALKT|WSE|CXT|PAY	grind	scan	0		0.259	0.335	0.259	0.335	True	True	2026-09-04	64	88.500	1.000	1.000	1.000	0.250	1.000								
118	2026-07-02	Digital Advertising Technology Platforms	Digital Advertising Technology Platforms	APPS|MGNI	grind	scan	0				0.145	0.430	True	False	2026-07-27	25	98.400	1.000	1.000	1.000	0.000	1.000								
119	2026-07-02	Digital Banking Software Platforms	Digital Banking Software Platforms	ALKT|QTWO	grind	scan	0				0.822	0.904	False	False	2026-07-02	0	84.400	1.000	1.000	1.000	0.000	1.000	absorbed	tombstone:absorbed					B2B Digital Financial Infrastructure & Payment Rails Modernization	absorbed
120	2026-07-02	Large-Cap U.S. Defense Primes	Large-Cap U.S. Defense Primes|U.S. Defense Prime Contractors	HII|LHX|LMT|NOC	grind	scan	0		0.846	0.406	0.846	0.406	False	False	2026-07-21	19	15.850	0.000	1.000	0.000	0.000	1.000	dissolved		36.850	1.000	0.381	rs<50+coh-fell		dissolved
121	2026-07-02	Specialty Insurance Underwriting & Brokerage	Specialty Insurance Underwriting & Brokerage	PLMR|KNSL|RYAN|WTW	grind	scan	0		0.814	0.604	0.814	0.604	True	False	2026-08-13	42	76.250	0.500	1.000	1.000	0.000	1.000								
122	2026-07-06	Alternative Asset Management Platforms	Alternative Asset Management Platforms	BAM|BN|CG|KKR|TPG	grind	scan	0		0.807	0.756	0.807	0.756	False	False	2026-07-13	7	25.100	0.000	0.600	0.000	0.000	0.600	dissolved		29.700	0.500	0.679	rs<50+coh-fell		dissolved
123	2026-07-06	Coastal & Suburban Residential Rental REITs	Coastal & Suburban Residential Rental REITs	AVB|EQR|ESS|AMH|INVH	grind	scan	0		0.860	0.817	0.860	0.817	True	False	2026-07-29	23	60.300	0.200	1.000	0.600	0.000	1.000								
124	2026-07-06	Digital Insurance Distribution & Marketplace Platforms	Digital Insurance Distribution & Marketplace Platforms	GSHD|PRCH	grind	scan	0				-0.276	0.064	True	False	2026-07-24	18	90.250	1.000	1.000	0.500	0.000	1.000								
125	2026-07-06	Franchise Auto Dealership Groups	Franchise Auto Dealership Groups	ABG|AN|PAG|SAH	grind	scan	0		0.824	0.734	0.824	0.734	True	False	2026-08-11	36	56.500	0.250	1.000	0.250	0.000	1.000								
126	2026-07-06	Government-Funded Senior & Post-Acute Care Re-Rating	Government-Funded Senior & Post-Acute Care Re-Rating	ALHC|AVAH	grind	scan	0				0.077	0.159	False	False	2026-07-14	8	94.200	1.000	1.000	1.000	1.000	1.000	killed-healthy		74.550	1.000	0.352			killed-healthy
127	2026-07-06	Industrial & Logistics REITs	Industrial & Logistics REITs|Industrial & Logistics Warehouse REITs	EGP|FR|PLD|REXR|STAG|TRNO	grind	scan	0		0.871	0.745	0.871	0.745	True	False	2026-08-20	45	37.000	0.000	1.000	0.167	0.000	1.000								
128	2026-07-06	Office REIT Recovery & Re-Rating	Office REIT Recovery & Re-Rating	CDP|HIW|SLG	grind	scan	0				0.780	0.551	True	True	2026-09-04	60	85.200	1.000	1.000	0.667	0.000	1.000								
129	2026-07-06	Oilfield Pressure Pumping & Completion Services	Oilfield Pressure Pumping & Completion Services	AESI|AROC|KGS|LBRT|PUMP	grind	scan	0		0.810	0.661	0.810	0.661	False	False	2026-07-14	8	23.400	0.000	0.200	0.000	0.000	0.200	dissolved		33.450	0.500	0.572	rs<50+coh-fell		dissolved
130	2026-07-06	Open-Air & Strip Mall Retail REITs	Open-Air & Strip Mall Retail REITs	BRX|FRT|KIM|KRG|PECO|REG|SKT|UE	grind	scan	0		0.829	0.825	0.829	0.825	True	False	2026-08-07	32	41.850	0.000	1.000	0.000	0.000	1.000								
131	2026-07-06	Self-Storage REITs	Self-Storage REITs	PSA|EXR|CUBE|NSA	grind	scan	0		0.920		0.920	0.882	False	False	2026-07-13	7	41.800	0.000	1.000	0.000	0.000	1.000	dissolved		48.400	1.000	0.862	rs<50+coh-fell		dissolved
132	2026-07-06	Senior & Long-Term Care Healthcare REITs	Senior & Long-Term Care Healthcare REITs	LTC|NHI|OHI|SBRA|VTR	grind	scan	0		0.821	0.752	0.821	0.752	True	False	2026-08-07	32	47.400	0.000	1.000	0.400	0.000	1.000								
133	2026-07-07	Oncology Targeted Therapy Biotechs	Oncology Targeted Therapy Biotechs	TGTX|RVMD|ELVN|SNDX|IMNM	grind	scan	1	16	0.259	0.295	0.259	0.295	False	False	2026-07-09	2	94.900	1.000	1.000	0.800	0.400	1.000	reborn	reborn as lineage 198						reborn
134	2026-07-07	Rare Cardiometabolic & Endocrine Specialty Pharma	Rare Cardiometabolic & Endocrine Specialty Pharma	CRNX|LQDA|MLYS|NAMS	grind	scan	1	0	0.090	0.172	0.090	0.172	False	False	2026-07-09	2	95.100	1.000	1.000	1.000	0.250	1.000	killed-healthy		87.375	1.000	0.246			killed-healthy
135	2026-07-07	Rare Disease Small Molecule Precision Therapeutics	Rare Disease Small Molecule Precision Therapeutics	GPCR|MAZE|VRDN	grind	scan	1	5			0.445	0.597	False	False	2026-07-09	2	74.200	0.667	1.000	0.667	0.000	1.000	killed-healthy		76.333	1.000	0.639			killed-healthy
136	2026-07-07	SMB & Workforce Business Services Platforms	SMB & Workforce Business Services Platforms	NSP|FA|LZ	grind	scan	0				0.394	0.633	True	False	2026-08-12	36	97.400	1.000	1.000	1.000	0.000	1.000								
137	2026-07-08	Bitcoin Mining & Crypto Infrastructure Operators	AI Compute & GPU Data Center Hosting Operators|Bitcoin & Crypto Mining Infrastructure|Bitcoin Mining & Crypto Infrastructure Operators	CIFR|CORZ|HUT|IREN|WULF	cogap	scan	4	0	0.855	0.861	0.855	0.861	False	False	2026-08-11	34	34.800	0.000	0.000	0.000	0.000	0.000	dissolved		17.800	0.000		rs<50		dissolved
138	2026-07-08	Cloud Observability & AIOps Monitoring Platforms	Cloud Observability & AIOps Monitoring Platforms	DDOG|DT	grind	scan	0				0.659	0.340	True	True	2026-09-04	58	89.500	1.000	1.000	0.500	0.000	1.000								
139	2026-07-08	Global Digital Payments & Cross-Border Fintech	Global Digital Payments & Cross-Border Fintech	WSE|FOUR|PAYP	grind	scan	0				0.160	0.075	False	False	2026-07-08	0	80.900	1.000	1.000	1.000	0.333	1.000	absorbed	tombstone:absorbed					Non-US & Frontier Market Digital Financial Services Re-Rating	absorbed
140	2026-07-08	In Vivo Gene & Engineered Cell Therapy Clinical Re-Rating	In Vivo Gene & Engineered Cell Therapy Clinical Re-Rating	RGNX|SRPT|IMMX|SRRK|VOR	grind	scan	1	2	0.268	0.251	0.268	0.251	False	False	2026-07-10	2	90.600	1.000	1.000	1.000	0.400	1.000	killed-healthy		86.120	1.000	0.367			killed-healthy
141	2026-07-08	Non-US & Frontier Market Digital Financial Services Re-Rating	Non-US & Frontier Market Digital Financial Services Re-Rating	SE|WSE|PAYP|FRHC	grind	scan	0		0.162	0.282	0.162	0.282	False	False	2026-07-17	9	89.050	1.000	1.000	1.000	0.500	1.000	dissolved		43.400	1.000	0.193	rs<50		killed-healthy
142	2026-07-08	Pure-Play Quantum Computing Hardware	Pure-Play Quantum Computing Hardware|Quantum Computing Hardware & Software|Quantum Computing Hardware Momentum Reversal|Quantum Computing Hardware Pure-Plays|Quantum Computing Pure-Plays|Quantum Computing Pure-Plays (Federal Funding Cycle)	IONQ|RGTI	grind	scan	1	15			0.902	0.931	True	False	2026-09-04	58	15.400	0.000	0.000	0.000	0.000	0.000								
143	2026-07-08	Wealth Management & Retail Brokerage Platforms	Wealth Management & Retail Brokerage Platforms	AMP|LPLA|RJF|SCHW|SEIC|SF	grind	scan	0		0.826	0.544	0.826	0.544	True	True	2026-09-04	58	56.900	0.167	1.000	0.667	0.000	1.000								
144	2026-07-09	Clinical-Stage Oncology Drug Development	Clinical-Stage Oncology Drug Development	RVMD|KURA|IMNM|CRVS|SNDX|IMMX	grind	scan	0		0.353	0.416	0.353	0.416	False	False	2026-07-09	0	92.150	1.000	1.000	0.833	0.667	1.000	absorbed	tombstone:absorbed					Oncology Targeted Therapy Biotechs	absorbed
145	2026-07-09	Corporate Spend, Expense Management & Financial Operations Software	Corporate Spend, Expense Management & Financial Operations Software	NAVN|WEX|BILL	grind	scan	1	18			0.281	0.348	True	True	2026-09-04	57	69.300	0.333	1.000	0.667	0.000	1.000								
146	2026-07-09	Molecular Diagnostics & DNA-Based Genetic Testing	Molecular Diagnostics & DNA-Based Genetic Testing	BLLN|WGS|QGEN	grind	scan	0				0.622	0.122	True	False	2026-08-05	27	79.200	1.000	1.000	1.000	0.000	1.000								
147	2026-07-09	Rare Neurological, Neuromuscular & Genetic Disease Biotech	Rare Neurological, Neuromuscular & Genetic Disease Biotech	CRNX|XENE|BBIO|SRRK|AMLX|ACAD	cogap	scan	3	0	0.241	0.389	0.241	0.389	False	False	2026-07-09	0	95.150	1.000	1.000	1.000	0.667	1.000	killed-healthy		95.083	1.000	0.389			killed-healthy
148	2026-07-10	Antibody-Based Oncology & Autoimmune Biologics	Antibody-Based Oncology & Autoimmune Biologics	GMAB|ZYME|ABVX	grind	scan	1	7			0.677	0.341	True	False	2026-07-24	14	79.300	1.000	1.000	1.000	0.333	0.667								
149	2026-07-10	Emerging Market Digital Commerce & Fintech Platforms	Emerging Market Digital Commerce & Fintech Platforms	SE|MELI	grind	scan	0				0.499	0.410	True	False	2026-07-27	17	86.150	1.000	1.000	1.000	0.500	1.000								
150	2026-07-10	Life Science Tools & Analytical Instruments	Life Science Tools & Analytical Instruments	DHR|MTD|TMO|WAT	grind	scan	0		0.855	0.436	0.855	0.436	True	True	2026-09-04	56	79.350	1.000	1.000	0.750	0.000	1.000								
151	2026-07-13	B2B Marketing Automation & Customer Engagement SaaS	B2B Marketing Automation & Customer Engagement SaaS	BRZE|KVYO|HUBS	grind	scan	0				0.776	0.792	True	False	2026-08-05	23	72.200	0.667	1.000	1.000	0.000	1.000								
152	2026-07-13	Health & Wellness Consumer Nutrition Brands	Health & Wellness Consumer Nutrition Brands	BRBR|VITL|SMPL	grind	scan	1	2			0.355	0.156	False	False	2026-07-20	7	77.800	0.667	1.000	1.000	0.000	1.000	dissolved		61.900	1.000	0.265	coh-fell		dissolved
153	2026-07-13	Online Insurance Comparison & Digital Marketplace Platforms	Online Insurance Comparison & Digital Marketplace Platforms	MAX|EVER	grind	scan	0				0.726	0.553	True	False	2026-08-06	24	98.100	1.000	1.000	0.000	0.000	1.000								
154	2026-07-13	Orthopedic & Surgical Device Recovery	Orthopedic & Surgical Device Recovery	CNMD|SYK	grind	scan	0				0.578	0.654	False	False	2026-07-20	7	77.150	0.500	1.000	1.000	1.000	1.000	rs 50-70, coherence held (undefined by task)		57.500	1.000	0.604			killed-healthy
155	2026-07-13	Professional Advisory & Business Services	Professional Advisory & Business Services	FA|CBZ|CRAI	grind	scan	0				0.408	0.396	True	False	2026-08-11	29	98.300	1.000	1.000	1.000	0.000	1.000								
156	2026-07-13	Traditional Staffing & Talent Placement Services	Traditional Staffing & Talent Placement Services	MAN|RHI	grind	scan	0				0.878	0.687	True	False	2026-08-07	25	97.900	1.000	1.000	1.000	0.000	1.000								
157	2026-07-14	Cloud Data Storage & Analytics Infrastructure	Cloud Data Storage & Analytics Infrastructure	SNOW|BLZE	grind	scan	1	14			0.221	0.375	True	True	2026-09-04	52	98.900	1.000	1.000	0.500	0.000	0.500								
158	2026-07-14	Crude & Product Tanker Operators	Crude & Product Tanker Operators	DHT|FRO|INSW|STNG|TNK|TRMD	grind	scan	0		0.840	0.769	0.840	0.769	False	False	2026-07-17	3	20.050	0.000	0.833	0.000	0.000	0.833	absorbed	tombstone:absorbed					Global Crude & Product Tanker Fleet Operators	absorbed
159	2026-07-14	Diversified Medical Device & Life Science Instrument Manufacturers	Diversified Medical Device & Life Science Instrument Manufacturers|Medical Device Sterilization & Surgical Supply Infrastructure	BDX|COO|PODD|STE|VLTO	grind	scan	0		0.814	0.470	0.814	0.470	False	False	2026-07-24	10	44.100	0.000	1.000	0.000	0.000	1.000	dissolved	validation-dissolve (Arm A)	59.450	1.000	0.432	coh-fell		dissolved
160	2026-07-14	Precious Metals Miners & Royalty Streamers	Precious Metals Miners & Royalty Streamers	AEM|AG|AGI|AU|CDE|EGO|EXK|FNV|FSM|GFI|HL|HMY|IAG|KGC|MUX|NEM|NG|OR|ORLA|PAAS|PPTA|RGLD|SA|SBSW|SSRM|TFPM|WPM	cogap	scan	11	19	0.827	0.815	0.827	0.815	False	False	2026-07-31	17	5.200	0.000	0.000	0.000	0.000	0.000	reborn	reborn as lineage 246						reborn
161	2026-07-14	Speculative Space & Defense New Space Ventures	Speculative Space & Defense New Space Ventures	ASTS|LUNR|RCAT|RKLB	grind	scan	1	10	0.836	0.689	0.836	0.689	False	False	2026-07-21	7	5.850	0.000	0.000	0.000	0.000	0.000	dissolved		1.450	0.000	0.547	rs<50+coh-fell		dissolved
162	2026-07-14	U.S. Apparel & Fashion Recovery	U.S. Apparel & Fashion Recovery	UA|RVLV	grind	scan	0				0.575	0.506	True	True	2026-09-04	52	83.650	1.000	1.000	1.000	0.000	0.500								
163	2026-07-15	Digital Payments Processing & Merchant Acquiring Networks	Digital Payments Processing & Merchant Acquiring Networks	PYPL|FOUR	grind	scan	1	0			0.551	0.107	True	False	2026-08-19	35	89.700	1.000	1.000	1.000	1.000	1.000								
164	2026-07-16	Cloud Supply Chain & Warehouse Management Software	Cloud Supply Chain & Warehouse Management Software	SPSC|MANH	grind	scan	0				0.677	0.412	True	True	2026-09-04	50	90.150	1.000	1.000	1.000	1.000	1.000								
165	2026-07-16	Enterprise HR & Workforce Management SaaS	Enterprise HR & Workforce Management SaaS	WDAY|PCTY|ALIT	grind	scan	0				0.636	0.458	True	True	2026-09-04	50	90.400	1.000	1.000	1.000	0.333	1.000								
166	2026-07-16	Financial Services Vertical SaaS	Financial Services Vertical SaaS	GWRE|JKHY|SSNC	grind	scan	0				0.576	0.666	False	False	2026-07-27	11	71.300	0.667	1.000	1.000	0.000	1.000	reborn	reborn as lineage 211						reborn
167	2026-07-16	For-Profit Education & Workforce Training Providers	For-Profit Education & Workforce Training Providers	CVSA|LAUR|LINC|PRDO|STRA|UTI	grind	scan	0		0.856	0.671	0.856	0.671	False	False	2026-07-23	7	22.800	0.000	1.000	0.000	0.000	1.000	dissolved		33.650	1.000	0.654	rs<50+coh-fell		dissolved
168	2026-07-16	Government & Commercial Management Consulting Services	Government & Commercial Management Consulting Services	ICFI|HURN	grind	scan	0				0.672	0.193	False	False	2026-07-23	7	83.400	1.000	1.000	1.000	0.500	1.000	reborn	reborn as lineage 247						reborn
169	2026-07-16	Minimally Invasive & Robotic Surgical Device Platforms	Minimally Invasive & Robotic Surgical Device Platforms	ISRG|BSX|PEN	grind	scan	0				0.800	0.597	False	False	2026-07-23	7	16.400	0.000	1.000	0.000	0.000	1.000	dissolved		20.350	1.000	0.657	rs<50+coh-fell		dissolved
170	2026-07-16	Packaged & Shelf-Stable Food Manufacturers	Branded Packaged Food & Consumer Staples Producers|Packaged & Shelf-Stable Food Manufacturers	CAG|CPB|GIS|KHC	grind	scan	0		0.853	0.738	0.853	0.738	False	False	2026-08-07	22	57.500	0.250	1.000	0.500	0.000	1.000	dissolved		44.250	1.000	0.796	rs<50+coh-fell		dissolved
171	2026-07-16	Uniform Rental & Managed Workwear Services	Uniform Rental & Managed Workwear Services	VSTS|CTAS	grind	scan	0				0.346	0.311	True	False	2026-08-07	22	92.650	1.000	1.000	1.000	0.000	1.000								
172	2026-07-17	AI-Powered Software Development & DevOps Platforms	AI-Powered Software Development & DevOps Platforms	PRGS|GTLB	grind	scan	1	11			0.596	0.553	False	False	2026-07-24	7	96.000	1.000	1.000	1.000	0.500	1.000	dissolved	validation-dissolve (Arm A)	75.100	1.000	0.547	coh-fell		dissolved
173	2026-07-17	B2B Data Intelligence & Professional Information Services	B2B Data Intelligence & Professional Information Services	NIQ|TRI	grind	scan	0				0.355	0.174	False	False	2026-07-24	7	80.100	1.000	1.000	1.000	0.000	1.000	dissolved	validation-dissolve (Arm A)	63.150	1.000	0.146	coh-fell		dissolved
174	2026-07-17	Cyber Exposure Management & Vulnerability Assessment	Cyber Exposure Management & Vulnerability Assessment	TENB|RPD|QLYS	grind	scan	0				0.759	0.621	True	True	2026-09-04	49	99.500	1.000	1.000	1.000	0.000	1.000								
175	2026-07-17	Global Crude & Product Tanker Fleet Operators	Global Crude & Product Tanker Fleet Operators	DHT|ECO|NAT|STNG|TNK|FRO|INSW|TRMD	grind	scan	0		0.856	0.692	0.856	0.692	True	False	2026-08-10	24	54.650	0.125	0.875	0.625	0.000	0.625								
176	2026-07-20	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	AMPL|INTA|AVPT	grind	scan	0				0.560	0.597	True	True	2026-09-04	46	96.500	1.000	1.000	1.000	1.000	1.000								
177	2026-07-20	Canadian Big Banks	Canadian Big Banks	BMO|BNS|CM|RY|TD	grind	scan	0		0.832	0.903	0.832	0.903	True	True	2026-09-04	46	71.400	0.600	1.000	0.400	0.000	1.000								
178	2026-07-20	Cloud Communications & Contact Center Platforms	Cloud Communications & Contact Center Platforms	FIVN|BAND	grind	scan	0				0.336	0.180	False	False	2026-07-27	7	98.200	1.000	1.000	0.500	0.000	1.000	reborn	reborn as lineage 222						reborn
179	2026-07-20	Cross-Border & International Payments Processing	Cross-Border & International Payments Processing	GPN|EEFT	grind	scan	0				0.774	0.809	True	False	2026-07-30	10	91.950	1.000	1.000	1.000	1.000	1.000								
180	2026-07-20	Financial Compliance & Regulatory Reporting SaaS	Financial Compliance & Regulatory Reporting SaaS	WK|DFIN	grind	scan	0				0.609	0.634	False	False	2026-08-05	16	81.550	1.000	1.000	1.000	0.000	1.000	dissolved		71.300	0.500	0.354	coh-fell		dissolved
181	2026-07-20	Industrial Automation & Electrical Control Systems	Industrial Automation & Electrical Control Systems	AME|HLIO|HUBB|ROK	grind	scan	0		0.827	0.254	0.827	0.254	False	False	2026-07-28	8	40.400	0.000	0.000	0.000	0.000	0.000	dissolved		47.467	0.333	0.270	rs<50+coh-fell		dissolved
182	2026-07-20	Medical Device Mean-Reversion & Rotation Recovery	Medical Device Mean-Reversion & Rotation Recovery	XRAY|TNDM|INSP|CNMD	grind	scan	0		0.518	0.011	0.518	0.011	True	True	2026-09-04	46	87.850	1.000	1.000	1.000	0.500	1.000								
183	2026-07-21	Copper Mining & Production	Copper Mining & Production	ERO|FCX|HBM|SCCO|TGB	grind	scan	0		0.781	0.734	0.781	0.734	True	True	2026-09-04	45	43.400	0.400	0.400	0.400	0.000	0.000								
184	2026-07-21	Smart Home Security & Comfort Systems	Smart Home Security & Comfort Systems	REZI|ALRM	grind	scan	0				0.081	0.050	True	False	2026-08-06	16	86.550	1.000	1.000	1.000	0.500	0.500								
185	2026-07-21	Urban Gateway Office REITs	Urban Gateway Office REITs	BXP|DEI|SLG	grind	scan	0				0.749	0.685	False	False	2026-07-21	0	75.600	1.000	1.000	1.000	0.000	1.000	absorbed	tombstone:absorbed					Office REIT Recovery & Re-Rating	absorbed
186	2026-07-22	Automotive Components & Tire Suppliers	Automotive Components & Tire Suppliers	GT|ADNT	grind	scan	0				0.490	0.510	False	False	2026-07-29	7	80.850	0.500	1.000	1.000	0.000	0.500	dissolved		69.750	0.500	0.328	coh-fell		dissolved
187	2026-07-22	Containerboard & Corrugated Packaging Producers	Containerboard & Corrugated Packaging Producers	IP|PKG|SW	grind	scan	0				0.913	0.858	True	False	2026-09-02	42	59.300	0.000	1.000	0.667	0.000	0.667								
188	2026-07-22	Enterprise Server, Storage & Data Infrastructure Hardware	Enterprise Server, Storage & Data Infrastructure Hardware	DELL|HPE|NTAP	grind	scan	0				0.781	0.403	True	True	2026-09-04	44	97.300	1.000	1.000	1.000	0.000	0.000								
189	2026-07-22	Global Steel & Metal Producers Recovery	Global Steel & Metal Producers Recovery	MT|TX|RYZ|CMC	grind	scan	0		0.575	0.262	0.575	0.262	True	True	2026-09-04	44	86.500	0.750	1.000	1.000	0.500	0.250								
190	2026-07-22	IT Distribution & Technology Services Providers	IT Distribution & Technology Services Providers	INGM|EFOR	grind	scan	1	0			0.095	0.016	True	False	2026-08-04	13	96.100	1.000	1.000	1.000	0.500	1.000								
191	2026-07-22	Independent Power Producers & Nuclear Generation	Independent Power Producers & Nuclear Generation	VST|TLN|CEG	grind	scan	0				0.791	0.758	False	False	2026-07-30	8	74.600	0.667	1.000	1.000	0.000	0.000	dissolved		24.350	0.500	0.703	rs<50+coh-fell		dissolved
