theme_date	name	source	stage	score	rs_avg	days_active	parent_theme	tickers
2026-07-29	Property & Casualty Insurance Underwriters	live	Mainstream	69.60	79.10	23		SKWD,ORI,HCI,AXS,AFG,WRB,ALL,ACGL,THG,CB,HIG,TRV,CINF
2026-07-29	Regulated Gas & Electric Distribution Utilities	shadow_promoted	Nascent	35.47	35.47	3		AVA,BKH,NJR,NWE,POR,SR
2026-07-29	Semiconductor Wafer Foundry & Advanced IC Manufacturing	live	Retired	0.00		57		
2026-07-29	Senior & Long-Term Care Healthcare REITs	live	Mainstream	65.80	71.60	12		NHI,OHI,VTR,LTC
2026-07-29	Smart Home Security & Comfort Systems	live	Mainstream	72.00	84.00	5		ALRM,REZI
2026-07-29	SMB & Workforce Business Services Platforms	live	Mainstream	79.20	98.30	17		NSP,LZ
2026-07-29	Specialty Insurance Underwriting & Brokerage	live	Accelerating	70.80	81.70	15		PLMR,RYAN
2026-07-29	Specialty Pharma — Rare Disease & Cardiopulmonary Therapeutics	live	Retired	0.00		2		
2026-07-29	Targeted Protein Degradation Oncology	live	Fading	23.27		16	Clinical-Stage Oncology Biotech	KYMR,GLUE
2026-07-29	Tax Preparation & Consumer Financial Software Platforms	live	Nascent	70.30	80.60	1		HRB,INTU
2026-07-29	Traditional Staffing & Talent Placement Services	live	Mainstream	79.70	99.50	13		RHI,MAN
2026-07-29	Truckload & LTL Freight Carriers	live	Fading	63.90	67.80	15		HUBG,ARCB,RXO,SNDR,TFII,WERN,KNX
2026-07-29	Uniform Rental & Managed Workwear Services	live	Mainstream	76.40	92.80	10		CTAS,VSTS
2026-07-29	U.S. Apparel & Fashion Recovery	live	Mainstream	75.30	90.70	12		CROX,UA,RVLV
2026-07-29	U.S. Apparel & Lifestyle Brand Recovery	live	Fading	57.76		3		VSXY,OXM
2026-07-29	U.S. Domestic Steel Producers	live	Accelerating	71.80	83.50	5		STLD,NUE
2026-07-29	U.S. Passenger Airlines	live	Fading	54.56		15		ALK,LUV,SKYW,UAL,ALGT,DAL
2026-07-29	U.S. Petroleum Refining & Downstream Processing	live	Mainstream	78.30	96.50	20		DINO,PBF,PARR,VLO,MPC,PSX,DK
2026-07-29	U.S. Regional & Mid-Cap Commercial Banks	live	Mainstream	65.80	71.60	20		USB,PNC,UMBF,ZION,FHN,HBAN,RF,WAL,BOKF,SSB,KEY,HWC,WSFS,MTB,CFG,FITB,EWBC,WTFC,TFC
2026-07-29	Wealth Management & Retail Brokerage Platforms	live	Mainstream	73.70	87.40	16		SEIC,SF,AMP,RJF,HOOD,LPLA,SCHW
2026-07-30	AI-Augmented Business Process Outsourcing & IT Services	live	Nascent	70.20	80.30	2		G,EXLS
2026-07-30	AI & Data Center Semiconductor Surge	shadow_promoted	Nascent	27.53	27.53	1		LRCX,SIMO,ARM
2026-07-30	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	live	Accelerating	74.70	89.30	6		AVPT,INTA,AMPL
2026-07-30	Analog & Microcontroller Semiconductors — Automotive & Industrial Cycle Recovery	live	Fading	9.83		1		NXPI,TXN
2026-07-30	Asset Management & Fund Administration Platform Ecosystem	live	Nascent	70.80	81.70	3		SSNC,BX
2026-07-30	Automotive Components & Tire Suppliers	live	Retired	0.00		2		
2026-07-30	B2B Digital Financial Infrastructure & Payment Rails Modernization	live	Mainstream	78.50	97.00	20		PAY,ACIW,QTWO
2026-07-30	B2B Marketing Automation & Customer Engagement SaaS	live	Fading	59.04		9		KVYO,HUBS
2026-07-30	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	31.46		5		CIFR,HUT
2026-07-30	Canadian Big Banks	live	Mainstream	66.20	72.30	9		CM,TD,BNS,RY,BMO
2026-07-30	Casual Dining & Full-Service Restaurant Chain Recovery	live	Nascent	79.50	99.00	2		CAKE,EAT
2026-07-30	China Consumer Internet & Digital Marketplace Platforms	live	Nascent	77.20	94.50	1		ATHM,BZ
2026-07-30	Cinema Exhibition & Premium Large-Format Recovery	live	Nascent	78.10	96.20	1		CNK,IMAX
2026-07-30	Clinical-Stage Oncology Biotech	live	Mainstream	70.20	80.40	6		ELVN,TGTX
2026-07-30	Cloud Contact Center & CCaaS Communication Platforms	live	Nascent	78.80	97.60	1		FIVN,RNG
2026-07-30	Cloud Data Storage & Analytics Infrastructure	live	Mainstream	70.70	81.50	12		BLZE,SNOW
2026-07-30	Cloud Observability & AIOps Monitoring Platforms	live	Accelerating	71.80	83.50	10		DDOG,PD
2026-07-30	Cloud Supply Chain & Warehouse Management Software	live	Accelerating	77.00	94.00	8		SPSC,MANH
2026-07-30	Coastal & Suburban Residential Rental REITs	live	Retired	0.00		12		
2026-07-30	Commercial Real Estate Brokerage & Advisory Services	live	Accelerating	72.70	85.40	10		NMRK,JLL,CBRE
2026-07-30	Consumer Fintech & Digital Credit Platforms	live	Fading	45.76		19		SEZL,DAVE
2026-07-30	Consumer Staples Packaged Food & Snack Brand Recovery	live	Fading	72.60	85.20	2		LW,CAG
2026-07-30	Containerboard & Corrugated Packaging Producers	live	Mainstream	75.50	91.00	7		PKG,IP,SW
2026-07-30	Copper Mining & Production	live	Mainstream	57.80	55.60	6		SCCO,FCX,TGB,HBM
2026-07-30	Corporate Spend, Expense Management & Financial Operations Software	live	Mainstream	77.20	94.40	16		WEX,BILL,NAVN
2026-07-30	Cross-Border & International Payments Processing	live	Fading	60.64		6		EEFT,GPN
2026-07-30	Cruise Line & Ocean Travel Recovery	live	Fading	56.88		3		RCL,NCLH
2026-07-30	Custom AI Silicon & Chip Architecture Licensing	live	Fading	20.58		62		QUIK,MRVL
2026-07-30	Cyber Exposure Management & Vulnerability Assessment	live	Nascent	63.00	66.10	4		TENB,QLYS,RPD
2026-07-30	Defense Precision Components & Mission-Critical Subsystems	live	Fading	46.53		1	Defense Prime Contractors & Aerospace Systems	HXL,FEIM
2026-07-30	Defense Prime Contractors & Aerospace Systems	live	Fading	9.83		1		LMT,RTX
2026-07-30	Department Store Retail Recovery	live	Nascent	71.70	83.30	4		DDS,KSS
2026-07-30	Dermatology & Atopic Immunology Biologics	live	Nascent	77.20	94.40	2		APGE,FBRX
2026-07-30	Digital Payments Processing & Merchant Acquiring Networks	live	Accelerating	75.50	91.00	8		PYPL,FOUR
2026-07-30	Enterprise HR & Workforce Management SaaS	live	Mainstream	77.00	94.00	11		WDAY,ALIT,PCTY
2026-07-30	Enterprise Server, Storage & Data Infrastructure Hardware	live	Fading	70.60	81.20	5		DELL,NTAP,HPE,STX
2026-07-30	European Bank Stocks	live	Nascent	74.00	88.00	28		ING,LYG,BBVA,BCS,SAN,NWG
2026-07-30	Financial Compliance & Regulatory Reporting SaaS	live	Fading	59.04		3		DFIN,WK
2026-07-30	For-Profit Education & Career Training Providers	live	Fading	3.87		1		CVSA,STRA
2026-07-30	Franchise Auto Dealership Groups	live	Mainstream	77.40	94.80	17		ABG,SAH,PAG
2026-07-30	Global Crude & Product Tanker Fleet Operators	live	Mainstream	73.70	87.30	10		DHT,FRO,TRMD,NAT,TNK,INSW
2026-07-30	Global Steel & Metal Producers Recovery	live	Nascent	70.40	80.80	5		MT,TX
2026-07-30	Hospital & Behavioral Health Facility Procedure Volume Recovery	live	Fading	19.83		1		UHS,THC
2026-07-30	Hotel REIT Recovery & Re-Rating	live	Nascent	71.90	83.80	4		RLJ,XHR
2026-07-30	Independent Power Producers & Nuclear Generation	live	Fading	22.28		2		VST,CEG
2026-07-30	Industrial Construction Execution & On-Site Supply Chain	live	Fading	67.50	75.00	3		TPC,DNOW,SUNB,RYZ
2026-07-30	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	live	Accelerating	68.20	76.40	6		IEX,KAI,DCI,FELE,IR
2026-07-30	Industrial & Logistics REITs	live	Fading	40.77		14		FR,EGP,STAG,TRNO
2026-07-30	Inflammatory Disease & Immunology Biologics	live	Mainstream	77.90	95.80	51		SYRE,ORKA
2026-07-30	Insurance Brokerage & Distribution Services	live	Accelerating	68.50	77.00	17		AJG,AON,BRO
2026-07-30	Investment Research & Financial Analytics Data Platforms	live	Fading	57.28		1		MORN,IT
2026-07-30	IT Distribution & Technology Services Providers	live	Mainstream	76.00	92.10	7		EFOR,INGM
2026-07-30	Korean Financial Sector Recovery	live	Fading	29.37		3		SHG,KB
2026-07-30	Life Insurance & Annuity Providers	live	Mainstream	75.50	91.00	24		PRU,UNM,PFG,MET
2026-07-30	Life Science Tools & Analytical Instruments	live	Mainstream	72.00	83.90	15		WAT,MTD,TMO
2026-07-30	Medical Device Mean-Reversion & Rotation Recovery	live	Mainstream	77.70	95.40	9		XRAY,TNDM,CNMD,INSP
2026-07-30	Molecular Diagnostics & DNA-Based Genetic Testing	live	Fading	58.24		14		BLLN,QGEN
2026-07-30	Multifamily Apartment REITs	live	Retired	0.00		10		
2026-07-30	Network Security & Zero-Trust Edge	live	Fading	68.90	77.70	48		VRNS,FTNT,PANW,OKTA,CRWD,RBRK,NET,CVLT
2026-07-30	Office REIT Recovery & Re-Rating	live	Mainstream	77.10	94.20	19		BXP,SLG,HIW,CDP
2026-07-30	Online Insurance Comparison & Digital Marketplace Platforms	live	Nascent	73.50	87.00	14		EVER,MAX
2026-07-30	Open-Air & Strip Mall Retail REITs	live	Mainstream	62.50	65.00	14		KRG,FRT,KIM,SKT,BRX,REG,PECO,UE
2026-07-30	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	live	Mainstream	75.80	91.70	24		XERS,PTGX,MBX,CORT
2026-07-30	Powersports & Recreational Vehicle Manufacturers	live	Fading	30.27		3		PII,HOG
2026-07-30	Precious Metals Miners & Royalty Streamers	live	Fading	12.29		3		EGO,FSM
2026-07-30	Precious Metals Royalty & Streaming Companies	live	Fading	12.29		1	Precious Metals Miners & Royalty Streamers	FNV,RGLD
2026-07-30	Private Mortgage Insurance	live	Mainstream	70.10	80.10	24		ESNT,NMIH,MTG,RDN
2026-07-30	Professional Advisory & Business Services	live	Nascent	78.20	96.40	14		CRAI,CBZ
2026-07-30	Property & Casualty Insurance Underwriters	live	Mainstream	68.10	76.10	24		HCI,CB,CINF,HIG,ORI,AFG,ACGL,SKWD,ALL,TRV,THG,AXS,WRB
2026-07-30	Regulated Gas & Electric Distribution Utilities	live	Retired	0.00		4		
2026-07-30	Senior & Long-Term Care Healthcare REITs	live	Mainstream	60.00	60.00	13		OHI,VTR,LTC,NHI
2026-07-30	Smart Home Security & Comfort Systems	live	Mainstream	70.20	80.30	6		ALRM,REZI
2026-07-30	SMB & Workforce Business Services Platforms	live	Mainstream	78.50	97.10	18		LZ,NSP
2026-07-30	Specialty Insurance Underwriting & Brokerage	live	Fading	56.64		15		PLMR,RYAN
2026-07-30	Specialty Pharma — Rare Disease & Cardiopulmonary Therapeutics	live	Nascent	79.00	98.00	3		KNSA,LQDA
2026-07-30	Targeted Protein Degradation Oncology	live	Retired	0.00		17		
2026-07-30	Tax Preparation & Consumer Financial Software Platforms	live	Fading	56.24		1		HRB,INTU
2026-07-30	Traditional Staffing & Talent Placement Services	live	Mainstream	79.40	98.80	14		MAN,RHI
2026-07-30	Truckload & LTL Freight Carriers	live	Fading	51.12		15		HUBG,ARCB,SNDR,TFII,KNX
2026-07-30	Uniform Rental & Managed Workwear Services	live	Mainstream	74.40	88.80	11		CTAS,VSTS
2026-07-30	U.S. Apparel & Fashion Recovery	live	Mainstream	70.90	81.80	13		RVLV,CROX,UA
2026-07-30	U.S. Apparel & Lifestyle Brand Recovery	live	Fading	46.21		3		VSXY,OXM
2026-07-30	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	shadow_promoted	Nascent	70.58	70.58	1		HAS,MAT,SONO,BZ
2026-07-30	U.S. Domestic Steel Producers	live	Accelerating	73.40	86.80	6		NUE,STLD
2026-07-30	U.S. Passenger Airlines	live	Fading	67.80	75.70	15		ALGT,ALK,SKYW,UAL,LUV,DAL
2026-07-30	U.S. Petroleum Refining & Downstream Processing	live	Mainstream	78.90	97.80	21		BKH,DK,VLO,PSX,MPC,PBF,AVA,NWE,PARR,DINO,NJR
2026-07-30	U.S. Regional & Mid-Cap Commercial Banks	live	Mainstream	64.70	69.30	21		UMBF,ZION,SSB,HWC,PNC,TFC,HBAN,MTB,FITB,WSFS,WAL,EWBC,WTFC,BOKF,KEY,RF,USB,CFG,FHN
2026-07-30	Vacation Ownership & Timeshare Resort Recovery	live	Nascent	30.00	0.00	1		HGV,TNL,VAC
2026-07-30	Wealth Management & Retail Brokerage Platforms	live	Mainstream	74.30	88.70	17		HOOD,AMP,SEIC,SF,SCHW,LPLA,RJF
2026-07-31	AI-Augmented Business Process Outsourcing & IT Services	live	Fading	56.16		2		G,EXLS
2026-07-31	AI data center infrastructure buildout	shadow_promoted	Nascent	46.07	46.07	1		BLZE,FLNC,MPWR
2026-07-31	AI & Data Center Semiconductor Surge	live	Retired	0.00		2		
2026-07-31	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	live	Accelerating	76.70	93.40	7		AMPL,AVPT,INTA
2026-07-31	Analog & Microcontroller Semiconductors — Automotive & Industrial Cycle Recovery	live	Retired	0.00		2		
2026-07-31	Asset Management & Fund Administration Platform Ecosystem	live	Nascent	70.10	80.20	4		SSNC,BX
2026-07-31	B2B Digital Financial Infrastructure & Payment Rails Modernization	live	Mainstream	76.50	93.00	21		PAY,ACIW
2026-07-31	B2B Marketing Automation & Customer Engagement SaaS	live	Fading	47.23		9		KVYO,HUBS
2026-07-31	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	25.17		5		CIFR,HUT
2026-07-31	Branded Packaged Food & Consumer Staples Producers	live	Nascent	30.00	0.00	1		CPB,GIS,KHC
2026-07-31	Canadian Big Banks	live	Mainstream	64.30	68.60	10		TD,RY,CM,BNS,BMO
2026-07-31	Casual Dining & Full-Service Restaurant Chain Recovery	live	Nascent	79.60	99.20	3		EAT,CAKE
2026-07-31	China Consumer Internet & Digital Marketplace Platforms	live	Nascent	77.60	95.20	2		BZ,ATHM
2026-07-31	Cinema Exhibition & Premium Large-Format Recovery	live	Nascent	77.90	95.80	2		IMAX,CNK
2026-07-31	Clinical-Stage Oncology Biotech	live	Mainstream	71.50	83.00	7		ELVN,TGTX
2026-07-31	Cloud Contact Center & CCaaS Communication Platforms	live	Nascent	78.10	96.20	2		FIVN,RNG
2026-07-31	Cloud Data Storage & Analytics Infrastructure	live	Mainstream	70.70	81.30	13		SNOW,BLZE
2026-07-31	Cloud Observability & AIOps Monitoring Platforms	live	Accelerating	71.80	83.70	11		PD,DDOG
2026-07-31	Cloud Supply Chain & Warehouse Management Software	live	Accelerating	78.90	97.80	9		SPSC,MANH
2026-07-31	Commercial Real Estate Brokerage & Advisory Services	live	Accelerating	72.20	84.50	11		NMRK,JLL,CBRE
2026-07-31	Consumer Fintech & Digital Credit Platforms	live	Fading	36.61		19		SEZL,DAVE
2026-07-31	Consumer Staples Packaged Food & Snack Brand Recovery	live	Fading	58.08		2		LW,CAG
2026-07-31	Containerboard & Corrugated Packaging Producers	live	Mainstream	71.70	83.30	8		PKG,IP,SW
2026-07-31	Copper Mining & Production	live	Fading	46.24		6		SCCO,FCX,HBM
2026-07-31	Corporate Spend, Expense Management & Financial Operations Software	live	Mainstream	76.80	93.60	17		WEX,NAVN,BILL
2026-07-31	Cross-Border & International Payments Processing	live	Retired	0.00		7		
2026-07-31	Cruise Line & Ocean Travel Recovery	live	Fading	45.50		3		RCL,NCLH
2026-07-31	Custom AI Silicon & Chip Architecture Licensing	live	Retired	0.00		63		
2026-07-31	Cyber Exposure Management & Vulnerability Assessment	live	Mainstream	64.00	68.00	5		RPD,QLYS,TENB
2026-07-31	Defense Precision Components & Mission-Critical Subsystems	live	Fading	37.22		1		HXL,FEIM
2026-07-31	Defense Prime Contractors & Aerospace Systems	live	Retired	0.00		2		
2026-07-31	Department Store Retail Recovery	live	Nascent	70.50	81.10	5		DDS,KSS
2026-07-31	Dermatology & Atopic Immunology Biologics	live	Nascent	77.10	94.20	3		APGE,FBRX
2026-07-31	Digital Payments Processing & Merchant Acquiring Networks	live	Accelerating	74.60	89.20	9		PYPL,FOUR
2026-07-31	Domestic Steel Producers	live	Accelerating	72.40	84.80	10		STLD,NUE
2026-07-31	Enterprise HR & Workforce Management SaaS	live	Mainstream	76.20	92.30	12		WDAY,PCTY,ALIT
2026-07-31	Enterprise Server, Storage & Data Infrastructure Hardware	live	Fading	56.48		5		DELL,NTAP,HPE,STX
2026-07-31	European Bank Stocks	live	Mainstream	74.10	88.30	29		LYG,ING,BBVA,SAN,BCS,NWG
2026-07-31	Family Dining & Quick-Service Restaurant Chain Recovery	live	Nascent	79.20	98.30	1		CBRL,JACK
2026-07-31	Financial Compliance & Regulatory Reporting SaaS	live	Fading	47.23		3		DFIN,WK
2026-07-31	For-Profit Education & Career Training Providers	live	Retired	0.00		2		
2026-07-31	For-Profit & Vocational Post-Secondary Education Operators	live	Nascent	47.50	35.10	1		LAUR,LINC,LOPE,PRDO,STRA,UTI
2026-07-31	Franchise Auto Dealership Groups	live	Mainstream	76.70	93.30	18		SAH,ABG,PAG
2026-07-31	Global Crude & Product Tanker Fleet Operators	live	Mainstream	71.40	82.80	11		INSW,TNK,TRMD,FRO,NAT,DHT
2026-07-31	Global Steel & Metal Producers Recovery	live	Fading	56.32		5		MT,TX
2026-07-31	Hospital & Behavioral Health Facility Procedure Volume Recovery	live	Fading	71.70	83.30	1		THC,UHS
2026-07-31	Hotel REIT Recovery & Re-Rating	live	Nascent	75.00	90.00	5		XHR,RLJ
2026-07-31	Independent Power Producers & Nuclear Generation	live	Retired	0.00		3		
2026-07-31	Industrial Construction Execution & On-Site Supply Chain	live	Mainstream	70.80	81.50	4		DNOW,TPC,RYZ
2026-07-31	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	live	Mainstream	67.70	75.30	7		FELE,IR,DCI,KAI,IEX
2026-07-31	Industrial HVAC, Plumbing & Fabricated Copper Products	live	Nascent	73.10	86.20	1		CSW,MLI
2026-07-31	Industrial & Logistics REITs	live	Fading	32.61		14		FR,EGP,STAG,TRNO
2026-07-31	Inflammatory Disease & Immunology Biologics	live	Mainstream	77.00	94.00	52		ORKA,SYRE
2026-07-31	Insurance Brokerage & Distribution Services	live	Mainstream	66.50	73.00	18		BRO,AJG,AON
2026-07-31	Investment Research & Financial Analytics Data Platforms	live	Retired	0.00		2		
2026-07-31	IT Distribution & Technology Services Providers	live	Fading	60.80		7		EFOR,INGM
2026-07-31	Korean Financial Sector Recovery	live	Fading	23.49		3		SHG,KB
2026-07-31	Life Insurance & Annuity Providers	live	Mainstream	74.90	89.80	25		UNM,PFG,PRU,MET
2026-07-31	Life Science Tools & Analytical Instruments	live	Mainstream	73.70	87.30	16		TMO,WAT,MTD
2026-07-31	Medical Device Mean-Reversion & Rotation Recovery	live	Mainstream	76.50	93.00	10		TNDM,INSP,CNMD,XRAY
2026-07-31	Molecular Diagnostics & DNA-Based Genetic Testing	live	Fading	46.59		14		BLLN,QGEN
2026-07-31	Network Security & Zero-Trust Edge	live	Fading	74.20	88.40	48		FTNT,VRNS,CRWD,RBRK,CVLT,OKTA,NET,PANW
2026-07-31	Office REIT Recovery & Re-Rating	live	Mainstream	76.20	92.40	20		BXP,HIW,CDP,SLG
2026-07-31	Online Insurance Comparison & Digital Marketplace Platforms	live	Fading	58.80		14		EVER,MAX
2026-07-31	Open-Air & Strip Mall Retail REITs	live	Fading	61.90	63.70	14		KIM,FRT,KRG,PECO,REG,BRX,UE,SKT
2026-07-31	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	live	Mainstream	78.30	96.50	25		PTGX,XERS,CORT,MBX
2026-07-31	Powersports & Recreational Vehicle Manufacturers	live	Fading	24.22		3		PII,HOG
2026-07-31	Precious Metals Miners & Royalty Streamers	live	Fading	9.83		3		EGO,FSM
2026-07-31	Precious Metals Royalty & Streaming Companies	live	Fading	9.83		1	Precious Metals Miners & Royalty Streamers	FNV,RGLD
2026-07-31	Private Mortgage Insurance	live	Mainstream	71.60	83.10	25		RDN,NMIH,ESNT,MTG
2026-07-31	Professional Advisory & Business Services	live	Mainstream	77.80	95.50	15		CRAI,CBZ
2026-07-31	Property & Casualty Insurance Underwriters	live	Mainstream	66.80	73.60	25		ALL,TRV,AFG,WRB,ACGL,AXS,HCI,CINF,SKWD,HIG,ORI,THG,CB
2026-07-31	Senior & Long-Term Care Healthcare REITs	live	Fading	64.70	69.30	13		VTR,LTC,OHI,NHI
2026-07-31	Smart Home Security & Comfort Systems	live	Fading	56.16		6		ALRM,REZI
2026-07-31	SMB & Workforce Business Services Platforms	live	Mainstream	78.40	96.80	19		NSP,LZ
2026-07-31	Specialty Insurance Underwriting & Brokerage	live	Fading	45.31		15		PLMR,RYAN
2026-07-31	Specialty Pharma — Rare Disease & Cardiopulmonary Therapeutics	live	Retired	0.00		4		
2026-07-31	Tax Preparation & Consumer Financial Software Platforms	live	Fading	44.99		1		HRB,INTU
2026-07-31	Traditional Staffing & Talent Placement Services	live	Mainstream	79.50	99.00	15		MAN,RHI
2026-07-31	Truckload & LTL Freight Carriers	live	Mainstream	64.20	68.30	16		TFII,ARCB,KNX,SNDR,HUBG
2026-07-31	Uniform Rental & Managed Workwear Services	live	Mainstream	72.50	85.00	12		CTAS,VSTS
2026-07-31	U.S. Apparel & Fashion Recovery	live	Fading	66.50	73.00	13		UA,RVLV,CROX
2026-07-31	U.S. Apparel & Lifestyle Brand Recovery	live	Fading	36.97		3		VSXY,OXM
2026-07-31	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	live	Fading	56.46		1		HAS,MAT
2026-07-31	U.S. Multifamily & Residential Apartment REITs	live	Nascent	30.00	0.00	1		AVB,CPT,EQR,MAA,UDR
2026-07-31	U.S. Passenger Airlines	live	Mainstream	68.20	76.40	16		DAL,ALGT,ALK,LUV,SKYW,UAL
2026-07-31	U.S. Petroleum Refining & Downstream Processing	live	Mainstream	78.40	96.90	22		VLO,PARR,MPC,PBF,DINO,PSX
2026-07-31	U.S. Regional & Mid-Cap Commercial Banks	live	Mainstream	64.80	69.70	22		EWBC,HWC,BOKF,PNC,FITB,USB,RF,FHN,KEY,HBAN,UMBF,CFG,SSB,ZION,WAL,MTB,WSFS,TFC,WTFC
2026-07-31	Vacation Ownership & Timeshare Resort Recovery	live	Fading	24.00		1		TNL,VAC
2026-07-31	Wealth Management & Retail Brokerage Platforms	live	Mainstream	75.30	90.60	18		SF,LPLA,AMP,SEIC,SCHW,RJF
2026-08-03	AI-Augmented Business Process Outsourcing & IT Services	live	Fading	44.93		2		G,EXLS
2026-08-03	AI data center infrastructure buildout	live	Retired	0.00		2		
2026-08-03	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	live	Mainstream	75.20	90.50	8		AVPT,AMPL,INTA
2026-08-03	Alphabet (Google) Platform Re-Rating	shadow_promoted	Nascent	71.20	71.20	1		GOOG,GOOGL,GOOGM,GOOGN
2026-08-03	Asset Management & Fund Administration Platform Ecosystem	live	Nascent	73.30	86.70	5		BX,SSNC
2026-08-03	B2B Digital Financial Infrastructure & Payment Rails Modernization	live	Mainstream	75.20	90.30	22		PAY,ACIW
2026-08-03	B2B Marketing Automation & Customer Engagement SaaS	live	Fading	37.79		9		KVYO,HUBS
2026-08-03	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	72.50	84.90	5		CIFR,HUT
2026-08-03	Branded Packaged Food & Consumer Staples Producers	live	Fading	24.00		1		CPB,GIS,KHC
2026-08-03	Canadian Big Banks	live	Mainstream	63.40	66.90	11		RY,BMO,TD,BNS,CM
2026-08-03	Casual Dining & Full-Service Restaurant Chain Recovery	live	Nascent	79.60	99.20	4		EAT,CAKE
2026-08-03	China Consumer Internet & Digital Marketplace Platforms	live	Nascent	76.50	93.10	3		BZ,ATHM
2026-08-03	Cinema Exhibition & Premium Large-Format Recovery	live	Nascent	78.00	96.00	3		IMAX,CNK
2026-08-03	Clinical-Stage Oncology Biotech	live	Fading	57.20		7		ELVN,TGTX
2026-08-03	Cloud Contact Center & CCaaS Communication Platforms	live	Nascent	77.40	94.80	3		RNG,FIVN
2026-08-03	Cloud Data Storage & Analytics Infrastructure	live	Mainstream	73.20	86.30	14		SNOW,BLZE
2026-08-03	Cloud Observability & AIOps Monitoring Platforms	live	Fading	57.44		11		PD,DDOG
2026-08-03	Cloud Supply Chain & Warehouse Management Software	live	Mainstream	77.60	95.20	10		MANH,SPSC
2026-08-03	Commercial, Office & Home Furniture Retailers and Manufacturers	live	Nascent	79.20	98.50	1		MLKN,HNI,BOBS
2026-08-03	Commercial Real Estate Brokerage & Advisory Services	live	Accelerating	72.90	85.80	12		NMRK,JLL,CBRE
2026-08-03	Consumer Fintech & Digital Credit Platforms	live	Fading	75.00	90.00	19		DAVE,SEZL
2026-08-03	Consumer Staples Packaged Food & Snack Brand Recovery	live	Fading	46.46		2		LW,CAG
2026-08-03	Containerboard & Corrugated Packaging Producers	live	Mainstream	73.50	87.00	9		SW,IP,PKG
2026-08-03	Copper Mining & Production	live	Fading	59.40	58.80	6		FCX,SCCO,HBM
2026-08-03	Corporate Spend, Expense Management & Financial Operations Software	live	Mainstream	76.20	92.40	18		WEX,NAVN,BILL
2026-08-03	Cruise Line & Ocean Travel Recovery	live	Fading	36.40		3		RCL,NCLH
2026-08-03	Cyber Exposure Management & Vulnerability Assessment	live	Mainstream	68.00	76.00	6		RPD,TENB,QLYS
2026-08-03	Defense Electronics & Aerospace Subsystem Suppliers	shadow_promoted	Nascent	77.90	77.90	1		ARXS,MRCY,DFNS,AADX
2026-08-03	Defense Precision Components & Mission-Critical Subsystems	live	Retired	0.00		2		
2026-08-03	Department Store Retail Recovery	live	Mainstream	72.90	85.80	6		KSS,DDS
2026-08-03	Dermatology & Atopic Immunology Biologics	live	Nascent	76.20	92.50	4		APGE,FBRX
2026-08-03	Digital Insurance Distribution & InsurTech Platforms	live	Nascent	79.50	99.00	1		GSHD,LIFE
2026-08-03	Digital Payments Processing & Merchant Acquiring Networks	live	Accelerating	76.20	92.30	10		FOUR,PYPL
2026-08-03	Domestic Steel Producers	live	Retired	0.00		11	U.S. Domestic Steel Producers	
2026-08-03	Electrical Infrastructure Products & Systems Installation	live	Nascent	77.00	93.90	1		ATKR,IESC
2026-08-03	Enterprise HR & Workforce Management SaaS	live	Mainstream	73.40	86.80	13		PCTY,ALIT,WDAY
2026-08-03	Enterprise Server, Storage & Data Infrastructure Hardware	live	Mainstream	73.10	86.20	6		HPE,STX,NTAP,DELL
2026-08-03	European Bank Stocks	live	Accelerating	75.50	91.00	30		LYG,NWG,ING,BCS,SAN,BBVA
2026-08-03	Family Dining & Quick-Service Restaurant Chain Recovery	live	Nascent	78.70	97.50	2		CBRL,JACK
2026-08-03	Financial Compliance & Regulatory Reporting SaaS	live	Fading	37.79		3		DFIN,WK
2026-08-03	For-Profit & Vocational Post-Secondary Education Operators	live	Fading	38.00		1		LAUR,STRA
2026-08-03	Franchise Auto Dealership Groups	live	Mainstream	75.20	90.50	19		ABG,PAG,SAH
2026-08-03	Global Crude & Product Tanker Fleet Operators	live	Mainstream	71.30	82.50	12		INSW,TNK,FRO,DHT,TRMD,NAT
2026-08-03	Global Steel & Metal Producers Recovery	live	Fading	45.06		5		MT,TX
2026-08-03	Gold & Precious Metals Miners Rotation	live	Nascent	52.50	45.10	1		SBSW,KGC,NEM,GFI,IAG,AU,EGO,PAAS,HL,EXK,FSM,CDE,AGI,CGAU,HYMC,SSRM,PPTA,AG
2026-08-03	Hospital & Behavioral Health Facility Procedure Volume Recovery	live	Accelerating	71.90	83.80	2		THC,UHS
2026-08-03	Hotel REIT Recovery & Re-Rating	live	Mainstream	73.80	87.70	6		RLJ,XHR
