set	ticker	trade_date	cap_gap	split_gap	raw_gap	artifact	art_reason	n_min_bars	prev_close	prev_volume	status_0931	reason_0931	entered_0931	entry_px_0931	stop_0931	target_0931	realized_r_0931	mark_r_0931	final_0931	partial_0931	sess_abst_0931	status_0936	reason_0936	entered_0936	entry_px_0936	stop_0936	target_0936	realized_r_0936	mark_r_0936	final_0936	partial_0936	sess_abst_0936	set2	raw_pc	raw_pv	tick_bound	inwin	sustain
MIN_PREV_CLOSE	WKSP	2026-06-22	36.87	36.87	36.87	False		388	0.7379	205979011.0	settled		True	1.04	0.8999999999999999	1.1800000000000002	-1.0		stop_hit	False	0	settled		True	1.04	0.8999999999999999	1.1800000000000002	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	0.7379	207077984.0	False	45.00609838731535	True
gap_floor_5_6	WYFI	2026-06-22	5.65	5.65	5.65	False		390	38.49	3973721.0	settled		True	41.5	38.44	44.56	0.10021786492374737		stop_hit	True	0	settled		True	41.5	38.44	44.56	0.10021786492374737		stop_hit	True	0	gap_floor_5_6	38.49	4053527.0	False	7.820213042348655	False
MIN_PREV_CLOSE	ADTX	2026-06-23	19.27	19.27	19.27	False		390	0.0192	2815559713.0	settled		True	0.0239	0.019099999999999995	0.028700000000000007	0.3333333333333333		stop_hit	True	0	settled		True	0.0239	0.019099999999999995	0.028700000000000007	0.3333333333333333		stop_hit	True	0	MIN_PREV_CLOSE	0.0192	3093316512.0	True	33.33333333333334	True
MIN_PREV_CLOSE	ATLN	2026-06-23	168.3	168.3	168.3	False		366	0.4398	2001819.0	settled		True	1.3	1.0399999999999998	1.5600000000000003	-1.0		stop_hit	False	0	abstain	entry_window_gaps:5_of_24	False		1.0399999999999998					False	0	MIN_PREV_CLOSE	0.4398	2017076.0	False	202.41018644838562	True
MIN_PREV_DAY_VOLUME	AXIL	2026-06-23	9.15	9.15	9.15	False		13	5.52	8752.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_DAY_VOLUME	5.52	8790.0	False		
MIN_PREV_CLOSE	BOLD	2026-06-23	71.43	71.43	71.43	False		390	1.4	170174.0	settled		True	2.41	2.3099999999999996	2.5100000000000007	-1.0		stop_hit	False	0	settled		True	2.41	2.3099999999999996	2.5100000000000007	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	1.4	171279.0	False	75.71428571428572	True
gap_floor_6_7	BYAH	2026-06-23	6.67	6.67	6.67	False		233	10.8	86632.0	abstain	entry_window_gaps:3_of_29	False		1.3418					False	0	abstain	entry_window_gaps:3_of_24	False		1.3418					False	0	MIN_PREV_CLOSE	1.35	693098.0	False	6.666666666666671	False
MIN_PREV_CLOSE	CIIT	2026-06-23	68.48	68.47	68.47	False		390	4.9	4381119.0	no_entry	never_crossed_orb_high	False		0.7944000000000001					False	0	no_entry	never_crossed_orb_high	False		0.7944000000000001					False	0	MIN_PREV_CLOSE	0.49	43811203.0	False	68.48979591836735	True
MIN_PREV_CLOSE	GITS	2026-06-23	21.52	21.52	21.52	False		389	1.51	104616.0	settled		True	1.95	1.72	2.1799999999999997	0.33333333333333304		stop_hit	True	0	settled		True	1.97	1.72	2.24	0.3600000000000003		stop_hit	True	0	MIN_PREV_CLOSE	1.51	106271.0	False	58.94039735099338	True
gap_floor_6_7	GRRR	2026-06-23	6.36	6.36	6.36	False		378	16.52	1521112.0	settled		True	17.9499	17.110100000000003	18.789699999999996	-1.0		stop_hit	False	0	settled		True	17.9499	17.110100000000003	18.789699999999996	-1.0		stop_hit	False	0	gap_floor_6_7	16.52	1530766.0	False	8.65556900726392	False
MIN_PREV_CLOSE	GWH	2026-06-23	9.05	9.05	9.05	False		282	0.7401	403882.0	settled		True	0.8199	0.7561000000000001	0.8836999999999998	0.3333333333333333		stop_hit	True	0	settled		True	0.84	0.7561000000000001	0.9439999999999998	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	0.7401	408056.0	True	17.55168220510741	True
MIN_PREV_CLOSE	HSCS	2026-06-23	53.67	53.67	53.67	False		390	1.77	16861.0	settled		True	2.83	2.41	3.25	0.33333333333333337		stop_hit	True	0	settled		True	2.83	2.41	3.25	0.33333333333333337		stop_hit	True	0	MIN_PREV_CLOSE	1.77	41121.0	False	95.48022598870057	True
gap_floor_7_8	LOVE	2026-06-23	7.5	7.5	7.5	False		168	14.0	280891.0	settled		True	15.26	14.639999999999999	15.88	-1.0		stop_hit	False	0	settled		True	15.26	14.639999999999999	15.88	-1.0		stop_hit	False	0	gap_floor_7_8	14.0	285001.0	False	9.214285714285708	False
MIN_PREV_DAY_VOLUME	MGN	2026-06-23	12.5	12.5	12.5	False		390	5.312	15097.0	settled		True	0.151	0.1342	0.16779999999999998	0.3333333333333333		stop_hit	True	0	settled		True	0.151	0.1342	0.16779999999999998	0.3333333333333333		stop_hit	True	0	MIN_PREV_CLOSE	0.1328	603886.0	True	25.07530120481927	True
gap_floor_5_6	MORN	2026-06-23	5.7	5.7	5.7	False		267	153.41	496308.0	abstain	entry_window_gaps:8_of_29	False		153.14000000000001					False	0	abstain	entry_window_gaps:6_of_24	False		153.14000000000001					False	0	gap_floor_5_6	153.41	497288.0	False	5.697151424287867	False
unclassified_security_type	NIMU	2026-06-23	13.79			True	no_daily	0	10.875	500.0	excluded_artifact	no_daily										excluded_artifact	no_daily										artifact_or_otc			False		
MIN_PREV_CLOSE	NXB	2026-06-23	16.34	16.34	16.34	False		19	2.02	24012.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	2.02	24329.0	False		
MIN_PREV_CLOSE	ORIS	2026-06-23	32.64	32.64	32.64	False		351	2.42	68843.0	no_entry	never_crossed_orb_high	False		2.85					False	0	no_entry	never_crossed_orb_high	False		2.85					False	0	MIN_PREV_CLOSE	2.42	603329.0	False	38.429752066115725	True
MIN_PREV_CLOSE	RDGT	2026-06-23	62.04	62.04	62.04	False		386	1.37	99324.0	settled		True	2.5	1.8399999999999999	3.16	-1.0		stop_hit	False	0	settled		True	2.52	1.8399999999999999	3.22	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	1.37	107002.0	False	124.81021897810217	True
MIN_PREV_CLOSE	TELA	2026-06-23	9.32	9.32	9.32	False		78	0.805	57456.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	0.805	57562.0	False		
MIN_PREV_CLOSE	VTAK	2026-06-23	31.08	31.08	31.08	False		389	0.8697	12831259.0	settled		True	1.14	0.9400000000000002	1.3399999999999996	-1.0		stop_hit	False	0	settled		True	1.14	0.9400000000000002	1.3399999999999996	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	0.8697	32429970.0	False	33.379326204438314	True
MIN_PREV_CLOSE	WORX	2026-06-23	20.91	0.0	0.0	True	split_gap 0.0 vs capture 20.9	0	3.84	451.0	excluded_artifact	split_gap 0.0 vs capture 20.9										excluded_artifact	split_gap 0.0 vs capture 20.9										artifact_or_otc	1.06	0.0	False		
MIN_PREV_CLOSE	YMAT	2026-06-23	11.17	11.17	11.17	False		388	2.847	131788.0	settled		True	0.633	0.5918000000000001	0.6741999999999999	0.3333333333333333		stop_hit	True	0	settled		True	0.633	0.5918000000000001	0.6741999999999999	0.3333333333333333		stop_hit	True	0	MIN_PREV_CLOSE	0.5694	658948.0	True	16.1749209694415	True
MIN_PREV_DAY_VOLUME	AFJK	2026-06-24	16.76	16.76	16.76	False		28	30.9	13928.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_DAY_VOLUME	30.9	14010.0	False	49.35275080906149	True
gap_floor_6_7	AMWL	2026-06-24	6.0	6.0	6.0	False		58	8.33	68754.0	abstain	entry_window_gaps:19_of_29	False		8.45					False	0	abstain	entry_window_gaps:14_of_24	False		8.45					False	0	gap_floor_6_7	8.33	68772.0	False	8.043217286914768	False
MIN_PREV_DAY_VOLUME	APUS	2026-06-24	11.24	11.24	11.24	False		39	8.9	3797.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	0.89	37975.0	False	11.235955056179776	False
MIN_PREV_CLOSE	BNC	2026-06-24	11.89	11.89	11.89	False		355	2.27	422620.0	settled		True	2.64	2.44	2.8400000000000003	-1.0		stop_hit	False	0	settled		True	2.64	2.44	2.8400000000000003	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	2.27	438398.0	False	21.145374449339215	True
gap_floor_5_6	BTDR	2026-06-24	5.46	5.46	5.46	False		390	17.23	8594982.0	settled		True	18.18	17.2202	19.1398	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		17.2202					False	0	gap_floor_5_6	17.23	8752625.0	False	8.241439349970975	False
MIN_PREV_CLOSE	BTOC	2026-06-24	10.93	10.93	10.93	False		34	0.2882	89513.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	0.2882	90649.0	False		
MIN_PREV_DAY_VOLUME	CCXI	2026-06-24	21.31	21.31	21.31	False		390	10.4199	11190.0	no_trade	setup:stop_too_wide: 0.23 > 1.5x ATR 0.10	False							False	0	no_trade	setup:stop_too_wide: 0.23 > 1.5x ATR 0.10	False							False	0	MIN_PREV_DAY_VOLUME	10.4199	11191.0	False	29.463814432000305	True
gap_floor_9to10_admitted_now	CNXU	2026-06-24	9.67	9.67	9.67	False		57	10.55	51155.0	settled		True	11.63	10.989999999999998	12.330000000000004	-1.2031249999999976		stop_hit	False	0	settled		True	11.63	10.989999999999998	12.330000000000004	-1.2031249999999976		stop_hit	False	0	gap_floor_9to10_admitted_now	10.55	51575.0	False	10.857819905213262	False
MIN_PREV_CLOSE	CUPR	2026-06-24	38.32	38.32	38.32	False		385	3.94	66673.0	settled		True	5.55	5.088	6.012	0.33333333333333337		stop_hit	True	0	settled		True	5.55	5.088	6.012	0.33333333333333337		stop_hit	True	0	MIN_PREV_CLOSE	3.94	68540.0	False	49.492385786802004	True
gap_floor_7_8	DAKT	2026-06-24	7.66	7.66	7.66	False		350	20.11	478254.0	settled		True	21.65	19.5	23.799999999999997	-1.0		stop_hit	False	0	abstain	entry_window_gaps:1_of_24	False		19.5					False	0	gap_floor_7_8	20.11	479120.0	False	7.657881650919933	False
MIN_PREV_CLOSE	EHGO	2026-06-24	17.25	17.25	17.25	False		386	4.0	5792665.0	settled		True	5.0999	4.2003	5.999499999999999	0.33333333333333337		stop_hit	True	0	settled		True	5.0999	4.2003	5.999499999999999	0.33333333333333337		stop_hit	True	0	MIN_PREV_CLOSE	4.0	5838323.0	False	27.497500000000002	True
MIN_PREV_CLOSE	FRTT	2026-06-24	77.42	77.42	77.42	False		390	1.77	20471.0	settled		True	3.7	2.4402	4.9598	-1.0		stop_hit	False	0	settled		True	3.7	2.4402	4.9598	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	1.77	20475.0	False	121.46327683615817	True
MIN_PREV_CLOSE	GDTC	2026-06-24	17.82	17.82	17.82	False		20	1.01	2030.0	settled		True	1.19	1.0899999999999999	1.29	-1.0		stop_hit	False	0	settled		True	1.19	1.0899999999999999	1.29	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	1.01	2130.0	False	17.821782178217816	True
MIN_PREV_CLOSE	GPUS	2026-06-24	25.11	25.2	25.11	False		390	1.2785	13441777.0	no_entry	never_crossed_orb_high	False		0.3047					False	0	no_entry	never_crossed_orb_high	False		0.3047					False	0	MIN_PREV_CLOSE	0.2557	67208957.0	False	25.107547907704358	True
gap_floor_5_6	LILA	2026-06-24	5.34	5.34	5.34	False		349	5.95	2365381.0	settled		True	6.29	6.15	6.45	3.761904761904771		sma_trail_stop	True	0	settled		True	6.27	6.15	6.389999999999999	4.388888888888917		sma_trail_stop	True	0	gap_floor_5_6	5.95	2427557.0	False	7.226890756302524	False
MIN_PREV_CLOSE	LOOP	2026-06-24	9.69	9.69	9.69	False		27	0.7202	274315.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	0.7202	275042.0	False	9.69175229103027	False
silent_no_row	MGN	2026-06-24	56.7	56.7	56.7	False		390	6.892	7172276.0	no_entry	never_crossed_orb_high	False		0.2613					False	0	no_entry	never_crossed_orb_high	False		0.2613					False	0	MIN_PREV_CLOSE	0.1723	286891088.0	False	60.243760882182244	True
MIN_PREV_CLOSE	MNY	2026-06-24	10.92	10.92	10.92	False		143	1.19	13642.0	no_trade	setup:stop_too_wide: 0.15 > 1.5x ATR 0.08	False							False	0	no_trade	setup:stop_too_wide: 0.15 > 1.5x ATR 0.08	False							False	0	MIN_PREV_CLOSE	1.19	13786.0	False	10.924369747899163	False
MIN_PREV_CLOSE	MODD	2026-06-24	17.25	17.25	17.25	False		179	4.29	77050.0	no_entry	never_crossed_orb_high	False		3.960000000000001					False	0	no_entry	never_crossed_orb_high	False		3.960000000000001					False	0	MIN_PREV_CLOSE	4.29	77062.0	False	18.88111888111888	False
MIN_PREV_CLOSE	PLSM	2026-06-24	206.45	206.45	206.45	False		360	3.41	8680.0	no_trade	setup:stop_too_wide: 1.04 > 1.5x ATR 0.26	False							False	0	no_trade	setup:stop_too_wide: 1.04 > 1.5x ATR 0.26	False							False	0	MIN_PREV_CLOSE	3.41	8681.0	False	280.3519061583578	True
MIN_PREV_CLOSE	QNRX	2026-06-24	31.38	31.38	31.38	False		367	3.25	2791155.0	settled		True	4.31	4.010000000000001	4.6099999999999985	0.3333333333333333		stop_hit	True	0	settled		True	4.31	4.010000000000001	4.6099999999999985	0.3333333333333333		stop_hit	True	0	MIN_PREV_CLOSE	3.25	3750279.0	False	32.61538461538461	True
MIN_PREV_CLOSE	RCT	2026-06-24	26.98	26.98	26.98	False		334	0.63	58313.0	no_trade	setup:stop_too_wide: 0.11 > 1.5x ATR 0.05	False							False	0	no_trade	setup:stop_too_wide: 0.11 > 1.5x ATR 0.05	False							False	0	MIN_PREV_CLOSE	0.63	58317.0	False	27.507936507936506	False
gap_floor_5_6	TEO	2026-06-24	5.3	5.3	5.3	False		321	13.03	736919.0	abstain	entry_window_gaps:13_of_29	False		13.07					False	0	abstain	entry_window_gaps:12_of_24	False		13.07					False	0	gap_floor_5_6	13.03	736939.0	False	5.525709900230254	False
gap_floor_5_6	TLX	2026-06-24	5.88	5.88	5.88	False		125	10.21	270064.0	settled		True	10.86	10.63	11.139999999999997	-1.0		stop_hit	False	0	settled		True	10.86	10.63	11.139999999999997	-1.0		stop_hit	False	0	gap_floor_5_6	10.21	280173.0	False	8.423114593535757	False
unclassified_security_type	UBYH	2026-06-24	3900.0			True	no_daily	0	0.003	100.0	excluded_artifact	no_daily										excluded_artifact	no_daily										artifact_or_otc			False		
MIN_PREV_CLOSE	VTAK	2026-06-24	57.61	57.61	57.61	False		390	0.92	37158383.0	settled		True	1.45	1.3499999999999999	1.55	0.3333333333333333		stop_hit	True	0	settled		True	1.45	1.3499999999999999	1.55	0.3333333333333333		stop_hit	True	0	MIN_PREV_CLOSE	0.92	47049003.0	False	71.73913043478262	True
gap_floor_9to10_admitted_now	ABSI	2026-06-25	9.18	9.18	9.18	False		390	10.075	38129241.0	no_entry	never_crossed_orb_high	False		10.3701					False	0	no_entry	never_crossed_orb_high	False		10.3701					False	0	gap_floor_9to10_admitted_now	10.075	38228055.0	False	11.661538461538484	False
gap_floor_5_6	ACLS	2026-06-25	5.48	5.48	5.48	False		284	168.91	539003.0	settled		True	178.91	176.67999999999998	181.14000000000001	-1.0		stop_hit	False	0	settled		True	178.91	176.67999999999998	181.14000000000001	-1.0		stop_hit	False	0	gap_floor_5_6	168.91	541419.0	False	6.79355869989935	False
gap_floor_5_6	ACMR	2026-06-25	5.48	5.48	5.48	False		366	101.6	1701950.0	no_entry	never_crossed_orb_high	False		105.52					False	0	no_entry	never_crossed_orb_high	False		105.52					False	0	gap_floor_5_6	101.6	1729544.0	False	6.771653543307082	False
gap_floor_7_8	AEHR	2026-06-25	7.77	7.77	7.77	False		355	95.2	1449500.0	no_entry	never_crossed_orb_high	False		96.84					False	0	no_entry	never_crossed_orb_high	False		96.84					False	0	gap_floor_7_8	95.2	1479410.0	False	7.773109243697476	False
gap_floor_5_6	AEIS	2026-06-25	5.36	5.36	5.36	False		370	359.61	903632.0	abstain	entry_window_gaps:1_of_29	False		376.1					False	0	abstain	entry_window_gaps:1_of_24	False		376.1					False	0	gap_floor_5_6	359.61	904112.0	False	5.364144489864017	False
MIN_PREV_DAY_VOLUME	AFJK	2026-06-25	15.38	15.38	15.38	False		10	28.6	26820.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_DAY_VOLUME	28.6	27348.0	False	15.384615384615373	False
gap_floor_5_6	AIBZ	2026-06-25	5.14	5.14	5.14	False		269	8.37	718674.0	settled		True	8.95	8.45	9.45	-1.0		stop_hit	False	0	settled		True	8.95	8.45	9.45	-1.0		stop_hit	False	0	gap_floor_5_6	8.37	725525.0	False	6.929510155316592	False
gap_floor_5_6	ALAB	2026-06-25	5.67	5.67	5.67	False		389	399.92	4027822.0	settled		True	423.8823	412.13970000000006	435.6248999999999	-1.0		stop_hit	False	0	settled		True	424.8	412.13970000000006	438.378	-1.0		stop_hit	False	0	gap_floor_5_6	399.92	4066769.0	False	7.4989997999600035	False
gap_floor_5_6	ALGM	2026-06-25	5.4	5.4	5.4	False		385	55.42	2608085.0	settled		True	58.5	57.58	59.42	-1.0		stop_hit	False	0	settled		True	58.79	57.58	60.29	-1.0		stop_hit	False	0	gap_floor_5_6	55.42	2615044.0	False	6.3334536268495185	False
gap_floor_8_9	AMAT	2026-06-25	8.28	8.28	8.28	False		390	588.97	10531982.0	no_entry	never_crossed_orb_high	False		614.06					False	0	no_entry	never_crossed_orb_high	False		614.06					False	0	gap_floor_8_9	588.97	10733028.0	False	8.538635244579524	False
gap_floor_6_7	AMKR	2026-06-25	6.68	6.68	6.68	False		390	82.76	4354578.0	no_entry	never_crossed_orb_high	False		82.7577					False	0	no_entry	never_crossed_orb_high	False		82.7577					False	0	gap_floor_6_7	82.76	4420492.0	False	6.745166747220878	False
silent_no_row	AOSL	2026-06-25	11.1	11.1	11.1	False		314	41.98	704875.0	no_entry	never_crossed_orb_high	False		44.51					False	0	no_entry	never_crossed_orb_high	False		44.51					False	0	silent_no_row	41.98	709143.0	False	11.314911862791803	True
gap_floor_5_6	ARM	2026-06-25	5.76	5.76	5.76	False		390	359.08	8408515.0	no_entry	never_crossed_orb_high	False		365.23					False	0	no_entry	never_crossed_orb_high	False		365.23					False	0	gap_floor_5_6	359.08	8670889.0	False	5.8176450930155	False
gap_floor_5_6	ASML	2026-06-25	5.26	5.26	5.26	False		390	1762.77	1931853.0	no_entry	never_crossed_orb_high	False		1838.73					False	0	no_entry	never_crossed_orb_high	False		1838.73					False	0	gap_floor_5_6	1762.77	2051336.0	False	5.303017410098889	False
gap_floor_7_8	ASYS	2026-06-25	7.22	7.22	7.22	False		278	19.53	440675.0	settled		True	20.96	20.66	21.28	-1.1999999999999953		stop_hit	False	0	abstain	entry_window_gaps:2_of_24	False		20.66					False	0	gap_floor_7_8	19.53	448251.0	False	8.448540706605215	False
MIN_PREV_CLOSE	AZI	2026-06-25	65.35	65.35	65.35	False		390	1.14	8351861.0	settled		True	1.9	1.8000000000000003	1.9999999999999996	0.3333333333333333		stop_hit	True	0	settled		True	1.9	1.8000000000000003	1.9999999999999996	0.3333333333333333		stop_hit	True	0	MIN_PREV_CLOSE	1.14	23971905.0	False	66.66666666666669	True
gap_floor_5_6	AZUL	2026-06-25	5.89	5.89	5.89	False		59	9.0	76429.0	abstain	entry_window_gaps:27_of_29	False		8.97					False	0	abstain	entry_window_gaps:23_of_24	False		8.97					False	0	gap_floor_5_6	9.0	76431.0	False	5.8888888888888715	False
gap_floor_6_7	BDSX	2026-06-25	6.27	6.27	6.27	False		177	18.67	108605.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	gap_floor_6_7	18.67	108673.0	False	6.266738082485261	False
gap_floor_6_7	BE	2026-06-25	6.16	6.16	6.16	False		390	326.19	10889321.0	settled		True	346.29	342.43	350.15000000000003	0.3333333333333333		stop_hit	True	0	settled		True	346.29	342.43	350.15000000000003	0.3333333333333333		stop_hit	True	0	gap_floor_6_7	326.19	11021998.0	False	7.69183604647597	False
gap_floor_5_6	BOT	2026-06-25	5.64	5.64	5.64	False		251	26.26	616197.0	settled		True	27.8887	27.212500000000002	28.5661	0.3339248742975455		stop_hit	True	0	settled		True	28.03	27.212500000000002	28.990000000000002	-1.0		stop_hit	False	0	gap_floor_5_6	26.26	625055.0	False	9.862909367859857	False
gap_floor_7_8	BRUN	2026-06-25	7.71	7.71	7.71	False		372	34.26	1610958.0	settled		True	37.0	35.92	38.08	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		35.92					False	0	gap_floor_7_8	34.26	1624408.0	False	9.136018680677168	False
gap_floor_5_6	BUUU	2026-06-25	5.12	5.12	5.12	False		39	23.03	70088.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	gap_floor_5_6	23.03	70232.0	False		
gap_floor_7_8	CAMT	2026-06-25	7.57	7.57	7.57	False		238	166.9	581912.0	abstain	entry_window_gaps:4_of_29	False		172.59					False	0	abstain	entry_window_gaps:3_of_24	False		172.59					False	0	gap_floor_7_8	166.9	584131.0	False	7.56740563211504	False
gap_floor_5_6	CEVA	2026-06-25	5.03	5.03	5.03	False		303	45.035	873602.0	no_entry	never_crossed_orb_high	False		47.10000000000001					False	0	no_entry	never_crossed_orb_high	False		47.10000000000001					False	0	gap_floor_5_6	45.035	888653.0	False	5.340290884867343	False
MIN_PREV_CLOSE	CLGN	2026-06-25	15.34	15.34	15.34	False		38	0.3364	28565.0	abstain	entry_window_gaps:22_of_29	False		0.27359999999999995					False	0	abstain	entry_window_gaps:19_of_24	False		0.27359999999999995					False	0	MIN_PREV_CLOSE	0.3364	28586.0	False	15.338882282996451	False
gap_floor_5_6	COHR	2026-06-25	5.78	5.78	5.78	False		390	392.5	4616208.0	settled		True	417.26	400.53999999999996	433.98	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		400.53999999999996					False	0	gap_floor_5_6	392.5	4644766.0	False	6.751592356687894	False
gap_floor_5_6	COHU	2026-06-25	5.07	5.07	5.07	False		373	63.66	1257777.0	settled		True	66.96	64.88000000000001	69.03999999999998	-1.0		stop_hit	False	0	settled		True	67.29	64.88000000000001	70.03000000000002	-1.0		stop_hit	False	0	gap_floor_5_6	63.66	1276357.0	False	7.744266415331452	False
MIN_PREV_CLOSE	CPHI	2026-06-25	12.5	12.5	12.5	False		17	0.64	50361.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	0.64	50375.0	False	12.5	False
gap_floor_7_8	CRDO	2026-06-25	7.26	7.26	7.26	False		390	268.99	6544633.0	settled		True	289.96	280.04	299.87999999999994	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		280.04					False	0	gap_floor_7_8	268.99	6670378.0	False	7.9705565262649	False
MIN_PREV_DAY_VOLUME	DGICB	2026-06-25	16.53	16.53	16.53	False		3	20.33	921.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_DAY_VOLUME	20.33	945.0	False	16.527299557304502	False
MIN_PREV_CLOSE	EHGO	2026-06-25	24.05	24.05	24.05	False		367	3.7	24930840.0	abstain	day0_fill_bar_straddles_stop	True	4.6	4.48	4.719999999999999				False	0	settled		True	4.6	4.48	4.719999999999999	0.3333333333333333		stop_hit	True	0	MIN_PREV_CLOSE	3.7	25129743.0	False	28.378378378378386	True
gap_floor_6_7	ENTG	2026-06-25	6.73	6.73	6.73	False		382	171.46	3227489.0	settled		True	183.25	178.91000000000003	187.58999999999997	-1.0679723502304188		stop_hit	False	0	no_entry	never_crossed_orb_high	False		178.91000000000003					False	0	gap_floor_6_7	171.46	3282706.0	False	7.313659162486871	False
MIN_PREV_CLOSE	FCUV	2026-06-25	36.43	36.43	36.43	False		386	4.42	1011748.0	settled		True	6.12	5.760000000000001	6.4799999999999995	0.3333333333333333		stop_hit	True	0	settled		True	6.12	5.760000000000001	6.4799999999999995	0.3333333333333333		stop_hit	True	0	MIN_PREV_CLOSE	4.42	1059151.0	False	51.13122171945702	True
gap_floor_5_6	FLEX	2026-06-25	5.23	5.23	5.23	False		390	150.72	6379079.0	settled		True	158.62	154.18	163.06	0.2034534534534521		stop_hit	True	0	settled		True	159.41	154.18	165.42999999999998	0.38368387507966817		stop_hit	True	0	gap_floor_5_6	150.72	6826138.0	False	7.547107218683664	False
gap_floor_6_7	FORM	2026-06-25	6.77	6.77	6.77	False		377	141.42	1245682.0	settled		True	152.0	147.89	156.11	-1.0		stop_hit	False	0	settled		True	152.76	147.89	158.39	-1.0		stop_hit	False	0	gap_floor_6_7	141.42	1253479.0	False	9.602602177909773	False
unclassified_security_type	FOXO	2026-06-25	100.0	0.0	0.0	True	split_gap 0.0 vs capture 100.0	0	0.15	2700.0	excluded_artifact	split_gap 0.0 vs capture 100.0										excluded_artifact	split_gap 0.0 vs capture 100.0										artifact_or_otc	0.0922	0.0	False		
gap_floor_7_8	FRMI	2026-06-25	7.26	7.26	7.26	False		390	7.99	14442880.0	no_entry	never_crossed_orb_high	False		8.285000000000002					False	0	no_entry	never_crossed_orb_high	False		8.285000000000002					False	0	gap_floor_7_8	7.99	15040525.0	False	10.32540675844804	False
gap_floor_9to10_admitted_now	FTH	2026-06-25	9.09	9.09	9.09	False		103	24.54	102819.0	settled		True	26.98	26.255000000000003	27.84	-2.0136551724138005		stop_hit	False	0	abstain	entry_window_gaps:15_of_24	False		26.255000000000003					False	0	gap_floor_9to10_admitted_now	24.54	103042.0	False	10.162999185004068	False
MIN_PREV_CLOSE	FTRK	2026-06-25	9.86	9.86	9.86	False		22	0.4187	21670.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	0.4187	21671.0	False		
gap_floor_5_6	GABC	2026-06-25	5.22	5.22	5.22	False		134	46.51	173402.0	no_trade	setup:stop_too_wide: 2.43 > 1.5x ATR 1.04	False							False	0	no_trade	setup:stop_too_wide: 2.43 > 1.5x ATR 1.04	False							False	0	gap_floor_5_6	46.51	173445.0	False	5.224682863900227	False
gap_floor_6_7	GLW	2026-06-25	6.18	6.18	6.18	False		390	205.83	19062246.0	settled		True	221.01	210.17000000000002	231.84999999999997	-1.0		stop_hit	False	0	settled		True	222.12	210.17000000000002	235.18	-1.0		stop_hit	False	0	gap_floor_6_7	205.83	19240860.0	False	9.911091677598009	False
gap_floor_7_8	GLXY	2026-06-25	7.59	7.59	7.59	False		390	28.58	6693816.0	no_entry	never_crossed_orb_high	False		29.110000000000003					False	0	no_entry	never_crossed_orb_high	False		29.110000000000003					False	0	gap_floor_7_8	28.58	6773499.0	False	7.662701189643116	False
gap_floor_5_6	HIMX	2026-06-25	5.34	5.34	5.34	False		381	15.73	2325871.0	no_entry	never_crossed_orb_high	False		15.27					False	0	no_entry	never_crossed_orb_high	False		15.27					False	0	gap_floor_5_6	15.73	2355386.0	False	5.340114431023508	False
MIN_PREV_DAY_VOLUME	HONIV	2026-06-25	15.7	15.7	15.7	False		2	203.01	5838.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_DAY_VOLUME	203.01	5838.0	False		
