ticker,alert_date,scan_date,stage,reason,universe_sources,base_age,runup_pct,flag_depth_pct,pivot_high_date,pivot_high_price,sma_10,sma_20,held_from_stage,score
CTRN,2026-05-28,2026-06-09,WATCH,runup_51% base_7d close_vs_pivot_-19.5%,{rs_1m_80},7,0.5062413314840499,,2026-05-28,54.3,45.592,43.201499999999996,,3
CTRN,2026-05-28,2026-06-10,WATCH,runup_51% base_8d close_vs_pivot_-15.9%,{rs_1m_80},8,0.5062413314840499,,2026-05-28,54.3,45.498000000000005,43.313,,2
CTRN,2026-05-28,2026-06-11,TIGHTENING,range_0.89 vol_0.68,{rs_1m_80},9,0.5062413314840499,,2026-05-28,54.3,45.245,43.6365,,3
CTRN,2026-05-28,2026-06-12,TIGHTENING,runup_51% base_10d close_vs_pivot_-6.7%,"{rs_1m_80,flag_stage_carryforward}",10,0.5062413314840499,,2026-05-28,54.3,45.708,44.024,WATCH,3
CTRN,2026-05-28,2026-06-15,TIGHTENING,runup_51% base_11d close_vs_pivot_+1.7%,"{rs_1m_80,momentum_25pct,flag_stage_carryforward}",11,0.5062413314840499,,2026-05-28,54.3,46.805,44.7165,WATCH,2
CTRN,2026-05-28,2026-06-16,unqualified,base_age_0_below_3,{flag_stage_carryforward},0,,,2026-06-15,55.86,,,,0
CTRN,2026-05-28,2026-06-17,unqualified,base_age_0_below_3,{flag_stage_carryforward},0,,,2026-06-16,58.26,,,,0
CTRN,2026-05-28,2026-06-18,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,flag_stage_carryforward}",1,,,2026-06-16,58.26,,,,0
DLTR,2026-05-28,2026-05-29,unqualified,base_age_0_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-01,unqualified,base_age_1_below_3,"{rs_1m_80,ninem_universe_watch}",1,,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-02,unqualified,base_age_2_below_3,"{rs_1m_80,ninem_universe_watch}",2,,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-03,unqualified,runup_33%_below_50%,"{rs_1m_80,ninem_universe_watch}",3,0.33485559121204633,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-04,unqualified,runup_33%_below_50%,"{rs_1m_80,ninem_universe_watch}",4,0.33485559121204633,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-05,unqualified,runup_33%_below_50%,"{rs_1m_80,ninem_universe_watch}",5,0.33485559121204633,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-08,unqualified,runup_33%_below_50%,"{rs_1m_80,ninem_universe_watch}",6,0.33485559121204633,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-09,unqualified,runup_33%_below_50%,"{rs_1m_80,ninem_universe_watch}",7,0.33485559121204633,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-10,unqualified,runup_33%_below_50%,"{rs_1m_80,ninem_universe_watch}",8,0.33485559121204633,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-11,unqualified,runup_33%_below_50%,"{rs_1m_80,ninem_universe_watch}",9,0.33485559121204633,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-12,unqualified,runup_33%_below_50%,{rs_1m_80},10,0.33485559121204633,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-15,unqualified,runup_33%_below_50%,{rs_1m_80},11,0.33485559121204633,,2026-05-28,114.639,,,,0
DLTR,2026-05-28,2026-06-16,unqualified,runup_36%_below_50%,{rs_1m_80},11,0.36094977713399423,,2026-05-29,116.88,,,,0
DLTR,2026-05-28,2026-06-17,unqualified,runup_36%_below_50%,{rs_1m_80},12,0.36094977713399423,,2026-05-29,116.88,,,,0
DOO,2026-05-28,2026-06-03,unqualified,runup_31%_below_50%,{rs_1m_80},3,0.3077838327117981,,2026-05-28,63.86,,,,0
DOO,2026-05-28,2026-06-04,unqualified,runup_31%_below_50%,{rs_1m_80},4,0.3077838327117981,,2026-05-28,63.86,,,,0
DOO,2026-05-28,2026-06-05,unqualified,runup_31%_below_50%,{rs_1m_80},5,0.3077838327117981,,2026-05-28,63.86,,,,0
DOO,2026-05-28,2026-06-08,unqualified,runup_31%_below_50%,{rs_1m_80},6,0.3077838327117981,,2026-05-28,63.86,,,,0
DOO,2026-05-28,2026-06-09,unqualified,runup_31%_below_50%,{rs_1m_80},7,0.3077838327117981,,2026-05-28,63.86,,,,0
DOO,2026-05-28,2026-06-12,unqualified,runup_31%_below_50%,{rs_1m_80},10,0.3077838327117981,,2026-05-28,63.86,,,,0
DOO,2026-05-28,2026-06-15,unqualified,runup_31%_below_50%,{rs_1m_80},11,0.3077838327117981,,2026-05-28,63.86,,,,0
DPRO,2026-05-28,2026-05-29,unqualified,base_age_0_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-05-28,8.28,,,,0
DPRO,2026-05-28,2026-06-01,unqualified,base_age_1_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-05-28,8.28,,,,0
DPRO,2026-05-28,2026-06-02,unqualified,base_age_2_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-05-28,8.28,,,,0
DPRO,2026-05-28,2026-06-03,INVALIDATED,close_6.99_below_base_low_close_7.47,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",3,0.903448275862069,,2026-05-28,8.28,6.861,6.1240000000000006,,0
DPRO,2026-05-28,2026-06-04,WATCH,runup_90% base_4d close_vs_pivot_-13.9%,"{rs_1m_80,ninem_universe_watch}",4,0.903448275862069,,2026-05-28,8.28,7.026000000000001,6.2095,,2
DPRO,2026-05-28,2026-06-05,INVALIDATED,close_6.26_below_base_low_close_6.99,"{rs_1m_80,ninem_universe_watch}",5,0.903448275862069,,2026-05-28,8.28,7.0280000000000005,6.2615,,0
DPRO,2026-05-28,2026-06-08,WATCH,runup_90% base_6d close_vs_pivot_-22.5%,"{rs_1m_80,ninem_universe_watch}",6,0.903448275862069,,2026-05-28,8.28,7.0280000000000005,6.3085,,2
DPRO,2026-05-28,2026-06-09,INVALIDATED,close_5.98_below_base_low_close_6.26,"{rs_1m_80,ninem_universe_watch}",7,0.903448275862069,,2026-05-28,8.28,6.973999999999999,6.3305,,0
DPRO,2026-05-28,2026-06-10,INVALIDATED,close_5.72_below_base_low_close_5.98,{ninem_universe_watch},8,0.903448275862069,,2026-05-28,8.28,6.8795,6.34725,,0
DPRO,2026-05-28,2026-06-11,TIGHTENING,range_1.00 vol_0.52,{ninem_universe_watch},9,0.903448275862069,,2026-05-28,8.28,6.7515,6.40725,,3
DPRO,2026-05-28,2026-06-12,INVALIDATED,close_6.00_below_sma20_6.43,{flag_stage_carryforward},10,0.903448275862069,,2026-05-28,8.28,6.6045,6.425749999999999,,0
DPRO,2026-05-28,2026-06-15,INVALIDATED,close_5.88_below_sma20_6.45,{flag_stage_carryforward},11,0.903448275862069,,2026-05-28,8.28,6.437,6.453,,0
DPRO,2026-05-28,2026-06-16,INVALIDATED,close_5.71_below_base_low_close_5.72,{flag_stage_carryforward},12,0.903448275862069,,2026-05-28,8.28,6.261,6.475,,0
KSS,2026-05-28,2026-05-29,unqualified,base_age_0_below_3,{ninem_universe_watch},0,,,2026-05-28,16.22,,,,0
KSS,2026-05-28,2026-06-01,unqualified,base_age_1_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-05-28,16.22,,,,0
KSS,2026-05-28,2026-06-02,unqualified,base_age_2_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-05-28,16.22,,,,0
KSS,2026-05-28,2026-06-03,unqualified,runup_43%_below_50%,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",3,0.42530755711775026,,2026-05-28,16.22,,,,0
KSS,2026-05-28,2026-06-04,unqualified,runup_43%_below_50%,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",4,0.42530755711775026,,2026-05-28,16.22,,,,0
KSS,2026-05-28,2026-06-05,unqualified,runup_43%_below_50%,"{rs_1m_80,ninem_universe_watch}",5,0.42530755711775026,,2026-05-28,16.22,,,,0
KSS,2026-05-28,2026-06-08,unqualified,runup_43%_below_50%,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",6,0.42530755711775026,,2026-05-28,16.22,,,,0
KSS,2026-05-28,2026-06-09,unqualified,runup_43%_below_50%,"{rs_1m_80,ninem_universe_watch}",7,0.42530755711775026,,2026-05-28,16.22,,,,0
KSS,2026-05-28,2026-06-10,unqualified,base_age_1_below_3,"{rs_1m_80,ninem_universe_watch}",1,,,2026-06-08,16.475,,,,0
KSS,2026-05-28,2026-06-11,unqualified,base_age_2_below_3,"{rs_1m_80,ninem_universe_watch}",2,,,2026-06-08,16.475,,,,0
KSS,2026-05-28,2026-06-12,unqualified,base_age_0_below_3,{rs_1m_80},0,,,2026-06-11,17.66,,,,0
KSS,2026-05-28,2026-06-15,unqualified,base_age_0_below_3,{rs_1m_80},0,,,2026-06-12,18.12,,,,0
KSS,2026-05-28,2026-06-16,unqualified,base_age_1_below_3,{rs_1m_80},1,,,2026-06-12,18.12,,,,0
KSS,2026-05-28,2026-06-17,unqualified,base_age_2_below_3,{rs_1m_80},2,,,2026-06-12,18.12,,,,0
KSS,2026-05-28,2026-06-18,WATCH,runup_59% base_3d close_vs_pivot_-4.8%,{rs_1m_80},3,0.5922671353251319,,2026-06-12,18.12,16.654,15.535,,1
KTOS,2026-05-28,2026-05-29,unqualified,runup_8%_below_50%,"{rs_1m_80,ninem_universe_watch}",24,0.07759836965041544,,2026-04-23,68.74,,,,0
KTOS,2026-05-28,2026-06-01,unqualified,base_age_1_below_3,"{rs_1m_80,ninem_universe_watch}",1,,,2026-05-28,66.83,,,,0
KTOS,2026-05-28,2026-06-02,unqualified,base_age_2_below_3,"{rs_1m_80,ninem_universe_watch}",2,,,2026-05-28,66.83,,,,0
KTOS,2026-05-28,2026-06-03,unqualified,runup_29%_below_50%,"{rs_1m_80,ninem_universe_watch}",3,0.2936507936507937,,2026-05-28,66.83,,,,0
KTOS,2026-05-28,2026-06-04,unqualified,runup_29%_below_50%,"{rs_1m_80,ninem_universe_watch}",4,0.2936507936507937,,2026-05-28,66.83,,,,0
KTOS,2026-05-28,2026-06-05,unqualified,runup_29%_below_50%,"{rs_1m_80,ninem_universe_watch}",5,0.2936507936507937,,2026-05-28,66.83,,,,0
KTOS,2026-05-28,2026-06-08,unqualified,runup_29%_below_50%,{ninem_universe_watch},6,0.2936507936507937,,2026-05-28,66.83,,,,0
KTOS,2026-05-28,2026-06-09,unqualified,runup_29%_below_50%,{ninem_universe_watch},7,0.2936507936507937,,2026-05-28,66.83,,,,0
KTOS,2026-05-28,2026-06-10,unqualified,runup_29%_below_50%,{ninem_universe_watch},8,0.2936507936507937,,2026-05-28,66.83,,,,0
KTOS,2026-05-28,2026-06-11,unqualified,runup_29%_below_50%,{ninem_universe_watch},9,0.2936507936507937,,2026-05-28,66.83,,,,0
LTRX,2026-05-28,2026-05-29,unqualified,base_age_0_below_3,{rs_1m_80},0,,,2026-05-28,8.75,,,,0
LTRX,2026-05-28,2026-06-01,unqualified,base_age_1_below_3,{rs_1m_80},1,,,2026-05-28,8.75,,,,0
LTRX,2026-05-28,2026-06-02,unqualified,base_age_2_below_3,{rs_1m_80},2,,,2026-05-28,8.75,,,,0
LTRX,2026-05-28,2026-06-03,INVALIDATED,close_7.50_below_base_low_close_7.55,{rs_1m_80},3,0.7605633802816902,,2026-05-28,8.75,7.345000000000001,6.8045,,0
LTRX,2026-05-28,2026-06-04,INVALIDATED,close_7.45_below_base_low_close_7.50,{rs_1m_80},4,0.7605633802816902,,2026-05-28,8.75,7.452,6.838500000000001,,0
PHR,2026-05-28,2026-06-01,unqualified,base_age_1_below_3,{rs_1m_80},1,,,2026-05-28,10.96,,,,0
PHR,2026-05-28,2026-06-04,unqualified,runup_41%_below_50%,{rs_1m_80},4,0.41055341055341077,,2026-05-28,10.96,,,,0
PHR,2026-05-28,2026-06-05,unqualified,runup_41%_below_50%,{rs_1m_80},5,0.41055341055341077,,2026-05-28,10.96,,,,0
RCAT,2026-05-28,2026-05-29,unqualified,base_age_0_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-05-28,15.06,,,,0
RCAT,2026-05-28,2026-06-01,unqualified,base_age_1_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-05-28,15.06,,,,0
RCAT,2026-05-28,2026-06-02,unqualified,base_age_0_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-01,15.79,,,,0
RCAT,2026-05-28,2026-06-03,unqualified,base_age_1_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-01,15.79,,,,0
RCAT,2026-05-28,2026-06-04,unqualified,base_age_2_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-06-01,15.79,,,,0
RCAT,2026-05-28,2026-06-05,INVALIDATED,close_12.68_below_base_low_close_13.79,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",3,0.8898862956313582,,2026-06-01,15.79,12.95,11.311499999999999,,0
RCAT,2026-05-28,2026-06-08,INVALIDATED,close_12.46_below_base_low_close_12.68,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",4,0.8898862956313582,,2026-06-01,15.79,13.255,11.416,,0
RCAT,2026-05-28,2026-06-09,INVALIDATED,close_11.49_below_base_low_close_12.46,"{rs_1m_80,ninem_universe_watch}",5,0.8898862956313582,,2026-06-01,15.79,13.4275,11.42825,,0
RCAT,2026-05-28,2026-06-10,INVALIDATED,close_10.89_below_base_low_close_11.49,"{rs_1m_80,ninem_universe_watch}",6,0.8898862956313582,,2026-06-01,15.79,13.45,11.4215,,0
RCAT,2026-05-28,2026-06-11,WATCH,runup_89% base_7d close_vs_pivot_-23.9%,"{rs_1m_80,ninem_universe_watch}",7,0.8898862956313582,,2026-06-01,15.79,13.235999999999999,11.552,,2
RCAT,2026-05-28,2026-06-12,INVALIDATED,close_11.18_below_sma20_11.62,{rs_1m_80},8,0.8898862956313582,,2026-06-01,15.79,12.904,11.623999999999999,,0
RCAT,2026-05-28,2026-06-15,TIGHTENING,range_0.93 vol_0.61,{rs_1m_80},9,0.8898862956313582,,2026-06-01,15.79,12.617,11.748000000000001,,4
RCAT,2026-05-28,2026-06-16,INVALIDATED,close_10.90_below_sma20_11.85,"{rs_1m_80,flag_stage_carryforward}",10,0.8898862956313582,,2026-06-01,15.79,12.212,11.8465,,0
RCAT,2026-05-28,2026-06-17,INVALIDATED,close_11.20_below_sma20_11.98,{flag_stage_carryforward},11,0.8898862956313582,,2026-06-01,15.79,11.953,11.979,,0
RCAT,2026-05-28,2026-06-18,INVALIDATED,close_11.44_below_sma20_12.10,{flag_stage_carryforward},12,0.8898862956313582,,2026-06-01,15.79,11.623000000000001,12.104,,0
SNOW,2026-05-28,2026-05-29,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-05-28,244.92,,,,0
SNOW,2026-05-28,2026-06-01,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-05-29,256.21,,,,0
SNOW,2026-05-28,2026-06-02,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-01,284.99,,,,0
SNOW,2026-05-28,2026-06-03,unqualified,base_age_1_below_3,"{rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-01,284.99,,,,0
SNOW,2026-05-28,2026-06-04,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-06-01,284.99,,,,0
SNOW,2026-05-28,2026-06-05,INVALIDATED,close_238.26_below_base_low_close_241.28,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",3,1.4090448013524939,,2026-06-01,284.99,228.483,193.38299999999998,,0
SNOW,2026-05-28,2026-06-08,WATCH,runup_141% base_4d close_vs_pivot_-15.6%,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",4,1.4090448013524939,,2026-06-01,284.99,235.308,197.783,,2
SNOW,2026-05-28,2026-06-09,WATCH,runup_141% base_5d close_vs_pivot_-15.9%,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",5,1.4090448013524939,,2026-06-01,284.99,241.51399999999998,202.191,,2
SNOW,2026-05-28,2026-06-10,WATCH,runup_141% base_6d close_vs_pivot_-15.8%,"{rs_top200,rs_1m_80,ninem_universe_watch}",6,1.4090448013524939,,2026-06-01,284.99,247.978,206.587,,3
SNOW,2026-05-28,2026-06-11,WATCH,runup_141% base_7d close_vs_pivot_-15.6%,"{rs_top200,rs_1m_80,ninem_universe_watch}",7,1.4090448013524939,,2026-06-01,284.99,248.09699999999998,210.988,,3
SNOW,2026-05-28,2026-06-12,INVALIDATED,close_232.78_below_base_low_close_238.26,"{rs_top200,rs_1m_80}",8,1.4090448013524939,,2026-06-01,284.99,245.82,215.089,,0
SNOW,2026-05-28,2026-06-15,TIGHTENING,range_1.01 vol_0.70,"{rs_top200,rs_1m_80}",9,1.4090448013524939,,2026-06-01,284.99,241.882,219.2545,,4
SNOW,2026-05-28,2026-06-16,TIGHTENING,runup_141% base_10d close_vs_pivot_-16.4%,"{rs_top200,rs_1m_80,flag_stage_carryforward}",10,1.4090448013524939,,2026-06-01,284.99,239.6,222.95850000000002,WATCH,3
SNOW,2026-05-28,2026-06-17,TIGHTENING,runup_141% base_11d close_vs_pivot_-17.7%,"{rs_top200,rs_1m_80,flag_stage_carryforward}",11,1.4090448013524939,,2026-06-01,284.99,238.92399999999998,226.20700000000002,WATCH,3
SNOW,2026-05-28,2026-06-18,INVALIDATED,close_232.29_below_base_low_close_232.78,{flag_stage_carryforward},12,1.4090448013524939,,2026-06-01,284.99,237.73499999999999,229.473,,0
UMAC,2026-05-28,2026-05-29,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-05-28,32,,,,0
UMAC,2026-05-28,2026-06-01,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-05-28,32,,,,0
UMAC,2026-05-28,2026-06-02,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-05-28,32,,,,0
UMAC,2026-05-28,2026-06-03,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-02,34.36,,,,0
UMAC,2026-05-28,2026-06-04,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-02,34.36,,,,0
UMAC,2026-05-28,2026-06-05,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-06-02,34.36,,,,0
UMAC,2026-05-28,2026-06-08,INVALIDATED,close_25.85_below_base_low_close_26.70,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",3,2.2293233082706765,,2026-06-02,34.36,27.35,21.256,,0
UMAC,2026-05-28,2026-06-09,INVALIDATED,close_23.90_below_base_low_close_25.85,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",4,2.2293233082706765,,2026-06-02,34.36,28.012,21.684,,0
UMAC,2026-05-28,2026-06-10,INVALIDATED,close_22.85_below_base_low_close_23.90,"{rs_top200,rs_1m_80,ninem_universe_watch}",5,2.2293233082706765,,2026-06-02,34.36,28.413999999999998,22.1205,,0
UMAC,2026-05-28,2026-06-11,WATCH,runup_223% base_6d close_vs_pivot_-25.1%,"{rs_top200,rs_1m_80,ninem_universe_watch}",6,2.2293233082706765,,2026-06-02,34.36,28.026,22.658,,2
UMAC,2026-05-28,2026-06-12,WATCH,runup_223% base_7d close_vs_pivot_-28.9%,"{rs_top200,rs_1m_80}",7,2.2293233082706765,,2026-06-02,34.36,27.290999999999997,23.033,,2
UMAC,2026-05-28,2026-06-15,TIGHTENING,range_0.70 vol_0.73,"{rs_top200,rs_1m_80}",8,2.2293233082706765,,2026-06-02,34.36,26.875999999999998,23.4595,,4
UMAC,2026-05-28,2026-06-16,TIGHTENING,range_0.70 vol_0.72,"{rs_top200,rs_1m_80,flag_stage_carryforward}",9,2.2293233082706765,,2026-06-02,34.36,26.054000000000002,23.997,,4
UMAC,2026-05-28,2026-06-17,INVALIDATED,close_24.45_below_sma20_24.54,"{rs_top200,rs_1m_80,flag_stage_carryforward}",10,2.2293233082706765,,2026-06-02,34.36,25.613,24.5365,,0
UMAC,2026-05-28,2026-06-18,INVALIDATED,close_24.98_below_sma20_25.07,{flag_stage_carryforward},11,2.2293233082706765,,2026-06-02,34.36,24.881,25.067,,0
CHA,2026-05-29,2026-06-01,unqualified,base_age_0_below_3,"{rs_1m_80,momentum_25pct}",0,,,2026-05-29,12.96,,,,0
CHA,2026-05-29,2026-06-02,unqualified,base_age_0_below_3,"{rs_1m_80,momentum_25pct}",0,,,2026-06-01,13.4,,,,0
CHA,2026-05-29,2026-06-03,unqualified,base_age_1_below_3,{rs_1m_80},1,,,2026-06-01,13.4,,,,0
CHA,2026-05-29,2026-06-04,unqualified,base_age_2_below_3,{rs_1m_80},2,,,2026-06-01,13.4,,,,0
CHA,2026-05-29,2026-06-05,unqualified,runup_49%_below_50%,{rs_1m_80},3,0.49220489977728277,,2026-06-01,13.4,,,,0
CHA,2026-05-29,2026-06-08,unqualified,runup_49%_below_50%,{rs_1m_80},4,0.49220489977728277,,2026-06-01,13.4,,,,0
CHA,2026-05-29,2026-06-10,unqualified,runup_49%_below_50%,{rs_1m_80},6,0.49220489977728277,,2026-06-01,13.4,,,,0
CHA,2026-05-29,2026-06-11,unqualified,runup_49%_below_50%,{rs_1m_80},7,0.49220489977728277,,2026-06-01,13.4,,,,0
CHA,2026-05-29,2026-06-12,unqualified,runup_49%_below_50%,{rs_1m_80},8,0.49220489977728277,,2026-06-01,13.4,,,,0
CHA,2026-05-29,2026-06-15,unqualified,runup_49%_below_50%,{rs_1m_80},9,0.49220489977728277,,2026-06-01,13.4,,,,0
DELL,2026-05-29,2026-06-01,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,magna53_failed_r3,ninem_universe_watch}",0,,,2026-05-29,429.151,,,,0
DELL,2026-05-29,2026-06-02,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,magna53_failed_r3,ninem_universe_watch}",0,,,2026-06-01,469.47,,,,0
DELL,2026-05-29,2026-06-03,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,magna53_failed_r3,ninem_universe_watch}",1,,,2026-06-01,469.47,,,,0
DELL,2026-05-29,2026-06-04,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,momentum_25pct,magna53_failed_r3,ninem_universe_watch}",2,,,2026-06-01,469.47,,,,0
DELL,2026-05-29,2026-06-05,INVALIDATED,close_394.39_below_base_low_close_421.08,"{rs_top200,rs_1m_80,momentum_25pct,magna53_failed_r3,ninem_universe_watch}",3,2.414451434597622,,2026-06-01,469.47,378.23400000000004,311.5775,,0
DELL,2026-05-29,2026-06-08,WATCH,runup_241% base_4d close_vs_pivot_-14.6%,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",4,2.414451434597622,,2026-06-01,469.47,388.79200000000003,318.59299999999996,,2
DELL,2026-05-29,2026-06-09,INVALIDATED,close_381.78_below_base_low_close_394.39,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",5,2.234378229417844,,2026-06-01,469.47,396.462,325.33000000000004,,0
DELL,2026-05-29,2026-06-10,INVALIDATED,close_369.83_below_base_low_close_381.78,"{rs_top200,rs_1m_80,ninem_universe_watch}",6,2.2030429146482913,,2026-06-01,469.47,402.913,331.8745,,0
DELL,2026-05-29,2026-06-11,WATCH,runup_220% base_7d close_vs_pivot_-16.6%,"{rs_top200,rs_1m_80,ninem_universe_watch}",7,2.2030429146482913,,2026-06-01,469.47,410.35299999999995,339.2535,,2
DELL,2026-05-29,2026-06-12,WATCH,runup_220% base_8d close_vs_pivot_-15.7%,"{rs_top200,rs_1m_80,ninem_universe_watch}",8,2.2030429146482913,,2026-06-01,469.47,407.819,346.6375,,2
DELL,2026-05-29,2026-06-15,TIGHTENING,range_0.94 vol_0.68,"{rs_top200,rs_1m_80}",9,2.2030429146482913,,2026-06-01,469.47,402.13,354.9915,,4
DELL,2026-05-29,2026-06-16,COILED,fresh_2bar 5.3%/atr 9.1% bodies_0.25/0.06,"{rs_top200,rs_1m_80,flag_stage_carryforward}",10,2.2030429146482913,,2026-06-01,469.47,399.00699999999995,363.294,,4
DELL,2026-05-29,2026-06-17,COILED,range_0.92 vol_0.59,"{rs_top200,rs_1m_80,flag_stage_carryforward}",11,2.2030429146482913,,2026-06-01,469.47,398.831,372.49699999999996,TIGHTENING,4
DELL,2026-05-29,2026-06-18,COILED,range_0.92 vol_0.58,"{rs_top200,rs_1m_80,flag_stage_carryforward}",12,2.021625796485808,,2026-06-01,469.47,397.57599999999996,380.82550000000003,TIGHTENING,3
DELL,2026-05-29,2026-06-19,COILED,range_0.92 vol_0.58,{flag_stage_carryforward},12,2.021625796485808,,2026-06-01,469.47,397.57599999999996,380.82550000000003,TIGHTENING,3
HPE,2026-05-29,2026-06-01,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-05-29,44.575,,,,0
HPE,2026-05-29,2026-06-02,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-01,47.97,,,,0
HPE,2026-05-29,2026-06-03,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-02,64.25,,,,0
HPE,2026-05-29,2026-06-04,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-02,64.25,,,,0
HPE,2026-05-29,2026-06-05,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-06-02,64.25,,,,0
HPE,2026-05-29,2026-06-08,WATCH,runup_206% base_3d close_vs_pivot_-22.4%,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",3,2.0558858501783592,,2026-06-02,64.25,46.757,39.946,,1
HPE,2026-05-29,2026-06-09,INVALIDATED,close_48.27_below_base_low_close_49.20,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",4,2.037825059101655,,2026-06-02,64.25,47.778,40.816,,0
HPE,2026-05-29,2026-06-10,INVALIDATED,close_45.49_below_base_low_close_48.27,"{rs_top200,rs_1m_80,ninem_universe_watch}",5,2.037825059101655,,2026-06-02,64.25,48.607,41.58,,0
HPE,2026-05-29,2026-06-11,WATCH,runup_204% base_6d close_vs_pivot_-27.2%,"{rs_top200,rs_1m_80,ninem_universe_watch}",6,2.036389413988658,,2026-06-02,64.25,49.465999999999994,42.316500000000005,,2
HPE,2026-05-29,2026-06-12,WATCH,runup_204% base_7d close_vs_pivot_-25.0%,"{rs_top200,rs_1m_80,ninem_universe_watch}",7,2.036389413988658,,2026-06-02,64.25,49.979,43.0185,,3
HPE,2026-05-29,2026-06-15,WATCH,runup_204% base_8d close_vs_pivot_-23.7%,"{rs_top200,rs_1m_80,ninem_universe_watch}",8,2.036389413988658,,2026-06-02,64.25,50.181,43.814499999999995,,3
