ticker,alert_date,source,skip_reason,skip_category,ep_score,gap_pct,rel_volume,catalyst_quality,open_d0,close_d0,ret_1d,ret_5d,ret_20d,max_high_5d,max_high_20d,scan_time_et,rank_by_gap,projected_vol_multiple,pm_rvol,adv,adv_source,minutes_since_open,filter_reason
EZPW,2026-05-07,scan_filter,outside top-20 gap cap (gap 10.1%),outside_top20,,10.05,0.01,,36.98,32.88,-0.09302325581395343,-0.11357490535424543,,0.003921038399134752,0.003921038399134752,2026-05-07 13:45:00.037234+00:00,39,0.3,,750271.0517025,polygon_20d,15,outside top-20 gap cap (gap 10.1%)
FA,2026-05-07,scan_filter,outside top-20 gap cap (gap 9.4%),outside_top20,,9.37,0.0,,13.83,15.76,0.15401301518438185,0.06796818510484451,,0.17932031814895147,0.17932031814895147,2026-05-07 12:10:00.022077+00:00,36,,,1016257.9606195,polygon_20d,,outside top-20 gap cap (gap 9.4%)
FOUR,2026-05-07,scan_filter,outside top-20 gap cap (gap 13.1%),outside_top20,,13.11,0.07,,48.875,46.85,-0.1287979539641944,-0.14025575447570326,,0.03570332480818409,0.03570332480818409,2026-05-07 13:45:00.037234+00:00,24,1.8,,1765177.0137685002,polygon_20d,15,outside top-20 gap cap (gap 13.1%)
FUN,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.1%),outside_top20,,8.13,0.01,,20.425,22.76,0.0776009791921665,-0.016891064871481145,,0.1654834761321909,0.1654834761321909,2026-05-07 13:40:00.028230+00:00,58,,,3033914.949438,pending,10,outside top-20 gap cap (gap 8.1%)
GCT,2026-05-07,scan_filter,outside top-20 gap cap (gap 10.6%),outside_top20,,10.56,0.17,,48.98,42.84,-0.17966516945692115,-0.24336463862801133,,0.009759085340955523,0.009759085340955523,2026-05-07 13:40:00.028230+00:00,30,,,747088.3443855001,polygon_20d,10,outside top-20 gap cap (gap 10.6%)
GIG,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.7%),outside_top20,,8.71,0.01,,7.48,6.74,-0.2245989304812835,-0.3342245989304813,,0.0026737967914437933,0.0026737967914437933,2026-05-07 11:45:00.023097+00:00,35,,,47981.429979,polygon_20d,,outside top-20 gap cap (gap 8.7%)
GLIBK,2026-05-07,scan_filter,outside top-20 gap cap (gap 9.8%),outside_top20,,9.8,0.0,,32.76,26.77,-0.19841269841269832,-0.202075702075702,,0.001831501831501901,0.001831501831501901,2026-05-07 12:25:00.019041+00:00,35,,,414658.072376,polygon_20d,,outside top-20 gap cap (gap 9.8%)
GWW,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.9%),outside_top20,,8.87,0.04,,1280.0,1234.1,-0.03616406249999997,0.003273437500000043,,0.00512109375000005,0.00512109375000005,2026-05-07 13:45:00.037234+00:00,51,1.0,,411220.860727,pending,15,outside top-20 gap cap (gap 8.9%)
HAE,2026-05-07,scan_filter,outside top-20 gap cap (gap 9.2%),outside_top20,,9.17,0.01,,57.08,54.37,-0.03433777154870359,0.0007007708479327111,,0.05360896986685358,0.05360896986685358,2026-05-07 13:45:00.037234+00:00,45,0.3,,600100.3585105,polygon_20d,15,outside top-20 gap cap (gap 9.2%)
HIMX,2026-05-07,scan_filter,EP cooldown — alerted within last 60 days,cooldown,,27.33,1.24,,15.43,16.03,0.152948801036941,0.3402462734931951,,0.41283214517174344,0.41283214517174344,2026-05-07 13:45:00.037234+00:00,9,32.2,12.347,2911396.445947,polygon_20d,15,EP cooldown — alerted within last 60 days
HNRG,2026-05-07,scan_filter,outside top-20 gap cap (gap 13.6%),outside_top20,,13.58,0.05,,21.71,18.87,-0.13357899585444505,-0.10686319668355597,,0.03175495163519111,0.03175495163519111,2026-05-07 13:45:00.037234+00:00,23,1.3,,969731.1562815,polygon_20d,15,outside top-20 gap cap (gap 13.6%)
HWM,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.2%),outside_top20,,8.16,0.02,,275.8,272.54,-0.01899927483683832,-0.012436548223350278,,0.0179115300942712,0.0179115300942712,2026-05-07 13:45:00.037234+00:00,61,0.5,,4287810.501743,pending,15,outside top-20 gap cap (gap 8.2%)
ICL,2026-05-07,scan_filter,outside top-20 gap cap (gap 9.6%),outside_top20,,9.61,0.06,,6.15,6.0,0.035772357723577196,0.06829268292682926,,0.13333333333333322,0.13333333333333322,2026-05-07 13:45:00.037234+00:00,41,1.6,,1363762.9752695002,polygon_20d,15,outside top-20 gap cap (gap 9.6%)
IMOS,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.5%),outside_top20,,8.47,0.09,,59.2,59.44,0.018074324324324327,-0.09442567567567572,,0.03496621621621622,0.03496621621621622,2026-05-07 13:45:00.037234+00:00,58,2.3,,156648.995633,pending,15,outside top-20 gap cap (gap 8.5%)
JLHL,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.4%),outside_top20,,8.37,0.04,,23.69,19.06,-0.19797382861967078,-0.1650485436893204,,0.05445335584634863,0.30235542422963263,2026-05-07 11:40:00.019917+00:00,36,,,57111.579022000005,polygon_20d,,outside top-20 gap cap (gap 8.4%)
KLIC,2026-05-07,scan_filter,outside top-20 gap cap (gap 13.0%),outside_top20,,13.03,0.1,,106.01,98.15,-0.03160079237807762,-0.018111498915196696,,0.009432129044429739,0.009432129044429739,2026-05-07 13:45:00.037234+00:00,25,2.6,,647917.9646284999,polygon_20d,15,outside top-20 gap cap (gap 13.0%)
LFST,2026-05-07,scan_filter,outside top-20 gap cap (gap 9.4%),outside_top20,,9.38,0.01,,8.0,8.85,-0.03749999999999998,-0.01375000000000004,,0.11125000000000007,0.11125000000000007,2026-05-07 13:45:00.037234+00:00,44,0.3,,2013249.020025,polygon_20d,15,outside top-20 gap cap (gap 9.4%)
MDA,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.4%),outside_top20,,8.45,0.01,,33.37,34.25,0.037159124962541264,0.1759065028468686,,0.18849265807611626,0.18849265807611626,2026-05-07 12:10:00.022077+00:00,40,,,708916.8258954999,polygon_20d,,outside top-20 gap cap (gap 8.4%)
MDB,2026-05-07,scan_filter,outside top-20 gap cap (gap 9.5%),outside_top20,,9.52,0.15,,290.06,293.42,0.03244156381438332,0.04492174032958689,,0.09360132386402806,0.09360132386402806,2026-05-07 13:45:00.037234+00:00,43,3.9,,1479549.7564365,polygon_20d,15,outside top-20 gap cap (gap 9.5%)
MIDD,2026-05-07,scan_filter,outside top-20 gap cap (gap 14.2%),outside_top20,,14.16,0.0,,159.575,158.23,0.031928560238132536,-0.07855240482531724,,0.04581607394642025,0.04581607394642025,2026-05-07 13:45:00.037234+00:00,22,0.0,,615192.7866895,polygon_20d,15,outside top-20 gap cap (gap 14.2%)
MKSI,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.2%),outside_top20,,8.25,0.01,,316.17,300.79,-0.009362052060600425,-0.0074643388050732624,,0.03373185311699391,0.03373185311699391,2026-05-07 13:45:00.037234+00:00,59,0.3,,2303434.700349,pending,15,outside top-20 gap cap (gap 8.2%)
MRNA,2026-05-07,scan_filter,outside top-20 gap cap (gap 10.1%),outside_top20,,10.06,0.08,,51.69,48.54,0.051460630682917466,-0.032114528922422066,,0.15070613271425806,0.15070613271425806,2026-05-07 13:40:00.028230+00:00,39,,,5772225.297549,polygon_20d,10,outside top-20 gap cap (gap 10.1%)
NAMS,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.2%),outside_top20,,8.2,0.02,,33.04,34.85,0.17221549636803868,0.116222760290557,,0.27739104116222757,0.27739104116222757,2026-05-07 13:31:00.102495+00:00,52,,,1053583.388565,pending,1,outside top-20 gap cap (gap 8.2%)
NDLS,2026-05-07,scan_filter,"pre-mkt volume 3,433 < 25,000 shares",pm_rvol_low,,19.26,0.05,,13.49,12.0,-0.0607857672349889,-0.07412898443291327,,0.03409933283914003,0.03409933283914003,2026-05-07 13:45:00.037234+00:00,12,1.3,,66151.563261,polygon_20d,15,"pre-mkt volume 3,433 < 25,000 shares"
NSIT,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.7%),outside_top20,,8.67,0.01,,74.72,70.37,0.1213865096359744,0.1957976445396145,,0.2138650963597431,0.2138650963597431,2026-05-07 13:45:00.037234+00:00,56,0.3,,1522523.555143,pending,15,outside top-20 gap cap (gap 8.7%)
NSP,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.9%),outside_top20,,8.87,0.0,,30.86,32.69,0.056059624108878936,-0.06254050550874918,,0.08295528191834096,0.08295528191834096,2026-05-07 11:15:00.019271+00:00,23,,,858321.088751,polygon_20d,,outside top-20 gap cap (gap 8.9%)
NVST,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.1%),outside_top20,,8.05,0.01,,29.34,24.29,-0.17382413087934565,-0.18677573278800275,,0.006305385139740925,0.006305385139740925,2026-05-07 13:45:00.037234+00:00,62,0.3,,4939284.095928,pending,15,outside top-20 gap cap (gap 8.1%)
OCS,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.2%),outside_top20,,8.18,0.03,,31.0,31.09,0.05290322580645163,-0.02516129032258068,,0.11209677419354844,0.11209677419354844,2026-05-07 12:25:00.019041+00:00,46,,,308711.0022315,polygon_20d,,outside top-20 gap cap (gap 8.2%)
ORA,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.8%),outside_top20,,8.83,0.02,,122.935,122.52,-0.010289990645463053,0.10180176516045053,,0.1267336397283116,0.1267336397283116,2026-05-07 13:45:00.037234+00:00,53,0.5,,1273638.708258,pending,15,outside top-20 gap cap (gap 8.8%)
PDC,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.3%),outside_top20,,8.35,0.02,,7.54,8.04,0.07294429708222809,-0.06100795755968169,,0.11405835543766582,0.11405835543766582,2026-05-07 12:10:00.022077+00:00,41,,,169660.27369250002,polygon_20d,,outside top-20 gap cap (gap 8.3%)
PGY,2026-05-07,scan_filter,outside top-20 gap cap (gap 14.2%),outside_top20,,14.16,0.34,,16.9,15.5,-0.10118343195266268,-0.19526627218934905,,0.014201183431952782,0.014201183431952782,2026-05-07 13:45:00.037234+00:00,21,8.8,,3529485.8657135,polygon_20d,15,outside top-20 gap cap (gap 14.2%)
PICS,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.2%),outside_top20,,8.18,0.01,,13.13,12.63,-0.06702208682406707,-0.12033511043412033,,0.05102817974105102,0.05102817974105102,2026-05-07 13:45:00.037234+00:00,60,0.3,,445766.091475,pending,15,outside top-20 gap cap (gap 8.2%)
PSTV,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.0%),outside_top20,,8.0,0.12,,6.28,5.95,-0.02547770700636945,-0.0828025477707007,,0.030254777070063615,0.030254777070063615,2026-05-07 13:25:00.042461+00:00,54,,,175947.441716,pending,,outside top-20 gap cap (gap 8.0%)
PTC,2026-05-07,scan_filter,outside top-20 gap cap (gap 9.7%),outside_top20,,9.68,0.06,,153.98,147.65,-0.047603584881153294,-0.09176516430705284,,0.0,0.0,2026-05-07 13:45:00.037234+00:00,40,1.6,,1249905.45521,polygon_20d,15,outside top-20 gap cap (gap 9.7%)
PTON,2026-05-07,scan_filter,outside top-20 gap cap (gap 12.5%),outside_top20,,12.5,0.23,,5.895,5.66,-0.03477523324851556,-0.12128922815945715,,0.024597116200169716,0.024597116200169716,2026-05-07 13:45:00.037234+00:00,27,6.0,,13229516.6087485,polygon_20d,15,outside top-20 gap cap (gap 12.5%)
ROOT,2026-05-07,scan_filter,outside top-20 gap cap (gap 11.8%),outside_top20,,11.81,0.14,,62.95,56.91,-0.10389197776012718,-0.10182684670373318,,0.032565528196981684,0.032565528196981684,2026-05-07 13:45:00.037234+00:00,29,3.6,,281320.7956245,polygon_20d,15,outside top-20 gap cap (gap 11.8%)
RUN,2026-05-07,scan_filter,outside top-20 gap cap (gap 12.3%),outside_top20,,12.31,0.05,,14.43,13.8,0.012474012474012454,0.01593901593901597,,0.09431046431046437,0.09431046431046437,2026-05-07 13:45:00.037234+00:00,28,1.3,,8922355.349135,polygon_20d,15,outside top-20 gap cap (gap 12.3%)
RXO,2026-05-07,scan_filter,outside top-20 gap cap (gap 11.2%),outside_top20,,11.16,0.01,,21.705,23.11,0.0020732550103663536,-0.1932734392997004,,0.07671043538355231,0.07671043538355231,2026-05-07 13:45:00.037234+00:00,34,0.3,,1975448.321452,polygon_20d,15,outside top-20 gap cap (gap 11.2%)
SD,2026-05-07,scan_filter,outside top-20 gap cap (gap 9.1%),outside_top20,,9.05,0.02,,15.16,14.99,-0.04881266490765173,-0.005936675461741416,,0.031002638522427482,0.031002638522427482,2026-05-07 13:45:00.037234+00:00,47,0.5,,402931.499738,polygon_20d,15,outside top-20 gap cap (gap 9.1%)
SNEX,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.8%),outside_top20,,8.84,0.01,,117.19,120.9,0.04036180561481358,-0.015445003839918101,,0.07022783513951705,0.07022783513951705,2026-05-07 13:45:00.037234+00:00,52,0.3,,657339.00192,pending,15,outside top-20 gap cap (gap 8.8%)
SNOW,2026-05-07,scan_filter,outside top-20 gap cap (gap 9.6%),outside_top20,,9.56,0.11,,153.43,153.72,-0.006387277585869896,-0.017402072606400417,,0.023267939777097003,0.04171283321384348,2026-05-07 13:45:00.037234+00:00,42,2.9,,7528485.683927501,polygon_20d,15,outside top-20 gap cap (gap 9.6%)
TAOX,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.7%),outside_top20,,8.7,0.07,,6.86,6.16,-0.055393586005830886,-0.15743440233236153,,0.005830903790087469,0.005830903790087469,2026-05-07 13:45:00.037234+00:00,54,1.8,,319059.361374,pending,15,outside top-20 gap cap (gap 8.7%)
TPB,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.9%),outside_top20,,8.91,0.05,,87.1,90.22,0.07256027554535026,0.04753157290470724,,0.13501722158438584,0.13501722158438584,2026-05-07 13:45:00.037234+00:00,49,1.3,,521965.18946250004,polygon_20d,15,outside top-20 gap cap (gap 8.9%)
TRDA,2026-05-07,scan_filter,"pre-mkt volume 1,975 < 25,000 shares",pm_rvol_low,,10.73,0.01,,6.82,6.85,0.0029325513196480314,0.0014662756598240157,,0.1568768328445747,0.1568768328445747,2026-05-07 11:20:00.020849+00:00,18,,,187694.545488,polygon_20d,,"pre-mkt volume 1,975 < 25,000 shares"
TREX,2026-05-07,scan_filter,outside top-20 gap cap (gap 10.5%),outside_top20,,10.52,0.03,,43.76,39.19,-0.08135283363802549,-0.11814442413162694,,0.01576782449725788,0.01576782449725788,2026-05-07 13:45:00.037234+00:00,38,0.8,,1822546.7658765,polygon_20d,15,outside top-20 gap cap (gap 10.5%)
U,2026-05-07,scan_filter,outside top-20 gap cap (gap 10.7%),outside_top20,,10.7,0.12,,29.86,26.73,-0.056932350971198906,-0.08640321500334891,,0.026456798392498298,0.026456798392498298,2026-05-07 13:45:00.037234+00:00,36,3.1,,12712934.300944,polygon_20d,15,outside top-20 gap cap (gap 10.7%)
VCEL,2026-05-07,scan_filter,outside top-20 gap cap (gap 10.7%),outside_top20,,10.66,0.07,,40.5,35.13,-0.17382716049382713,-0.1817283950617284,,0.008641975308642011,0.008641975308642011,2026-05-07 13:45:00.037234+00:00,37,1.8,,652950.988962,polygon_20d,15,outside top-20 gap cap (gap 10.7%)
VCX,2026-05-07,scan_filter,outside top-20 gap cap (gap 11.3%),outside_top20,,11.27,0.12,,178.0,144.14,0.0729775280898877,0.23028089887640454,,0.7415168539325844,0.7415168539325844,2026-05-07 13:45:00.037234+00:00,33,3.1,,367784.724811,polygon_20d,15,outside top-20 gap cap (gap 11.3%)
VEEE,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.7%),outside_top20,,8.69,8.86,,6.44,6.43,-0.07608695652173916,0.018633540372670686,,0.36645962732919257,0.36645962732919257,2026-05-07 13:45:00.037234+00:00,55,230.4,,162775.24515,pending,15,outside top-20 gap cap (gap 8.7%)
VERX,2026-05-07,scan_filter,outside top-20 gap cap (gap 11.4%),outside_top20,,11.37,0.0,,13.945,14.67,0.07063463607027604,-0.11222660451774825,,0.0756543564001434,0.0756543564001434,2026-05-07 13:45:00.037234+00:00,32,0.0,,1175066.080304,polygon_20d,15,outside top-20 gap cap (gap 11.4%)
VVV,2026-05-07,scan_filter,outside top-20 gap cap (gap 8.9%),outside_top20,,8.9,0.15,,35.96,35.87,-0.009454949944382743,-0.09955506117908783,,0.032258064516128934,0.032258064516128934,2026-05-07 13:45:00.037234+00:00,50,3.9,,2113845.2768059997,polygon_20d,15,outside top-20 gap cap (gap 8.9%)
VYX,2026-05-07,scan_filter,outside top-20 gap cap (gap 11.7%),outside_top20,,11.66,0.0,,7.97,8.09,0.04767879548306147,-0.13048933500627352,,0.08218318695106654,0.08218318695106654,2026-05-07 13:45:00.037234+00:00,30,0.0,,2077697.5146255,polygon_20d,15,outside top-20 gap cap (gap 11.7%)
WRBY,2026-05-07,scan_filter,outside top-20 gap cap (gap 11.5%),outside_top20,,11.53,0.03,,24.79,27.2,0.19201290843081895,0.16579265832997175,,0.20814844695441712,0.20814844695441712,2026-05-07 13:45:00.037234+00:00,31,0.8,,2224690.1124665,polygon_20d,15,outside top-20 gap cap (gap 11.5%)
XMTR,2026-05-07,scan_filter,score 36 < 50 (catalyst=routine),score_below_50,36.0,33.0,0.06,routine,76.0,78.5,0.05276315789473691,0.1839473684210527,,0.1839473684210527,0.1839473684210527,2026-05-07 13:45:00.037234+00:00,6,1.6,2.294,785250.5645275,polygon_20d,15,score 36 < 50 (catalyst=routine)
ACLS,2026-05-06,scan_filter,M&A/buyout catalyst — no momentum trade,ma_filter,,18.87,0.21,,159.23,171.0,-0.003579727438296761,0.01833825284180127,,0.07774916787037633,0.07774916787037633,2026-05-06 13:55:00.036499+00:00,14,3.3,,695188.4619795,polygon_20d,25,M&A/buyout catalyst — no momentum trade
ADPT,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.8%),outside_top20,,8.85,0.0,,14.636,14.43,0.0036895326591965204,-0.1028969663842579,,0.028969663842580026,0.028969663842580026,2026-05-06 13:40:00.047063+00:00,44,,,1666437.68341,polygon_20d,10,outside top-20 gap cap (gap 8.8%)
AG,2026-05-06,scan_filter,outside top-20 gap cap (gap 9.6%),outside_top20,,9.61,0.37,,20.45,21.18,0.04498777506112478,0.17261613691931546,,0.1982885085574572,0.1982885085574572,2026-05-06 13:55:00.036499+00:00,60,5.8,,6952266.971981,pending,25,outside top-20 gap cap (gap 9.6%)
AGI,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.3%),outside_top20,,8.33,0.19,,40.86,42.0,0.03695545766030343,0.06828193832599116,,0.1037689672050906,0.1037689672050906,2026-05-06 13:55:00.036499+00:00,85,3.0,,2139738.922339,pending,25,outside top-20 gap cap (gap 8.3%)
AGM,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.0%),outside_top20,,8.01,0.09,,177.99,178.9,0.026068880274172628,-0.0376987471206248,,0.0478116748131917,0.0478116748131917,2026-05-06 13:55:00.036499+00:00,97,1.4,,118303.139848,pending,25,outside top-20 gap cap (gap 8.0%)
ALAB,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.0%),outside_top20,,8.03,0.03,,229.75,213.91,-0.14842219804134926,-0.02463547334058758,,0.008618063112078302,0.043590859630032584,2026-05-06 11:00:00.138467+00:00,49,,,5167747.342501,polygon_20d,,outside top-20 gap cap (gap 8.0%)
AMCR,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.3%),outside_top20,,8.26,0.02,,40.625,40.21,-0.017353846153846112,-0.03753846153846151,,0.01809230769230768,0.01809230769230768,2026-05-06 13:31:00.093666+00:00,50,,,4577190.4202149995,polygon_20d,1,outside top-20 gap cap (gap 8.3%)
AMWL,2026-05-06,scan_filter,"pre-mkt volume 22,099 < 25,000 shares",pm_rvol_low,,18.32,0.39,,7.41,7.15,0.04588394062078271,0.04318488529014849,,0.10391363022941964,0.10391363022941964,2026-05-06 13:55:00.036499+00:00,16,6.1,,56700.258279500005,polygon_20d,25,"pre-mkt volume 22,099 < 25,000 shares"
ARM,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.7%),outside_top20,,8.7,0.35,,232.0,237.3,-0.0805603448275862,-0.04650862068965514,,0.032327586206896554,0.032327586206896554,2026-05-06 13:55:00.036499+00:00,79,5.5,,7968859.09319,pending,25,outside top-20 gap cap (gap 8.7%)
ARTV,2026-05-06,scan_filter,outside top-20 gap cap (gap 9.3%),outside_top20,,9.34,0.06,,11.31,12.39,0.10698496905393448,-0.07161803713527856,,0.1494252873563218,0.1494252873563218,2026-05-06 13:40:00.047063+00:00,41,,,236232.26632350002,polygon_20d,10,outside top-20 gap cap (gap 9.3%)
ASM,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.8%),outside_top20,,8.84,0.3,,6.63,6.81,0.034690799396681814,0.1809954751131222,,0.23529411764705876,0.23529411764705876,2026-05-06 13:55:00.036499+00:00,74,4.7,,2114409.552172,pending,25,outside top-20 gap cap (gap 8.8%)
ASTS,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.7%),outside_top20,,8.74,0.17,,66.27,70.68,-0.01388260147879888,0.12886675720537208,,0.28172627131432026,0.29996982043156795,2026-05-06 13:55:00.036499+00:00,77,2.7,,19843309.161855,pending,25,outside top-20 gap cap (gap 8.7%)
AU,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.1%),outside_top20,,8.14,0.15,,97.62,98.6,0.026736324523663178,0.0486580618725671,,0.14710100389264494,0.14710100389264494,2026-05-06 13:55:00.036499+00:00,94,2.3,,1856047.585204,pending,25,outside top-20 gap cap (gap 8.1%)
AUGO,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.0%),outside_top20,,8.04,0.08,,85.82,89.7,-0.0553484036355162,-0.07643905849452329,,0.08238056397110236,0.08238056397110236,2026-05-06 13:50:00.038604+00:00,76,1.6,,528469.605844,pending,20,outside top-20 gap cap (gap 8.0%)
AVTX,2026-05-06,scan_filter,quality filter: filter:mcap_too_small: $371M < $500M,mcap_low,,21.92,8.33,,22.8,21.81,0.003070175438596504,-0.12938596491228066,,0.06447368421052627,0.06447368421052627,2026-05-06 13:55:00.036499+00:00,11,129.9,,777245.5768289999,polygon_20d,25,quality filter: filter:mcap_too_small: $371M < $500M
AXTA,2026-05-06,scan_filter,outside top-20 gap cap (gap 9.2%),outside_top20,,9.19,0.14,,28.82,28.55,-0.008674531575294934,-0.031575294934073565,,0.032616238723108995,0.032616238723108995,2026-05-06 13:55:00.036499+00:00,68,2.2,,2879686.622155,pending,25,outside top-20 gap cap (gap 9.2%)
BAFN,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.1%),outside_top20,,8.06,0.04,,7.32,7.18,-0.020068306010929026,-0.07240437158469948,,0.12020491803278678,0.12020491803278678,2026-05-06 13:55:00.036499+00:00,96,0.6,,115737.348681,pending,25,outside top-20 gap cap (gap 8.1%)
BCS,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.4%),outside_top20,,8.45,0.03,,24.16,24.02,-0.036009933774834475,-0.05463576158940398,,0.004139072847682178,0.004139072847682178,2026-05-06 11:10:00.016909+00:00,49,,,7500902.356698,polygon_20d,,outside top-20 gap cap (gap 8.4%)
BMM,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.3%),outside_top20,,8.27,0.25,,6.9,7.1,0.021739130434782532,0.0623188405797101,,0.08115942028985501,0.08115942028985501,2026-05-06 13:55:00.036499+00:00,89,3.9,,217189.156273,pending,25,outside top-20 gap cap (gap 8.3%)
BRKR,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.1%),outside_top20,,8.05,0.05,,41.87,42.3,0.04442321471220443,0.047289228564604824,,0.08048483401003108,0.08048483401003108,2026-05-06 13:50:00.038604+00:00,74,1.0,,2524070.178906,pending,20,outside top-20 gap cap (gap 8.1%)
BTDR,2026-05-06,scan_filter,outside top-20 gap cap (gap 9.6%),outside_top20,,9.62,0.28,,12.97,15.1,0.0670778720123361,0.019275250578257516,,0.16499614494988424,0.16499614494988424,2026-05-06 13:55:00.036499+00:00,59,4.4,,5064919.290724,pending,25,outside top-20 gap cap (gap 9.6%)
BV,2026-05-06,scan_filter,outside top-20 gap cap (gap 9.7%),outside_top20,,9.74,0.03,,12.74,13.22,0.019623233908948195,-0.014913657770800589,,0.08850078492935631,0.08850078492935631,2026-05-06 13:55:00.036499+00:00,56,0.5,,1134238.625733,pending,25,outside top-20 gap cap (gap 9.7%)
BXC,2026-05-06,scan_filter,"pre-mkt volume 15,698 < 25,000 shares",pm_rvol_low,,34.03,0.16,,54.895,58.7,-0.03524911194097827,-0.1132161399034521,,0.12942708807723824,0.12942708807723824,2026-05-06 13:55:00.036499+00:00,3,2.5,,99358.112659,polygon_20d,25,"pre-mkt volume 15,698 < 25,000 shares"
CDE,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.6%),outside_top20,,8.61,0.14,,18.39,18.75,-0.014681892332789536,0.07340946166394768,,0.10902664491571501,0.10902664491571501,2026-05-06 13:55:00.036499+00:00,81,2.2,,16021840.69652,pending,25,outside top-20 gap cap (gap 8.6%)
CORZ,2026-05-06,scan_filter,outside top-20 gap cap (gap 9.1%),outside_top20,,9.1,0.35,,23.52,24.63,-0.04931972789115647,0.02040816326530614,,0.0633503401360545,0.07015306122448989,2026-05-06 13:55:00.036499+00:00,70,5.5,,14009714.481631,pending,25,outside top-20 gap cap (gap 9.1%)
CUE,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.7%),outside_top20,,8.73,0.13,,36.57,33.98,-0.02296964725184587,-0.19414820891441076,,0.13262236806125244,0.13262236806125244,2026-05-06 13:55:00.036499+00:00,78,2.0,,638052.189753,pending,25,outside top-20 gap cap (gap 8.7%)
CVKD,2026-05-06,scan_filter,outside top-20 gap cap (gap 12.2%),outside_top20,,12.18,0.01,,6.45,6.17,-0.06666666666666676,-0.1767441860465117,,0.013953488372093,0.013953488372093,2026-05-06 13:40:00.047063+00:00,23,,,53837.5666395,polygon_20d,10,outside top-20 gap cap (gap 12.2%)
CVS,2026-05-06,scan_filter,outside top-20 gap cap (gap 9.4%),outside_top20,,9.41,0.27,,85.51,86.86,0.021634896503332876,0.14735118699567296,,0.14863758624722245,0.1510934393638171,2026-05-06 13:55:00.036499+00:00,63,4.2,,7304698.379,pending,25,outside top-20 gap cap (gap 9.4%)
CXDO,2026-05-06,scan_filter,outside top-20 gap cap (gap 11.9%),outside_top20,,11.91,1.88,,8.9,9.74,0.09887640449438191,0.049438202247190956,,0.10561797752808982,0.11235955056179775,2026-05-06 13:55:00.036499+00:00,34,29.3,,134105.20585,polygon_20d,25,outside top-20 gap cap (gap 11.9%)
DBVT,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.5%),outside_top20,,8.52,0.03,,20.32,20.1,-0.01624015748031505,-0.035433070866141676,,0.02952755905511818,0.02952755905511818,2026-05-06 11:10:00.016909+00:00,46,,,262353.3907875,polygon_20d,,outside top-20 gap cap (gap 8.5%)
DGXX,2026-05-06,scan_filter,outside top-20 gap cap (gap 11.7%),outside_top20,,11.74,2.26,,5.42,6.24,0.14206642066420672,0.5608856088560887,,0.6974169741697416,0.6974169741697416,2026-05-06 13:55:00.036499+00:00,36,35.3,,2123113.1946765,polygon_20d,25,outside top-20 gap cap (gap 11.7%)
DIN,2026-05-06,scan_filter,outside top-20 gap cap (gap 8.3%),outside_top20,,8.35,0.05,,29.0,27.16,-0.024482758620689684,-0.012068965517241428,,0.06896551724137931,0.10310344827586201,2026-05-06 13:55:00.036499+00:00,84,0.8,,415166.295516,pending,25,outside top-20 gap cap (gap 8.3%)
