ticker|theme|stage|corr|overlap|basket_n|members_n|verdict|sector|singleton_sector|paying
SM|Energy Supply Disruption: Middle East Geopolitical Risk|Fading|0.9251|60|14|15|admit|Energy|False|False
REPX|Energy Supply Disruption: Middle East Geopolitical Risk|Fading|0.8697|60|14|15|admit|Energy|False|False
DVN|Energy Supply Disruption: Middle East Geopolitical Risk|Fading|0.9461|60|14|15|admit|Energy|False|False
WDS|Energy Supply Disruption: Middle East Geopolitical Risk|Fading|0.7914|60|14|15|admit|Energy|False|False
PCTY|Enterprise HR & Workforce Management SaaS|Mainstream|0.7717|60|5|6|admit|Technology|False|True
ADP|Enterprise HR & Workforce Management SaaS|Mainstream|0.8162|60|5|6|admit|Technology|False|True
ALIT|Enterprise HR & Workforce Management SaaS|Mainstream|0.4647|60|5|6|admit|Technology|False|True
PAYC|Enterprise HR & Workforce Management SaaS|Mainstream|0.6251|60|5|6|admit|Technology|False|True
WDAY|Enterprise HR & Workforce Management SaaS|Mainstream|0.6221|60|5|6|admit|Technology|False|True
TNET|Enterprise HR & Workforce Management SaaS|Mainstream|0.6109|60|5|6|admit|Industrials|True|True
HPE|Enterprise Server, Storage & Data Infrastructure Hardware|Nascent|0.7782|60|7|8|admit|Technology|False|False
SMCI|Enterprise Server, Storage & Data Infrastructure Hardware|Nascent|0.5999|60|7|8|admit|Technology|False|False
DELL|Enterprise Server, Storage & Data Infrastructure Hardware|Nascent|0.7596|60|7|8|admit|Technology|False|False
STX|Enterprise Server, Storage & Data Infrastructure Hardware|Nascent|0.4536|60|7|8|admit|Technology|False|False
NTAP|Enterprise Server, Storage & Data Infrastructure Hardware|Nascent|0.5315|60|7|8|admit|Technology|False|False
NTNX|Enterprise Server, Storage & Data Infrastructure Hardware|Nascent|-0.1898|60|7|8|reject|Technology|False|False
ANET|Enterprise Server, Storage & Data Infrastructure Hardware|Nascent|0.6548|60|7|8|admit|Technology|False|False
CSCO|Enterprise Server, Storage & Data Infrastructure Hardware|Nascent|0.4134|60|7|8|admit|Technology|False|False
QMCO|Enterprise Unstructured Data Storage Infrastructure|Fading||0|2|3|unjudgeable:thin_basket|Technology|False|False
DBX|Enterprise Unstructured Data Storage Infrastructure|Fading||0|2|3|unjudgeable:thin_basket|Technology|False|False
BOX|Enterprise Unstructured Data Storage Infrastructure|Fading||0|2|3|unjudgeable:thin_basket|Technology|False|False
AGCO|Farm Economy Value Chain Re-Rating|Nascent|0.7003|60|3|4|admit|Industrials|False|False
CNH|Farm Economy Value Chain Re-Rating|Nascent|0.6451|60|3|4|admit|Industrials|False|False
NTR|Farm Economy Value Chain Re-Rating|Nascent|0.4461|60|3|4|admit|Basic Materials|False|False
MOS|Farm Economy Value Chain Re-Rating|Nascent|0.61|60|3|4|admit|Basic Materials|False|False
SLM|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.4753|60|21|22|admit|Financial Services|False|False
OMF|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.6017|60|21|22|admit|Financial Services|False|False
BFH|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.4045|60|21|22|admit|Financial Services|False|False
DLO|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.5665|60|21|22|admit|Technology|False|False
MQ|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.6059|60|21|22|admit|Technology|False|False
XP|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.2032|60|21|22|reject|Financial Services|False|False
BR|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.4298|60|21|22|admit|Technology|False|False
PYPL|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.371|60|21|22|admit|Financial Services|False|False
PAGS|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.3703|60|21|22|admit|Technology|False|False
XYZ|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.6799|60|21|22|admit|Technology|False|False
NU|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.3772|60|21|22|admit|Financial Services|False|False
SSNC|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.4915|60|21|22|admit|Technology|False|False
ITUB|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.1741|60|21|22|reject|Financial Services|False|False
PGY|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.3373|60|21|22|reject|Technology|False|False
NCNO|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.6525|60|21|22|admit|Technology|False|False
JKHY|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.4674|60|21|22|admit|Technology|False|False
ACIW|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.5446|60|21|22|admit|Technology|False|False
KSPI|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.3406|60|21|22|reject|Technology|False|False
QTWO|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.6495|60|21|22|admit|Technology|False|False
DAVE|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.4481|60|21|22|admit|Technology|False|False
PAY|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.4452|60|21|22|admit|Technology|False|False
CHYM|Fintech & Digital Finance Sector Re-rating on Fed Easing|Fading|0.2822|60|21|22|reject|Technology|False|False
LAUR|For-Profit Postsecondary & Vocational Education|Mainstream|0.7347|60|4|5|admit|Consumer Defensive|False|True
STRA|For-Profit Postsecondary & Vocational Education|Mainstream|0.9227|60|4|5|admit|Consumer Defensive|False|True
CVSA|For-Profit Postsecondary & Vocational Education|Mainstream|0.8224|60|4|5|admit|Consumer Defensive|False|True
PRDO|For-Profit Postsecondary & Vocational Education|Mainstream|0.9253|60|4|5|admit|Consumer Defensive|False|True
LOPE|For-Profit Postsecondary & Vocational Education|Mainstream|0.8302|60|4|5|admit|Consumer Defensive|False|True
MGTX|Genetic Medicine: Gene Editing & Gene Therapy Innovators|Fading|0.5227|60|3|4|admit|Healthcare|False|False
QURE|Genetic Medicine: Gene Editing & Gene Therapy Innovators|Fading|0.2851|60|3|4|reject|Healthcare|False|False
SRPT|Genetic Medicine: Gene Editing & Gene Therapy Innovators|Fading|0.3568|60|3|4|admit|Healthcare|False|False
FDMT|Genetic Medicine: Gene Editing & Gene Therapy Innovators|Fading|0.5771|60|3|4|admit|Healthcare|False|False
WGS|Genomics & DNA Sequencing Tools|Mainstream|0.5417|60|11|12|admit|Healthcare|False|True
BRKR|Genomics & DNA Sequencing Tools|Mainstream|0.3836|60|11|12|admit|Healthcare|False|True
NTLA|Genomics & DNA Sequencing Tools|Mainstream|0.4146|60|11|12|admit|Healthcare|False|True
GRAL|Genomics & DNA Sequencing Tools|Mainstream|0.4622|58|11|12|admit|Healthcare|False|True
TXG|Genomics & DNA Sequencing Tools|Mainstream|0.7318|60|11|12|admit|Healthcare|False|True
QGEN|Genomics & DNA Sequencing Tools|Mainstream|0.4077|60|11|12|admit|Healthcare|False|True
CRSP|Genomics & DNA Sequencing Tools|Mainstream|0.5125|60|11|12|admit|Healthcare|False|True
NTRA|Genomics & DNA Sequencing Tools|Mainstream|0.6168|60|11|12|admit|Healthcare|False|True
ILMN|Genomics & DNA Sequencing Tools|Mainstream|0.5297|60|11|12|admit|Healthcare|False|True
TWST|Genomics & DNA Sequencing Tools|Mainstream|0.6586|60|11|12|admit|Healthcare|False|True
GH|Genomics & DNA Sequencing Tools|Mainstream|0.5044|60|11|12|admit|Healthcare|False|True
BLLN|Genomics & DNA Sequencing Tools|Mainstream|0.433|60|11|12|admit|Healthcare|False|True
AGCO|Global Agriculture Value Chain Recovery|Mainstream|0.7547|60|3|4|admit|Industrials|False|True
CNH|Global Agriculture Value Chain Recovery|Mainstream|0.663|60|3|4|admit|Industrials|False|True
DE|Global Agriculture Value Chain Recovery|Mainstream|0.7339|60|3|4|admit|Industrials|False|True
AGRO|Global Agriculture Value Chain Recovery|Mainstream|0.0908|60|3|4|reject|Consumer Defensive|True|True
MT|Global Steel & Metal Producers Recovery|Fading|0.3769|60|4|5|admit|Basic Materials|False|False
STLD|Global Steel & Metal Producers Recovery|Fading|0.7362|60|4|5|admit|Basic Materials|False|False
NUE|Global Steel & Metal Producers Recovery|Fading|0.7592|60|4|5|admit|Basic Materials|False|False
TX|Global Steel & Metal Producers Recovery|Fading|0.4977|60|4|5|admit|Basic Materials|False|False
CLF|Global Steel & Metal Producers Recovery|Fading|0.6274|60|4|5|admit|Basic Materials|False|False
SKY|Homebuilders & Residential Construction Supply Chain|Nascent|0.7105|60|6|7|admit|Consumer Cyclical|False|False
CVCO|Homebuilders & Residential Construction Supply Chain|Nascent|0.831|60|6|7|admit|Consumer Cyclical|False|False
DHI|Homebuilders & Residential Construction Supply Chain|Nascent|0.8979|60|6|7|admit|Consumer Cyclical|False|False
PHM|Homebuilders & Residential Construction Supply Chain|Nascent|0.9265|60|6|7|admit|Consumer Cyclical|False|False
MHO|Homebuilders & Residential Construction Supply Chain|Nascent|0.8459|60|6|7|admit|Consumer Cyclical|False|False
TOL|Homebuilders & Residential Construction Supply Chain|Nascent|0.8959|60|6|7|admit|Consumer Cyclical|False|False
MTH|Homebuilders & Residential Construction Supply Chain|Nascent|0.8958|60|6|7|admit|Consumer Cyclical|False|False
EHC|Hospital & Behavioral Health Facility Procedure Volume Recovery|Mainstream|0.434|60|5|6|admit|Healthcare|False|True
THC|Hospital & Behavioral Health Facility Procedure Volume Recovery|Mainstream|0.6848|60|5|6|admit|Healthcare|False|True
HCA|Hospital & Behavioral Health Facility Procedure Volume Recovery|Mainstream|0.8165|60|5|6|admit|Healthcare|False|True
MD|Hospital & Behavioral Health Facility Procedure Volume Recovery|Mainstream|0.6367|60|5|6|admit|Healthcare|False|True
SGRY|Hospital & Behavioral Health Facility Procedure Volume Recovery|Mainstream|0.5196|60|5|6|admit|Healthcare|False|True
UHS|Hospital & Behavioral Health Facility Procedure Volume Recovery|Mainstream|0.802|60|5|6|admit|Healthcare|False|True
MITK|Identity & Access Management Security Software|Mainstream||0|2|3|unjudgeable:thin_basket|Technology|False|True
OKTA|Identity & Access Management Security Software|Mainstream||0|2|3|unjudgeable:thin_basket|Technology|False|True
SAIL|Identity & Access Management Security Software|Mainstream||0|2|3|unjudgeable:thin_basket|Technology|False|True
TTEK|Industrial Construction Execution & On-Site Supply Chain|Fading|-0.1155|60|7|8|reject|Industrials|False|False
TPC|Industrial Construction Execution & On-Site Supply Chain|Fading|0.563|60|7|8|admit|Industrials|False|False
J|Industrial Construction Execution & On-Site Supply Chain|Fading|-0.0785|60|7|8|reject|Industrials|False|False
AGX|Industrial Construction Execution & On-Site Supply Chain|Fading|0.1964|60|7|8|reject|Industrials|False|False
FLR|Industrial Construction Execution & On-Site Supply Chain|Fading|0.3943|60|7|8|admit|Industrials|False|False
ACA|Industrial Construction Execution & On-Site Supply Chain|Fading|-0.1573|60|7|8|reject|Industrials|False|False
DNOW|Industrial Construction Execution & On-Site Supply Chain|Fading|0.4719|60|7|8|admit|Industrials|False|False
KBR|Industrial Construction Execution & On-Site Supply Chain|Fading|0.1217|60|7|8|reject|Industrials|False|False
ZBIO|Inflammatory Disease & Immunology Biologics|Fading|0.5434|60|8|9|admit|Healthcare|False|False
SYRE|Inflammatory Disease & Immunology Biologics|Fading|0.5891|60|8|9|admit|Healthcare|False|False
AUPH|Inflammatory Disease & Immunology Biologics|Fading|0.3025|60|8|9|reject|Healthcare|False|False
TRAX|Inflammatory Disease & Immunology Biologics|Fading|0.2152|60|8|9|reject|Healthcare|False|False
CLYM|Inflammatory Disease & Immunology Biologics|Fading|0.5798|60|8|9|admit|Healthcare|False|False
NRIX|Inflammatory Disease & Immunology Biologics|Fading|0.5407|60|8|9|admit|Healthcare|False|False
ORKA|Inflammatory Disease & Immunology Biologics|Fading|0.5299|60|8|9|admit|Healthcare|False|False
VRDN|Inflammatory Disease & Immunology Biologics|Fading|0.5346|60|8|9|admit|Healthcare|False|False
PHVS|Inflammatory Disease & Immunology Biologics|Fading|0.5431|60|8|9|admit|Healthcare|False|False
RYAN|Insurance Brokerage & Distribution Services|Fading||0|1|2|unjudgeable:thin_basket|Financial Services|False|False
WTW|Insurance Brokerage & Distribution Services|Fading||0|1|2|unjudgeable:thin_basket|Financial Services|False|False
MORN|Investment Research & Financial Data Platforms|Fading||0|1|2|unjudgeable:thin_basket|Financial Services|False|False
FDS|Investment Research & Financial Data Platforms|Fading||0|1|2|unjudgeable:thin_basket|Financial Services|False|False
ACN|IT Consulting & Business Process Outsourcing Services|Fading|0.8624|60|7|8|admit|Technology|False|False
EPAM|IT Consulting & Business Process Outsourcing Services|Fading|0.6437|60|7|8|admit|Technology|False|False
CNXC|IT Consulting & Business Process Outsourcing Services|Fading|0.5447|60|7|8|admit|Technology|False|False
KD|IT Consulting & Business Process Outsourcing Services|Fading|0.7578|60|7|8|admit|Technology|False|False
CTSH|IT Consulting & Business Process Outsourcing Services|Fading|0.8705|60|7|8|admit|Technology|False|False
DXC|IT Consulting & Business Process Outsourcing Services|Fading|0.8386|60|7|8|admit|Technology|False|False
EXLS|IT Consulting & Business Process Outsourcing Services|Fading|0.7639|60|7|8|admit|Technology|False|False
IBM|IT Consulting & Business Process Outsourcing Services|Fading|0.4865|60|7|8|admit|Technology|False|False
TDS|Legacy Telecom & Pay-TV/Broadcasting Distribution Rebound|Mainstream||0|2|3|unjudgeable:thin_basket|Communication Services|False|True
ECHO|Legacy Telecom & Pay-TV/Broadcasting Distribution Rebound|Mainstream||0|2|3|unjudgeable:thin_basket|Communication Services|False|True
NMAX|Legacy Telecom & Pay-TV/Broadcasting Distribution Rebound|Mainstream||0|2|3|unjudgeable:thin_basket|Communication Services|False|True
MFC|Life Insurance & Annuity Providers|Mainstream|0.7047|60|8|9|admit|Financial Services|False|True
LNC|Life Insurance & Annuity Providers|Mainstream|0.5552|60|8|9|admit|Financial Services|False|True
PRU|Life Insurance & Annuity Providers|Mainstream|0.7791|60|8|9|admit|Financial Services|False|True
PFG|Life Insurance & Annuity Providers|Mainstream|0.7636|60|8|9|admit|Financial Services|False|True
RGA|Life Insurance & Annuity Providers|Mainstream|0.5959|60|8|9|admit|Financial Services|False|True
UNM|Life Insurance & Annuity Providers|Mainstream|0.5293|60|8|9|admit|Financial Services|False|True
VOYA|Life Insurance & Annuity Providers|Mainstream|0.776|60|8|9|admit|Financial Services|False|True
SLF|Life Insurance & Annuity Providers|Mainstream|0.5622|60|8|9|admit|Financial Services|False|True
MET|Life Insurance & Annuity Providers|Mainstream|0.8095|60|8|9|admit|Financial Services|False|True
DOCS|Life Sciences & Healthcare Data/CRM Platforms|Mainstream||0|2|3|unjudgeable:thin_basket|Healthcare|False|True
TEM|Life Sciences & Healthcare Data/CRM Platforms|Mainstream||0|2|3|unjudgeable:thin_basket|Healthcare|False|True
VEEV|Life Sciences & Healthcare Data/CRM Platforms|Mainstream||0|2|3|unjudgeable:thin_basket|Healthcare|False|True
AVTR|Life Science Tools & Analytical Instruments|Mainstream|0.5054|60|14|15|admit|Healthcare|False|True
MEDP|Life Science Tools & Analytical Instruments|Mainstream|0.5914|60|14|15|admit|Healthcare|False|True
WAT|Life Science Tools & Analytical Instruments|Mainstream|0.6394|60|14|15|admit|Healthcare|False|True
DHR|Life Science Tools & Analytical Instruments|Mainstream|0.6176|60|14|15|admit|Healthcare|False|True
TMO|Life Science Tools & Analytical Instruments|Mainstream|0.8456|60|14|15|admit|Healthcare|False|True
A|Life Science Tools & Analytical Instruments|Mainstream|0.7604|60|14|15|admit|Healthcare|False|True
MTD|Life Science Tools & Analytical Instruments|Mainstream|0.6472|60|14|15|admit|Healthcare|False|True
AZTA|Life Science Tools & Analytical Instruments|Mainstream|0.5639|60|14|15|admit|Healthcare|False|True
RVTY|Life Science Tools & Analytical Instruments|Mainstream|0.737|60|14|15|admit|Healthcare|False|True
RGEN|Life Science Tools & Analytical Instruments|Mainstream|0.5833|60|14|15|admit|Healthcare|False|True
CRL|Life Science Tools & Analytical Instruments|Mainstream|0.7022|60|14|15|admit|Healthcare|False|True
ICLR|Life Science Tools & Analytical Instruments|Mainstream|0.6352|60|14|15|admit|Healthcare|False|True
IQV|Life Science Tools & Analytical Instruments|Mainstream|0.7767|60|14|15|admit|Healthcare|False|True
BIO|Life Science Tools & Analytical Instruments|Mainstream|0.8192|60|14|15|admit|Healthcare|False|True
FTRE|Life Science Tools & Analytical Instruments|Mainstream|0.7244|60|14|15|admit|Healthcare|False|True
LYV|Live Music & Concert Promotion|Fading|0.5564|60|3|4|admit|Communication Services|False|False
LLYVK|Live Music & Concert Promotion|Fading|0.6022|60|3|4|admit|Communication Services|False|False
MSGE|Live Music & Concert Promotion|Fading|0.5181|60|3|4|admit|Communication Services|False|False
SPHR|Live Music & Concert Promotion|Fading|0.3978|60|3|4|admit|Communication Services|False|False
PK|Lodging & Hotel REITs|Nascent|0.796|60|6|7|admit|Real Estate|False|False
DRH|Lodging & Hotel REITs|Nascent|0.8897|60|6|7|admit|Real Estate|False|False
PEB|Lodging & Hotel REITs|Nascent|0.8539|60|6|7|admit|Real Estate|False|False
RLJ|Lodging & Hotel REITs|Nascent|0.7611|60|6|7|admit|Real Estate|False|False
SHO|Lodging & Hotel REITs|Nascent|0.8658|60|6|7|admit|Real Estate|False|False
RHP|Lodging & Hotel REITs|Nascent|0.7804|60|6|7|admit|Real Estate|False|False
APLE|Lodging & Hotel REITs|Nascent|0.8474|60|6|7|admit|Real Estate|False|False
LUV|Low-Cost & Regional Passenger Airline Rebound|Mainstream|0.7157|60|3|4|admit|Industrials|False|True
ULCC|Low-Cost & Regional Passenger Airline Rebound|Mainstream|0.7086|60|3|4|admit|Industrials|False|True
LTM|Low-Cost & Regional Passenger Airline Rebound|Mainstream|0.615|60|3|4|admit|Industrials|False|True
SKYW|Low-Cost & Regional Passenger Airline Rebound|Mainstream|0.5767|60|3|4|admit|Industrials|False|True
WIX|Marketing & Digital Presence SaaS Platforms|Mainstream|0.6264|60|3|4|admit|Technology|False|True
SPT|Marketing & Digital Presence SaaS Platforms|Mainstream|0.4947|60|3|4|admit|Technology|False|True
ZETA|Marketing & Digital Presence SaaS Platforms|Mainstream|0.4647|60|3|4|admit|Technology|False|True
GDDY|Marketing & Digital Presence SaaS Platforms|Mainstream|0.5362|60|3|4|admit|Technology|False|True
PSKY|Media Streaming & Entertainment Content Turnaround|Fading||0|2|3|unjudgeable:thin_basket|Communication Services|False|False
DIS|Media Streaming & Entertainment Content Turnaround|Fading||0|2|3|unjudgeable:thin_basket|Communication Services|False|False
WBD|Media Streaming & Entertainment Content Turnaround|Fading||0|2|3|unjudgeable:thin_basket|Communication Services|False|False
ABT|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.6152|60|13|14|admit|Healthcare|False|False
BAX|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.6284|60|13|14|admit|Healthcare|False|False
ATRC|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.5421|60|13|14|admit|Healthcare|False|False
ISRG|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.5255|60|13|14|admit|Healthcare|False|False
HAE|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.466|60|13|14|admit|Healthcare|False|False
EW|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.5275|60|13|14|admit|Healthcare|False|False
MDT|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.7845|60|13|14|admit|Healthcare|False|False
GKOS|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.3066|60|13|14|reject|Healthcare|False|False
INSP|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.2085|60|13|14|reject|Healthcare|False|False
TMDX|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.5781|60|13|14|admit|Healthcare|False|False
RMD|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.5907|60|13|14|admit|Healthcare|False|False
BDX|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.699|60|13|14|admit|Healthcare|False|False
LIVN|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.5853|60|13|14|admit|Healthcare|False|False
ICUI|Medical Device Mean-Reversion & Rotation Recovery|Fading|0.575|60|13|14|admit|Healthcare|False|False
SWKS|Mobile SoC & Wireless Connectivity Semiconductors|Mainstream||0|2|3|unjudgeable:thin_basket|Technology|False|True
QCOM|Mobile SoC & Wireless Connectivity Semiconductors|Mainstream||0|2|3|unjudgeable:thin_basket|Technology|False|True
QRVO|Mobile SoC & Wireless Connectivity Semiconductors|Mainstream||0|2|3|unjudgeable:thin_basket|Technology|False|True
BNTX|mRNA Vaccine & Personalized Cancer Therapy Platforms|Mainstream|0.8497|60|3|4|admit|Healthcare|False|True
MRNA|mRNA Vaccine & Personalized Cancer Therapy Platforms|Mainstream|0.7367|60|3|4|admit|Healthcare|False|True
MRK|mRNA Vaccine & Personalized Cancer Therapy Platforms|Mainstream|0.7092|60|3|4|admit|Healthcare|False|True
ARCT|mRNA Vaccine & Personalized Cancer Therapy Platforms|Mainstream|0.5467|60|3|4|admit|Healthcare|False|True
FTNT|Network Security & Zero-Trust Edge|Mainstream|0.8449|60|17|18|admit|Technology|False|True
CHKP|Network Security & Zero-Trust Edge|Mainstream|0.4596|60|17|18|admit|Technology|False|True
ZS|Network Security & Zero-Trust Edge|Mainstream|0.85|60|17|18|admit|Technology|False|True
CVLT|Network Security & Zero-Trust Edge|Mainstream|0.4999|60|17|18|admit|Technology|False|True
RPD|Network Security & Zero-Trust Edge|Mainstream|0.7719|60|17|18|admit|Technology|False|True
NTSK|Network Security & Zero-Trust Edge|Mainstream|0.8219|60|17|18|admit|Technology|False|True
SAIL|Network Security & Zero-Trust Edge|Mainstream|0.7947|60|17|18|admit|Technology|False|True
VRNS|Network Security & Zero-Trust Edge|Mainstream|0.5666|60|17|18|admit|Technology|False|True
PANW|Network Security & Zero-Trust Edge|Mainstream|0.8173|60|17|18|admit|Technology|False|True
FFIV|Network Security & Zero-Trust Edge|Mainstream|0.3712|60|17|18|admit|Technology|False|True
RBRK|Network Security & Zero-Trust Edge|Mainstream|0.823|60|17|18|admit|Technology|False|True
BLZE|Network Security & Zero-Trust Edge|Mainstream|0.3036|60|17|18|reject|Technology|False|True
NET|Network Security & Zero-Trust Edge|Mainstream|0.6727|60|17|18|admit|Technology|False|True
CRWD|Network Security & Zero-Trust Edge|Mainstream|0.8757|60|17|18|admit|Technology|False|True
OKTA|Network Security & Zero-Trust Edge|Mainstream|0.8401|60|17|18|admit|Technology|False|True
QLYS|Network Security & Zero-Trust Edge|Mainstream|0.7457|60|17|18|admit|Technology|False|True
S|Network Security & Zero-Trust Edge|Mainstream|0.9203|60|17|18|admit|Technology|False|True
TENB|Network Security & Zero-Trust Edge|Mainstream|0.8586|60|17|18|admit|Technology|False|True
CCEP|Non-Alcoholic Beverages & Energy Drinks|Accelerating|0.7149|60|4|5|admit|Consumer Defensive|False|True
KDP|Non-Alcoholic Beverages & Energy Drinks|Accelerating|0.6123|60|4|5|admit|Consumer Defensive|False|True
KO|Non-Alcoholic Beverages & Energy Drinks|Accelerating|0.7054|60|4|5|admit|Consumer Defensive|False|True
KOF|Non-Alcoholic Beverages & Energy Drinks|Accelerating|0.4487|60|4|5|admit|Consumer Defensive|False|True
COKE|Non-Alcoholic Beverages & Energy Drinks|Accelerating|0.6542|60|4|5|admit|Consumer Defensive|False|True
PSIX|On-Site Power Generation & Distribution Equipment for Data Centers|Mainstream|0.568|60|5|6|admit|Industrials|False|True
ETN|On-Site Power Generation & Distribution Equipment for Data Centers|Mainstream|0.6789|60|5|6|admit|Industrials|False|True
BE|On-Site Power Generation & Distribution Equipment for Data Centers|Mainstream|0.6566|60|5|6|admit|Industrials|False|True
FPS|On-Site Power Generation & Distribution Equipment for Data Centers|Mainstream|0.7849|60|5|6|admit|Industrials|False|True
EROC|On-Site Power Generation & Distribution Equipment for Data Centers|Mainstream|0.6096|60|5|6|admit|Industrials|False|True
GNRC|On-Site Power Generation & Distribution Equipment for Data Centers|Mainstream|0.5477|60|5|6|admit|Industrials|False|True
ZBH|Orthopedic Surgical Devices & Instruments|Accelerating|0.6818|60|3|4|admit|Healthcare|False|True
CNMD|Orthopedic Surgical Devices & Instruments|Accelerating|0.5031|60|3|4|admit|Healthcare|False|True
SIBN|Orthopedic Surgical Devices & Instruments|Accelerating|0.6184|60|3|4|admit|Healthcare|False|True
MMSI|Orthopedic Surgical Devices & Instruments|Accelerating|0.598|60|3|4|admit|Healthcare|False|True
MBX|Peptide & Hormone Therapies for Metabolic & Endocrine Disorders|Fading||0|2|3|unjudgeable:thin_basket|Healthcare|False|False
PTGX|Peptide & Hormone Therapies for Metabolic & Endocrine Disorders|Fading||0|2|3|unjudgeable:thin_basket|Healthcare|False|False
CORT|Peptide & Hormone Therapies for Metabolic & Endocrine Disorders|Fading||0|2|3|unjudgeable:thin_basket|Healthcare|False|False
OPCH|Post-Acute & Home-Based Healthcare Services|Fading||0|2|3|unjudgeable:thin_basket|Healthcare|False|False
ADUS|Post-Acute & Home-Based Healthcare Services|Fading||0|2|3|unjudgeable:thin_basket|Healthcare|False|False
GRDN|Post-Acute & Home-Based Healthcare Services|Fading||0|2|3|unjudgeable:thin_basket|Healthcare|False|False
FSM|Precious Metals Miners Velocity Breakout|Mainstream||0|2|3|unjudgeable:thin_basket|Basic Materials|False|True
WPM|Precious Metals Miners Velocity Breakout|Mainstream||0|2|3|unjudgeable:thin_basket|Basic Materials|False|True
AYA|Precious Metals Miners Velocity Breakout|Mainstream||0|2|3|unjudgeable:thin_basket|Basic Materials|False|True
ACT|Private Mortgage Insurance|Fading|0.856|60|3|4|admit|Financial Services|False|False
NMIH|Private Mortgage Insurance|Fading|0.8844|60|3|4|admit|Financial Services|False|False
MTG|Private Mortgage Insurance|Fading|0.8704|60|3|4|admit|Financial Services|False|False
ESNT|Private Mortgage Insurance|Fading|0.8705|60|3|4|admit|Financial Services|False|False
SNDK|Pure-Play NAND/DRAM Memory Chip Makers|Mainstream|0.8691|52|3|4|admit|Technology|False|True
SKHY|Pure-Play NAND/DRAM Memory Chip Makers|Mainstream|0.8153|52|3|4|admit|Technology|False|True
MU|Pure-Play NAND/DRAM Memory Chip Makers|Mainstream|0.8973|52|3|4|admit|Technology|False|True
SIMO|Pure-Play NAND/DRAM Memory Chip Makers|Mainstream|0.749|52|3|4|admit|Technology|False|True
CRML|Rare Earth Elements Mining & Processing|Fading|0.7253|60|3|4|admit|Basic Materials|False|False
MP|Rare Earth Elements Mining & Processing|Fading|0.7937|60|3|4|admit|Basic Materials|False|False
ALOY|Rare Earth Elements Mining & Processing|Fading|0.737|60|3|4|admit|Basic Materials|False|False
USAR|Rare Earth Elements Mining & Processing|Fading|0.8871|60|3|4|admit|Basic Materials|False|False
ED|Regulated Electric Utility Defensive Rotation|Fading|0.906|60|3|4|admit|Utilities|False|False
FTS|Regulated Electric Utility Defensive Rotation|Fading|0.9104|60|3|4|admit|Utilities|False|False
TXNM|Regulated Electric Utility Defensive Rotation|Fading|0.7396|60|3|4|admit|Utilities|False|False
EVRG|Regulated Electric Utility Defensive Rotation|Fading|0.8671|60|3|4|admit|Utilities|False|False
RNW|Renewable Power Generation Operators|Fading||0|1|2|unjudgeable:thin_basket|Utilities|False|False
FRVO|Renewable Power Generation Operators|Fading||0|1|2|unjudgeable:thin_basket|Utilities|False|False
MEOH|Renewable & Specialty Fuels Chemical Producers|Mainstream||0|2|3|unjudgeable:thin_basket|Basic Materials|False|True
SSL|Renewable & Specialty Fuels Chemical Producers|Mainstream||0|2|3|unjudgeable:thin_basket|Basic Materials|False|True
CLMT|Renewable & Specialty Fuels Chemical Producers|Mainstream||0|2|3|unjudgeable:thin_basket|Basic Materials|False|True
