ticker|theme|stage|members_n|corr_in|verdict_in|corr_oos|oos_overlap|sector|paying
CRK|U.S. Oil & Gas E&P Recovery|Nascent|5|0.6929|admit|0.383|30|Energy|False
OVV|U.S. Oil & Gas E&P Recovery|Nascent|5|0.8643|admit|0.8975|30|Energy|False
NOG|U.S. Oil & Gas E&P Recovery|Nascent|5|0.8181|admit|0.8107|30|Energy|False
APA|U.S. Oil & Gas E&P Recovery|Nascent|5|0.8981|admit|0.7958|30|Energy|False
SITM|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.7248|admit|0.8096|30|Technology|False
ONTO|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.8833|admit|0.9342|30|Technology|False
ENTG|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.8618|admit|0.8594|30|Technology|False
AEHR|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.7435|admit|0.8878|30|Technology|False
GFS|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.8164|admit|0.7507|30|Technology|False
CRDO|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.7416|admit|0.5807|30|Technology|False
COHR|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.8254|admit|0.8481|30|Technology|False
COHU|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.8553|admit|0.8724|30|Technology|False
AXTI|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.6286|admit|0.8436|30|Technology|False
APH|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.5629|admit|0.6358|30|Technology|False
TER|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.8512|admit|0.9358|30|Technology|False
FORM|AI Chip & Interconnect Supply Chain Enablement|Nascent|12|0.8942|admit|0.9086|30|Technology|False
IT|IT Consulting & Business Process Outsourcing Services|Nascent|4|0.7074|admit|0.848|30|Technology|False
ACN|IT Consulting & Business Process Outsourcing Services|Nascent|4|0.8498|admit|0.8292|30|Technology|False
CTSH|IT Consulting & Business Process Outsourcing Services|Nascent|4|0.8897|admit|0.9066|30|Technology|False
EXLS|IT Consulting & Business Process Outsourcing Services|Nascent|4|0.8365|admit|0.8185|30|Technology|False
NESR|Oilfield Equipment & Contract Drilling Services|Nascent|4|0.5904|admit|0.2327|30|Energy|False
XPRO|Oilfield Equipment & Contract Drilling Services|Nascent|4|0.7168|admit|0.4525|30|Energy|False
HP|Oilfield Equipment & Contract Drilling Services|Nascent|4|0.6797|admit|0.5705|30|Energy|False
OII|Oilfield Equipment & Contract Drilling Services|Nascent|4|0.6425|admit|0.3994|30|Energy|False
AG|Silver-Focused Primary Miners|Nascent|6|0.9635|admit|0.9675|30|Basic Materials|False
HL|Silver-Focused Primary Miners|Nascent|6|0.9476|admit|0.9498|30|Basic Materials|False
EXK|Silver-Focused Primary Miners|Nascent|6|0.9608|admit|0.8899|30|Basic Materials|False
PAAS|Silver-Focused Primary Miners|Nascent|6|0.9199|admit|0.8095|30|Basic Materials|False
SVM|Silver-Focused Primary Miners|Nascent|6|0.8808|admit|0.9294|30|Basic Materials|False
CDE|Silver-Focused Primary Miners|Nascent|6|0.8968|admit|0.9377|30|Basic Materials|False
BLZE|AI data center infrastructure buildout|Nascent|8|0.2223|reject|0.3439|30|Technology|False
FLNC|AI data center infrastructure buildout|Nascent|8|0.5509|admit|0.2585|30|Utilities|False
MPWR|AI data center infrastructure buildout|Nascent|8|0.2858|reject|0.5098|30|Technology|False
EROC|AI data center infrastructure buildout|Nascent|8|0.6036|admit|0.6591|30|Industrials|False
BE|AI data center infrastructure buildout|Nascent|8|0.6034|admit|0.6517|30|Industrials|False
WYFI|AI data center infrastructure buildout|Nascent|8|0.6424|admit|0.6723|30|Technology|False
NBIS|AI data center infrastructure buildout|Nascent|8|0.812|admit|0.7142|30|Communication Services|False
CRWV|AI data center infrastructure buildout|Nascent|8|0.7747|admit|0.8081|30|Technology|False
EME|AI-Driven Power & Grid Infrastructure Boom|Nascent|4|0.7579|admit|0.6989|30|Industrials|False
PWR|AI-Driven Power & Grid Infrastructure Boom|Nascent|4|0.6742|admit|0.6175|30|Industrials|False
EROC|AI-Driven Power & Grid Infrastructure Boom|Nascent|4|0.4694|admit|0.6825|30|Industrials|False
BE|AI-Driven Power & Grid Infrastructure Boom|Nascent|4|0.728|admit|0.579|30|Industrials|False
AVB|Apartment & Residential REITs|Nascent|4|0.9346|admit||0|Real Estate|False
ELS|Apartment & Residential REITs|Nascent|4|0.8705|admit||0|Real Estate|False
EQR|Apartment & Residential REITs|Nascent|4|0.9654|admit||0|Real Estate|False
UDR|Apartment & Residential REITs|Nascent|4|0.9219|admit||0|Real Estate|False
CIFR|Bitcoin Mining & HPC Compute Pivot Operators|Nascent|8|0.8941|admit|0.9165|30|Technology|False
CLSK|Bitcoin Mining & HPC Compute Pivot Operators|Nascent|8|0.8295|admit|0.9506|30|Financial Services|False
CORZ|Bitcoin Mining & HPC Compute Pivot Operators|Nascent|8|0.9084|admit|0.8754|30|Technology|False
HUT|Bitcoin Mining & HPC Compute Pivot Operators|Nascent|8|0.9159|admit|0.9226|30|Financial Services|False
MARA|Bitcoin Mining & HPC Compute Pivot Operators|Nascent|8|0.8516|admit|0.7919|30|Financial Services|False
WULF|Bitcoin Mining & HPC Compute Pivot Operators|Nascent|8|0.8708|admit|0.9177|30|Financial Services|False
APLD|Bitcoin Mining & HPC Compute Pivot Operators|Nascent|8|0.7768|admit|0.884|30|Technology|False
RIOT|Bitcoin Mining & HPC Compute Pivot Operators|Nascent|8|0.8719|admit|0.8868|30|Financial Services|False
LECO|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.7402|admit|0.7087|30|Industrials|True
ITT|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.5976|admit|0.5588|30|Industrials|True
FLS|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.3207|reject|0.7308|30|Industrials|True
PH|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.5667|admit|0.7043|30|Industrials|True
EMR|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.5811|admit|0.784|30|Industrials|True
VLTO|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.3179|reject|-0.024|30|Industrials|True
IR|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.66|admit|0.6649|30|Industrials|True
FELE|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.8026|admit|0.5449|30|Industrials|True
DCI|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.7456|admit|0.6449|30|Industrials|True
IEX|Industrial Equipment & Flow Control – Capex Cycle Recovery|Mainstream|10|0.5646|admit|0.7827|30|Industrials|True
NNE|Nuclear Fuel Cycle & Microreactor Development|Nascent|4|0.852|admit|0.8771|30|Industrials|False
OKLO|Nuclear Fuel Cycle & Microreactor Development|Nascent|4|0.894|admit|0.8895|30|Utilities|False
SMR|Nuclear Fuel Cycle & Microreactor Development|Nascent|4|0.8835|admit|0.8715|30|Industrials|False
UUUU|Nuclear Fuel Cycle & Microreactor Development|Nascent|4|0.8524|admit|0.6696|30|Energy|False
TXRH|Restaurant Chain Recovery|Mainstream|8|0.6342|admit|0.7299|30|Consumer Cyclical|True
CAKE|Restaurant Chain Recovery|Mainstream|8|0.5685|admit|0.8273|30|Consumer Cyclical|True
EAT|Restaurant Chain Recovery|Mainstream|8|0.5559|admit|0.6565|30|Consumer Cyclical|True
BLMN|Restaurant Chain Recovery|Mainstream|8|0.6186|admit|0.8042|30|Consumer Cyclical|True
DRI|Restaurant Chain Recovery|Mainstream|8|0.6184|admit|0.7256|30|Consumer Cyclical|True
JACK|Restaurant Chain Recovery|Mainstream|8|0.4044|admit|0.5495|30|Consumer Cyclical|True
CBRL|Restaurant Chain Recovery|Mainstream|8|0.5377|admit|0.6122|30|Consumer Cyclical|True
SHAK|Restaurant Chain Recovery|Mainstream|8|0.5936|admit|0.655|30|Consumer Cyclical|True
CTRE|Skilled Nursing & Senior Housing REITs|Nascent|4|0.9182|admit|0.7872|30|Real Estate|False
LTC|Skilled Nursing & Senior Housing REITs|Nascent|4|0.9332|admit|0.7915|30|Real Estate|False
NHI|Skilled Nursing & Senior Housing REITs|Nascent|4|0.9366|admit|0.7877|30|Real Estate|False
OHI|Skilled Nursing & Senior Housing REITs|Nascent|4|0.9445|admit|0.8988|30|Real Estate|False
