ticker|theme|stage|members_n|corr_in|verdict_in|corr_oos|oos_overlap|sector|paying
CNXC|IT Consulting & Business Process Outsourcing Services|Accelerating|9|0.6093|admit|0.3312|9|Technology|True
EPAM|IT Consulting & Business Process Outsourcing Services|Accelerating|9|0.7318|admit|0.8792|9|Technology|True
DXC|IT Consulting & Business Process Outsourcing Services|Accelerating|9|0.812|admit|0.9569|9|Technology|True
IT|IT Consulting & Business Process Outsourcing Services|Accelerating|9|0.7345|admit|0.825|9|Technology|True
KD|IT Consulting & Business Process Outsourcing Services|Accelerating|9|0.7713|admit|0.7827|9|Technology|True
CTSH|IT Consulting & Business Process Outsourcing Services|Accelerating|9|0.8907|admit|0.9249|9|Technology|True
GLOB|IT Consulting & Business Process Outsourcing Services|Accelerating|9|0.8797|admit|0.8802|9|Technology|True
ACN|IT Consulting & Business Process Outsourcing Services|Accelerating|9|0.8395|admit|0.8726|9|Technology|True
PAAS|Latin American Silver & Gold Mining Operators|Fading|5|0.8811|admit|0.9912|9|Basic Materials|False
FSM|Latin American Silver & Gold Mining Operators|Fading|5|0.9422|admit|0.9859|9|Basic Materials|False
BVN|Latin American Silver & Gold Mining Operators|Fading|5|0.7311|admit|0.9355|9|Basic Materials|False
AGI|Latin American Silver & Gold Mining Operators|Fading|5|0.7717|admit|0.9279|9|Basic Materials|False
AG|Latin American Silver & Gold Mining Operators|Fading|5|0.8873|admit|0.9818|9|Basic Materials|False
PFG|Life Insurance & Annuity Providers|Mainstream|8|0.7945|admit|0.9262|9|Financial Services|True
LNC|Life Insurance & Annuity Providers|Mainstream|8|0.6341|admit|0.7453|9|Financial Services|True
PRU|Life Insurance & Annuity Providers|Mainstream|8|0.7958|admit|0.7572|9|Financial Services|True
MET|Life Insurance & Annuity Providers|Mainstream|8|0.8435|admit|0.8476|9|Financial Services|True
UNM|Life Insurance & Annuity Providers|Mainstream|8|0.6086|admit|0.5481|9|Financial Services|True
VOYA|Life Insurance & Annuity Providers|Mainstream|8|0.7966|admit|0.8157|9|Financial Services|True
MFC|Life Insurance & Annuity Providers|Mainstream|8|0.7132|admit|0.7077|9|Financial Services|True
SLF|Life Insurance & Annuity Providers|Mainstream|8|0.4974|admit|0.813|9|Financial Services|True
RVTY|Life Science Tools & Analytical Instruments|Fading|14|0.7777|admit|0.9231|9|Healthcare|False
CRL|Life Science Tools & Analytical Instruments|Fading|14|0.7453|admit|0.4859|9|Healthcare|False
TECH|Life Science Tools & Analytical Instruments|Fading|14|0.3994|admit|0.382|9|Healthcare|False
FTRE|Life Science Tools & Analytical Instruments|Fading|14|0.6824|admit|0.7901|9|Healthcare|False
RGEN|Life Science Tools & Analytical Instruments|Fading|14|0.6485|admit|0.7642|9|Healthcare|False
DHR|Life Science Tools & Analytical Instruments|Fading|14|0.6444|admit|0.6729|9|Healthcare|False
WAT|Life Science Tools & Analytical Instruments|Fading|14|0.6251|admit|0.8704|9|Healthcare|False
TMO|Life Science Tools & Analytical Instruments|Fading|14|0.8404|admit|0.7999|9|Healthcare|False
AZTA|Life Science Tools & Analytical Instruments|Fading|14|0.6153|admit|0.6118|9|Healthcare|False
A|Life Science Tools & Analytical Instruments|Fading|14|0.7959|admit|0.6741|9|Healthcare|False
MTD|Life Science Tools & Analytical Instruments|Fading|14|0.7025|admit|0.5692|9|Healthcare|False
ICLR|Life Science Tools & Analytical Instruments|Fading|14|0.6851|admit|0.6491|9|Healthcare|False
AVTR|Life Science Tools & Analytical Instruments|Fading|14|0.5236|admit|0.7318|9|Healthcare|False
IQV|Life Science Tools & Analytical Instruments|Fading|14|0.7809|admit|0.8437|9|Healthcare|False
DRH|Lodging & Hotel REITs|Fading|6|0.867|admit|0.9174|9|Real Estate|False
PK|Lodging & Hotel REITs|Fading|6|0.7867|admit|0.688|9|Real Estate|False
SHO|Lodging & Hotel REITs|Fading|6|0.8435|admit|0.7439|9|Real Estate|False
RLJ|Lodging & Hotel REITs|Fading|6|0.7809|admit|0.7271|9|Real Estate|False
RHP|Lodging & Hotel REITs|Fading|6|0.7526|admit|0.5202|9|Real Estate|False
PEB|Lodging & Hotel REITs|Fading|6|0.7672|admit|0.8562|9|Real Estate|False
SPT|Marketing & Digital Presence SaaS Platforms|Fading|4|0.5151|admit|0.7038|9|Technology|False
ZETA|Marketing & Digital Presence SaaS Platforms|Fading|4|0.457|admit|0.8813|9|Technology|False
GDDY|Marketing & Digital Presence SaaS Platforms|Fading|4|0.5376|admit|0.8195|9|Technology|False
WIX|Marketing & Digital Presence SaaS Platforms|Fading|4|0.5897|admit|0.9031|9|Technology|False
RMD|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.6592|admit|0.6795|9|Healthcare|False
MDT|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.7742|admit|0.9046|9|Healthcare|False
HAE|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.498|admit|0.8608|9|Healthcare|False
GKOS|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.3776|admit|0.6104|9|Healthcare|False
TMDX|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.3554|admit|0.8168|9|Healthcare|False
BAX|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.6743|admit|0.3493|9|Healthcare|False
TFX|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.665|admit|0.6448|9|Healthcare|False
BDX|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.7806|admit|0.8264|9|Healthcare|False
LIVN|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.584|admit|0.8525|9|Healthcare|False
ABT|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.6871|admit|0.6382|9|Healthcare|False
INSP|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.2602|reject|0.3321|9|Healthcare|False
SOLV|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.6621|admit|0.873|9|Healthcare|False
ATRC|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.5883|admit|0.1505|9|Healthcare|False
EW|Medical Device Mean-Reversion & Rotation Recovery|Fading|14|0.5875|admit|0.4534|9|Healthcare|False
VCYT|Molecular & Genomic Diagnostic Testing|Fading|4|0.1945|reject|0.6659|9|Healthcare|False
CDNA|Molecular & Genomic Diagnostic Testing|Fading|4|0.1776|reject|0.749|9|Healthcare|False
PSNL|Molecular & Genomic Diagnostic Testing|Fading|4|0.4453|admit|0.3539|9|Healthcare|False
BLLN|Molecular & Genomic Diagnostic Testing|Fading|4|0.2797|reject|0.7131|9|Healthcare|False
VRNS|Network Security & Zero-Trust Edge|Fading|15|0.5341|admit|0.8336|9|Technology|False
OKTA|Network Security & Zero-Trust Edge|Fading|15|0.8299|admit|0.9384|9|Technology|False
SAIL|Network Security & Zero-Trust Edge|Fading|15|0.7815|admit|0.8017|9|Technology|False
GEN|Network Security & Zero-Trust Edge|Fading|15|0.4935|admit|0.6576|9|Technology|False
RBRK|Network Security & Zero-Trust Edge|Fading|15|0.7457|admit|0.9744|9|Technology|False
NTSK|Network Security & Zero-Trust Edge|Fading|15|0.7832|admit|0.9051|9|Technology|False
CHKP|Network Security & Zero-Trust Edge|Fading|15|0.4791|admit|0.796|9|Technology|False
NET|Network Security & Zero-Trust Edge|Fading|15|0.662|admit|0.7208|9|Technology|False
CRWD|Network Security & Zero-Trust Edge|Fading|15|0.8283|admit|0.9821|9|Technology|False
S|Network Security & Zero-Trust Edge|Fading|15|0.9046|admit|0.9727|9|Technology|False
FFIV|Network Security & Zero-Trust Edge|Fading|15|0.4053|admit|0.1912|9|Technology|False
CVLT|Network Security & Zero-Trust Edge|Fading|15|0.429|admit|0.8737|9|Technology|False
PANW|Network Security & Zero-Trust Edge|Fading|15|0.7428|admit|0.9478|9|Technology|False
FTNT|Network Security & Zero-Trust Edge|Fading|15|0.7831|admit|0.9785|9|Technology|False
ZS|Network Security & Zero-Trust Edge|Fading|15|0.8387|admit|0.953|9|Technology|False
SLG|Office REIT Recovery & Re-Rating|Fading|4|0.7081|admit|0.8797|9|Real Estate|False
CDP|Office REIT Recovery & Re-Rating|Fading|4|0.6552|admit|0.5739|9|Real Estate|False
HIW|Office REIT Recovery & Re-Rating|Fading|4|0.8304|admit|0.8823|9|Real Estate|False
BXP|Office REIT Recovery & Re-Rating|Fading|4|0.8118|admit|0.6197|9|Real Estate|False
NAT|Oil & Product Tanker Shipping|Accelerating|17|0.7059|admit|0.8868|9|Energy|True
TRMD|Oil & Product Tanker Shipping|Accelerating|17|0.6372|admit|0.7546|9|Energy|True
SO|Oil & Product Tanker Shipping|Accelerating|17|0.6877|admit|0.6738|9|Utilities|True
DHT|Oil & Product Tanker Shipping|Accelerating|17|0.7381|admit|0.8839|9|Energy|True
FRO|Oil & Product Tanker Shipping|Accelerating|17|0.7016|admit|0.8149|9|Energy|True
TNK|Oil & Product Tanker Shipping|Accelerating|17|0.6851|admit|0.9367|9|Energy|True
PNW|Oil & Product Tanker Shipping|Accelerating|17|0.5649|admit|0.6733|9|Utilities|True
ATO|Oil & Product Tanker Shipping|Accelerating|17|0.5988|admit|0.7609|9|Utilities|True
NI|Oil & Product Tanker Shipping|Accelerating|17|0.5756|admit|0.9491|9|Utilities|True
STNG|Oil & Product Tanker Shipping|Accelerating|17|0.6851|admit|0.763|9|Energy|True
ES|Oil & Product Tanker Shipping|Accelerating|17|0.5594|admit|0.6645|9|Utilities|True
AEE|Oil & Product Tanker Shipping|Accelerating|17|0.6416|admit|0.6059|9|Utilities|True
INSW|Oil & Product Tanker Shipping|Accelerating|17|0.7461|admit|0.839|9|Energy|True
CNP|Oil & Product Tanker Shipping|Accelerating|17|0.6387|admit|0.6373|9|Utilities|True
WEC|Oil & Product Tanker Shipping|Accelerating|17|0.629|admit|0.5746|9|Utilities|True
UGI|Oil & Product Tanker Shipping|Accelerating|17|0.4344|admit|0.8185|9|Utilities|True
DUK|Oil & Product Tanker Shipping|Accelerating|17|0.6784|admit|0.7634|9|Utilities|True
KURA|Oncology Therapeutics RS Turnaround|Fading|16|0.7022|admit|0.9207|9|Healthcare|False
SMMT|Oncology Therapeutics RS Turnaround|Fading|16|0.3476|reject|0.6667|9|Healthcare|False
RVMD|Oncology Therapeutics RS Turnaround|Fading|16|0.5818|admit|-0.0838|9|Healthcare|False
EXEL|Oncology Therapeutics RS Turnaround|Fading|16|0.3823|admit|0.5856|9|Healthcare|False
CGEM|Oncology Therapeutics RS Turnaround|Fading|16|0.6638|admit|0.5676|9|Healthcare|False
SLS|Oncology Therapeutics RS Turnaround|Fading|16|0.4728|admit|0.5215|9|Healthcare|False
GILD|Oncology Therapeutics RS Turnaround|Fading|16|0.388|admit|0.6931|9|Healthcare|False
TGTX|Oncology Therapeutics RS Turnaround|Fading|16|0.4801|admit|0.4648|9|Healthcare|False
ZYME|Oncology Therapeutics RS Turnaround|Fading|16|0.5289|admit|0.4654|9|Healthcare|False
INCY|Oncology Therapeutics RS Turnaround|Fading|16|0.3353|reject|0.6607|9|Healthcare|False
REPL|Oncology Therapeutics RS Turnaround|Fading|16|0.3654|admit|0.6396|9|Healthcare|False
ZLAB|Oncology Therapeutics RS Turnaround|Fading|16|0.1623|reject|0.0973|9|Healthcare|False
XNCR|Oncology Therapeutics RS Turnaround|Fading|16|0.5885|admit|0.7291|9|Healthcare|False
ELVN|Oncology Therapeutics RS Turnaround|Fading|16|0.5462|admit|0.305|9|Healthcare|False
GMAB|Oncology Therapeutics RS Turnaround|Fading|16|0.491|admit|0.1576|9|Healthcare|False
JANX|Oncology Therapeutics RS Turnaround|Fading|16|0.7296|admit|0.6884|9|Healthcare|False
PTGX|Peptide & Hormone Therapies for Metabolic & Endocrine Disorders|Fading|4|0.5568|admit||0|Healthcare|False
CRNX|Peptide & Hormone Therapies for Metabolic & Endocrine Disorders|Fading|4|0.3215|reject||0|Healthcare|False
CORT|Peptide & Hormone Therapies for Metabolic & Endocrine Disorders|Fading|4|0.1923|reject||0|Healthcare|False
MBX|Peptide & Hormone Therapies for Metabolic & Endocrine Disorders|Fading|4|0.3979|admit||0|Healthcare|False
PPTA|Precious Metals Miners Velocity Breakout|Mainstream|7|0.88|admit|0.8856|9|Basic Materials|True
FSM|Precious Metals Miners Velocity Breakout|Mainstream|7|0.9118|admit|0.9761|9|Basic Materials|True
ASM|Precious Metals Miners Velocity Breakout|Mainstream|7|0.8508|admit|0.9611|9|Basic Materials|True
AYA|Precious Metals Miners Velocity Breakout|Mainstream|7|0.8276|admit|0.9273|9|Basic Materials|True
WPM|Precious Metals Miners Velocity Breakout|Mainstream|7|0.8403|admit|0.9523|9|Basic Materials|True
SA|Precious Metals Miners Velocity Breakout|Mainstream|7|0.8112|admit|0.9001|9|Basic Materials|True
SKE|Precious Metals Miners Velocity Breakout|Mainstream|7|0.9075|admit|0.9328|9|Basic Materials|True
TFPM|Precious Metals Royalty & Streaming Companies|Mainstream|5|0.8576|admit|0.9266|9|Basic Materials|True
OR|Precious Metals Royalty & Streaming Companies|Mainstream|5|0.9035|admit|0.9421|9|Basic Materials|True
FNV|Precious Metals Royalty & Streaming Companies|Mainstream|5|0.9109|admit|0.95|9|Basic Materials|True
RGLD|Precious Metals Royalty & Streaming Companies|Mainstream|5|0.9193|admit|0.8911|9|Basic Materials|True
WPM|Precious Metals Royalty & Streaming Companies|Mainstream|5|0.911|admit|0.9881|9|Basic Materials|True
KKR|Private Equity & Alternative Asset Management Platforms|Fading|8|0.8466|admit|0.839|9|Financial Services|False
BX|Private Equity & Alternative Asset Management Platforms|Fading|8|0.7859|admit|0.5492|9|Financial Services|False
APO|Private Equity & Alternative Asset Management Platforms|Fading|8|0.7443|admit|0.4324|9|Financial Services|False
STEP|Private Equity & Alternative Asset Management Platforms|Fading|8|0.6918|admit|0.7446|9|Financial Services|False
TPG|Private Equity & Alternative Asset Management Platforms|Fading|8|0.8252|admit|0.6809|9|Financial Services|False
HLNE|Private Equity & Alternative Asset Management Platforms|Fading|8|0.798|admit|0.4986|9|Financial Services|False
OWL|Private Equity & Alternative Asset Management Platforms|Fading|8|0.7997|admit|0.4439|9|Financial Services|False
ARES|Private Equity & Alternative Asset Management Platforms|Fading|8|0.8712|admit|0.6529|9|Financial Services|False
SIMO|Pure-Play NAND/DRAM Memory Chip Makers|Accelerating|4|0.7505|admit|0.8846|9|Technology|True
SNDK|Pure-Play NAND/DRAM Memory Chip Makers|Accelerating|4|0.8799|admit|0.7876|9|Technology|True
SKHY|Pure-Play NAND/DRAM Memory Chip Makers|Accelerating|4|0.8159|admit|0.9658|9|Technology|True
MU|Pure-Play NAND/DRAM Memory Chip Makers|Accelerating|4|0.8991|admit|0.9478|9|Technology|True
EAT|Restaurant Chain Recovery|Mainstream|5|0.6501|admit|0.5944|9|Consumer Cyclical|True
DRI|Restaurant Chain Recovery|Mainstream|5|0.6058|admit|0.7307|9|Consumer Cyclical|True
CBRL|Restaurant Chain Recovery|Mainstream|5|0.5927|admit|0.4633|9|Consumer Cyclical|True
CAKE|Restaurant Chain Recovery|Mainstream|5|0.6512|admit|0.9774|9|Consumer Cyclical|True
BLMN|Restaurant Chain Recovery|Mainstream|5|0.5149|admit|0.7626|9|Consumer Cyclical|True
INTC|Semiconductor Foundry & Advanced Packaging Manufacturing|Nascent|4|0.8276|admit|0.724|9|Technology|False
UMC|Semiconductor Foundry & Advanced Packaging Manufacturing|Nascent|4|0.7426|admit|0.7474|9|Technology|False
TSM|Semiconductor Foundry & Advanced Packaging Manufacturing|Nascent|4|0.8196|admit|0.8561|9|Technology|False
ASX|Semiconductor Foundry & Advanced Packaging Manufacturing|Nascent|4|0.8574|admit|0.8454|9|Technology|False
HL|Silver-Focused Primary Miners|Fading|5|0.953|admit|0.9073|9|Basic Materials|False
EXK|Silver-Focused Primary Miners|Fading|5|0.928|admit|0.8713|9|Basic Materials|False
AG|Silver-Focused Primary Miners|Fading|5|0.9474|admit|0.9608|9|Basic Materials|False
SVM|Silver-Focused Primary Miners|Fading|5|0.8645|admit|0.9572|9|Basic Materials|False
CDE|Silver-Focused Primary Miners|Fading|5|0.8904|admit|0.9315|9|Basic Materials|False
OHI|Skilled Nursing & Senior Housing Healthcare REITs|Accelerating|5|0.9198|admit|0.6249|9|Real Estate|True
CTRE|Skilled Nursing & Senior Housing Healthcare REITs|Accelerating|5|0.8945|admit|0.6603|9|Real Estate|True
SBRA|Skilled Nursing & Senior Housing Healthcare REITs|Accelerating|5|0.8104|admit|0.647|9|Real Estate|True
JAN|Skilled Nursing & Senior Housing Healthcare REITs|Accelerating|5|0.7046|admit|0.4559|9|Real Estate|True
WELL|Skilled Nursing & Senior Housing Healthcare REITs|Accelerating|5|0.861|admit|0.4482|9|Real Estate|True
SNDR|Trucking & Freight Carrier Rate Recovery|Fading|5|0.8772|admit|0.9114|9|Industrials|False
JBHT|Trucking & Freight Carrier Rate Recovery|Fading|5|0.824|admit|0.8164|9|Industrials|False
WERN|Trucking & Freight Carrier Rate Recovery|Fading|5|0.8029|admit|0.8706|9|Industrials|False
KNX|Trucking & Freight Carrier Rate Recovery|Fading|5|0.8548|admit|0.9275|9|Industrials|False
ARCB|Trucking & Freight Carrier Rate Recovery|Fading|5|0.7959|admit|0.8278|9|Industrials|False
GAP|U.S. Apparel & Fashion Recovery|Mainstream|5|0.6722|admit|0.3256|9|Consumer Cyclical|True
ANF|U.S. Apparel & Fashion Recovery|Mainstream|5|0.5339|admit|0.8256|9|Consumer Cyclical|True
SHOO|U.S. Apparel & Fashion Recovery|Mainstream|5|0.389|admit|0.8338|9|Consumer Cyclical|True
WWW|U.S. Apparel & Fashion Recovery|Mainstream|5|0.4234|admit|0.7723|9|Consumer Cyclical|True
URBN|U.S. Apparel & Fashion Recovery|Mainstream|5|0.804|admit|0.4076|9|Consumer Cyclical|True
BEN|Wealth Management & Retail Brokerage Platforms|Fading|20|0.5209|admit|0.6538|9|Financial Services|False
SEIC|Wealth Management & Retail Brokerage Platforms|Fading|20|0.499|admit|0.388|9|Financial Services|False
IBKR|Wealth Management & Retail Brokerage Platforms|Fading|20|0.6214|admit|0.7907|9|Financial Services|False
GS|Wealth Management & Retail Brokerage Platforms|Fading|20|0.5288|admit|0.3118|9|Financial Services|False
AMP|Wealth Management & Retail Brokerage Platforms|Fading|20|0.6069|admit|0.3208|9|Financial Services|False
LPLA|Wealth Management & Retail Brokerage Platforms|Fading|20|0.5093|admit|0.645|9|Financial Services|False
FUTU|Wealth Management & Retail Brokerage Platforms|Fading|20|0.3895|admit|-0.0657|9|Financial Services|False
WT|Wealth Management & Retail Brokerage Platforms|Fading|20|0.4809|admit|0.4259|9|Financial Services|False
XP|Wealth Management & Retail Brokerage Platforms|Fading|20|0.1445|reject|-0.4504|9|Financial Services|False
RJF|Wealth Management & Retail Brokerage Platforms|Fading|20|0.6345|admit|0.7635|9|Financial Services|False
IVZ|Wealth Management & Retail Brokerage Platforms|Fading|20|0.5169|admit|0.7905|9|Financial Services|False
SCHW|Wealth Management & Retail Brokerage Platforms|Fading|20|0.4671|admit|0.6039|9|Financial Services|False
JEF|Wealth Management & Retail Brokerage Platforms|Fading|20|0.5559|admit|0.4746|9|Financial Services|False
VCTR|Wealth Management & Retail Brokerage Platforms|Fading|20|0.3633|admit|0.7784|9|Financial Services|False
APAM|Wealth Management & Retail Brokerage Platforms|Fading|20|0.2704|reject|0.684|9|Financial Services|False
HOOD|Wealth Management & Retail Brokerage Platforms|Fading|20|0.4397|admit|0.4925|9|Financial Services|False
BGC|Wealth Management & Retail Brokerage Platforms|Fading|20|0.5119|admit|0.3724|9|Financial Services|False
MS|Wealth Management & Retail Brokerage Platforms|Fading|20|0.6003|admit|0.5871|9|Financial Services|False
VIRT|Wealth Management & Retail Brokerage Platforms|Fading|20|0.3949|admit|0.7435|9|Financial Services|False
SF|Wealth Management & Retail Brokerage Platforms|Fading|20|0.6145|admit|0.7655|9|Financial Services|False
JXN|Annuity-Focused Insurers|Nascent|4|0.5623|admit|0.5373|9|Financial Services|False
EQH|Annuity-Focused Insurers|Nascent|4|0.8054|admit|0.7812|9|Financial Services|False
CNO|Annuity-Focused Insurers|Nascent|4|0.4717|admit|0.6565|9|Financial Services|False
CRBG|Annuity-Focused Insurers|Nascent|4|0.828|admit|0.8297|9|Financial Services|False
OGS|Oil Refining & Marketing|Nascent|27|0.2752|reject|0.2434|9|Utilities|False
DTM|Oil Refining & Marketing|Nascent|27|0.5857|admit|0.2693|9|Energy|False
NJR|Oil Refining & Marketing|Nascent|27|0.4175|admit|0.482|9|Utilities|False
HLX|Oil Refining & Marketing|Nascent|27|0.7424|admit||0|Energy|False
DK|Oil Refining & Marketing|Nascent|27|0.5624|admit|0.6129|9|Energy|False
KMI|Oil Refining & Marketing|Nascent|27|0.6341|admit|0.3497|9|Energy|False
DINO|Oil Refining & Marketing|Nascent|27|0.7215|admit|0.8766|9|Energy|False
NE|Oil Refining & Marketing|Nascent|27|0.7139|admit|0.6365|9|Energy|False
AESI|Oil Refining & Marketing|Nascent|27|0.3081|reject|0.5713|9|Energy|False
SWX|Oil Refining & Marketing|Nascent|27|0.3472|reject|0.5777|9|Utilities|False
PARR|Oil Refining & Marketing|Nascent|27|0.6007|admit|0.7423|9|Energy|False
OKE|Oil Refining & Marketing|Nascent|27|0.7387|admit|0.1456|9|Energy|False
MPC|Oil Refining & Marketing|Nascent|27|0.8369|admit|0.8097|9|Energy|False
PSX|Oil Refining & Marketing|Nascent|27|0.84|admit|0.8611|9|Energy|False
FTI|Oil Refining & Marketing|Nascent|27|0.6276|admit|0.8315|9|Energy|False
SDRL|Oil Refining & Marketing|Nascent|27|0.727|admit|0.8207|9|Energy|False
AM|Oil Refining & Marketing|Nascent|27|0.666|admit|0.3789|9|Energy|False
CVI|Oil Refining & Marketing|Nascent|27|0.5654|admit|0.8616|9|Energy|False
SR|Oil Refining & Marketing|Nascent|27|0.2807|reject|-0.2933|9|Utilities|False
TS|Oil Refining & Marketing|Nascent|27|0.4386|admit|0.8784|9|Energy|False
WMB|Oil Refining & Marketing|Nascent|27|0.509|admit|0.6903|9|Energy|False
VAL|Oil Refining & Marketing|Nascent|27|0.6594|admit|0.7523|9|Energy|False
PBF|Oil Refining & Marketing|Nascent|27|0.6101|admit|0.8276|9|Energy|False
TDW|Oil Refining & Marketing|Nascent|27|0.4818|admit|0.6728|9|Energy|False
VLO|Oil Refining & Marketing|Nascent|27|0.7985|admit|0.8237|9|Energy|False
OII|Oil Refining & Marketing|Nascent|27|0.4581|admit|0.5898|9|Energy|False
CRK|Oil Refining & Marketing|Nascent|27|0.4443|admit|0.0528|9|Energy|False
SLDE|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.8188|admit|0.8413|9|Financial Services|False
AFG|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.8338|admit|0.9019|9|Financial Services|False
THG|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.8351|admit|0.9693|9|Financial Services|False
MKL|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.8725|admit|0.9539|9|Financial Services|False
RNR|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.9006|admit|0.8253|9|Financial Services|False
EG|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.9211|admit|0.7917|9|Financial Services|False
HCI|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.72|admit|0.7603|9|Financial Services|False
SKWD|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.825|admit|0.856|9|Financial Services|False
RLI|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.8743|admit|0.8431|9|Financial Services|False
CB|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.9115|admit|0.9092|9|Financial Services|False
SPNT|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.8261|admit|0.5833|9|Financial Services|False
ALL|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.8636|admit|0.8314|9|Financial Services|False
TRV|Property & Casualty Insurance Underwriters (Broad Re-rating Cycle)|Fading|13|0.819|admit|0.8234|9|Financial Services|False
COHU|Semiconductor Test, Yield & Assembly Supply Chain|Nascent|4|0.9054|admit|0.9605|9|Technology|False
SANM|Semiconductor Test, Yield & Assembly Supply Chain|Nascent|4|0.7601|admit|0.8646|9|Technology|False
PDFS|Semiconductor Test, Yield & Assembly Supply Chain|Nascent|4|0.8408|admit|0.9536|9|Technology|False
TER|Semiconductor Test, Yield & Assembly Supply Chain|Nascent|4|0.877|admit|0.9256|9|Technology|False
ALK|U.S. Domestic Passenger Airlines|Fading|4|0.8294|admit|0.9368|9|Industrials|False
LUV|U.S. Domestic Passenger Airlines|Fading|4|0.8053|admit|0.7097|9|Industrials|False
UAL|U.S. Domestic Passenger Airlines|Fading|4|0.9209|admit|0.8869|9|Industrials|False
DAL|U.S. Domestic Passenger Airlines|Fading|4|0.8846|admit|0.8543|9|Industrials|False
ED|Regulated Electric Utility Defensive Rotation|Fading|9|0.9169|admit|0.8996|9|Utilities|False
EVRG|Regulated Electric Utility Defensive Rotation|Fading|9|0.9451|admit|0.9394|9|Utilities|False
ETR|Regulated Electric Utility Defensive Rotation|Fading|9|0.8567|admit|0.8574|9|Utilities|False
FTS|Regulated Electric Utility Defensive Rotation|Fading|9|0.9228|admit|0.9397|9|Utilities|False
EXC|Regulated Electric Utility Defensive Rotation|Fading|9|0.9199|admit|0.8106|9|Utilities|False
DTE|Regulated Electric Utility Defensive Rotation|Fading|9|0.9536|admit|0.9223|9|Utilities|False
PEG|Regulated Electric Utility Defensive Rotation|Fading|9|0.9164|admit|0.8205|9|Utilities|False
LNT|Regulated Electric Utility Defensive Rotation|Fading|9|0.9445|admit|0.9248|9|Utilities|False
CMS|Regulated Electric Utility Defensive Rotation|Fading|9|0.9407|admit|0.9146|9|Utilities|False
FITB|Super-Regional Bank RS Reversal|Nascent|4|0.9062|admit|0.8638|9|Financial Services|False
FHN|Super-Regional Bank RS Reversal|Nascent|4|0.6554|admit|0.7069|9|Financial Services|False
HBAN|Super-Regional Bank RS Reversal|Nascent|4|0.8025|admit|0.9283|9|Financial Services|False
CFG|Super-Regional Bank RS Reversal|Nascent|4|0.8991|admit|0.9471|9|Financial Services|False
BTU|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.2174|reject|-0.2663|9|Energy|True
CNR|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.4645|admit|-0.1857|9|Energy|True
PR|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.9086|admit|0.9579|9|Energy|True
CNX|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.6441|admit|0.8175|9|Energy|True
VG|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.7942|admit|0.7344|9|Energy|True
CVX|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.9008|admit|0.9575|9|Energy|True
SLB|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.4344|admit|0.461|9|Energy|True
VET|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.8669|admit|0.9329|9|Energy|True
NEXT|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.6102|admit|-0.422|9|Energy|True
SHEL|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.8407|admit|0.9494|9|Energy|True
DVN|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.9131|admit|0.9782|9|Energy|True
PBA|Energy Supply Disruption: Middle East Geopolitical Risk|Mainstream|59|0.7167|admit|0.4982|9|Energy|True
