id|ticker|alert_date|signal_type|status|skip_reason|orb_high|orb_low|atr_14|entry_price|stop_price|hard_stop|risk_dollars|entry_shares|remaining_shares|partial_taken|total_pnl|hold_days|created_at|closed_at|quarantined|was_replayed|exits_json
96|FPS|2026-05-14|magna53|no_entry||50.99969999999999714646037318743765354156494140625|44.50999999999999801048033987171947956085205078125|||||||0|f|||2026-05-14 14:00:00.151969+00||f|f|[]
97|GO|2026-05-14|magna53|no_entry||9.4399999999999995026200849679298698902130126953125|8.25|||||||0|f|||2026-05-14 14:00:00.152246+00||f|f|[]
98|KLAR|2026-05-14|magna53|no_entry||16.480000000000000426325641456060111522674560546875|15.17999999999999971578290569595992565155029296875|||||||0|f|||2026-05-14 14:00:00.152807+00||f|f|[]
107|MBLY|2026-05-14|9m_day2|closed||10.5150000000000005684341886080801486968994140625|10.21000000000000085265128291212022304534912109375||10.5150000000000005684341886080801486968994140625|9.32000000000000028421709430404007434844970703125|9.32000000000000028421709430404007434844970703125|941.6599999999999681676854379475116729736328125|788|0|f|-941.6600000000001955413608811795711517333984375|95|2026-05-14 14:00:00.565206+00|2026-08-17 20:50:03.67002+00|t|f|[{"pnl": -941.6600000000002, "time": "2026-08-17T16:00:00", "price": 9.32, "reason": "stop_hit", "shares": 788.0}]
110|ONON|2026-05-14|9m_day2|closed||35.99000000000000198951966012828052043914794921875|35.31000000000000227373675443232059478759765625||35.99000000000000198951966012828052043914794921875|33.56000000000000227373675443232059478759765625|33.56000000000000227373675443232059478759765625|940.4099999999999681676854379475116729736328125|387|0|f|-940.40999999999985448084771633148193359375|95|2026-05-14 14:00:00.653379+00|2026-08-17 20:50:03.907831+00|t|f|[{"pnl": -940.4099999999999, "time": "2026-08-17T16:00:00", "price": 33.56, "reason": "stop_hit", "shares": 387.0}]
109|OUST|2026-05-14|9m_day2|no_entry||35.5|32.77250000000000085265128291212022304534912109375|||||||0|f|||2026-05-14 14:00:00.653191+00||f|f|[]
105|SLS|2026-05-14|9m_day2|gate_blocked|setup:faded_from_orb: last $6.36 < threshold $6.42 (ratio=0.25, ORB H=$6.55 L=$6.38, faded 2.9%)|6.54999999999999982236431605997495353221893310546875|6.37999999999999989341858963598497211933135986328125|||||||0|f|||2026-05-14 14:00:00.453698+00||f|f|[]
99|STAA|2026-05-14|magna53|no_entry||35.86999999999999744204615126363933086395263671875|33.75|||||||0|f|||2026-05-14 14:00:00.299703+00||f|f|[]
104|STUB|2026-05-14|magna53|gate_blocked|setup:stop_too_wide: ORB range $0.68 (8.2%) > 1.5x ATR $0.64|9|8.320100000000000051159076974727213382720947265625|||||||0|f|||2026-05-14 14:00:00.453717+00||f|f|[]
108|VELO|2026-05-14|9m_day2|no_entry||21.1700000000000017053025658242404460906982421875|20.050000000000000710542735760100185871124267578125|||||||0|f|||2026-05-14 14:00:00.565183+00||f|f|[]
103|VSNT|2026-05-14|magna53|gate_blocked|setup:stop_too_wide: ORB range $2.67 (6.3%) > 1.5x ATR $1.96|45|42.3250000000000028421709430404007434844970703125|||||||0|f|||2026-05-14 14:00:00.391864+00||f|f|[]
114|FRMI|2026-05-15|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 17.6% > 15%|7.0999999999999996447286321199499070644378662109375|6.62000000000000010658141036401502788066864013671875|||||||0|f|||2026-05-15 14:00:00.263796+00||f|f|[]
111|GEMI|2026-05-15|magna53|no_entry||6.95990000000000019753088054130785167217254638671875|6.41500000000000003552713678800500929355621337890625|||||||0|f|||2026-05-15 14:00:00.263436+00||f|f|[]
113|KLAR|2026-05-15|9m_day2|no_entry||16.647600000000000619593265582807362079620361328125|15.7400000000000002131628207280300557613372802734375|||||||0|f|||2026-05-15 14:00:00.263482+00||f|f|[]
115|KNX|2026-05-15|9m_day2|closed||67.1350000000000051159076974727213382720947265625|65.6700000000000017053025658242404460906982421875||67.1350000000000051159076974727213382720947265625|79.657999999999987039700499735772609710693359375|60.0499999999999971578290569595992565155029296875|821.8600000000000136424205265939235687255859375|116|0|t|1019.446666666666033052024431526660919189453125|31|2026-05-15 14:00:00.27988+00|2026-08-18 05:06:08.557587+00|f|t|[{"pnl": 82.55333333333297, "time": "2026-05-18T16:00:00", "price": 69.27, "reason": "partial_profit", "shares": 38.666666666666664}, {"pnl": 936.8933333333331, "time": "2026-06-15T16:00:00", "price": 79.25, "reason": "sma_trail_stop", "shares": 77.33333333333334}]
112|PURR|2026-05-15|9m_day2|closed||6.79999999999999982236431605997495353221893310546875|6.54000000000000003552713678800500929355621337890625||6.79999999999999982236431605997495353221893310546875|9.3239999999999998436805981327779591083526611328125|6.29999999999999982236431605997495353221893310546875|826.5|1653|0|t|1978.089999999999463398125953972339630126953125|21|2026-05-15 14:00:00.264283+00|2026-08-18 05:06:08.313746+00|f|t|[{"pnl": 71.62999999999994, "time": "2026-05-18T16:00:00", "price": 6.93, "reason": "partial_profit", "shares": 551.0}, {"pnl": 1906.4599999999996, "time": "2026-06-05T16:00:00", "price": 8.53, "reason": "sma_trail_stop", "shares": 1102.0}]
116|SEDG|2026-05-18|9m_day2|no_entry||60.2000000000000028421709430404007434844970703125|57.13000000000000255795384873636066913604736328125|||||||0|f|||2026-05-18 14:00:00.137115+00||f|f|[]
117|AGYS|2026-05-19|magna53|no_entry||94.7699999999999960209606797434389591217041015625|89.7099999999999937472239253111183643341064453125|||||||0|f|||2026-05-19 14:00:00.329083+00||f|f|[]
118|STUB|2026-05-19|9m_day2|no_entry||10.1899999999999995026200849679298698902130126953125|9.7799999999999993605115378159098327159881591796875|||||||0|f|||2026-05-19 14:00:00.329118+00||f|f|[]
119|TE|2026-05-19|9m_day2|no_entry||6.71999999999999975131004248396493494510650634765625|6.4199999999999999289457264239899814128875732421875|||||||0|f|||2026-05-19 14:00:00.329407+00||f|f|[]
120|PURR|2026-05-20|9m_day2|closed||8.050000000000000710542735760100185871124267578125|7.8499999999999996447286321199499070644378662109375||8.050000000000000710542735760100185871124267578125|7.20000000000000017763568394002504646778106689453125|7.20000000000000017763568394002504646778106689453125|782|920|0|f|-782.00000000000045474735088646411895751953125|89|2026-05-20 14:00:00.203246+00|2026-08-17 20:50:04.636643+00|t|f|[{"pnl": -782.0000000000005, "time": "2026-08-17T16:00:00", "price": 7.2, "reason": "stop_hit", "shares": 920.0}]
121|IMVT|2026-05-21|9m_day2|no_entry||35.75999999999999801048033987171947956085205078125|35|||||||0|f|||2026-05-21 14:00:00.428498+00||f|f|[]
123|INFQ|2026-05-21|magna53|closed||14.8499999999999996447286321199499070644378662109375|13.3900000000000005684341886080801486968994140625|1.2557428571428574937129951649694703519344329833984375|14.8499999999999996447286321199499070644378662109375|13.3900000000000005684341886080801486968994140625|13.3900000000000005684341886080801486968994140625|814.0900000000000318323145620524883270263671875|557|0|f|-813.2199999999994588506524451076984405517578125|88|2026-05-21 14:00:00.51549+00|2026-08-17 20:50:04.875609+00|t|f|[{"pnl": -813.2199999999995, "time": "2026-08-17T16:00:00", "price": 13.39, "reason": "stop_hit", "shares": 557.0}]
124|RLAY|2026-05-21|magna53|closed||15.4199999999999999289457264239899814128875732421875|14.4700000000000006394884621840901672840118408203125|0.92665714285714273490413006584276445209980010986328125|15.4199999999999999289457264239899814128875732421875|14.4700000000000006394884621840901672840118408203125|14.4700000000000006394884621840901672840118408203125|814.0900000000000318323145620524883270263671875|856|0|f|-813.19999999999936335370875895023345947265625|1|2026-05-21 14:00:00.493796+00|2026-05-22 20:50:05.24167+00|f|f|[{"pnl": -813.1999999999994, "time": "2026-05-22T16:00:00", "price": 14.47, "reason": "stop_hit", "shares": 856.0}]
122|ROIV|2026-05-21|9m_day2|closed||32.35000000000000142108547152020037174224853515625|31.850200000000000954969436861574649810791015625||32.35000000000000142108547152020037174224853515625|29.35000000000000142108547152020037174224853515625|29.35000000000000142108547152020037174224853515625|813|271|0|f|-813|5|2026-05-21 14:00:00.43175+00|2026-08-18 05:06:08.799427+00|f|t|[{"pnl": -813.0, "time": "2026-05-26T16:00:00", "price": 29.35, "reason": "stop_hit", "shares": 271.0}]
126|IBM|2026-05-22|9m_day2|no_entry||264.3799999999999954525264911353588104248046875|260.029999999999972715158946812152862548828125|||||||0|f|||2026-05-22 14:00:00.164969+00||f|f|[]
127|PPTA|2026-05-22|magna53|no_entry||29.14999999999999857891452847979962825775146484375|27.500099999999999766941982670687139034271240234375|||||||0|f|||2026-05-22 14:00:00.164704+00||f|f|[]
125|QUBT|2026-05-22|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 16.6% > 15%|12.3699999999999992184029906638897955417633056640625|11.6099999999999994315658113919198513031005859375|||||||0|f|||2026-05-22 14:00:00.164584+00||f|f|[]
128|ASPI|2026-05-27|9m_day2|closed||6.92999999999999971578290569595992565155029296875|6.660000000000000142108547152020037174224853515625||6.92999999999999971578290569595992565155029296875|6.37999999999999989341858963598497211933135986328125|6.37999999999999989341858963598497211933135986328125|823.8999999999999772626324556767940521240234375|1498|0|f|-823.8999999999997498889570124447345733642578125|82|2026-05-27 14:00:05.954177+00|2026-08-17 20:50:05.362539+00|t|f|[{"pnl": -823.8999999999997, "time": "2026-08-17T16:00:00", "price": 6.38, "reason": "stop_hit", "shares": 1498.0}]
131|CRSR|2026-05-27|magna53|closed||8.910000000000000142108547152020037174224853515625|8.4000000000000003552713678800500929355621337890625|0.485785714285714320670450661054928787052631378173828125|8.910000000000000142108547152020037174224853515625|8.910000000000000142108547152020037174224853515625|8.4000000000000003552713678800500929355621337890625|824.2100000000000363797880709171295166015625|1616|0|t|1147.359999999999445208231918513774871826171875|12|2026-05-27 14:00:05.984258+00|2026-08-18 05:06:09.047433+00|f|t|[{"pnl": 1384.3733333333334, "time": "2026-06-01T16:00:00", "price": 11.48, "reason": "partial_profit", "shares": 538.6666666666666}, {"pnl": -237.01333333333406, "time": "2026-06-08T16:00:00", "price": 8.69, "reason": "sma_trail_stop", "shares": 1077.3333333333335}]
130|DY|2026-05-27|magna53|no_entry||566.4650000000000318323145620524883270263671875|534.9950000000000045474735088646411895751953125|||||||0|f|||2026-05-27 14:00:05.954973+00||f|f|[]
129|TE|2026-05-27|9m_day2|no_entry||10.949999999999999289457264239899814128875732421875|10.21000000000000085265128291212022304534912109375|||||||0|f|||2026-05-27 14:00:05.956353+00||f|f|[]
135|AVAV|2026-05-28|magna53|closed||204.8600000000000136424205265939235687255859375|195.55000000000001136868377216160297393798828125|8.4436642857142860663088868022896349430084228515625|204.8600000000000136424205265939235687255859375|195.55000000000001136868377216160297393798828125|195.55000000000001136868377216160297393798828125|928.75|96|0|f|-893.760000000000218278728425502777099609375|81|2026-05-28 14:00:00.882955+00|2026-08-17 20:50:06.087026+00|t|f|[{"pnl": -893.7600000000002, "time": "2026-08-17T16:00:00", "price": 195.55, "reason": "stop_hit", "shares": 96.0}]
134|CRSR|2026-05-28|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 30.3% > 15%|12.050000000000000710542735760100185871124267578125|10.5800000000000000710542735760100185871124267578125|||||||0|f|||2026-05-28 14:00:00.538125+00||f|f|[]
132|NIO|2026-05-28|9m_day2|no_entry||5.69500000000000028421709430404007434844970703125|5.5800000000000000710542735760100185871124267578125|||||||0|f|||2026-05-28 14:00:00.537316+00||f|f|[]
133|QTTB|2026-05-28|9m_day2|no_entry||12.199999999999999289457264239899814128875732421875|11.1000999999999994116706147906370460987091064453125|||||||0|f|||2026-05-28 14:00:00.537592+00||f|f|[]
136|RCAT|2026-05-28|magna53|closed||12.8100000000000004973799150320701301097869873046875|11.9550000000000000710542735760100185871124267578125|0.82248571428571415342645423152134753763675689697265625|12.8100000000000004973799150320701301097869873046875|11.9550000000000000710542735760100185871124267578125|11.9550000000000000710542735760100185871124267578125|929.51999999999998181010596454143524169921875|1087|0|f|-929.385000000000445652403868734836578369140625|81|2026-05-28 14:00:00.882966+00|2026-08-17 20:50:05.848645+00|t|f|[{"pnl": -929.3850000000004, "time": "2026-08-17T16:00:00", "price": 11.955, "reason": "stop_hit", "shares": 1087.0}]
138|BTDR|2026-05-29|9m_day2|no_entry||18.21000000000000085265128291212022304534912109375|17.699999999999999289457264239899814128875732421875|||||||0|f|||2026-05-29 14:00:00.624952+00||f|f|[]
140|DELL|2026-05-29|magna53|closed||428.68000000000000682121026329696178436279296875|407.67000000000001591615728102624416351318359375|18.407778571428568881174214766360819339752197265625|428.68000000000000682121026329696178436279296875|407.67000000000001591615728102624416351318359375|407.67000000000001591615728102624416351318359375|953.55999999999994543031789362430572509765625|45|0|t|-71.100000000000136424205265939235687255859375|5|2026-05-29 14:00:00.801675+00|2026-08-18 05:06:09.302962+00|f|t|[{"pnl": 559.1999999999996, "time": "2026-06-01T16:00:00", "price": 465.96, "reason": "partial_profit", "shares": 15.0}, {"pnl": -630.2999999999997, "time": "2026-06-03T16:00:00", "price": 407.67, "reason": "stop_hit", "shares": 30.0}]
139|DLTR|2026-05-29|9m_day2|closed||112.719999999999998863131622783839702606201171875|110.040199999999998681232682429254055023193359375||112.719999999999998863131622783839702606201171875|112.719999999999998863131622783839702606201171875|106.400000000000005684341886080801486968994140625|948|150|0|t|-32.99999999999982946974341757595539093017578125|5|2026-05-29 14:00:00.626187+00|2026-08-18 05:06:09.549391+00|f|t|[{"pnl": -10.999999999999943, "time": "2026-06-03T16:00:00", "price": 112.5, "reason": "partial_profit", "shares": 50.0}, {"pnl": -21.999999999999886, "time": "2026-06-03T16:00:00", "price": 112.5, "reason": "sma_trail_stop", "shares": 100.0}]
137|INFQ|2026-05-29|9m_day2|no_entry||17.589999999999999857891452847979962825775146484375|16.61070000000000135287336888723075389862060546875|||||||0|f|||2026-05-29 14:00:00.624671+00||f|f|[]
141|CRM|2026-06-01|9m_day2|closed||201.19999999999998863131622783839702606201171875|198.210000000000007958078640513122081756591796875||201.19999999999998863131622783839702606201171875|201.19999999999998863131622783839702606201171875|180.020000000000010231815394945442676544189453125|953.1000000000000227373675443232059478759765625|45|0|t|-460.3499999999995679900166578590869903564453125|77|2026-06-01 14:00:01.869561+00|2026-08-17 20:50:06.799199+00|t|f|[{"pnl": -153.44999999999985, "time": "2026-08-17T16:00:00", "price": 190.97, "reason": "partial_profit", "shares": 15.0}, {"pnl": -306.8999999999997, "time": "2026-08-17T16:00:00", "price": 190.97, "reason": "sma_trail_stop", "shares": 30.0}]
142|FPS|2026-06-01|9m_day2|closed||54.43999999999999772626324556767940521240234375|52.6700000000000017053025658242404460906982421875||54.43999999999999772626324556767940521240234375|47.64999999999999857891452847979962825775146484375|47.64999999999999857891452847979962825775146484375|957.3899999999999863575794734060764312744140625|141|0|f|-957.38999999999987267074175179004669189453125|77|2026-06-01 14:00:01.869597+00|2026-08-17 20:50:07.277183+00|t|f|[{"pnl": -957.3899999999999, "time": "2026-08-17T16:00:00", "price": 47.65, "reason": "stop_hit", "shares": 141.0}]
144|IBM|2026-06-01|9m_day2|no_entry||323.55000000000001136868377216160297393798828125|310.19999999999998863131622783839702606201171875|||||||0|f|||2026-06-01 14:00:01.881352+00||f|f|[]
145|OKTA|2026-06-01|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 20.1% > 15%|133.3600000000000136424205265939235687255859375|128.289999999999992041921359486877918243408203125|||||||0|f|||2026-06-01 14:00:01.884451+00||f|f|[]
143|PURR|2026-06-01|9m_day2|no_entry||11.730000000000000426325641456060111522674560546875|10.6400000000000005684341886080801486968994140625|||||||0|f|||2026-06-01 14:00:01.869584+00||f|f|[]
146|ZS|2026-06-01|9m_day2|closed||147.499899999999996680344338528811931610107421875|143.75||147.499899999999996680344338528811931610107421875|130.3700000000000045474735088646411895751953125|130.3700000000000045474735088646411895751953125|959.549999999999954525264911353588104248046875|56|0|f|-959.274399999999559440766461193561553955078125|4|2026-06-01 14:00:02.123928+00|2026-08-18 05:06:09.793349+00|f|t|[{"pnl": -959.2743999999996, "time": "2026-06-05T16:00:00", "price": 130.37, "reason": "stop_hit", "shares": 56.0}]
147|GRRR|2026-06-02|magna53|no_entry||23.489999999999998436805981327779591083526611328125|21.89999999999999857891452847979962825775146484375|||||||0|f|||2026-06-02 14:00:01.316719+00||f|f|[]
148|HPE|2026-06-02|magna53|no_entry||64.25|61.6552999999999968849806464277207851409912109375|||||||0|f|||2026-06-02 14:00:01.316651+00||f|f|[]
150|MRVL|2026-06-02|magna53|closed||265.43999999999999772626324556767940521240234375|252.43000000000000682121026329696178436279296875|15.649457142857141178637903067283332347869873046875|265.43999999999999772626324556767940521240234375|252.43000000000000682121026329696178436279296875|252.43000000000000682121026329696178436279296875|950.8799999999999954525264911353588104248046875|73|0|f|-949.729999999999336068867705762386322021484375|76|2026-06-02 14:00:02.027197+00|2026-08-17 20:50:07.524231+00|t|f|[{"pnl": -949.7299999999993, "time": "2026-08-17T16:00:00", "price": 252.43, "reason": "stop_hit", "shares": 73.0}]
151|LEGN|2026-06-03|9m_day2|no_entry||37.5|34.500100000000003319655661471188068389892578125|||||||0|f|||2026-06-03 14:00:01.536275+00||f|f|[]
152|MRVL|2026-06-03|9m_day2|no_entry||324.19999999999998863131622783839702606201171875|308.1100000000000136424205265939235687255859375|||||||0|f|||2026-06-03 14:00:01.536282+00||f|f|[]
153|NVTS|2026-06-03|magna53|closed||31.719999999999998863131622783839702606201171875|30.21000000000000085265128291212022304534912109375|3.158828571428572207224760859389789402484893798828125|31.719999999999998863131622783839702606201171875|30.21000000000000085265128291212022304534912109375|30.21000000000000085265128291212022304534912109375|938.76999999999998181010596454143524169921875|615|0|f|-928.6499999999987267074175179004669189453125|1|2026-06-03 14:00:01.649633+00|2026-06-04 20:50:07.909718+00|f|f|[{"pnl": -928.6499999999987, "time": "2026-06-04T16:00:00", "price": 30.21, "reason": "stop_hit", "shares": 615.0}]
155|AGX|2026-06-05|magna53|gate_blocked|setup:stop_too_wide: ORB range $71.04 (10.8%) > 1.5x ATR $56.05|731.299999999999954525264911353588104248046875|660.259999999999990905052982270717620849609375|||||||0|f|||2026-06-05 14:00:01.871281+00||f|f|[]
154|TTAN|2026-06-05|magna53|no_entry||84.090000000000003410605131648480892181396484375|77.8900000000000005684341886080801486968994140625|||||||0|f|||2026-06-05 14:00:01.850136+00||f|f|[]
156|NRIX|2026-06-08|magna53|gate_blocked|setup:stop_too_wide: ORB range $1.49 (9.2%) > 1.5x ATR $1.38|17.5885999999999995679900166578590869903564453125|16.10000000000000142108547152020037174224853515625|||||||0|f|||2026-06-08 14:00:00.865118+00||f|f|[]
158|GLXY|2026-06-09|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 17.7% > 15%|31.85000000000000142108547152020037174224853515625|30.620000000000000994759830064140260219573974609375|||||||0|f|||2026-06-09 14:00:00.874219+00||f|f|[]
157|TNGX|2026-06-09|9m_day2|no_entry||32.78999999999999914734871708787977695465087890625|31.21000000000000085265128291212022304534912109375|||||||0|f|||2026-06-09 14:00:00.864868+00||f|f|[]
161|GLXY|2026-06-10|9m_day2|closed||32.2999999999999971578290569595992565155029296875|31.25||32.2999999999999971578290569595992565155029296875|29.769999999999999573674358543939888477325439453125|29.769999999999999573674358543939888477325439453125|693.19000000000005456968210637569427490234375|274|0|f|-693.219999999999345163814723491668701171875|1|2026-06-10 14:00:02.047704+00|2026-06-11 20:50:08.927477+00|f|f|[{"pnl": -693.2199999999993, "time": "2026-06-11T16:00:00", "price": 29.77, "reason": "stop_hit", "shares": 274.0}]
160|PAYO|2026-06-10|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 21.2% > 15%|6.55999999999999960920149533194489777088165283203125|6.4000000000000003552713678800500929355621337890625|||||||0|f|||2026-06-10 14:00:02.047352+00||f|f|[]
159|VELO|2026-06-10|9m_day2|no_entry||20.7830000000000012505552149377763271331787109375|19.3001000000000004774847184307873249053955078125|||||||0|f|||2026-06-10 14:00:02.047333+00||f|f|[]
162|ELVN|2026-06-11|magna53|no_entry||45.517099999999999226929503493010997772216796875|42.66120000000000089812601800076663494110107421875|||||||0|f|||2026-06-11 14:00:00.88715+00||f|f|[]
163|FRMI|2026-06-11|9m_day2|no_entry||6.86000000000000031974423109204508364200592041015625|6.480000000000000426325641456060111522674560546875|||||||0|f|||2026-06-11 14:00:00.903436+00||f|f|[]
165|NAVN|2026-06-11|magna53|gate_blocked|setup:stop_too_wide: ORB range $2.29 (10.4%) > 1.5x ATR $2.07|24.32000000000000028421709430404007434844970703125|22.030000000000001136868377216160297393798828125|||||||0|f|||2026-06-11 14:00:00.914181+00||f|f|[]
164|VELO|2026-06-11|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 26.4% > 15%|25.92999999999999971578290569595992565155029296875|23.07000000000000028421709430404007434844970703125|||||||0|f|||2026-06-11 14:00:00.912831+00||f|f|[]
166|CPNG|2026-06-12|9m_day2|no_entry||17.10000000000000142108547152020037174224853515625|16.760000000000001563194018672220408916473388671875|||||||0|f|||2026-06-12 14:00:01.211992+00||f|f|[]
169|LYG|2026-06-12|9m_day2|no_entry||5.45999999999999996447286321199499070644378662109375|5.44000000000000039079850466805510222911834716796875|||||||0|f|||2026-06-12 14:00:01.318288+00||f|f|[]
170|MNTS|2026-06-12|9m_day2|no_entry||14.410000000000000142108547152020037174224853515625|13.28999999999999914734871708787977695465087890625|||||||0|f|||2026-06-12 14:00:01.318545+00||f|f|[]
167|SHAZ|2026-06-12|magna53|no_entry||74.7699999999999960209606797434389591217041015625|62.1099999999999994315658113919198513031005859375|||||||0|f|||2026-06-12 14:00:01.211269+00||f|f|[]
168|SMCI|2026-06-12|9m_day2|no_entry||31.0799999999999982946974341757595539093017578125|29.5|||||||0|f|||2026-06-12 14:00:01.211863+00||f|f|[]
171|VELO|2026-06-12|9m_day2|no_entry||29.42999999999999971578290569595992565155029296875|26.5|||||||0|f|||2026-06-12 14:00:01.380593+00||f|f|[]
172|ROKU|2026-06-15|9m_day2|no_entry||145.8799999999999954525264911353588104248046875|140.8600000000000136424205265939235687255859375|||||||0|f|||2026-06-15 14:00:00.364652+00||f|f|[]
174|NTLA|2026-06-16|9m_day2|no_entry||14.9199999999999999289457264239899814128875732421875|14.4199999999999999289457264239899814128875732421875|||||||0|f|||2026-06-16 14:00:00.912833+00||f|f|[]
173|RXT|2026-06-16|magna53|no_entry||7.160000000000000142108547152020037174224853515625|6.30499999999999971578290569595992565155029296875|||||||0|f|||2026-06-16 14:00:00.912791+00||f|f|[]
175|LION|2026-06-17|9m_day2|no_entry||15.8499999999999996447286321199499070644378662109375|15.199999999999999289457264239899814128875732421875|||||||0|f|||2026-06-17 14:00:01.585446+00||f|f|[]
176|QURE|2026-06-17|magna53|closed||45|42.5|2.080328571428571304835486444062553346157073974609375|45|45|42.5|856.30999999999994543031789362430572509765625|342|0|t|-208.619999999999805595507496036589145660400390625|5|2026-06-17 14:00:02.486457+00|2026-08-18 05:06:10.039658+00|f|t|[{"pnl": -69.53999999999994, "time": "2026-06-22T16:00:00", "price": 44.39, "reason": "partial_profit", "shares": 114.0}, {"pnl": -139.07999999999987, "time": "2026-06-22T16:00:00", "price": 44.39, "reason": "sma_trail_stop", "shares": 228.0}]
180|PDYN|2026-06-18|9m_day2|no_entry||7.3499999999999996447286321199499070644378662109375|7.04999999999999982236431605997495353221893310546875|||||||0|f|||2026-06-18 14:00:02.500205+00||f|f|[]
178|QURE|2026-06-18|9m_day2|no_entry||50.0799999999999982946974341757595539093017578125|47.74499999999999744204615126363933086395263671875|||||||0|f|||2026-06-18 14:00:02.496646+00||f|f|[]
179|SWBI|2026-06-18|magna53|no_entry||17.5625|15.6300000000000007815970093361102044582366943359375|||||||0|f|||2026-06-18 14:00:02.496971+00||f|f|[]
177|UUUU|2026-06-18|magna53|no_entry||18.059999999999998721023075631819665431976318359375|16.8599999999999994315658113919198513031005859375|||||||0|f|||2026-06-18 14:00:02.496693+00||f|f|[]
181|DFTX|2026-06-22|magna53|no_entry||39.159999999999996589394868351519107818603515625|36.5|||||||0|f|||2026-06-22 14:00:00.407002+00||f|f|[]
182|MLTX|2026-06-22|magna53|closed||21.10000000000000142108547152020037174224853515625|19.745000000000000994759830064140260219573974609375|0.94034999999999968611774647797574289143085479736328125|21.10000000000000142108547152020037174224853515625|19.745000000000000994759830064140260219573974609375|19.745000000000000994759830064140260219573974609375|856.6000000000000227373675443232059478759765625|632|0|f|-856.3600000000002410160959698259830474853515625|56|2026-06-22 14:00:01.204505+00|2026-08-17 20:50:08.238208+00|t|f|[{"pnl": -856.3600000000002, "time": "2026-08-17T16:00:00", "price": 19.745, "reason": "stop_hit", "shares": 632.0}]
183|SYRE|2026-06-22|magna53|closed||98.18000000000000682121026329696178436279296875|95|4.92284999999999950404117043945007026195526123046875|98.18000000000000682121026329696178436279296875|95|95|856.6000000000000227373675443232059478759765625|187|0|f|-594.66000000000121872290037572383880615234375|2|2026-06-22 14:00:01.796747+00|2026-08-18 05:06:10.285071+00|f|t|[{"pnl": -594.6600000000012, "time": "2026-06-24T16:00:00", "price": 95.0, "reason": "stop_hit", "shares": 187.0}]
186|ABSI|2026-06-24|magna53|no_entry||10.83990000000000009094947017729282379150390625|9.300000000000000710542735760100185871124267578125|||||||0|f|||2026-06-24 14:00:00.180974+00||f|f|[]
185|BLZE|2026-06-24|9m_day2|no_entry||12.6199999999999992184029906638897955417633056640625|11.800000000000000710542735760100185871124267578125|||||||0|f|||2026-06-24 14:00:00.180704+00||f|f|[]
184|BTQ|2026-06-24|9m_day2|no_entry||5.79000000000000003552713678800500929355621337890625|5.36000000000000031974423109204508364200592041015625|||||||0|f|||2026-06-24 14:00:00.180661+00||f|f|[]
187|FCEL|2026-06-24|magna53|no_entry||25.199000000000001620037437533028423786163330078125|21.6099999999999994315658113919198513031005859375|||||||0|f|||2026-06-24 14:00:00.180964+00||f|f|[]
189|MU|2026-06-25|magna53|closed||1253|1220.25|102.990685714285717722304980270564556121826171875|1253|1220.25|1220.25|739.5900000000000318323145620524883270263671875|14|0|f|-458.5|1|2026-06-25 14:00:00.596533+00|2026-06-26 20:50:08.76685+00|f|f|[{"pnl": -458.5, "time": "2026-06-26T16:00:00", "price": 1220.25, "reason": "stop_hit", "shares": 14.0}]
188|SNX|2026-06-25|magna53|no_entry||295.18999999999999772626324556767940521240234375|278.5|||||||0|f|||2026-06-25 14:00:00.212375+00||f|f|[]
190|ACAD|2026-06-26|magna53|closed||26.489999999999998436805981327779591083526611328125|25.78999999999999914734871708787977695465087890625|0.69821428571428534315401748244767077267169952392578125|26.489999999999998436805981327779591083526611328125|25.78999999999999914734871708787977695465087890625|25.78999999999999914734871708787977695465087890625|725.76999999999998181010596454143524169921875|680|0|f|-475.99999999999954525264911353588104248046875|3|2026-06-26 14:00:00.946249+00|2026-06-29 20:50:08.638136+00|f|f|[{"pnl": -475.99999999999955, "time": "2026-06-29T16:00:00", "price": 25.79, "reason": "stop_hit", "shares": 680.0}]
195|ABBV|2026-06-29|9m_day2|no_entry||253.43000000000000682121026329696178436279296875|249.19999999999998863131622783839702606201171875|||||||0|f|||2026-06-29 14:00:01.662061+00||f|f|[]
194|ATAI|2026-06-29|9m_day2|no_entry||5.36000000000000031974423109204508364200592041015625|5.04999999999999982236431605997495353221893310546875|||||||0|f|||2026-06-29 14:00:01.6618+00||f|f|[]
198|FLO|2026-06-29|9m_day2|no_entry||7.95000000000000017763568394002504646778106689453125|7.79000000000000003552713678800500929355621337890625|||||||0|f|||2026-06-29 14:00:03.235829+00||f|f|[]
