id|ticker|alert_date|status|account_mode|entry_attempt|signal_type|skip_reason|orb_high|orb_low|atr_14|entry_price|stop_price|hard_stop|risk_dollars|risk_dollars_actual|entry_shares|total_pnl|partial_taken|hold_days|filled_at|closed_at|exits_json
223|JBL|2026-06-17|closed|paper|1|magna53|block:r3_reentry_disabled|412.36|407.4|17.13496428571428|413.835454|407.4|407.4|109.12||22|-164.11997800000086|f|0|2026-06-17 13:40:23.54728+00|2026-06-17 14:02:10.034212+00|[{"pnl": -164.11997800000086, "time": "2026-06-17T14:02:10.034058+00:00", "price": 406.375455, "reason": "stop_hit", "shares": 22.0, "source": "websocket", "attempt": 1}]
221|QURE|2026-06-17|closed|paper|1|magna53||44.62|42.5|2.0803285714285713|44.69|44.69|42.5|424||200|215.6200000000007|t|14|2026-06-17 13:36:14.457573+00|2026-07-02 13:31:21.294445+00|[{"pnl": 229.01999999999992, "time": "2026-06-24T19:45:02.994658+00:00", "price": 48.16, "reason": "partial_profit", "shares": 66, "order_id": "866365fb-f5af-4bd8-b39d-c08a35ebb954"}, {"pnl": -13.399999999999238, "time": "2026-07-02T13:31:21.294321+00:00", "price": 44.59, "reason": "stop_hit", "shares": 134.0, "source": "websocket", "attempt": 1}]
225|SWBI|2026-06-18|cancelled|paper|1|magna53|ORB window unfilled|16.09|15.63|0.48854999999999976|16.09|15.63|15.63|264.96||576|0|f|0|||[]
226|UUUU|2026-06-18|cancelled|paper|1|magna53|ORB window unfilled|18.06|17.31|1.3303944285714289|18.06|17.31|17.31|384||512|0|f|0|||[]
227|DFTX|2026-06-22|cancelled|paper|1|magna53|ORB window unfilled|39.16|37.22|1.5749928571428575|39.16|37.22|37.22|426.8||220|0|f|0|||[]
229|MLTX|2026-06-22|cancelled|paper|1|magna53|ORB window unfilled|20.025|19.75|0.9403499999999997|20.025|19.75|19.75|123.93||459|0|f|0|||[]
228|SYRE|2026-06-22|closed|paper|1|magna53||98.18|95|4.9228499999999995|98.49|95|95|295.74||93|-1483.349999999999|f|1|2026-06-22 13:52:47.532342+00|2026-06-24 13:32:58.217781+00|[{"pnl": -1483.349999999999, "time": "2026-06-24T13:32:58.217661+00:00", "price": 82.54, "reason": "stop_hit", "shares": 93.0, "source": "websocket", "attempt": 1}]
232|ABSI|2026-06-24|cancelled|live|1|magna53||9.66|9.3|0.8568642857142856|9.66|9.3|9.3|38.78||103|0|f|0||2026-07-06 14:35:45.253046+00|[]
233|FCEL|2026-06-24|cancelled|live|1|magna53||25.199|23.68|3.1869928571428567|25.199|23.68|23.68|38.78||25|0|f|0||2026-07-06 14:35:45.290349+00|[]
235|MU|2026-06-25|skipped|paper|1|magna53|setup:price_exceeds_cap: $1235.00/share > $1000 (20% of $5000)||||||||||0|f|0|||[]
234|SNX|2026-06-25|cancelled|live|1|magna53||295.19|282.16|10.528300000000002|295.19|282.16|282.16|40.92||3|0|f|0||2026-07-06 14:35:45.292227+00|[]
236|ACAD|2026-06-26|cancelled|live|1|magna53||26.49|25.88|0.6982142857142853|26.49|25.88|25.88|40.27||37|0|f|0||2026-07-06 14:35:45.293815+00|[]
242|AVAV|2026-06-30|cancelled|live|1|magna53|ORB window unfilled|178.5|170.02|9.701564285714289|178.5|170.02|170.02|43.38||5|0|f|0|||[]
245|WULF|2026-07-06|closed|live|1|magna53|block:r3_reentry_disabled|24.61|23.8|2.2232107142857145|24.62|23.8|23.8|47.13||40|-32.80000000000001|f|0|2026-07-06 13:33:00.613734+00|2026-07-06 13:57:29.842241+00|[{"pnl": -32.80000000000001, "time": "2026-07-06T13:57:29.841951+00:00", "price": 23.8, "reason": "stop_hit", "shares": 40.0, "source": "websocket", "attempt": 1}]
246|DOCN|2026-07-07|cancelled|live|1|magna53|ORB window unfilled|146.57|143.63|13.828707142857143|146.57|143.63|143.63|48.26||6|0|f|0|||[]
248|PENG|2026-07-08|skipped|paper|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
250|CRCL|2026-07-10|closed|live|1|magna53|block:r3_reentry_disabled|70.66|69.29|5.667357142857142|70.65|69.29|69.29|23.79||14|-19.180000000000064|f|0|2026-07-10 13:31:05.873424+00|2026-07-10 13:40:34.350753+00|[{"pnl": -19.180000000000064, "time": "2026-07-10T13:40:34.350606+00:00", "price": 69.28, "reason": "stop_hit", "shares": 14.0, "source": "websocket", "attempt": 1}]
251|WDFC|2026-07-10|closed|live|1|magna53|block:r3_reentry_disabled|295|287.06|6.746692857142857|296.235|287.06|287.06|23.79||2|-19.029999999999973|f|0|2026-07-10 13:31:19.680275+00|2026-07-10 13:40:35.912242+00|[{"pnl": -19.029999999999973, "time": "2026-07-10T13:40:35.912087+00:00", "price": 286.72, "reason": "stop_hit", "shares": 2.0, "source": "websocket", "attempt": 1}]
257|CLSK|2026-07-14|cancelled|live|1|magna53|ORB window unfilled|15.1|14.61|1.3791071428571426|15.1|14.61|14.61|21.98||44|0|f|0|||[]
258|TSEM|2026-07-14|closed|live|1|magna53|block:r3_reentry_disabled|273.25|266.34|21.631800000000005|274|266.34|266.34|21.98||3|-23.010000000000048|f|0|2026-07-14 13:32:52.439996+00|2026-07-14 13:44:34.431088+00|[{"pnl": -23.010000000000048, "time": "2026-07-14T13:44:34.430954+00:00", "price": 266.33, "reason": "stop_hit", "shares": 3.0, "source": "websocket", "attempt": 1}]
260|AEHR|2026-07-15|cancelled|live|1|magna53|rejected|102.46|95|9.428764285714283|102.46|95|95|22.69||3|0|f|0|||[]
261|MANE|2026-07-15|closed|live|1|magna53||118.75|118.02|8.945700000000002|119.34|118.02|118.02|22.69||8|-2.3999999999999773|f|0|2026-07-15 13:33:02.531345+00|2026-07-16 13:30:06.279318+00|[{"pnl": -2.3999999999999773, "time": "2026-07-16T13:30:06.279232+00:00", "price": 119.04, "reason": "stop_hit", "shares": 8.0, "source": "websocket", "attempt": 1}]
266|HUT|2026-07-20|closed|live|1|magna53|block:r3_reentry_disabled|103.48|101.4482|10.868978571428572|103.48|101.4482|101.4482|19.9||9|-19.530000000000015|f|0|2026-07-20 13:31:06.601111+00|2026-07-20 13:31:57.29657+00|[{"pnl": -19.530000000000015, "time": "2026-07-20T13:31:57.296402+00:00", "price": 101.31, "reason": "stop_hit", "shares": 9.0, "source": "websocket", "attempt": 1}]
268|IREN|2026-07-20|skipped|live|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
269|HAS|2026-07-21|skipped|live|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
270|ARWR|2026-07-22|cancelled|live|1|magna53|cancelled|87.92|84.34|4.0452499999999985|87.92|84.34|84.34|21.92||6|0|f|0|||[]
271|SMCI|2026-07-22|closed|live|1|magna53||29.48|28.5|1.5697142857142856|29.47|28.5|28.5|21.92||22|-14.959999999999994|f|2|2026-07-22 13:33:30.889226+00|2026-07-27 14:37:45.699612+00|[{"pnl": -14.959999999999994, "time": "2026-07-27T14:37:45.699526+00:00", "price": 28.79, "reason": "stop_hit", "shares": 22.0, "source": "websocket", "attempt": 1}]
273|NVCR|2026-07-23|closed|live|1|magna53||19.05|18|0.8827214285714285|19.15|18|18|22.55||21|-24.133199999999935|f|0|2026-07-23 13:32:30.201565+00|2026-07-24 19:36:57.558497+00|[{"pnl": -24.133199999999935, "time": "2026-07-24T19:36:57.558381+00:00", "price": 18.0008, "reason": "stop_hit", "shares": 21.0, "source": "websocket", "attempt": 1}]
275|THC|2026-07-24|closed|live|1|magna53|block:r3_reentry_disabled|240.47|233.58|7.560714285714288|241.67|233.58|233.58|20.16||2|-16.279999999999973|f|0|2026-07-24 13:31:22.148201+00|2026-07-24 16:43:37.73624+00|[{"pnl": -16.279999999999973, "time": "2026-07-24T16:43:37.736066+00:00", "price": 233.53, "reason": "stop_hit", "shares": 2.0, "source": "websocket", "attempt": 1}]
276|WKC|2026-07-24|closed|live|1|magna53|block:r3_reentry_disabled|39.995|39|0.922857142857144|40.16|39|39|20.16||20|-23.799999999999955|f|0|2026-07-24 13:33:18.540694+00|2026-07-24 16:02:39.726184+00|[{"pnl": -23.799999999999955, "time": "2026-07-24T16:02:39.726060+00:00", "price": 38.97, "reason": "stop_hit", "shares": 20.0, "source": "websocket", "attempt": 1}]
280|NNE|2026-07-27|skipped|live|1|magna53|window:out_of_orb: detected 09:56 ET||||||||||0|f|0|||[]
279|QBTS|2026-07-27|closed|live|1|magna53||18.17|17.75|1.2432357142857147|18.17|17.75|17.75|24.2||53|-22.26000000000009|f|0|2026-07-27 13:31:31.944506+00|2026-07-28 13:36:25.188082+00|[{"pnl": -22.26000000000009, "time": "2026-07-28T13:36:25.187984+00:00", "price": 17.75, "reason": "stop_hit", "shares": 53.0, "source": "websocket", "attempt": 1}]
281|CORZ|2026-07-28|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-07-28T14:37:45.699612+00:00||||||||||0|f|0|||[]
282|TER|2026-07-29|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-07-29T13:36:25.188082+00:00||||||||||0|f|0|||[]
283|TEVA|2026-07-29|skipped|live|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
284|ARM|2026-07-30|cancelled|live|1|magna53|ORB window unfilled|268.48|257.33|21.523528571428567|268.48|257.33|257.33|11.96||1|0|f|0|||[]
286|CORT|2026-07-30|skipped|live|1|magna53|setup:stop_too_wide: ORB range $7.25 (6.9%) > 1.5x ATR $6.89||||||||||0|f|0|||[]
287|EME|2026-07-30|skipped|live|1|magna53|setup:size_too_small: $12 risk / $16.65 per-share < 1 share||||||||||0|f|0|||[]
291|FTNT|2026-07-30|closed|live|1|magna53|block:r3_reentry_disabled|166.65|160.185|6.498778571428572|166.65|160.185|160.185|11.96||1|-6.6299999999999955|f|0|2026-07-30 13:32:08.510614+00|2026-07-30 13:37:50.539792+00|[{"pnl": -6.6299999999999955, "time": "2026-07-30T13:37:50.539687+00:00", "price": 160.02, "reason": "stop_hit", "shares": 1.0, "source": "websocket", "attempt": 1}]
294|LRCX|2026-07-30|skipped|live|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
290|PWR|2026-07-30|skipped|live|1|magna53|setup:size_too_small: $12 risk / $21.95 per-share < 1 share||||||||||0|f|0|||[]
285|SIMO|2026-07-30|skipped|live|1|magna53|setup:size_too_small: $12 risk / $29.11 per-share < 1 share||||||||||0|f|0|||[]
300|BLZE|2026-07-31|skipped|live|1|magna53|window:out_of_orb: detected 09:56 ET||||||||||0|f|0|||[]
296|COHU|2026-07-31|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00||||||||||0|f|0|||[]
298|FET|2026-07-31|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00||||||||||0|f|0|||[]
295|FLNC|2026-07-31|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00||||||||||0|f|0|||[]
299|MPWR|2026-07-31|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00||||||||||0|f|0|||[]
297|NWL|2026-07-31|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00||||||||||0|f|0|||[]
308|AEIS|2026-08-04|skipped|live|1|magna53|block:max_positions: 5/5 (mode=live)||||||||||0|f|0|||[]
311|AMRC|2026-08-04|skipped|live|1|magna53|window:out_of_orb: detected 09:45 ET||||||||||0|f|0|||[]
303|BLZE|2026-08-04|closed|live|1|magna53|block:r3_reentry_disabled|21.7499|20.1|1.3435285714285714|21.8121|20.1|20.1|35.82||21|-36.79410000000004|f|0|2026-08-04 13:31:01.724141+00|2026-08-04 19:50:00.523877+00|[{"pnl": -36.79410000000004, "time": "2026-08-04T19:50:00.523729+00:00", "price": 20.06, "reason": "stop_hit", "shares": 21.0, "source": "websocket", "attempt": 1}]
304|BTDR|2026-08-04|closed|live|1|magna53|block:r3_reentry_disabled|12.85|12.48|1.2580928571428573|12.85|12.48|12.48|35.87||74|-28.119999999999926|f|0|2026-08-04 13:34:50.844069+00|2026-08-04 13:46:20.105029+00|[{"pnl": -28.119999999999926, "time": "2026-08-04T13:46:20.104809+00:00", "price": 12.47, "reason": "stop_hit", "shares": 74.0, "source": "websocket", "attempt": 1}]
305|CAT|2026-08-04|cancelled|live|1|magna53|ORB window unfilled|934.9994|920|40.803671428571434|934.9994|920|920|35.87||1|0|f|0|||[]
306|LIFE|2026-08-04|cancelled|live|1|magna53|ORB window unfilled|28.79|27.33|1.4492285714285706|28.79|27.33|27.33|35.86||24|0|f|0|||[]
307|PLTR|2026-08-04|closed|live|1|magna53||148.63|143.28|5.9199785714285715|149.0545|170.47|143.28|35.86||6|118.60200000000003|t|14|2026-08-04 13:31:11.297642+00|2026-08-19 14:03:18.965774+00|[{"pnl": 33.27000000000004, "time": "2026-08-05T13:45:00.592881+00:00", "price": 165.6895, "reason": "partial_profit", "shares": 2, "order_id": "7e38d875-6438-4787-a1d6-fa5d75874e8b"}, {"pnl": 85.332, "time": "2026-08-19T14:03:18.965657+00:00", "price": 170.3875, "reason": "stop_hit", "shares": 4, "source": "websocket", "attempt": 1}]
312|TSAT|2026-08-04|skipped|live|1|magna53|window:out_of_orb: detected 09:56 ET||||||||||0|f|0|||[]
310|VOYG|2026-08-04|skipped|live|1|magna53|setup:zero_range: open=high=low=$33.99||||||||||0|f|0|||[]
309|ZBRA|2026-08-04|skipped|live|1|magna53|block:max_positions: 5/5 (mode=live)||||||||||0|f|0|||[]
314|APPS|2026-08-05|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00||||||||||0|f|0|||[]
318|ECG|2026-08-05|skipped|live|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
319|HGTY|2026-08-05|skipped|live|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
315|KMT|2026-08-05|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00||||||||||0|f|0|||[]
316|KODK|2026-08-05|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00||||||||||0|f|0|||[]
313|KTOS|2026-08-05|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00||||||||||0|f|0|||[]
317|TATT|2026-08-05|skipped|live|1|magna53|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00||||||||||0|f|0|||[]
321|AEVA|2026-08-06|skipped|live|1|magna53|setup:stop_too_wide: ORB range $3.08 (13.4%) > 1.5x ATR $2.33||||||||||0|f|0|||[]
326|CAI|2026-08-06|skipped|live|1|magna53|window:out_of_orb: detected 09:53 ET||||||||||0|f|0|||[]
327|DCTH|2026-08-06|skipped|live|1|magna53|window:out_of_orb: detected 09:56 ET||||||||||0|f|0|||[]
325|INSM|2026-08-06|cancelled|live|1|magna53|broker:entry_rejected: last $128.96 at/below trigger $129.41 at event|129.41|126.15|3.2910964999999996|129.41|126.15|126.15|47.7||7|0|f|0|||[]
322|LFST|2026-08-06|skipped|live|1|magna53|setup:gap_below_floor: rt -2.0% < 10% floor (alert said 18.8%, last $10.16 vs prev close $10.37)||||||||||0|f|0|||[]
323|RDW|2026-08-06|cancelled|live|1|magna53|ORB window unfilled|12.75|12.23|0.7642785714285714|12.75|12.23|12.23|47.69||74|0|f|0|||[]
320|SITM|2026-08-06|skipped|live|1|magna53|setup:size_too_small: $48 risk / $48.88 per-share < 1 share||||||||||0|f|0|||[]
324|U|2026-08-06|skipped|live|1|magna53|setup:gap_below_floor: rt 1.0% < 10% floor (alert said 18.4%, last $35.83 vs prev close $35.47)||||||||||0|f|0|||[]
331|ACMR|2026-08-07|skipped|live|1|magna53|setup:gap_below_floor: rt 6.6% < 10% floor (alert said 15.1%, last $84.19 vs prev close $78.98)||||||||||0|f|0|||[]
332|FIGS|2026-08-07|closed|live|1|magna53|block:r3_reentry_disabled|15.5|15.19|0.5274500000000002|15.495082|15.19|15.19|47.94||61|-6.838002000000003|t|0|2026-08-07 13:32:31.83824+00|2026-08-07 13:51:02.672915+00|[{"pnl": 6.900359999999992, "time": "2026-08-07T13:35:04.544908+00:00", "price": 15.8401, "reason": "partial_profit", "shares": 20, "order_id": "676b9bad-2fc6-4567-bcb8-7f0c001181b6"}, {"pnl": -13.738361999999995, "time": "2026-08-07T13:51:02.672791+00:00", "price": 15.16, "reason": "stop_hit", "shares": 41.0, "source": "websocket", "attempt": 1}]
330|FROG|2026-08-07|cancelled|live|1|magna53|ORB window unfilled|96.255|90.12|5.367092857142857|96.255|90.12|90.12|47.94||7|0|f|0|||[]
336|MTW|2026-08-07|skipped|live|1|magna53|window:out_of_orb: detected 09:52 ET||||||||||0|f|0|||[]
328|NET|2026-08-07|closed|live|1|magna53|block:r3_reentry_disabled|318|311|14.201021428571424|316.13|311|311|47.94||3|-15.389999999999986|f|0|2026-08-07 13:33:20.132317+00|2026-08-07 14:32:01.073202+00|[{"pnl": -15.389999999999986, "time": "2026-08-07T14:32:01.073090+00:00", "price": 311.0, "reason": "stop_hit", "shares": 3.0, "source": "websocket", "attempt": 1}]
335|ONTO|2026-08-07|skipped|live|1|magna53|window:out_of_orb: detected 09:52 ET||||||||||0|f|0|||[]
329|QNST|2026-08-07|cancelled|live|1|magna53|broker:entry_cancelled: last $19.59 at/below trigger $19.80 at event|19.8|19.21|0.6534071428571432|19.8|19.21|19.21|47.94||48|0|f|0|||[]
333|TEAM|2026-08-07|closed|live|1|magna53|block:r3_reentry_disabled|146.8|143.21|7.2457071428571425|147.13|143.21|143.21|47.95||6|-23.940000000000055|f|0|2026-08-07 13:31:22.079081+00|2026-08-07 13:43:54.13041+00|[{"pnl": -23.940000000000055, "time": "2026-08-07T13:43:54.130227+00:00", "price": 143.14, "reason": "stop_hit", "shares": 6.0, "source": "websocket", "attempt": 1}]
334|TWLO|2026-08-07|skipped|live|1|magna53|block:max_positions: 5/5 (mode=live)||||||||||0|f|0|||[]
337|ABCL|2026-08-10|closed|live|1|magna53||8.96|8.4|0.43392857142857144|8.96|10.66|8.4|47.98||85|127.76979999999998|t|11|2026-08-10 13:34:33.529823+00|2026-08-24 13:32:11.190839+00|[{"pnl": 31.359999999999978, "time": "2026-08-11T14:34:55.402903+00:00", "price": 10.08, "reason": "partial_profit", "shares": 28, "order_id": "7ca81e06-52df-4cce-b469-7d657694ec2a"}, {"pnl": 96.40979999999999, "time": "2026-08-24T13:32:11.190745+00:00", "price": 10.6514, "reason": "stop_hit", "shares": 57, "source": "websocket", "attempt": 1}]
339|ACHR|2026-08-10|skipped|live|1|magna53|window:out_of_orb: detected 09:45 ET||||||||||0|f|0|||[]
340|NESR|2026-08-10|skipped|live|1|magna53|window:out_of_orb: detected 09:45 ET||||||||||0|f|0|||[]
338|TH|2026-08-10|skipped|live|1|magna53|setup:gap_below_floor: rt -5.0% < 10% floor (alert said 12.2%, last $15.68 vs prev close $16.51)||||||||||0|f|0|||[]
345|BW|2026-08-11|closed|live|1|magna53|block:r3_reentry_disabled|12.08|11.5|0.9116857142857143|12.07|11.5|11.5|48.59||80|-49.60000000000008|f|0|2026-08-11 13:31:49.609+00|2026-08-11 13:31:56.783978+00|[{"pnl": -49.60000000000008, "time": "2026-08-11T13:31:56.783838+00:00", "price": 11.45, "reason": "stop_hit", "shares": 80.0, "source": "websocket", "attempt": 1}]
342|FRMI|2026-08-11|closed|live|1|magna53|block:r3_reentry_disabled|7.24|7.05|0.6226857142857142|7.29|7.05|7.05|48.51||134|-31.490000000000045|f|0|2026-08-11 13:31:05.801705+00|2026-08-11 13:31:40.487398+00|[{"pnl": -31.490000000000045, "time": "2026-08-11T13:31:40.487196+00:00", "price": 7.055, "reason": "stop_hit", "shares": 134.0, "source": "websocket", "attempt": 1}]
341|RIOT|2026-08-11|cancelled|live|1|magna53|ORB window unfilled|23.66|22.86|2.289392857142857|23.66|22.86|22.86|48.51||41|0|f|0|||[]
346|SE|2026-08-11|skipped|live|1|magna53|setup:gap_below_floor: rt 9.2% < 10% floor (alert said 10.6%, last $125.36 vs prev close $114.80)||||||||||0|f|0|||[]
349|ATRO|2026-08-12|skipped|live|1|magna53|setup:stop_too_wide: ORB range $5.75 (7.2%) > 1.5x ATR $5.29||||||||||0|f|0|||[]
355|BE|2026-08-12|skipped|live|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
356|CRWV|2026-08-12|skipped|live|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
351|EROC|2026-08-12|cancelled|live|1|magna53|setup:chase_cap_exceeded: limit $13.50 risk $0.75/sh vs planned $0.41/sh (cap 1.50x, ORB high $13.16)|13.16|12.75|1.099278571428571|13.16|12.75|12.75|47.65||72|0|f|0|||[]
350|GLBE|2026-08-12|skipped|live|1|magna53|setup:gap_below_floor: rt 4.8% < 10% floor (alert said 10.7%, last $42.81 vs prev close $40.86)||||||||||0|f|0|||[]
357|MRX|2026-08-12|skipped|live|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
360|CGEM|2026-08-13|skipped|live|1|magna53|infra:no_bar: 3 retries exhausted||||||||||0|f|0|||[]
359|CRMD|2026-08-13|skipped|live|1|magna53|infra:no_bar: 3 retries exhausted||||||||||0|f|0|||[]
358|HLIT|2026-08-13|skipped|live|1|magna53|infra:no_bar: 3 retries exhausted||||||||||0|f|0|||[]
365|KURA|2026-08-13|skipped|live|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
364|OMER|2026-08-13|skipped|live|1|magna53|window:out_of_orb: detected 09:45 ET||||||||||0|f|0|||[]
367|ETON|2026-08-14|closed|live|1|magna53|block:r3_reentry_disabled|55.4427|53.01|2.6960642857142862|55.2012|55.2012|53.01|48.92||17|19.323599999999942|t|0|2026-08-14 13:31:02.570624+00|2026-08-14 13:45:11.151019+00|[{"pnl": -2.570400000000049, "time": "2026-08-14T13:45:11.150854+00:00", "price": 55.05, "reason": "stop_hit", "shares": 17.0, "source": "websocket", "attempt": 1}, {"pnl": 21.89399999999999, "time": "2026-08-14T19:58:02.361900+00:00", "price": 59.58, "reason": "partial_profit", "shares": 5, "order_id": "ee925e6b-43eb-4db1-b040-7eae9568fb49"}]
366|HTFL|2026-08-14|skipped|live|1|magna53|setup:stop_too_wide: ORB range $2.55 (7.0%) > 1.5x ATR $2.19||||||||||0|f|0|||[]
370|NMAX|2026-08-14|skipped|live|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
368|VERA|2026-08-14|skipped|live|1|magna53|setup:gap_below_floor: rt 5.6% < 10% floor (alert said 14.2%, last $30.50 vs prev close $28.89)||||||||||0|f|0|||[]
371|ARGX|2026-08-17|skipped|live|1|magna53|setup:gap_below_floor: rt 9.5% < 10% floor (alert said 10.5%, last $931.98 vs prev close $851.29)||||||||||0|f|0|||[]
372|AMLX|2026-08-18|closed|live|1|magna53||30.07|28.58|1.46515|30.211219|34.46|27.089999999999996|48.72||16|62.92049600000003|t|10|2026-08-18 13:32:03.313327+00|2026-08-31 13:32:51.994395+00|[{"pnl": 16.293904999999995, "time": "2026-08-18T17:33:44.327277+00:00", "price": 33.47, "reason": "partial_profit", "shares": 5, "order_id": "c6a6354b-0b5f-4066-87f3-e48195318659"}, {"pnl": 46.62659100000003, "time": "2026-08-31T13:32:51.994277+00:00", "price": 34.45, "reason": "stop_hit", "shares": 11, "source": "websocket", "attempt": 1}]
374|MRNA|2026-08-19|filled|live|1|magna53||120.15|115|3.761600000000001|120.75|136.42|109.85|50.02||4|17.710000000000008|t|13|2026-08-19 13:33:11.246896+00||[{"pnl": 17.710000000000008, "time": "2026-08-19T13:55:04.089795+00:00", "price": 138.46, "reason": "partial_profit", "shares": 1, "order_id": "ecb9e3b9-a41d-4310-90a6-94f6c385b079"}]
373|MRVL|2026-08-19|closed|live|1|magna53|block:r3_reentry_disabled|241.53|235.84|16.816799571428565|241.5|230.15|230.15|50.02||4|-43.27999999999997|f|0|2026-08-19 13:32:06.145346+00|2026-08-19 14:03:04.536415+00|[{"pnl": -43.27999999999997, "time": "2026-08-19T14:03:04.536270+00:00", "price": 230.68, "reason": "stop_hit", "shares": 4.0, "source": "websocket", "attempt": 1}]
376|TWST|2026-08-19|skipped|live|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
377|BULL|2026-08-20|skipped|live|1|magna53|setup:stop_too_wide: ORB range $0.54 (5.7%) > 1.5x ATR $0.52||||||||||0|f|0|||[]
378|RARE|2026-08-20|skipped|live|1|magna53|infra:no_bar: 3 retries exhausted||||||||||0|f|0|||[]
380|UUUU|2026-08-21|skipped|live|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
386|CHRN|2026-08-27|skipped|live|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
383|CRWD|2026-08-27|closed|live|1|magna53||210.92|206.1|9.222857142857146|213.3058|213.3058|201.28|37.45|28.92|3|14.402600000000007|t|0|2026-08-27 13:31:11.80965+00|2026-08-28 14:00:07.28177+00|[{"pnl": 14.414199999999994, "time": "2026-08-27T19:46:15.325070+00:00", "price": 227.72, "reason": "partial_profit", "shares": 1, "order_id": "1cc82203-f94f-4ac0-874d-caac4b908b39"}, {"pnl": -0.011599999999987176, "time": "2026-08-28T14:00:07.281671+00:00", "price": 213.3, "reason": "stop_hit", "shares": 2, "source": "websocket", "attempt": 1}]
381|DG|2026-08-27|skipped|live|1|magna53|setup:gap_below_floor: rt 3.6% < 9% floor (alert said 10.9%, last $127.26 vs prev close $122.78)||||||||||0|f|0|||[]
382|OKTA|2026-08-27|filled|live|1|magna53||167.88|159.2|6.847142857142862|167.879|150.51999999999998|150.51999999999998|37.46|34.72|2|0|f|5|2026-08-27 13:49:50.777226+00||[]
387|VEEV|2026-08-27|skipped|live|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
388|SOLS|2026-08-28|closed|live|1|magna53||66.75|64.72|1.8459642857142862|66.77|62.69|62.69|50.14|48.72|12|-49.19999999999993|f|0|2026-08-28 13:34:41.796552+00|2026-08-31 16:03:29.957844+00|[{"pnl": -49.19999999999993, "time": "2026-08-31T16:03:29.957760+00:00", "price": 62.67, "reason": "stop_hit", "shares": 12, "source": "websocket", "attempt": 1}]
(259 rows)
