ticker|alert_date|trade_date|close|high_price|low_price
PURR|2026-05-15|2026-05-22|7.67|8.76|7.375
PURR|2026-05-15|2026-05-26|8.45|9.13|8.35
PURR|2026-05-15|2026-05-27|8.36|8.645|8.25
QBTS|2026-07-27|2026-07-27|19.51|19.54|17.75
QBTS|2026-07-27|2026-07-28|17.635|18.89|17.26
QBTS|2026-07-27|2026-07-29|16.18|17.4|16.07
QBTS|2026-07-27|2026-07-30|17.98|18.13|16.71
QBTS|2026-07-27|2026-07-31|18.08|18.92|17.84
QBTS|2026-07-27|2026-08-03|19.98|20.135|18
QBTS|2026-07-27|2026-08-04|21.83|21.9|20.34
QBTS|2026-07-27|2026-08-05|21.39|22|21.15
QURE|2026-06-17|2026-06-17|48.16|49.7|42.5
QURE|2026-06-17|2026-06-18|46.29|50.08|45.76
QURE|2026-06-17|2026-06-22|44.39|48.06|43.84
QURE|2026-06-17|2026-06-23|49.04|49.58|44.47
QURE|2026-06-17|2026-06-24|48.85|50.05|47.02
QURE|2026-06-17|2026-06-25|49.1|50.47|48.355
QURE|2026-06-17|2026-06-26|47.51|49.7|46.17
QURE|2026-06-17|2026-06-29|47.39|49.69|47.07
RCAT|2026-05-28|2026-05-28|14.15|15.06|11.955
RCAT|2026-05-28|2026-05-29|14.5|14.7|12.35
RCAT|2026-05-28|2026-06-01|14.84|15.79|14.185
RCAT|2026-05-28|2026-06-02|14.95|15.66|14.82
RCAT|2026-05-28|2026-06-03|13.79|14.71|13.5
RCAT|2026-05-28|2026-06-04|14.74|15.225|13.29
RCAT|2026-05-28|2026-06-05|12.68|14.48|12.2625
RCAT|2026-05-28|2026-06-08|12.46|13.33|12.26
RLAY|2026-05-21|2026-05-21|13.66|15.45|13.525
RLAY|2026-05-21|2026-05-22|13.53|13.95|13.4
RLAY|2026-05-21|2026-05-26|14.17|14.3|13.264
RLAY|2026-05-21|2026-05-27|14.43|14.87|14.11
RLAY|2026-05-21|2026-05-28|13.9|14.6|13.88
RLAY|2026-05-21|2026-05-29|14.05|14.38|13.6
RLAY|2026-05-21|2026-06-01|14.26|14.29|13.3
RLAY|2026-05-21|2026-06-02|15.7|17.47|15.69
ROIV|2026-05-21|2026-05-21|30.88|32.71|30.78
ROIV|2026-05-21|2026-05-22|29.96|30.865|29.88
ROIV|2026-05-21|2026-05-26|29.665|30.35|29.31
ROIV|2026-05-21|2026-05-27|29.58|29.615|29.03
ROIV|2026-05-21|2026-05-28|29.88|30.01|29.162
ROIV|2026-05-21|2026-05-29|29.99|30.42|29.65
ROIV|2026-05-21|2026-06-01|29.09|29.59|29.065
ROIV|2026-05-21|2026-06-02|28.25|28.87|27.925
RUM|2026-06-04|2026-06-04|8.18|10.54|8.165
RUM|2026-06-04|2026-06-05|7.58|8.1399|7.35
RUM|2026-06-04|2026-06-08|7.87|8.3181|7.61
RUM|2026-06-04|2026-06-09|7.49|8.06|7.14
RUM|2026-06-04|2026-06-10|7|7.5733|6.96
RUM|2026-06-04|2026-06-11|7.54|7.55|6.765
RUM|2026-06-04|2026-06-12|7.16|7.57|7.15
RUM|2026-06-04|2026-06-15|7.75|7.92|7.38
SE|2026-05-12|2026-05-12|96.02|98.0965|90.25
SE|2026-05-12|2026-05-13|93.52|99.973|92.8935
SE|2026-05-12|2026-05-14|88.33|93.1|87.4
SE|2026-05-12|2026-05-15|88.23|90.27|87.72
SE|2026-05-12|2026-05-18|88.29|89.974|86.35
SE|2026-05-12|2026-05-19|87.28|88.875|86.002
SE|2026-05-12|2026-05-20|86.55|87.67|84.69
SE|2026-05-12|2026-05-21|88.96|88.98|84.63
SIBN|2026-05-12|2026-05-12|13.9|13.955|12.072
SIBN|2026-05-12|2026-05-13|14.16|14.94|13.562
SIBN|2026-05-12|2026-05-14|14.6|14.93|14.1061
SIBN|2026-05-12|2026-05-15|14.16|14.59|13.88
SIBN|2026-05-12|2026-05-18|14.76|14.87|14.2
SIBN|2026-05-12|2026-05-19|14.84|15.05|14.52
SIBN|2026-05-12|2026-05-20|14.82|14.95|14.31
SIBN|2026-05-12|2026-05-21|14.81|14.91|14.4
SMCI|2026-05-06|2026-05-06|34.66|34.71|31.12
SMCI|2026-05-06|2026-05-07|33.62|35.58|32.92
SMCI|2026-05-06|2026-05-08|35.37|35.64|32.3
SMCI|2026-05-06|2026-05-11|33.52|36.37|33.44
SMCI|2026-05-06|2026-05-12|32.79|33.48|31.24
SMCI|2026-05-06|2026-05-13|32|33.01|31.775
SMCI|2026-05-06|2026-05-14|33.03|33.81|31.52
SMCI|2026-05-06|2026-05-15|31.04|31.96|30.64
SMCI|2026-07-22|2026-07-22|30.56|32.2844|28.5
SMCI|2026-07-22|2026-07-23|31.2|32.585|30.18
SMCI|2026-07-22|2026-07-24|30.1|31.33|29.275
SMCI|2026-07-22|2026-07-27|29.81|30.94|28.5
SMCI|2026-07-22|2026-07-28|28.45|28.87|27.13
SMCI|2026-07-22|2026-07-29|25.7|28.07|25.68
SMCI|2026-07-22|2026-07-30|27.73|28.1699|26.6501
SMCI|2026-07-22|2026-07-31|28.4|29.3|27.21
SMCI|2026-08-13|2026-08-13|39.16|42.31|38.2
SMCI|2026-08-13|2026-08-14|39.84|40.6|38.73
SMCI|2026-08-13|2026-08-17|38.28|39.51|37.68
SMCI|2026-08-13|2026-08-18|37.41|38.16|36.22
SMCI|2026-08-13|2026-08-19|36.58|37.685|35.72
SMCI|2026-08-13|2026-08-20|36.5|38.74|35.582
SMCI|2026-08-13|2026-08-21|37.24|37.67|36.42
SMCI|2026-08-13|2026-08-24|35.17|36.7|34.09
SNOW|2026-06-29|2026-06-29|251.65|254.85|247.09
SNOW|2026-06-29|2026-06-30|254.5|255|246.01
SNOW|2026-06-29|2026-07-01|261.19|263.08|254.61
SNOW|2026-06-29|2026-07-02|260.15|264.96|254.16
SNOW|2026-06-29|2026-07-06|262.09|266|253.05
SNOW|2026-06-29|2026-07-07|262.74|270.954|262.37
SNOW|2026-06-29|2026-07-08|261.31|263.97|254.885
SNOW|2026-06-29|2026-07-09|267.49|267.914|253
SOLS|2026-08-28|2026-08-28|63.53|67.5|63.13
SOLS|2026-08-28|2026-08-31|63.39|64.93|62.43
SOLS|2026-08-28|2026-09-01|61.73|64|60.66
SPCX|2026-08-07|2026-08-07|133.11|133.48|114.53
SPCX|2026-08-07|2026-08-10|138.74|139.26|130.17
SPCX|2026-08-07|2026-08-11|133.29|139.98|130.5
SPCX|2026-08-07|2026-08-12|146.15|149.6|134.01
SPCX|2026-08-07|2026-08-13|141.29|145.05|139.76
SPCX|2026-08-07|2026-08-14|140|144.02|135.5
SPCX|2026-08-07|2026-08-17|146.23|149.8|139.58
SPCX|2026-08-07|2026-08-18|143.34|146.46|139.4101
SYRE|2026-06-22|2026-06-22|100.32|101.705|95
SYRE|2026-06-22|2026-06-23|97.05|102.06|95.31
SYRE|2026-06-22|2026-06-24|86.24|88.15|81.65
SYRE|2026-06-22|2026-06-25|88.67|89.67|84.96
SYRE|2026-06-22|2026-06-26|87.89|91|85.97
SYRE|2026-06-22|2026-06-29|90.16|90.9|84.81
SYRE|2026-06-22|2026-06-30|88.78|91.955|88.6
SYRE|2026-06-22|2026-07-01|88.89|89.015|86.41
TE|2026-05-12|2026-05-12|5.85|6.51|5.5
TE|2026-05-12|2026-05-13|5.61|5.95|5.26
TE|2026-05-12|2026-05-14|5.73|5.75|5.27
TE|2026-05-12|2026-05-15|5.67|5.905|5.35
TE|2026-05-12|2026-05-18|7|7.18|6.33
TE|2026-05-12|2026-05-19|6.88|6.975|6.08
TE|2026-05-12|2026-05-20|8.7|9.42|7.22
TE|2026-05-12|2026-05-21|8.72|9.43|8.06
TEAM|2026-05-01|2026-05-01|88.88|90.23|82.05
TEAM|2026-05-01|2026-05-04|93.16|96.3179|87.46
TEAM|2026-05-01|2026-05-05|92.35|93.9|88.93
TEAM|2026-05-01|2026-05-06|88.8|91.48|84.485
TEAM|2026-05-01|2026-05-07|92.37|95|90.42
TEAM|2026-05-01|2026-05-08|91.6|92.13|84.42
TEAM|2026-05-01|2026-05-11|87.31|92.43|84.9
TEAM|2026-05-01|2026-05-12|85|88.2|83.38
TEAM|2026-05-04|2026-05-04|93.16|96.3179|87.46
TEAM|2026-05-04|2026-05-05|92.35|93.9|88.93
TEAM|2026-05-04|2026-05-06|88.8|91.48|84.485
TEAM|2026-05-04|2026-05-07|92.37|95|90.42
TEAM|2026-05-04|2026-05-08|91.6|92.13|84.42
TEAM|2026-05-04|2026-05-11|87.31|92.43|84.9
TEAM|2026-05-04|2026-05-12|85|88.2|83.38
TEAM|2026-05-04|2026-05-13|80.62|84.89|80.2
TEAM|2026-08-07|2026-08-07|149.07|153.2|141.51
TEAM|2026-08-07|2026-08-10|151.87|153.99|145
TEAM|2026-08-07|2026-08-11|154.08|156.215|148.87
TEAM|2026-08-07|2026-08-12|155.24|156.45|150.7501
TEAM|2026-08-07|2026-08-13|165.98|167.11|154.9
TEAM|2026-08-07|2026-08-14|162.22|167.75|161.84
TEAM|2026-08-07|2026-08-17|158.34|161.6|156.5501
TEAM|2026-08-07|2026-08-18|163|167.87|158.58
TER|2026-07-29|2026-07-29|319.41|372.23|319.19
TER|2026-07-29|2026-07-30|365.49|369|344.5
TER|2026-07-29|2026-07-31|367.69|392|362.2344
TER|2026-07-29|2026-08-03|365.8|370.4|349.3101
TER|2026-07-29|2026-08-04|403.56|409.72|382.87
TER|2026-07-29|2026-08-05|389.39|409.4|386.08
TER|2026-07-29|2026-08-06|384.89|396.59|370
TER|2026-07-29|2026-08-07|379.31|397.6|372.8
TH|2026-08-10|2026-08-10|16.07|17.54|15.0201
TH|2026-08-10|2026-08-11|16.62|17.29|16.05
TH|2026-08-10|2026-08-12|16.14|17.22|16.11
TH|2026-08-10|2026-08-13|16.27|16.73|16
TH|2026-08-10|2026-08-14|17.44|17.5|16.19
TH|2026-08-10|2026-08-17|18.07|18.16|17.5
TH|2026-08-10|2026-08-18|17.47|17.99|17.14
TH|2026-08-10|2026-08-19|17.04|17.83|17.025
THC|2026-07-24|2026-07-24|233.2|246.815|229.3675
THC|2026-07-24|2026-07-27|243.36|248.82|234.23
THC|2026-07-24|2026-07-28|262.63|262.68|246.1
THC|2026-07-24|2026-07-29|257.62|261.175|254.98
THC|2026-07-24|2026-07-30|252.73|255.995|247.54
THC|2026-07-24|2026-07-31|254.78|255.94|249.65
THC|2026-07-24|2026-08-03|249.99|260.83|248.65
THC|2026-07-24|2026-08-04|253.33|254.89|244.4388
TSEM|2026-07-14|2026-07-14|255.49|274|252.01
TSEM|2026-07-14|2026-07-15|251|270.85|238.45
TSEM|2026-07-14|2026-07-16|237.92|247.84|234.381
TSEM|2026-07-14|2026-07-17|234.1|239.85|211.46
TSEM|2026-07-14|2026-07-20|227.21|242.255|227.2
TSEM|2026-07-14|2026-07-21|250.91|253.015|238.8
TSEM|2026-07-14|2026-07-22|249.53|253.8399|242.7
TSEM|2026-07-14|2026-07-23|260.42|262.87|245.79
UBER|2026-06-29|2026-06-29|75.5|77.76|74.2
UBER|2026-06-29|2026-06-30|72.16|75.03|71.82
UBER|2026-06-29|2026-07-01|72.66|73.8|71.66
UBER|2026-06-29|2026-07-02|74.43|74.51|72.33
UBER|2026-06-29|2026-07-06|72.42|74.56|71.86
UBER|2026-06-29|2026-07-07|74.33|74.85|73.32
UBER|2026-06-29|2026-07-08|73.6|74.7699|72.58
UBER|2026-06-29|2026-07-09|74.35|74.36|72.31
VERA|2026-08-14|2026-08-14|31.63|32.31|29.73
VERA|2026-08-14|2026-08-17|31.63|32.72|31.1
VERA|2026-08-14|2026-08-18|32.28|32.3499|31.31
VERA|2026-08-14|2026-08-19|32.275|33.48|31.7
VERA|2026-08-14|2026-08-20|31.26|32.295|30.72
VERA|2026-08-14|2026-08-21|32.275|32.97|31.0331
VERA|2026-08-14|2026-08-24|33.72|35.0917|32.02
VERA|2026-08-14|2026-08-25|35.28|35.57|34
VOYG|2026-08-04|2026-08-04|33.49|35.98|32.9
VOYG|2026-08-04|2026-08-05|34.73|35.39|31.76
VOYG|2026-08-04|2026-08-06|38.31|38.77|34.22
VOYG|2026-08-04|2026-08-07|41.85|42.01|38.43
VOYG|2026-08-04|2026-08-10|43|43.58|41.5
VOYG|2026-08-04|2026-08-11|42.9|44.29|40.8652
VOYG|2026-08-04|2026-08-12|43|44.25|42.2875
VOYG|2026-08-04|2026-08-13|44.28|45.33|42.4483
WDFC|2026-07-10|2026-07-10|264.91|298.899|261.4898
WDFC|2026-07-10|2026-07-13|251.43|267.39|248.37
WDFC|2026-07-10|2026-07-14|249.12|252|246
WDFC|2026-07-10|2026-07-15|249.4|251.5|246.52
WDFC|2026-07-10|2026-07-16|256.36|258.5|248.49
WDFC|2026-07-10|2026-07-17|246.79|259.77|246.61
WDFC|2026-07-10|2026-07-20|239.59|247.315|238.08
WDFC|2026-07-10|2026-07-21|237.72|239.8|234.01
WKC|2026-07-24|2026-07-24|38.14|41.2|37.81
WKC|2026-07-24|2026-07-27|39.79|39.9|37.32
WKC|2026-07-24|2026-07-28|40.05|40.85|39.35
WKC|2026-07-24|2026-07-29|40.25|40.31|39.21
WKC|2026-07-24|2026-07-30|39.73|40.21|39.51
WKC|2026-07-24|2026-07-31|39.86|40|39.06
WKC|2026-07-24|2026-08-03|39.06|39.93|38.93
WKC|2026-07-24|2026-08-04|39.1|39.39|38.41
WULF|2026-07-06|2026-07-06|22.21|25.15|22.01
WULF|2026-07-06|2026-07-07|20.24|21.89|19.09
WULF|2026-07-06|2026-07-08|22.83|22.9|20.85
WULF|2026-07-06|2026-07-09|23.2|24.575|23.015
WULF|2026-07-06|2026-07-10|21.97|23.6499|21.82
WULF|2026-07-06|2026-07-13|20.89|21.89|20.14
WULF|2026-07-06|2026-07-14|19.41|20.96|18.62
WULF|2026-07-06|2026-07-15|19.37|20.18|18.65
ZS|2026-06-01|2026-06-01|155.71|157.7|143.75
ZS|2026-06-01|2026-06-02|144.15|151.04|140
ZS|2026-06-01|2026-06-03|134.37|142.47|133.53
ZS|2026-06-01|2026-06-04|135.26|137.5|132.5
ZS|2026-06-01|2026-06-05|130.78|137.2099|128.98
ZS|2026-06-01|2026-06-08|129.25|132.07|127.7365
ZS|2026-06-01|2026-06-09|125.84|130.1449|120.851
ZS|2026-06-01|2026-06-10|124.73|128.83|122.2148
(695 rows)
